488538;cellular organisms;Bacteria;Pseudomonadota;Alphaproteobacteria; ; ;SAR116 cluster;Candidatus Puniceispirillum;Candidatus Puniceispirillum marinum;Candidatus Puniceispirillum marinum IMCC132
1944648;cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia syzygii;Ralstonia syzygii subsp. celebesensis;blood disease bacterium A2-HR MARD
2026885;cellular organisms;Bacteria; ; ; ; ;Bacteria candidate phyla;Candidatus Bipolaricaulota;Candidatus Bipolaricaulis;Candidatus Bipolaricaulis anaerobiu
1332188;cellular organisms;Bacteria; ; ; ; ;Bacteria candidate phyla;Candidatus Saccharibacteria;Candidatus Saccharimonadia;Candidatus Saccharimonadales;Candidatus Saccharimonadaceae;Candidatus Saccharimonas;Candidatus Saccharimonas aalborgensi
2093823;cellular organisms;Bacteria; ; ; ; ;Bacteria candidate phyla;Candidatus Saccharibacteria;Candidatus Saccharimonadia;Candidatus Nanosynbacterales;Candidatus Nanosynbacteraceae;Candidatus Nanosynbacte
1551504;cellular organisms;Bacteria; ; ; ; ;Bacteria candidate phyla;Candidatus Dependentiae;Candidatus Babeliae;Candidatus Babeliales;Candidatus Babeliaceae;Candidatus Babel
