"","AJwcM2MAIPOOA100700.extra.kraken2.report","Ia7iM2MAIPOOB100245.extra.kraken2.report","P0ZQM2MAIPOOA100240.extra.kraken2.report","qU3SM2MAIPOOM070605.extra.kraken2.report","c5isM2MAIPOOA070615.extra.kraken2.report","TgLUM2MAIPOOM070620.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1623285",0,3,4,0,0,0,"v_4684",14,2.05069313427939e-05,113.618316739763
"2675775",2,1,3,0,1,0,"v_4959",29,2.05014658548086e-05,8159.95109265901
"1920774",1,2,1,1,1,0,"v_6088",32,2.05010455533232e-05,46225.7331119211
"1982626",3,2,0,0,2,0,"v_5455",29,2.04951631414986e-05,1998.17933136374
"2074",3646,1458,1618,2216,1433,1378,"v_637",53,2.04892841044134e-05,2114.06191847853
"2590948",5,0,0,1,0,1,"v_6030",25,2.04859261687221e-05,32448.9386702477
"662548",2133,1649,2444,817,1790,1376,"v_2267",5,2.04850868567683e-05,18.6934059713084
"285729",1,0,3,1,0,1,"v_5613",30,2.04817302965755e-05,3076.92928372814
"2747372",1,1,0,1,1,1,"v_4899",55,2.04792135981978e-05,4157.16998222425
"11572",1,1,0,1,1,1,"v_6240",55,2.04792135981978e-05,4157.16998222425
"114881",3,1,0,1,0,1,"v_5494",40,2.0478374836173e-05,11034.8543692675
"2614124",4876,1120,1264,1186,1104,1026,"v_298",54,2.04762782316686e-05,5068.95167708244
"1473598",2988,1301,1712,1622,3235,2210,"v_4303",74,2.04750204750205e-05,17653.8887138751
"74969",1,0,1,0,1,3,"v_5697",31,2.04725054252139e-05,2330.40581873446
"2633591",3366,1813,1485,2095,2249,1789,"v_126",73,2.04712481319986e-05,1825.68341233675
"1246301",1537,1645,5678,703,1504,1114,"v_2282",24,2.04712481319986e-05,1147.59168867321
"658401",1,0,0,0,2,0,"v_5739",19,2.04708290685773e-05,79.661135925361
"1605891",1501,2478,1550,1404,907,1250,"v_2757",30,2.04645451754835e-05,3122.12203706657
"2014920",3580,1492,1460,2500,1460,2059,"v_15",62,2.04616140121133e-05,21091.8636796726
"1982881",1,1,1,1,2,0,"v_5790",36,2.04607766910832e-05,4625.75354940249
"1993872",5,0,1,0,1,0,"v_5775",24,2.0460358056266e-05,50768.7661752151
"879274",1730,3186,1492,1004,1050,1334,"v_1631",24,2.04582651391162e-05,18455.5155290357
"44",2580,1324,1580,3087,2352,1886,"v_3895",58,2.04482250940618e-05,11511.5793485861
"1670800",2479,2232,1627,1289,1165,1514,"v_1674",13,2.04478069727022e-05,3396.5844914582
"2169746",0,0,1,0,2,2,"v_6718",40,2.04461346582429e-05,9638.19430422848
"497727",3217,141,376,2537,1329,1849,"v_4441",58,2.04432087660479e-05,2021.65275701405
"2560700",2,2,2,0,1,0,"v_5995",19,2.04390303723991e-05,6948.41589568773
"1971488",2,0,4,0,0,1,"v_5190",18,2.04381948986266e-05,4524.42829420975
"1275",4976,2142,1126,1195,656,678,"v_144",38,2.04260881998488e-05,2625.57125067938
"103731",3128,1414,1496,2981,1854,1696,"v_647",81,2.04248366013072e-05,2735.62120275701
"1848766",1,0,0,2,1,1,"v_5240",53,2.04248366013072e-05,26673.3080446355
"224325",1,0,0,2,1,1,"v_5665",53,2.04248366013072e-05,26673.3080446355
"2505970",0,0,1,3,0,1,"v_6615",21,2.04248366013072e-05,1707.57180385082
"33040",0,0,1,0,0,1,"v_6618",15,2.04240022874883e-05,23.9255581231158
"230361",77,62,51,6,5,1,"v_5647",2,2.04181639986932e-05,0
"10454",104,28,55,0,0,0,"v_6180",2,2.04181639986932e-05,0
"858423",1711,2906,1429,1099,3363,1719,"v_1558",50,2.04031665714519e-05,1132.12731049881
"298654",3492,1726,1585,2158,1989,1720,"v_689",87,2.03973401868396e-05,935.084667987531
"320483",3,0,1,0,2,0,"v_4799",32,2.03927646471032e-05,13142.1056081416
"2643834",3708,2044,1651,2185,2316,1886,"v_130",59,2.03865285819131e-05,1353.6138194756
"2107",3,1,0,1,1,0,"v_5493",41,2.03856973947079e-05,24329.7320838553
"2806262",1413,1622,1545,1029,1962,2719,"v_2287",25,2.03844507409748e-05,2266.95299082209
"120831",473,1567,3389,320,545,718,"v_4142",12,2.03840352236129e-05,379.096626612997
"463",0,13,0,12,0,0,"v_6326",2,2.03827887731599e-05,2.81040017817304
"1983555",3,0,2,0,1,0,"v_5714",36,2.03794656504106e-05,8444.45617936466
"1913653",3,0,2,0,1,0,"v_5958",36,2.03794656504106e-05,8444.45617936466
"2493680",2034,2533,844,634,1269,987,"v_1639",9,2.03790503362543e-05,212.773742853198
"2799564",2,2,0,1,1,0,"v_5099",31,2.03778044953437e-05,6035.14948327887
"2734260",1,0,1,1,1,1,"v_6049",47,2.03653544589944e-05,2409.04748424169
"106578",1,0,1,0,4,0,"v_5434",15,2.03632809318237e-05,8702.66856314132
"395495",2465,2036,2055,1295,2868,2259,"v_2598",48,2.03628662770572e-05,4140.49540231755
"1821559",2,0,1,0,0,3,"v_5733",35,2.03574773014128e-05,2584.6801855026
"1993873",0,1,0,2,1,1,"v_6411",39,2.03562340966921e-05,26512.1692123842
"279383",1,1,0,0,4,0,"v_5836",13,2.03558197288605e-05,3593.34274036383
"141391",2,0,2,0,2,0,"v_5479",32,2.03549910438039e-05,5343.01950593793
"1241835",1,0,1,0,1,2,"v_5024",45,2.03537481427205e-05,18465.0749606153
"333146",1,0,1,0,1,2,"v_5698",45,2.03537481427205e-05,18465.0749606153
"2517971",1,0,1,0,1,2,"v_5743",45,2.03537481427205e-05,18465.0749606153
"181082",1,0,1,0,1,2,"v_6153",45,2.03537481427205e-05,18465.0749606153
"215691",1288,5423,1134,1099,836,1184,"v_2835",36,2.03520911773685e-05,6550.76426688567
"1327959",2,2,1,0,3,0,"v_5734",7,2.03508486303879e-05,2.37758511590336
"2520516",1,2,1,1,0,1,"v_5977",24,2.03446381706101e-05,1406.14873494478
"216937",1,1,0,0,2,1,"v_5525",68,2.03429826881217e-05,68133.6571384976
"1777491",2,0,0,0,1,2,"v_5071",73,2.03421550479058e-05,18921.6361657771
"2045",3139,2333,1571,1979,1486,1367,"v_355",58,2.03404999694892e-05,8995.20199794147
"29555",3,0,0,0,0,3,"v_5497",25,2.03404999694892e-05,737.740018022449
"460265",2852,1781,1657,1837,2893,1881,"v_1713",76,2.03400862419657e-05,11881.7296239098
"454662",91,74,841,35,48,37,"v_3707",3,2.03342958233356e-05,25056
"2785910",1,0,0,1,0,3,"v_5103",40,2.03243770578432e-05,5271.64996393162
"2560298",1,0,0,1,0,3,"v_5863",40,2.03243770578432e-05,5271.64996393162
"1300342",2228,3097,1913,1344,2038,1955,"v_2849",37,2.03223118661979e-05,2321.09160357561
"2528022",3198,1905,2188,1567,1658,2454,"v_4063",17,2.03218988782312e-05,18452.0282781494
"1984783",0,4,1,1,1,0,"v_6468",20,2.03194213028813e-05,2208.4397981636
"2120",0,4,1,0,2,0,"v_6357",16,2.03185955786736e-05,16493.0492655179
"1159491",0,0,0,0,4,2,"v_7002",10,2.03177699215734e-05,71.4215118563224
"1084719",1,0,1,0,0,3,"v_6017",28,2.03173571181861e-05,8500.31034504364
"216944",2,1,0,0,0,3,"v_5520",24,2.03148806500762e-05,1171.75098558232
"2123",0,1,0,1,1,0,"v_1504",17,2.03070424823329e-05,107.042671077355
"1593482",890,819,6969,592,1003,782,"v_2498",16,2.03004466098254e-05,401.020164345484
"2734291",1,5,0,1,2,0,"v_5926",10,2.029879831114e-05,94.5983375235485
"1095774",2,0,0,1,1,1,"v_4999",69,2.02901491325961e-05,14199.0045962038
"2761123",2,2,0,0,2,0,"v_5561",27,2.02847985719502e-05,1370.79269452958
"1433993",1435,1717,1696,440,542,929,"v_4150",12,2.02823300340743e-05,2897.15830833721
"2675778",1,1,0,0,1,2,"v_4962",52,2.02819186695061e-05,9260.16203852472
"2560076",1,1,0,0,1,2,"v_6232",52,2.02819186695061e-05,9260.16203852472
"2749961",3,0,3,0,1,0,"v_5391",32,2.02786283535782e-05,4361.28162018911
"29561",3,2,0,1,0,0,"v_5496",17,2.02761613171394e-05,7704.43749539825
"426117",3044,1705,1888,2064,2397,2113,"v_1705",23,2.02741059119293e-05,1823.89019573687
"233316",0,1,5,3,0,0,"v_6319",5,2.02699963514007e-05,187.322590752835
"2049890",1,0,0,0,0,2,"v_4744",20,2.02662991711084e-05,77.8300340849974
"67581",1817,1599,1310,3539,1377,1168,"v_10",14,2.02658884565499e-05,4795.94112140267
"2560512",1,1,2,1,1,0,"v_5792",31,2.02605506817675e-05,1895.02799348343
"215578",2,2,0,0,1,0,"v_1518",12,2.02535747559444e-05,26.0493347574471
"56811",1,0,1,1,1,0,"v_3120",14,2.02498835631695e-05,53.7926861853518
"2636821",1,1,2,1,0,1,"v_5436",27,2.02457838155204e-05,2145.08340146922
"96344",1869,1194,1894,1703,1857,3451,"v_2418",11,2.02449640651888e-05,502.602277708051
"2108445",2148,2735,1493,905,825,1162,"v_1643",12,2.02445542149162e-05,1533.71133416131
"288000",2578,2260,1956,1261,2823,1745,"v_1527",32,2.02441443812377e-05,1036.7012036875
"200618",3206,2016,1660,2262,1617,1393,"v_343",56,2.02412760100397e-05,2549.15315615433
"2648503",3831,1802,1766,2182,1982,1689,"v_321",73,2.02388180530257e-05,7398.89862576894
"2053813",1,0,0,3,0,1,"v_6038",25,2.02375892983628e-05,5174.23147016277
"1909389",2,1,0,0,3,0,"v_5899",24,2.02367702114742e-05,2670.03092403219
"46354",0,1,0,0,3,1,"v_6353",27,2.02330851408223e-05,8431.3579883516
"2015316",2005,2393,1702,1079,2873,1571,"v_1568",34,2.02285829877617e-05,730.843691094014
"47735",0,0,0,4,3,0,"v_6781",4,2.02261281122955e-05,4.15024797498291
"1964565",0,1,0,0,0,1,"v_6396",13,2.02236738325884e-05,106.524431756702
"348824",823,997,1199,575,621,695,"v_1590",5,2.02228558717062e-05,337.000885724516
"985008",1,1,1,0,1,1,"v_5205",54,2.02204023860075e-05,4461.19186268809
"2201420",1,1,1,0,1,1,"v_5940",54,2.02204023860075e-05,4461.19186268809
"1563661",0,0,1,2,0,2,"v_6688",35,2.02187670595847e-05,1455.55758456457
"227318",3566,1938,1717,2438,2235,1797,"v_630",68,2.02146799005438e-05,4983.64410784717
"108150",4,0,0,2,0,0,"v_5433",22,2.02007959113589e-05,3142.01747131077
"2734280",4,0,0,2,0,0,"v_5843",22,2.02007959113589e-05,3142.01747131077
"2560407",0,1,2,2,1,0,"v_6440",22,2.01954923661039e-05,668.333867291764
"2656526",0,0,0,3,2,0,"v_6794",12,2.0188561161246e-05,1102.39955654694
"84023",0,1,1,0,2,1,"v_6350",39,2.01865234769268e-05,41892.3144301047
"2609250",3903,1934,1816,2186,2238,2018,"v_209",73,2.01800056504016e-05,2545.42345907225
"150286",1,2,0,0,1,1,"v_6121",42,2.01763412222828e-05,7905.25985620749
"2488789",0,4,0,0,0,6,"v_6384",2,2.01726781247478e-05,121.385423335164
"36814",1878,2020,1452,1085,2145,857,"v_391",7,2.0166982616061e-05,2868.15644854537
"114615",2454,2150,1881,1210,2742,1691,"v_1529",30,2.01616968084034e-05,376.461042141137
"2589076",664,533,575,753,491,583,"v_2063",2,2.01604774001048e-05,0
"932677",2,0,0,0,2,1,"v_4998",60,2.0159664543182e-05,11104.5895404524
"155615",2,0,0,0,2,1,"v_5607",60,2.0159664543182e-05,11104.5895404524
"1544730",3633,2040,1266,3324,2218,1679,"v_386",74,2.01592581393005e-05,2303.82751043717
"2560608",0,1,1,1,2,0,"v_6443",38,2.015438257049e-05,23868.8694930479
"2715960",2061,2164,1849,999,2633,1506,"v_1534",35,2.01474795503083e-05,2919.43738298659
"571428",1,4,1,0,0,1,"v_5026",16,2.01417982597486e-05,3088.32201154107
"45497",72,12,117,3,5,5,"v_1368",1,2.01349038558341e-05,0
"2528009",3578,1646,2146,1687,2090,2546,"v_4062",59,2.01255836419256e-05,11439.2910193613
"2733156",2,2,0,1,0,0,"v_4682",10,2.01255836419256e-05,20.8775503239266
"10401",3,1,0,0,2,0,"v_6123",36,2.0124773596297e-05,5316.21659456733
"1675686",3121,1552,1883,1821,2537,2592,"v_3739",68,2.01227487674816e-05,4075.67322367939
"98795",0,0,3,0,1,1,"v_6600",23,2.01085863663784e-05,13630.4012536292
"861045",0,0,1,0,2,0,"v_6647",7,2.01077776884099e-05,2.51303223833709
"199891",2,0,0,2,1,0,"v_4951",46,2.00996944846438e-05,20585.5723577412
"2719575",2,0,0,2,1,0,"v_5730",46,2.00996944846438e-05,20585.5723577412
"324078",1,2,0,0,0,2,"v_5531",30,2.00928288693765e-05,5394.22667148917
"118109",1,2,0,1,0,1,"v_5028",27,2.00924251557163e-05,6401.26935023662
"28214",1,0,1,0,3,0,"v_4781",25,2.00859679427952e-05,21235.9430116503
"543728",1789,1774,6512,742,1639,1222,"v_2280",23,2.00815310159247e-05,8370.36552855663
"648691",1,1,0,1,2,0,"v_4902",40,2.00706486833654e-05,29072.8923744244
"1583098",0,3,1,0,0,0,"v_4393",8,2.00658158760735e-05,39.8757941153435
"770",0,4,0,1,0,0,"v_2236",7,2.00629978131332e-05,47.4561661854651
"307121",2808,1794,1677,2817,1985,2463,"v_606",61,2.00465078983241e-05,20982.6314595526
"2732683",2,0,1,0,0,0,"v_4718",10,2.00372693209369e-05,71.9168868884173
"1245469",2674,2366,2063,1363,2988,1879,"v_1549",44,2.00260338439972e-05,2186.68708759335
"1982751",0,0,0,0,1,1,"v_4681",20,2.00076028890979e-05,37.0737522970321
"1242245",3,0,0,0,0,2,"v_4876",30,2.0004400968213e-05,1765.94844375647
"360196",2,1,0,0,1,1,"v_5182",60,2.00032005120819e-05,5013.6740667306
"216936",2,1,0,0,1,1,"v_5518",60,2.00032005120819e-05,5013.6740667306
"1131316",2,1,0,0,1,1,"v_5721",60,2.00032005120819e-05,5013.6740667306
"2560303",2,1,0,0,1,1,"v_5862",60,2.00032005120819e-05,5013.6740667306
"2734333",1,0,4,0,1,0,"v_6267",12,2.00012000720043e-05,2028.57993793047
"375549",1595,1313,1424,1106,1061,1146,"v_1627",1,1.99948013516486e-05,0
"1859492",3,0,0,0,1,1,"v_6133",56,1.99820161854331e-05,16942.0094699454
"84531",1632,2446,2323,1407,1004,1313,"v_2760",28,1.99688485961899e-05,8617.05069671871
"435897",1589,2316,2005,1332,1028,1310,"v_2758",26,1.99628690635418e-05,8128.45414484588
"2518371",3539,2102,1833,1623,970,943,"v_339",37,1.99513187821715e-05,1782.7458557662
"1325120",2134,2392,1875,1089,2970,1600,"v_1532",33,1.99493287050891e-05,1045.45036929256
"1985293",0,1,0,1,3,0,"v_6471",22,1.99469411365767e-05,4699.1396636437
"529120",3,0,2,0,0,1,"v_5074",37,1.99465432640523e-05,2148.3073295127
"2072590",937,773,7240,507,917,729,"v_2511",16,1.99445541394922e-05,211.720768206775
"2518974",2,1,1,0,2,0,"v_5015",37,1.99413723652462e-05,1925.68688235392
"404405",2934,1545,1926,1549,2709,2546,"v_2666",61,1.99377940824627e-05,2805.70456444066
"43263",647,1349,1477,503,519,552,"v_2967",4,1.9934217083624e-05,6317.78723905022
"2170254",3,1,1,0,1,0,"v_5820",29,1.99294497478925e-05,2483.62254102088
"1131315",0,0,0,1,2,1,"v_6864",37,1.99270669350178e-05,4075.11921295444
"1408429",1,1,1,1,0,1,"v_5563",28,1.99234937838699e-05,1289.59654445967
"2743909",0,0,0,1,1,2,"v_6807",43,1.99226999242937e-05,1331.95010059779
"2560492",1,0,0,0,1,0,"v_4674",25,1.9921509253541e-05,56.1675613245732
"2169962",1,0,0,0,1,0,"v_4711",25,1.9921509253541e-05,56.1675613245732
"1262528",1,0,0,0,1,0,"v_4732",25,1.9921509253541e-05,56.1675613245732
"2591131",1,0,2,1,0,1,"v_5742",32,1.99143682166683e-05,2108.61624560903
"2734258",0,0,0,1,1,0,"v_4667",14,1.99020817577519e-05,79.2371292168281
"1325107",1752,3274,1341,1259,4339,1994,"v_1555",32,1.98969338824887e-05,683.407620554972
"1151116",1,0,2,0,2,0,"v_4993",36,1.98929757902485e-05,15605.684255318
"196600",1,0,2,0,0,2,"v_5144",34,1.9889414853415e-05,1746.19072492134
"2734096",0,1,1,2,1,0,"v_6479",29,1.98834827908456e-05,11912.4467102543
"2732924",1,0,1,2,1,0,"v_6068",40,1.98751838454506e-05,13162.5375085443
"86840",3,1,0,0,0,1,"v_4862",35,1.98739988473081e-05,79845.7072556515
"1922330",3,0,0,2,0,0,"v_6046",31,1.98736038793275e-05,4368.42835907205
"2752797",2,0,1,1,1,0,"v_5981",54,1.98676812429221e-05,7833.05556736601
"1985181",2,0,1,1,1,0,"v_6089",54,1.98676812429221e-05,7833.05556736601
"1241833",4,0,1,1,0,0,"v_5006",39,1.98593954800016e-05,6115.43236181628
"1178537",4,0,1,1,0,0,"v_5278",39,1.98593954800016e-05,6115.43236181628
"1980944",2,1,1,0,0,1,"v_5992",32,1.98578180229556e-05,2356.9734397611
"187217",2,1,1,0,0,1,"v_6104",32,1.98578180229556e-05,2356.9734397611
"1141883",2124,1751,3815,1162,2274,1419,"v_2503",11,1.98562408164886e-05,5600.99131207092
"118117",0,0,1,0,2,0,"v_3338",13,1.98467828365022e-05,56.1927012147795
"2752475",1,0,3,0,0,1,"v_5102",23,1.98404825205349e-05,3849.07238096369
"419479",3479,1709,1703,3471,1906,1906,"v_729",55,1.98381209331852e-05,41871.6861778266
"423349",1097,7312,981,578,999,939,"v_4264",4,1.98259283490949e-05,1.11934753423549
"2301561",1,1,1,0,2,0,"v_5752",29,1.98243562040323e-05,18756.5013899177
"2602015",2923,1699,1802,2060,2836,3248,"v_1992",71,1.98200340904586e-05,28622.0659957198
"1912",1854,1530,953,4359,5154,2106,"v_36",43,1.98188556592742e-05,5499.08761365978
"43767",1749,4480,1032,1392,954,1050,"v_480",14,1.98161065313887e-05,465.256185837612
"1299429",0,0,1,1,0,3,"v_6661",27,1.98019801980198e-05,462.013261454283
"1291379",0,5,1,0,3,0,"v_6365",7,1.97961001682669e-05,44.2527163971567
"1964448",0,1,1,3,1,0,"v_6372",14,1.97941409342835e-05,191.369568864595
"2734259",0,0,1,0,0,1,"v_4710",14,1.97894403546268e-05,44.4158154331288
"2734247",0,0,1,0,0,2,"v_4662",12,1.97874824386093e-05,24.3198283055471
"2615080",4205,2165,1844,2299,2043,1721,"v_291",54,1.97859163847174e-05,5176.45543044189
"316056",2077,1720,1567,884,1864,1237,"v_1573",12,1.97839591659083e-05,1551.23361980872
"1154689",1,2,0,1,1,0,"v_6179",25,1.97820023342763e-05,28308.4962745853
"2651334",2951,2309,2060,2845,2161,1850,"v_1704",39,1.97792634202302e-05,847.946532075928
"479978",1289,2200,1271,928,687,602,"v_620",9,1.97773075173546e-05,1501.26244729491
"639283",2393,1606,2090,1772,2598,3935,"v_1760",57,1.97714421289889e-05,4055.75408429164
"2696060",3,0,0,1,1,0,"v_4762",46,1.97565987039671e-05,8016.08386554651
"2742668",3,0,0,1,1,0,"v_4918",46,1.97565987039671e-05,8016.08386554651
"1985736",3,0,0,1,1,0,"v_6065",46,1.97565987039671e-05,8016.08386554651
"2675773",1,0,0,1,1,1,"v_4960",63,1.97491853461045e-05,18122.6348001482
"115545",1,0,0,1,1,1,"v_5210",63,1.97491853461045e-05,18122.6348001482
"2656540",1,0,0,1,1,1,"v_5767",63,1.97491853461045e-05,18122.6348001482
"2732912",1,0,0,1,1,1,"v_6072",63,1.97491853461045e-05,18122.6348001482
"115808",2570,2236,1900,1215,2817,1743,"v_1531",30,1.97472353870458e-05,760.978895986933
"261318",1,1,0,0,1,0,"v_3337",14,1.97456756970224e-05,24.1211320053065
"47853",2851,1902,1786,2751,2614,2378,"v_602",45,1.97429468322442e-05,6409.95469866234
"1982558",1,0,0,0,1,2,"v_5803",61,1.97409981048642e-05,1912.52315513709
"2604899",0,0,2,0,1,0,"v_4709",10,1.97308709206424e-05,34.9942981942761
"2734141",1,0,0,1,0,0,"v_4704",12,1.97300923368321e-05,25.9330962432022
"449461",3674,2196,1817,2415,1658,1504,"v_340",51,1.97273677773175e-05,3660.8386651481
"1921549",1,1,1,0,0,0,"v_3336",10,1.97207541216376e-05,44.1485447658372
"2590877",0,0,0,3,0,1,"v_6862",9,1.97184209488504e-05,15.3096767864157
"1985329",3,0,1,1,0,0,"v_5957",47,1.97125904315086e-05,68461.3845481404
"2518980",1,0,1,1,2,0,"v_5030",33,1.97024923652842e-05,4693.37807166214
"1647472",1,0,1,1,2,0,"v_5735",33,1.97024923652842e-05,4693.37807166214
"1647475",1,0,1,1,2,0,"v_5737",33,1.97024923652842e-05,4693.37807166214
"1664246",1,0,1,1,2,0,"v_5751",33,1.97024923652842e-05,4693.37807166214
"36855",1,0,0,0,2,1,"v_4768",67,1.97021041847269e-05,18456.8855575819
"545908",1,0,0,0,2,1,"v_4861",67,1.97021041847269e-05,18456.8855575819
"1241859",1,0,0,0,2,1,"v_5023",67,1.97021041847269e-05,18456.8855575819
"1293575",0,0,1,1,1,1,"v_6625",40,1.97017160194653e-05,1271.65108663195
"1848517",0,0,1,0,2,1,"v_6582",32,1.96869770646717e-05,1733.7347996513
"2201169",0,0,1,0,2,1,"v_6662",32,1.96869770646717e-05,1733.7347996513
"413888",0,1,0,0,1,2,"v_6354",38,1.96865894952358e-05,1776.26322751346
"29323",0,0,0,1,0,3,"v_6789",12,1.96858144021418e-05,8.28220203056509
"458639",0,0,0,1,0,3,"v_6842",12,1.96858144021418e-05,8.28220203056509
"548687",1,0,5,2,0,0,"v_6118",8,1.96792285742399e-05,239.798900011627
"315358",3,1,0,0,1,0,"v_5511",34,1.96741953254112e-05,24535.4552181969
"2714952",2545,2452,2452,1418,3073,2467,"v_2345",36,1.96583380840984e-05,618.734622577737
"67304",2648,2306,1137,3101,2418,1254,"v_12",10,1.96560196560197e-05,1757.28200617527
"860235",4520,1569,1409,4784,1944,2495,"v_667",60,1.96552469681782e-05,9229.95679642303
"463025",1144,818,874,4662,1728,3509,"v_2556",27,1.96552469681782e-05,143.736144745763
"10242",2,1,2,1,0,0,"v_6140",27,1.96509982707122e-05,1403.46383955062
"211114",4655,2243,1406,2725,2777,2647,"v_666",49,1.96405774329765e-05,2497.63943842591
"1197460",2504,2725,2127,1228,3287,1784,"v_1530",32,1.96305529926778e-05,751.84690829855
"324079",3,1,2,0,0,0,"v_5510",26,1.96282411133138e-05,739.046955236064
"317858",3,1,2,0,0,0,"v_6120",26,1.96282411133138e-05,739.046955236064
"192",3301,1692,1966,2404,2627,2651,"v_1979",62,1.96163050727765e-05,11082.3831600457
"573569",3,0,2,0,0,0,"v_5180",18,1.9613227160397e-05,1222.07333663118
"1966265",0,0,0,0,3,1,"v_7078",14,1.96093811279316e-05,66.5891653019859
"214675",0,1,0,1,0,2,"v_6374",31,1.96024620692359e-05,741.138784346048
"1993859",0,1,0,1,0,2,"v_6441",31,1.96024620692359e-05,741.138784346048
"2622970",3597,2045,2287,1928,3241,3213,"v_4050",60,1.96020778202489e-05,2976.29852167508
"2557554",0,1,2,2,0,0,"v_6501",21,1.95882548823725e-05,7969.78054480645
"1718278",0,5,0,0,0,1,"v_6383",3,1.95871038508246e-05,22.0426680871175
"1301915",0,0,1,2,0,1,"v_6634",23,1.95813507215728e-05,403.233794426877
"2733169",0,3,0,2,0,0,"v_6420",13,1.95805838930117e-05,171.931941703674
"859143",147,438,1049,46,26,32,"v_843",3,1.95794337627756e-05,105.935538854168
"2560787",0,67,11,2,0,1,"v_6402",1,1.95775171792713e-05,0
"668607",4,2,2,0,0,0,"v_5008",17,1.95748345926477e-05,569.007979052527
"257758",0,2,1,1,0,1,"v_6349",19,1.95744514259988e-05,13467.2255725874
"746691",424,766,1936,38,14,42,"v_873",3,1.95656427313637e-05,237.345925290162
"1259844",124,455,1904,26,84,34,"v_2883",3,1.95656427313637e-05,237.345925290162
"1170710",0,0,1,1,3,0,"v_6574",19,1.95652599244781e-05,1063.32228018288
"1534110",40,310,1873,31,40,42,"v_2875",1,1.95641115936925e-05,0
"465721",2631,2869,2453,1956,2444,2867,"v_3736",20,1.95637288467182e-05,17322.4762813075
"2777475",1813,2468,1029,794,5075,3185,"v_1642",40,1.95579894386857e-05,479.510511310531
"1538804",1,1,2,0,0,1,"v_5753",26,1.95534003363185e-05,76922.3072912762
"2594473",3488,2292,1646,3067,2709,3395,"v_1864",57,1.95530180083296e-05,14093.5252723466
"290434",0,1,0,1,2,0,"v_6371",25,1.95530180083296e-05,1023.90593333134
"1917990",0,1,0,1,2,0,"v_6510",25,1.95530180083296e-05,1023.90593333134
"2082949",2486,2221,1784,2513,1760,1432,"v_1703",15,1.95488133870274e-05,357.63725771987
"103733",3741,1982,1913,3714,2566,2220,"v_646",49,1.95472848821299e-05,6191.07094481468
