"","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","X1ayWM2CHIPOOB100705.extra.kraken2.report","oAVVM2CHIPOOB051360.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"104336",464,213,287,3115,744,1459,794,"v_2974",11,2.07580852742143e-05,155.927626398413
"1407064",0,0,0,0,3,2,0,"v_6129",18,2.01987557566454e-05,155.686285675043
"171281",0,0,0,0,3,2,0,"v_6189",18,2.01987557566454e-05,155.686285675043
"32",3793,2390,1740,11523,5851,12121,8775,"v_2779",8,1.57212929191297e-05,155.152095780425
"2763317",3097,1771,1020,10436,12478,6032,2105,"v_1329",5,1.59413358839471e-05,154.518034945196
"2732364",10,10,5,25,22,21,25,"v_977",8,2.81191125608076e-05,153.674008437173
"2560658",0,0,1,0,0,1,1,"v_6900",23,1.93535900909619e-05,151.251018646289
"857312",0,0,1,0,0,1,1,"v_6904",23,1.93535900909619e-05,151.251018646289
"68249",1221,369,323,2051,855,2291,1378,"v_3194",14,2.0354576726577e-05,150.853740885781
"650377",1,0,0,0,1,1,0,"v_6162",29,1.9000209002299e-05,149.492689459512
"1034136",1,0,0,0,1,1,0,"v_6238",29,1.9000209002299e-05,149.492689459512
"398",165,108,112,819,275,414,291,"v_78",8,2.14509416963405e-05,147.586641818258
"450",0,0,7,0,32,18,11,"v_6156",3,2.64501282831222e-05,146.001544131515
"1414737",0,0,0,1,0,9,2,"v_5519",8,2.15796288303841e-05,144.747254604988
"587",8,8,4,0,17,0,0,"v_6141",6,2.6916451335056e-05,142.252575104056
"2799495",0,0,1,0,0,2,0,"v_6697",29,1.93697096480524e-05,141.990004601298
"2766470",0,0,1,0,0,2,0,"v_6734",29,1.93697096480524e-05,141.990004601298
"1917441",0,0,1,0,0,2,0,"v_6735",29,1.93697096480524e-05,141.990004601298
"674703",2473,2683,5984,10078,3739,9085,7915,"v_192",5,1.56313502360334e-05,140.198948678975
"579405",0,1,0,0,0,0,2,"v_6605",20,1.97273677773175e-05,139.370420295601
"108098",0,1,0,0,0,0,2,"v_6668",20,1.97273677773175e-05,139.370420295601
"2663824",890,521,761,3160,1385,2875,1865,"v_3013",9,1.96178443912583e-05,138.114708180454
"51288",7,3,3,27,9,10,18,"v_1906",5,2.58712131011823e-05,137.848777627583
"2733109",0,0,0,2,0,4,0,"v_5809",13,1.86804154524397e-05,135.006962726655
"1183412",1,1,0,12,0,3,0,"v_97",4,2.2363359871187e-05,134.443959000129
"1183400",1545,558,488,6866,1503,2873,1639,"v_91",4,1.85638969332442e-05,131.738358287936
"2548456",1199,441,1265,2112,1023,2322,2423,"v_3193",22,1.91274076624395e-05,130.256990750966
"2528023",4778,3856,1850,15561,6760,18550,7879,"v_4765",5,1.52306684740393e-05,129.454596346455
"1898749",4,0,0,15,7,11,55,"v_5414",5,2.66219418044352e-05,129.34344630221
"470150",14,0,1,5,18,5,4,"v_1659",8,2.78877795749902e-05,129.279814975546
"244366",34,27,15,84,48,0,64,"v_1806",4,2.69121050648582e-05,126.164460227554
"1982590",0,1,0,0,0,2,0,"v_6654",17,1.9299803142008e-05,125.18736735149
"2560546",0,1,0,0,0,2,0,"v_6659",17,1.9299803142008e-05,125.18736735149
"336476",0,1,0,0,0,2,0,"v_6673",17,1.9299803142008e-05,125.18736735149
"2015316",650,388,420,3135,1032,1993,991,"v_47",7,2.0503988025671e-05,124.783868842311
"568707",1,0,0,1,0,0,1,"v_1105",18,1.86296061701256e-05,123.833410529435
"1777491",1,0,0,1,0,0,1,"v_2382",18,1.86296061701256e-05,123.833410529435
"2657486",395,228,315,7495,585,1000,460,"v_186",7,2.00980786236836e-05,122.727501108349
"2652415",2,3,0,0,0,1,0,"v_6497",6,2.28812008054183e-05,121.325031258375
"278148",67,38,39,193,86,159,92,"v_163",4,2.65957446808511e-05,118.563343283343
"2734080",2,0,0,1,0,0,1,"v_5789",13,1.89379592455117e-05,118.411959485342
"827",2,1,2,9,7,5,4,"v_2876",3,2.30829601588108e-05,117.159719049463
"1758196",0,1,0,0,1,0,1,"v_6127",14,1.93016657337528e-05,114.50420520535
"2178923",0,1,0,0,1,0,1,"v_6230",14,1.93016657337528e-05,114.50420520535
"1921698",0,1,0,0,1,0,1,"v_6272",14,1.93016657337528e-05,114.50420520535
"1591409",86,43,56,268,162,311,118,"v_600",5,2.58631837579206e-05,114.400513907122
"2560095",1,0,0,0,1,0,1,"v_6325",23,1.91171691295953e-05,112.62818156556
"418008",8,31,1,62,9,79,16,"v_5290",13,3.02901799236687e-05,109.93433781022
"2619320",4464,3403,2527,16231,6735,17705,8440,"v_3618",5,1.52038070332811e-05,109.012793854655
"2734084",0,0,0,0,6,4,0,"v_6312",4,2.12779539119518e-05,108.981705055456
"401619",1,1,1,2,1,0,2,"v_1939",6,2.007548381916e-05,108.024391289335
"212",0,1,0,3,0,0,0,"v_2928",12,1.92355781253006e-05,104.512182331787
"1664246",0,1,0,3,0,0,0,"v_5499",12,1.92355781253006e-05,104.512182331787
"1678028",486,233,207,2989,691,990,624,"v_792",15,2.08859834165292e-05,104.232788452612
"1848517",0,0,0,2,1,0,1,"v_1780",26,1.8629259114365e-05,103.097598189577
"914127",0,0,0,2,1,0,1,"v_2567",26,1.8629259114365e-05,103.097598189577
"1089111",0,0,0,2,1,0,1,"v_5570",26,1.8629259114365e-05,103.097598189577
"2560388",0,0,0,2,1,0,1,"v_5685",26,1.8629259114365e-05,103.097598189577
"238854",0,0,0,2,1,0,1,"v_5745",26,1.8629259114365e-05,103.097598189577
"283165",2,0,0,0,0,0,1,"v_6425",13,1.91200933060553e-05,101.66912156024
"1913591",2,0,0,0,0,0,1,"v_6526",13,1.91200933060553e-05,101.66912156024
"1923667",1,0,0,0,2,0,0,"v_6408",33,1.8887881535207e-05,97.61713661526
"2509455",426,161,171,1597,678,1029,643,"v_2999",7,1.99123855037834e-05,97.3699576366179
"187218",0,0,3,2,0,1,0,"v_5925",3,1.86379393894211e-05,97.2635943859331
"69395",343,174,344,942,544,806,373,"v_724",18,2.23768712658596e-05,96.6527771643305
"666",32,19,6,60,61,0,35,"v_2579",8,2.87496765661386e-05,96.2658396746591
"2729575",0,1,0,1,0,1,0,"v_5537",29,1.88114900581275e-05,88.8564815753497
"62098",0,1,0,1,0,1,0,"v_5988",29,1.88114900581275e-05,88.8564815753497
"2493093",64,48,51,193,132,213,154,"v_16",12,2.68607805742835e-05,88.4793722195514
"1914461",2640,670,4690,2244,6460,3505,1957,"v_3590",10,1.66066061079097e-05,87.4910513086112
"876364",47,25,27,72,195,128,99,"v_1008",7,2.76717029165975e-05,87.0579002889365
"293071",3,0,0,0,1,1,0,"v_6205",13,2.11407551477739e-05,86.9809435899056
"1581680",8,6,3,22,94,31,13,"v_1184",12,2.96797554388152e-05,84.2235367623803
"2732938",2,0,0,0,5,0,2,"v_6337",10,2.19327104443567e-05,82.649186401022
"2734085",0,0,0,2,2,0,0,"v_5810",17,1.86313416429117e-05,80.8854020810554
"235627",3499,2878,1740,21062,4869,15586,7024,"v_3063",8,1.52278853035679e-05,77.673004219389
"1840267",0,0,1,2,0,0,0,"v_904",12,1.8279864729001e-05,76.4943772917735
"2733919",0,0,4,0,2,0,0,"v_6339",4,1.88672125580167e-05,76.0722238639282
"28110",3,0,0,10,0,4,0,"v_2687",9,2.24648425214539e-05,75.2382857434496
"1259844",206,10,11,154,337,98,39,"v_1464",12,2.56252562525625e-05,75.0007720648865
"1211282",0,0,1,1,0,0,1,"v_5573",15,1.86244016910957e-05,69.3637799921158
"2776735",0,0,1,1,0,0,1,"v_6086",15,1.86244016910957e-05,69.3637799921158
"157691",2,0,6,5,2,9,0,"v_5171",7,2.26126676163987e-05,68.5759352098648
"483",1,1,1,18,32,8,6,"v_1269",5,2.54919955134088e-05,68.3536059754342
"2592655",44,29,39,150,90,126,85,"v_663",2,2.68261930949379e-05,68.1389419542256
"2137",1,0,0,6,3,23,1,"v_4722",4,2.60491286566464e-05,66.7232259558343
"216938",0,0,0,0,0,6,1,"v_6741",5,2.04023340270127e-05,66.6896732437797
"134537",290,181,233,674,610,771,472,"v_1026",17,2.26495436116962e-05,66.6644047513043
"668607",1,0,0,1,1,0,0,"v_2066",29,1.84644927803833e-05,65.2975317634769
"1313291",1,0,0,1,1,0,0,"v_5063",29,1.84644927803833e-05,65.2975317634769
"2749430",1,0,0,1,1,0,0,"v_5759",29,1.84644927803833e-05,65.2975317634769
"1913654",1,0,0,1,1,0,0,"v_5771",29,1.84644927803833e-05,65.2975317634769
"2560655",1,0,0,1,1,0,0,"v_5899",29,1.84644927803833e-05,65.2975317634769
"1804",464,215,149,2648,712,1039,931,"v_3312",6,1.97339858704661e-05,64.5537768795681
"1449778",1,0,0,0,1,0,0,"v_6102",28,1.84270656740621e-05,61.3600192891283
"571428",1,0,0,0,1,0,0,"v_6132",28,1.84270656740621e-05,61.3600192891283
"754053",1,0,0,0,1,0,0,"v_6223",28,1.84270656740621e-05,61.3600192891283
"2734222",1,0,0,0,1,0,0,"v_6260",28,1.84270656740621e-05,61.3600192891283
"2732691",1,0,0,0,1,0,0,"v_6340",28,1.84270656740621e-05,61.3600192891283
"1920865",1,0,0,0,1,0,0,"v_6360",28,1.84270656740621e-05,61.3600192891283
"2507291",1,0,0,0,1,0,0,"v_6398",28,1.84270656740621e-05,61.3600192891283
"10892",1,0,0,0,1,0,0,"v_6406",28,1.84270656740621e-05,61.3600192891283
"2259672",8,2,6,20,17,87,681,"v_5416",2,2.44594462381372e-05,61.0149602471466
"663276",1709,1038,612,6019,2511,4272,2329,"v_102",3,1.79852880343879e-05,60.8050962383871
"2010972",598,283,927,1888,975,1562,674,"v_721",16,2.00304462783431e-05,60.2671937798849
"1470067",1,0,1,20,4,24,48,"v_5405",6,2.61349083971461e-05,60.0929667985066
"2789776",2010,1394,1122,7017,3352,10166,3265,"v_3770",3,1.72449472304615e-05,57.2905233684959
"85625",1,1,0,1,0,0,0,"v_4760",16,1.95855693525011e-05,53.8994881440464
"10492",1,1,0,1,0,0,0,"v_5966",16,1.95855693525011e-05,53.8994881440464
"354354",290,152,377,1010,354,512,983,"v_4950",10,1.91600245248314e-05,51.8899212665755
"358220",863,117,120,7939,979,564,517,"v_855",4,1.92670802666564e-05,51.7555810910183
"2602016",1583,1477,909,3597,2909,6527,2814,"v_622",11,1.83536753234835e-05,51.4375745768545
"230361",6,12,0,45,2,11,2,"v_5361",4,2.65413912997319e-05,51.2164102272227
"28250",8,5,8,56,11,19,13,"v_4884",2,2.39245896932868e-05,50.1703614031852
"1826872",310,44,16,2408,354,521,98,"v_5398",11,2.25682690137666e-05,50.042684378548
"2742653",0,0,0,1,4,0,1,"v_1833",10,1.99111960655477e-05,49.0597099187341
"76947",281,120,164,587,429,523,268,"v_411",14,2.23139573803414e-05,47.8397568380975
"2681309",0,1,0,10,12,7,0,"v_1754",5,2.39790902333165e-05,47.0560063743636
"53437",899,334,271,1026,713,1600,785,"v_3670",10,2.15703192407248e-05,46.5966179256099
"1930",127,24,39,161,70,147,124,"v_3289",5,2.48527474712329e-05,46.1891268487794
"1115758",3,2,0,148,9,11,6,"v_4421",3,2.46578720256442e-05,46.1886216055489
"2079289",0,1,1,1,0,0,0,"v_5855",8,1.89286390308537e-05,44.9655427661043
"1982559",0,1,0,0,1,0,0,"v_6258",10,1.89973213776857e-05,44.4315992411261
"2733169",0,1,0,0,1,0,0,"v_6266",10,1.89973213776857e-05,44.4315992411261
"2560307",0,1,0,0,1,0,0,"v_6285",10,1.89973213776857e-05,44.4315992411261
"268591",0,1,0,0,1,0,0,"v_6368",10,1.89973213776857e-05,44.4315992411261
"1549949",431,350,401,1635,748,1166,1537,"v_34",22,2.0390269763269e-05,42.2378663905521
"1208308",1,0,0,0,0,0,1,"v_6453",15,1.8391819318767e-05,39.6844013863408
"860",1,0,0,0,0,0,1,"v_6480",15,1.8391819318767e-05,39.6844013863408
"2752521",1,0,0,0,0,0,1,"v_6538",15,1.8391819318767e-05,39.6844013863408
"1653395",1,0,0,0,0,0,1,"v_6553",15,1.8391819318767e-05,39.6844013863408
"1146875",1,0,0,0,0,0,1,"v_6588",15,1.8391819318767e-05,39.6844013863408
"2126925",1,0,1,2,1,0,0,"v_5503",6,1.87441424554827e-05,39.0501691949452
"85085",165,114,64,3799,238,532,389,"v_3072",5,2.17751066980228e-05,37.0460914124474
"649461",86,24,46,339,139,81,74,"v_4954",2,2.31427910205971e-05,36.2354463229627
"526119",1,0,0,2,0,0,0,"v_6012",9,1.82959181806539e-05,35.8981295439624
"1307956",1,0,0,2,0,0,0,"v_6059",9,1.82959181806539e-05,35.8981295439624
"28033",1,0,0,0,0,2,0,"v_6467",28,1.86751825499094e-05,35.3622947307284
"45363",1,0,0,0,0,2,0,"v_6471",28,1.86751825499094e-05,35.3622947307284
"508536",1,0,0,0,0,2,0,"v_6478",28,1.86751825499094e-05,35.3622947307284
"1983735",1,0,0,0,0,2,0,"v_6504",28,1.86751825499094e-05,35.3622947307284
"2283289",1,0,0,0,0,2,0,"v_6511",28,1.86751825499094e-05,35.3622947307284
"1283076",1,0,0,0,0,2,0,"v_6527",28,1.86751825499094e-05,35.3622947307284
"1914852",1,0,0,0,0,2,0,"v_6532",28,1.86751825499094e-05,35.3622947307284
"2734140",1,0,0,0,0,2,0,"v_6543",28,1.86751825499094e-05,35.3622947307284
"2734078",1,0,0,0,0,2,0,"v_6545",28,1.86751825499094e-05,35.3622947307284
"320432",1,0,0,0,0,2,0,"v_6580",28,1.86751825499094e-05,35.3622947307284
"52584",5,3,0,0,4,0,0,"v_6206",10,2.4240073689824e-05,34.5518729343992
"361101",0,7,1,1,2,5,12,"v_4229",5,2.55297421496043e-05,33.2694453047315
"2742662",1,0,0,3,0,0,0,"v_1823",8,1.82122823632258e-05,31.4206430127876
"571430",1,0,0,3,0,0,0,"v_2049",8,1.82122823632258e-05,31.4206430127876
"754070",1,0,0,3,0,0,0,"v_5496",8,1.82122823632258e-05,31.4206430127876
"1703250",2,0,0,0,0,2,0,"v_6434",12,1.94035353241361e-05,31.250642262452
"29320",1,0,0,1,4,1,11,"v_3099",5,2.46542245013683e-05,30.7856898356043
"384",1495,932,834,5823,2367,4209,2218,"v_67",3,1.78053166675569e-05,27.0789506042947
"2742656",0,0,1,1,0,0,0,"v_1785",11,1.78291256596776e-05,26.7797378939696
"2767579",0,0,1,1,0,0,0,"v_5758",11,1.78291256596776e-05,26.7797378939696
"2169534",0,0,1,1,0,0,0,"v_5923",11,1.78291256596776e-05,26.7797378939696
"1183239",0,0,1,1,0,0,0,"v_5958",11,1.78291256596776e-05,26.7797378939696
"2675779",0,0,0,0,4,1,0,"v_6121",5,2.01918223119637e-05,25.7121944250769
"1324796",824,486,457,3980,2085,1796,1919,"v_1332",2,1.812940771225e-05,25.704121677521
"1792192",226,18,7,98,129,77,79,"v_3810",4,2.56081946222791e-05,24.8242357047255
"192944",3460,2209,2254,16214,5432,12695,7131,"v_3402",6,1.521861541037e-05,24.7400428332931
"1938820",0,0,0,2,0,6,0,"v_1962",10,1.96924046395305e-05,24.4086122745811
"161494",0,0,0,2,0,6,0,"v_6056",10,1.96924046395305e-05,24.4086122745811
"2774137",312,220,202,19762,575,820,401,"v_183",3,1.77660916375007e-05,23.6184231756549
"999431",0,0,0,0,0,2,3,"v_6745",18,1.96889151407757e-05,23.5972385618124
"1867",1293,1422,958,5488,2163,4219,4512,"v_3608",5,1.65873239670244e-05,22.5178068522701
"134601",844,1150,198,1048,1318,1524,1762,"v_3336",7,1.98795300479097e-05,22.1665440029474
"2742677",0,0,1,0,0,0,1,"v_7035",13,1.87409809029405e-05,21.5235270577024
"2599848",0,0,1,0,0,0,1,"v_7058",13,1.87409809029405e-05,21.5235270577024
"47850",252,118,300,487,632,661,370,"v_3604",9,2.1289278719237e-05,20.96503365798
"391038",252,161,1560,747,468,754,399,"v_1023",3,2.10495295430147e-05,20.3363411674041
"1049583",25,19,13,108,40,74,57,"v_3062",11,2.9542970250229e-05,20.165426456584
"42253",935,560,507,1164,2067,2985,2224,"v_5026",3,1.87501171882324e-05,19.6384824738144
"68175",215,90,117,400,296,537,337,"v_3282",4,2.25260739305746e-05,19.392635123816
"2656914",4444,4439,3898,5246,5895,13796,8783,"v_3661",4,1.48648046021435e-05,19.2809578534398
"2097",0,0,1,0,0,1,0,"v_6739",24,1.82242309374544e-05,17.0318406256723
"2315475",0,0,1,0,0,1,0,"v_6777",24,1.82242309374544e-05,17.0318406256723
"2301714",0,0,1,0,0,1,0,"v_6778",24,1.82242309374544e-05,17.0318406256723
"1647472",0,0,1,0,0,1,0,"v_6785",24,1.82242309374544e-05,17.0318406256723
"437329",0,0,1,0,0,1,0,"v_6787",24,1.82242309374544e-05,17.0318406256723
"447909",0,0,1,0,0,1,0,"v_6790",24,1.82242309374544e-05,17.0318406256723
"2560490",0,0,1,0,0,1,0,"v_6816",24,1.82242309374544e-05,17.0318406256723
"2734261",0,0,1,0,0,1,0,"v_6829",24,1.82242309374544e-05,17.0318406256723
"2734095",0,0,1,0,0,1,0,"v_6878",24,1.82242309374544e-05,17.0318406256723
"2560495",0,0,1,0,0,1,0,"v_6882",24,1.82242309374544e-05,17.0318406256723
"2731928",0,0,1,0,0,1,0,"v_6919",24,1.82242309374544e-05,17.0318406256723
"130556",0,0,1,0,0,1,0,"v_6947",24,1.82242309374544e-05,17.0318406256723
"381899",0,0,1,0,0,1,0,"v_6956",24,1.82242309374544e-05,17.0318406256723
"1649470",3589,1906,1599,5208,4840,8545,7218,"v_2787",4,1.62688922511266e-05,16.6806438740198
"464988",12,0,0,11,4,2,3,"v_5213",3,2.48731469505522e-05,16.429143534515
"529120",0,0,0,0,0,4,1,"v_6720",10,1.93341324774757e-05,16.180637580103
"120961",1224,404,335,1139,1326,1898,1579,"v_4653",4,1.80753380088208e-05,15.7958035818957
"1623292",3,0,0,2,0,0,0,"v_5689",5,2.03483639915351e-05,15.6486359247259
"2130",2,0,0,2,0,0,0,"v_4718",5,1.93952559204019e-05,15.0048261575462
"1325102",633,320,394,2090,831,1215,2190,"v_6",7,1.88235294117647e-05,14.572040438364
"2169870",0,0,3,1,0,1,0,"v_5677",4,1.813927334071e-05,14.3842597382482
"1910991",0,0,0,1,0,5,0,"v_5687",7,1.85870151112433e-05,14.2192653078438
"173",0,3,3,0,0,0,0,"v_6621",2,2.0790885275895e-05,14.1438817233097
"1459637",883,441,2052,422,1379,2857,2975,"v_5401",12,1.86727415319117e-05,13.760724197574
"85632",0,0,0,0,0,1,5,"v_6744",8,1.99445541394922e-05,13.1593353022464
"1933911",0,0,1,0,1,0,0,"v_6092",10,1.77578889421626e-05,12.9914296140675
"509190",0,0,1,0,1,0,0,"v_6096",10,1.77578889421626e-05,12.9914296140675
"1675689",0,0,1,0,1,0,0,"v_6146",10,1.77578889421626e-05,12.9914296140675
"2732930",0,0,1,0,1,0,0,"v_6338",10,1.77578889421626e-05,12.9914296140675
"584",15,11,0,0,35,0,0,"v_6142",4,2.75368305108082e-05,12.5038544290261
"300",2522,237,228,6579,2399,2041,3068,"v_1552",2,1.73523746724739e-05,12.3714052558875
"1981049",0,2,0,0,0,0,1,"v_6633",3,1.99644632554054e-05,11.5105255572199
"168",0,1,0,0,0,0,1,"v_6618",11,1.85783821944785e-05,11.2131019943103
"290434",0,1,0,0,0,0,1,"v_6620",11,1.85783821944785e-05,11.2131019943103
"2625095",0,1,0,0,0,0,1,"v_6623",11,1.85783821944785e-05,11.2131019943103
"417280",0,1,0,0,0,0,1,"v_6649",11,1.85783821944785e-05,11.2131019943103
"419475",37,17,14,1310,42,84,36,"v_281",3,2.19620934267454e-05,10.3014404689194
"76731",357,192,215,1371,777,1003,601,"v_1146",13,2.2067747986318e-05,9.37506679900912
"89593",4111,2210,3421,11004,5688,13671,11734,"v_5201",3,1.5616459748575e-05,9.09476290042912
"1249101",427,176,141,1348,757,1149,1725,"v_3324",4,1.97808284210943e-05,8.41152821301674
"1854057",180,80,90,832,243,466,190,"v_144",2,2.36574402649633e-05,7.18984427535096
"2653200",4577,401,627,2685,1203,2824,2843,"v_3185",7,1.79433349482335e-05,7.05328889510421
"1507522",0,0,0,0,1,0,1,"v_6133",22,1.75073093016334e-05,6.6081961378162
"1963032",0,0,0,0,1,0,1,"v_6172",22,1.75073093016334e-05,6.6081961378162
"2627676",0,0,0,0,1,0,1,"v_6212",22,1.75073093016334e-05,6.6081961378162
"2233782",0,0,0,0,1,0,1,"v_6255",22,1.75073093016334e-05,6.6081961378162
"1982365",0,0,0,0,1,0,1,"v_6269",22,1.75073093016334e-05,6.6081961378162
"1982237",0,0,0,0,1,0,1,"v_6286",22,1.75073093016334e-05,6.6081961378162
"445686",0,0,0,0,1,0,1,"v_6306",22,1.75073093016334e-05,6.6081961378162
"2734114",0,0,0,0,1,0,1,"v_6332",22,1.75073093016334e-05,6.6081961378162
"2733299",0,0,0,0,1,0,1,"v_6381",22,1.75073093016334e-05,6.6081961378162
"54571",2978,1501,1632,6497,3783,9596,5689,"v_3178",2,1.62058794930801e-05,6.48373983795106
"1226757",698,283,420,1163,1018,1740,1068,"v_3227",18,2.00525376486394e-05,6.08627099645519
"381666",0,0,0,1,0,4,0,"v_998",5,1.86410662689906e-05,5.09381036209002
"33040",0,0,0,1,0,4,0,"v_4231",5,1.86410662689906e-05,5.09381036209002
"1104446",0,0,0,1,0,4,0,"v_5067",5,1.86410662689906e-05,5.09381036209002
"2742674",0,0,0,0,0,1,1,"v_6695",28,1.68551635793625e-05,5.09122207902696
"290339",0,0,0,0,0,1,1,"v_6696",28,1.68551635793625e-05,5.09122207902696
"2675789",0,0,0,0,0,1,1,"v_6704",28,1.68551635793625e-05,5.09122207902696
"2518980",0,0,0,0,0,1,1,"v_6712",28,1.68551635793625e-05,5.09122207902696
"646",0,0,0,0,0,1,1,"v_6719",28,1.68551635793625e-05,5.09122207902696
"1312369",0,0,0,0,0,1,1,"v_6723",28,1.68551635793625e-05,5.09122207902696
"2136",0,0,0,0,0,1,1,"v_6743",28,1.68551635793625e-05,5.09122207902696
"1983555",0,0,0,0,0,1,1,"v_6783",28,1.68551635793625e-05,5.09122207902696
"1982096",0,0,0,0,0,1,1,"v_6804",28,1.68551635793625e-05,5.09122207902696
"1982240",0,0,0,0,0,1,1,"v_6827",28,1.68551635793625e-05,5.09122207902696
"2050979",0,0,0,0,0,1,1,"v_6834",28,1.68551635793625e-05,5.09122207902696
"1278479",0,0,0,0,0,1,1,"v_6850",28,1.68551635793625e-05,5.09122207902696
"1985720",0,0,0,0,0,1,1,"v_6907",28,1.68551635793625e-05,5.09122207902696
"2732912",0,0,0,0,0,1,1,"v_6913",28,1.68551635793625e-05,5.09122207902696
"2732016",0,0,0,0,0,1,1,"v_6921",28,1.68551635793625e-05,5.09122207902696
"85655",0,0,0,0,0,1,1,"v_6935",28,1.68551635793625e-05,5.09122207902696
"1262528",0,0,0,0,0,1,1,"v_6949",28,1.68551635793625e-05,5.09122207902696
"40070",0,0,0,0,0,1,1,"v_6954",28,1.68551635793625e-05,5.09122207902696
"1534553",0,0,0,0,0,1,1,"v_6961",28,1.68551635793625e-05,5.09122207902696
"1923219",0,0,0,0,0,1,1,"v_7001",28,1.68551635793625e-05,5.09122207902696
"1353",0,3,0,0,8,2,1,"v_6176",2,2.16962096721703e-05,4.98248927314491
"248903",107,22,49,227,87,168,188,"v_3943",3,2.41943288493177e-05,4.9059868154094
"2561924",334,157,262,7682,690,945,320,"v_697",7,1.95698545959804e-05,4.73925663630293
"2625209",28,8,6,33,39,79,578,"v_3901",2,2.34829983092241e-05,4.53494169693287
"1479",10,11,78,34,23,85,115,"v_3824",4,2.6580898966003e-05,4.40905002629961
"717785",517,415,250,1186,577,1216,793,"v_197",5,2.19048453517918e-05,4.3412403608569
"279303",4,0,0,6,19,2,1,"v_5487",2,2.46767347744546e-05,4.27420503477746
"2742657",0,1,0,2,0,0,0,"v_1829",8,1.85161182809636e-05,3.91145482104333
"2773706",0,1,0,2,0,0,0,"v_1874",8,1.85161182809636e-05,3.91145482104333
"2733117",0,1,0,2,0,0,0,"v_5802",8,1.85161182809636e-05,3.91145482104333
"1198980",0,0,0,1,2,0,0,"v_5832",7,1.80795863390646e-05,3.69789067864421
"653685",990,508,642,785,1193,3506,11471,"v_3803",5,1.72099266857123e-05,3.46762623424433
"2775161",0,1,0,1,0,0,0,"v_1356",6,1.79176148071169e-05,3.17498036154199
"2099336",0,1,0,1,0,0,0,"v_5553",6,1.79176148071169e-05,3.17498036154199
"2003504",0,1,0,1,0,0,0,"v_5577",6,1.79176148071169e-05,3.17498036154199
"2170254",0,1,0,1,0,0,0,"v_5625",6,1.79176148071169e-05,3.17498036154199
"1982369",0,1,0,1,0,0,0,"v_5719",6,1.79176148071169e-05,3.17498036154199
"2547425",0,1,0,1,0,0,0,"v_5749",6,1.79176148071169e-05,3.17498036154199
"2742663",0,0,0,3,0,1,0,"v_1822",5,1.79018976011457e-05,3.05007851974375
"1636182",0,0,0,3,0,1,0,"v_5917",5,1.79018976011457e-05,3.05007851974375
