"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1029756",0.000883388239541496,0.000431710454441331,0.000972859069165708,0.000471200009122943,0.000390684266423911,0.000299395628292355,0.000380296043432863,0.000539595577382993,0.000510759889275828,0.000636087451394989,0.000404731231200794,0.000442360160226758,0.000350849459674268,0.000301885943823792,0.000558127973565832,0.00053803421455957,0.000318457736421241,0.000422120247881753,"v_225",20,4.81556390253299e-05,13433.7761971602
"292414",7.10772146757525e-05,5.50651089848637e-05,7.69058552700165e-05,6.02114242054487e-05,5.01525649454644e-05,5.13755811862622e-05,6.148967952519e-05,6.60454203791007e-05,5.26832752924368e-05,7.32259824682825e-05,6.04650284954553e-05,7.41708300781814e-05,5.48888391230081e-05,5.27994849116916e-05,6.17584905457724e-05,5.72948248449459e-05,4.50616015633013e-05,6.59463330653003e-05,"v_650",25,6.4968814968815e-05,13432.4931629476
"1267766",0.000238898415993502,0.000123345844126095,0.000205936790223044,0.00015440581131473,0.000155936546469091,0.000156341208265091,0.000115146278856088,0.000224644287003744,0.000173676221091169,0.000182221338861164,0.000183841647333003,0.00020430288524529,0.000212529585084287,0.000148131888224468,0.000220949630772453,0.000311839020640461,0.000174865916514304,0.000327820177411565,"v_459",58,5.11273582493993e-05,13426.6449278163
"345370",0.000248206146486755,0.000185018766189142,0.000249516774876053,0.000202985483116853,0.000231797569075676,0.000250234511812398,0.00026984961269335,0.000267775990108463,0.000258505223680686,0.000293241376796947,0.000292888403925963,0.000310895694938485,0.000213407806510255,0.000226842231472453,0.00016494503686138,0.000228880888833716,0.0001839454929487,0.000183821421153035,"v_2846",218,6.13609866846659e-05,13410.013550326
"1697043",0.000325488514824676,0.000209247414142482,0.000315314006607067,0.000222371737122396,0.000221261315935872,0.000295852484762268,0.000262408186508773,0.000309559827491159,0.000241539423162782,0.000323949046864291,0.000261782117590151,0.000270479254596482,0.000355679677517092,0.000274019549009289,0.000261994093433308,0.000318404052653944,0.000281466869466292,0.000288316093836216,"v_1054",93,5.68957669549386e-05,13402.4403357505
"1260251",9.44875671284805e-05,8.36989656569928e-05,9.48505548330203e-05,7.00185879964877e-05,7.29108717274398e-05,7.30773353080453e-05,7.55892238749151e-05,8.80605605054676e-05,9.24189659791053e-05,0.000108657909469064,9.05227883255661e-05,0.000104816262864975,6.806216051253e-05,8.60436050412753e-05,7.01975389433314e-05,0.000117573755150566,7.4318014518579e-05,8.41054682571945e-05,"v_2183",97,6.62207800807894e-05,13381.8625364533
"816",0.00021718037817591,0.000147574492079435,0.000210209337738045,0.000163984901529233,0.000158043797097052,0.000197530251802353,0.000186035654614428,0.000215658515523594,0.000194213769086526,0.000230138802043174,0.000201666597929929,0.000188758100498366,0.000175205174480642,0.000172087210082551,0.000158807547117701,0.000204709634602255,0.00017150311042749,0.000193697442046872,"v_5015",193,6.30596544330937e-05,13359.0700511834
"1862358",1.80513561081276e-05,1.54182305157618e-05,2.26445018295048e-05,1.87020332759348e-05,1.8543805526054e-05,1.94872894154788e-05,2.2715932563446e-05,1.52758115162546e-05,1.96446111259934e-05,2.49710723624558e-05,2.20190566197323e-05,1.90978784033641e-05,1.58079856674263e-05,1.53998497659101e-05,1.41929450322583e-05,1.37268851191016e-05,2.15219589556066e-05,1.46547406811778e-05,"v_3526",31,5.6478030046312e-05,13353.4434809446
"79209",2.3410352452728e-05,1.54182305157618e-05,1.32448972965028e-05,1.14036788267895e-05,7.58610226065847e-06,1.01865376490003e-05,9.39969623315007e-06,1.61743886642696e-05,1.02687739976784e-05,1.113574848596e-05,8.3882120456123e-06,4.88550377760476e-06,4.83021784282471e-06,7.08881973351416e-06,1.11242001604186e-05,7.16185310561824e-06,3.69908669549488e-06,6.3716263831208e-06,"v_4404",4,4.23298340670505e-05,13335.1032389898
"120961",0.000491617401507288,0.000414089619566175,0.000477243557425602,0.000419655380825854,0.000592137426456953,0.000848582875455848,0.000759417124836582,0.000664048512383067,0.000488882935976427,0.00053350358655463,0.000465545768531483,0.000467231815821837,0.000433841384428256,0.00052775040705714,0.000334876784139499,0.000441050787087656,0.000561588616497859,0.000454615542435669,"v_4694",110,5.19426553085394e-05,13334.0876805172
"2633955",0.000109154293966334,0.000101319800532149,0.000113222509147524,0.000107650728124893,0.000101569480267705,0.00012090977296422,0.000120237780982378,0.000126250089296104,0.000101348334672739,0.000132616641060069,9.96100180416461e-05,9.37128451886004e-05,8.38701461799564e-05,9.23990985954604e-05,8.47740770845696e-05,9.54913747415765e-05,9.04594837352839e-05,7.74152605549177e-05,"v_5317",231,6.54750212793819e-05,13331.4896854852
"1903276",1.72051987905591e-05,1.32156261563673e-05,1.02541140360022e-05,2.66846084546875e-05,2.06510561540147e-05,1.72728247091744e-05,2.34992405828752e-05,1.30293686462171e-05,1.607286364854e-05,1.24855361812279e-05,2.13200389492646e-05,1.55447847469242e-05,9.66043568564942e-06,1.34443132876993e-05,8.43904839755897e-06,1.4025295665169e-05,1.41237855646168e-05,8.92027693636912e-06,"v_5464",14,5.15570220664054e-05,13314.545317426
"1891186",2.25641951351595e-06,2.20260435939455e-06,4.69980226650101e-06,4.33339795418002e-06,1.26435037677641e-06,3.98603647134793e-06,2.7415780680021e-06,4.04359716606739e-06,2.67881060809001e-06,4.38681000962061e-06,3.49508835233846e-06,2.66482024232987e-06,1.75644285193626e-06,2.68886265753985e-06,3.45233798081958e-06,2.98410546067426e-06,5.716770347583e-06,4.14155714902852e-06,"v_2637",5,3.52435328117291e-05,13312.5405360102
"1716143",0.000182769980594792,0.000125548448485489,0.000189273854914541,0.000157370767809695,0.000169844400613631,0.000194430001213527,0.000216584667372166,0.000215209226949587,0.000195999642825252,0.00023722518744333,0.000213899407163114,0.000224289037062764,0.000169935845924833,0.000159131780914404,0.000137709926123803,0.0001832240752854,0.000131149437385728,0.000129662596896508,"v_2858",244,6.41519117269695e-05,13290.5114819106
"49319",0.00191175143282639,0.00223784602914486,0.00249858578677253,0.00371463434103842,0.00363795748411133,0.00224546721219267,0.00357971764879132,0.00162462748361108,0.00188320385748728,0.00174460059613374,0.00309979385968898,0.00364458581809315,0.00216262026144652,0.0016920279377719,0.000826643149851799,0.000908958523321381,0.00110400923830088,0.000770329629719304,"v_3800",13,3.79521044441914e-05,13246.8903241398
"58180",4.54104427095086e-05,3.08364610315237e-05,4.78525321680102e-05,3.30706685976896e-05,4.21450125592137e-05,4.69466517736534e-05,4.0732017010317e-05,5.66103603249435e-05,5.04509331190285e-05,5.33166139630813e-05,4.2989586733763e-05,4.84109010689926e-05,4.65457355763109e-05,3.88662875044397e-05,3.18382280453361e-05,4.6850455732586e-05,4.03536730417624e-05,4.07784088519731e-05,"v_2856",135,6.55522779416585e-05,13198.3156576211
"1229908",1.83334085473171e-05,8.81041743757819e-06,5.1270570180011e-06,7.0702808726095e-06,2.10725062796069e-06,7.97207294269585e-06,6.26646415543338e-06,8.08719433213478e-06,2.67881060809001e-06,4.38681000962061e-06,2.44656184663692e-06,3.99723036349481e-06,4.39110712984065e-06,2.4444205977635e-06,2.68515176285967e-06,1.07427796584274e-05,6.05305095626435e-06,3.82297582987248e-06,"v_5450",7,4.01429087551684e-05,13169.9431892868
"2715211",0.000139051852520421,9.69145918133601e-05,0.00013971230374053,0.00011973862768129,0.000123063436672904,0.000108065877667655,0.000105354928613224,0.000146468075126441,0.00013929815162068,0.000145102177241297,0.00011813398630904,0.000135017558944713,0.00012207277820957,0.000115376652214437,0.000122749794873585,0.000138164082829218,0.000116353090603748,0.000136671385917941,"v_679",55,6.26330953275711e-05,13167.94011213
"1176536",0.000366104066067963,0.000235678666455217,0.000364448303029578,0.000216213750555929,0.000231376118950083,0.000233404580044484,0.000193085426789291,0.000295631881696927,0.000271006339851772,0.000272319667520295,0.000324344199097009,0.00031045155823143,0.00028630018486561,0.000263019656319353,0.000265446431414127,0.000318404052653944,0.000271714731814533,0.000316032668602792,"v_428",31,5.33219579822971e-05,13131.4522437294
"60520",5.07694390541089e-06,1.32156261563673e-05,5.1270570180011e-06,3.19303007150107e-06,3.3716010047371e-06,2.65735764756528e-06,3.13323207771669e-06,5.39146288808985e-06,3.12527904277168e-06,2.36212846671879e-06,4.89312369327384e-06,4.44136707054978e-06,3.07377499088845e-06,1.9555364782108e-06,3.06874487183962e-06,2.68569491460684e-06,1.34512243472541e-06,2.23006923409228e-06,"v_4155",2,3.49968502834745e-05,13116.978192634
"418223",7.22054244325105e-05,6.8280735141231e-05,6.92152697430148e-05,5.04042604144097e-05,5.8160117331715e-05,5.75760823639145e-05,5.4831561360042e-05,6.87411518231456e-05,5.98267702473435e-05,6.47898093728583e-05,5.13777987793753e-05,5.50729516748173e-05,4.0837296307518e-05,4.888841195527e-05,4.1044462660855e-05,6.05773408516876e-05,4.74155658240708e-05,4.58757099584697e-05,"v_201",83,6.54621628698612e-05,13101.4522004161
"373",0.000320975675797644,0.000255502105689768,0.000362312029272078,0.00023674037244415,0.000241490921964295,0.00019620157297857,0.000225984363605316,0.000252500178592208,0.000269220466113046,0.000264558388272505,0.000226481725231532,0.000246051735708458,0.000245023777845108,0.000223908926755137,0.000335260377248479,0.000340188022516866,0.000238759232163761,0.0002848116993255,"v_154",55,4.90244141582508e-05,13096.3049836002
"1573720",1.26923597635272e-05,2.20260435939455e-06,1.11086235390024e-05,1.18598259798611e-05,8.85045263743489e-06,1.24010023553047e-05,1.1357966281723e-05,1.03336372021722e-05,6.25055808554335e-06,1.38353238764958e-05,1.01357562217815e-05,1.19916910904844e-05,7.4648821207291e-06,7.82214591284321e-06,5.37030352571934e-06,1.07427796584274e-05,5.04420913022029e-06,4.7787197873406e-06,"v_1368",12,5e-05,13091.2574307478
"173480",0.000636028250372309,0.000447128684957093,0.000631482522717135,0.000479866805031303,0.000595087577336098,0.00122105583905625,0.000745317580486857,0.00102303008301505,0.000866595231717118,0.000895921582734056,0.000833229063197489,0.000862957621807823,0.00101917596483601,0.000977034912926072,0.000676658244240637,0.000744832722984296,0.00095201040317691,0.000847744890274222,"v_5059",15,4.48631673396142e-05,13059.7235046639
"665007",0.000308847420912496,0.000268717731846135,0.000338385763188072,0.00036788267895223,0.0003805694634097,0.000486296449504447,0.000397920473870019,0.000398518965144642,0.000539333869095455,0.000407973330894717,0.000331334375801686,0.000337099760654729,0.000522102637738053,0.00109681152221648,0.000341014273883178,0.000380175035689901,0.000540066657542253,0.000399500974221674,"v_3092",28,4.86570650058388e-05,13058.0271716399
"398",0.000173462250101539,0.0001211432397667,0.000162356805570035,0.000126808908553899,0.000139078541445405,0.000128438952965655,0.000112796354797801,0.000160396020920673,0.000105813019019555,0.000135316216450605,0.000130366795542225,0.000143012019671703,0.000162470963804104,0.000113665557796003,0.000184508285419357,0.000255439427433717,0.000120388457907924,0.000159609240897176,"v_141",47,5.03296592682068e-05,13054.4730076082
"536",0.000223667584277269,0.000154182305157618,0.000205082280720044,0.000172195550284522,0.000183752254758172,0.00020594521768631,0.000201701815003012,0.000232282192761871,0.000192874363782481,0.000246336254386388,0.000214598424833581,0.000224289037062764,0.000183109167314355,0.000208509076989227,0.000170315340387099,0.000227985657195514,0.00019134366633969,0.000184140002472191,"v_1222",253,6.30437523641407e-05,13015.8734559916
"2488560",0.000722900401642673,0.000420697432644359,0.00065369976979514,0.000440410076290611,0.000502368549705828,0.00045263658596862,0.000532257799202122,0.000605191709188086,0.000536655058487365,0.000639799367556975,0.000549427888987606,0.000556059157232833,0.000462822691485204,0.000526528196758258,0.000478340606898001,0.000571456195719122,0.000463058398154223,0.000475960490819124,"v_1082",106,5.22002401211046e-05,12987.3834996483
"1431246",0.000205616228169141,0.000180613557470353,0.000219181687519547,0.000251565154918977,0.000221682766061464,0.00023650483063331,0.000240475561964756,0.00019858554971131,0.000181712652915439,0.000194706875042392,0.000214598424833581,0.00021496216621461,0.000160714520952168,0.000175753840979196,0.000154971616027901,0.000176360632725849,0.000197396717295954,0.000184140002472191,"v_3382",214,6.00168047053175e-05,12935.4148189414
"96773",0.000317026941648991,0.000140966679001251,0.000249944029627553,0.000184967670570526,0.000198924459279489,0.000212588611805223,0.000198176928915581,0.000266877412960448,0.000185730868827574,0.000266245622891589,0.000216695477844984,0.000234948318032084,0.000185304720879275,0.000219264527619386,0.000240129286221451,0.0002620044594472,0.000214547028338703,0.000187644396982907,"v_1165",95,5.9890998382943e-05,12916.4178668298
"2493678",0.000235795839162417,0.00016960053567338,0.000219181687519547,0.000209371543259856,0.000181223554004619,0.000137739704732134,0.000139037173448678,0.000193643375397227,0.0001607286364854,0.000172772824994289,0.000166366205571311,0.000178542956236101,0.000212090474371303,0.000140554184371401,0.000287311238625985,0.000216049235352817,0.000196051594861229,0.000263148169622889,"v_84",61,5.04184733286276e-05,12901.4916379212
"1591088",3.10257683108444e-06,0,5.98156652100128e-06,2.05266218882211e-06,2.10725062796069e-06,2.65735764756528e-06,4.30819410686045e-06,5.39146288808985e-06,2.67881060809001e-06,3.3744692381697e-06,5.94165019897538e-06,3.55309365643983e-06,1.31733213895219e-06,1.22221029888175e-06,2.30155865387972e-06,2.08887382247199e-06,2.35396426076947e-06,2.23006923409228e-06,"v_2952",6,3.64590928977687e-05,12886.5596680912
"573600",2.53847195270545e-06,0,5.98156652100128e-06,1.82458861228632e-06,3.3716010047371e-06,3.98603647134793e-06,7.04977217486255e-06,7.63790575812729e-06,7.58996338958836e-06,4.04936308580364e-06,7.33968553991076e-06,6.2179138987697e-06,4.39110712984065e-06,5.13328325530335e-06,2.30155865387972e-06,2.08887382247199e-06,4.70792852153894e-06,4.46013846818456e-06,"v_3795",6,3.92989074903718e-05,12844.5049888993
"2054",0.000207872647682657,0.000158587513876407,0.000206791299726044,0.000238336887479901,0.000216203914428767,0.000236947723574571,0.000233034135780179,0.000193643375397227,0.000184837931958211,0.000207529858147437,0.000202365615600397,0.000182984323306651,0.000167301181646929,0.000169642789484787,0.000132723215707064,0.000168303547982029,0.00019134366633969,0.000177449794769914,"v_3548",234,6.07164541590771e-05,12835.4095669183
"595536",0.000548874046662756,0.000336998466987366,0.000497324530746106,0.00037654947486059,0.000396584568182201,0.000395946289487227,0.000363063267005421,0.000501406048592356,0.000447807839985713,0.000451166537143289,0.000400187616342754,0.000439251203277374,0.000375439659601375,0.000367640857903631,0.000386661853851793,0.000530872361453952,0.000399837643722129,0.000422120247881753,"v_258",119,5.46239143497023e-05,12821.8056111882
"69527",5.13335439324879e-05,3.96468784691019e-05,4.87070416710104e-05,4.97200396848023e-05,4.00377619312531e-05,4.78324376561751e-05,5.09150212628962e-05,5.03203202888386e-05,5.26832752924368e-05,5.7028530125068e-05,4.57856574156338e-05,5.55170883818723e-05,4.0398185594534e-05,4.3999570759743e-05,3.52905660261557e-05,3.22283389752821e-05,3.32917802594539e-05,3.63182703837885e-05,"v_5316",98,6.41560274587798e-05,12820.6264102774
"28232",0.000177128931811002,8.36989656569928e-05,0.000160647786564034,0.00012840542358965,0.00013022808880797,0.000177157176504352,0.000167627916157843,0.000172077523844868,0.000164300383962854,0.000198081344280561,0.000146094693127748,0.000182984323306651,0.000153249638831439,0.000136154227295427,0.000118146677565826,0.000136075209006746,0.000125096386429463,0.000118830832045203,"v_2831",259,6.54065014062398e-05,12814.3451220464
"947919",0.000136795433006905,9.03067787351765e-05,0.000129030934953028,9.53347549919604e-05,0.00012222053642172,0.000118252415316655,0.000136295595380676,0.000158149578050636,0.000139744620055362,0.000147464305708016,0.000148191746139151,0.000154559574055132,0.000120316335357634,0.000113421115736226,9.20623461551887e-05,0.000119364218426971,8.27250297356128e-05,8.7928444087067e-05,"v_2875",249,6.67066906810753e-05,12801.5815249295
"2775420",0.00147682657159619,0.00201758559320541,0.00196665362115492,0.00218015531810562,0.00112948633658693,0.000807836724859847,0.00110994746353114,0.000876562007888609,0.00108357889097241,0.00116992848487344,0.00105656520891192,0.00111878036507149,0.00102971462194763,0.000938901951600961,0.000729210500170891,0.000826298802060704,0.000725020992316997,0.000761090771463779,"v_492",9,4.02771064926696e-05,12783.7858529755
"142877",8.74362561487432e-06,1.10130217969727e-05,1.02541140360022e-05,5.47376583685897e-06,6.32175188388206e-06,7.08628706017409e-06,3.52488608743127e-06,8.53648290614227e-06,5.80408965086168e-06,6.7489384763394e-06,4.54361485804e-06,7.99446072698961e-06,2.63466427790439e-06,4.888841195527e-06,6.5210828526592e-06,8.95231638202279e-06,5.04420913022029e-06,5.73446374480872e-06,"v_4409",3,3.76406820491587e-05,12769.6114070381
"1660",0.000130308226905546,0.000103522404891544,0.00014099406799503,0.000126580834977364,0.000150457694836393,0.000125338702376829,0.000153136717798403,0.000126699377870112,0.000114742387713189,0.000132616641060069,0.000105901177075855,0.000128355508338889,9.26523604396376e-05,0.000108532274540699,8.89936012833491e-05,9.39993220112393e-05,9.24771673873721e-05,8.66541188104428e-05,"v_3731",241,6.46370628918622e-05,12769.316117993
"349751",9.78721963987545e-05,8.81041743757819e-05,0.000102113885608522,0.000121791289870112,0.000144135942952511,0.000118252415316655,0.000124545975089238,0.000110524989205842,9.73301187606036e-05,0.00011810642333594,0.000116036933297637,0.00011059004005669,8.60656997448767e-05,0.000106821180122265,7.55678424690507e-05,8.95231638202279e-05,9.31497286047348e-05,8.12382363847902e-05,"v_3481",229,6.37348629700446e-05,12759.8142133638
"1562974",0.000136795433006905,0.000134358865923067,0.000131594463462028,0.000114264861844431,0.000102833830644482,0.000113823485904046,0.000127679207166955,0.000134786572202246,9.46513081525136e-05,0.000119793657955024,0.000116735950968105,0.000110145903349635,0.000103191017551255,0.000103643433345172,0.000121982608655625,0.000131300640269668,9.55036928655042e-05,0.000111503461704614,"v_851",24,5.26066600031564e-05,12746.090219766
"1758689",0.000270206236743535,0.000235678666455217,0.000270452257699558,0.000370163414717588,0.00036076130750687,0.0003419133506534,0.000373637925267715,0.0002700224329785,0.000280382176980088,0.000278731159072817,0.000292538895090729,0.000296683320312726,0.000245462888558092,0.000262286330140024,0.000206373092631215,0.00023425227866293,0.00024615740555475,0.000211219414600454,"v_3312",225,5.63666084211713e-05,12743.6138149117
"2608905",3.27180829459813e-05,2.20260435939455e-05,2.60625398415056e-05,3.85444344345486e-05,3.28731097961867e-05,3.23311847120443e-05,3.60321688937419e-05,2.87544687364792e-05,3.43780694704884e-05,3.77940554675007e-05,3.28538305119815e-05,3.77516200996732e-05,2.59075320660598e-05,2.71330686351749e-05,1.84124692310377e-05,2.71553596921358e-05,2.55573262597828e-05,2.00706231068305e-05,"v_3675",108,6.19271736437949e-05,12718.2198779772
"53358",0.000846439370007672,0.00113434124508819,0.000733169153574157,0.00292664013410726,0.00117036699876937,0.000697999275427148,0.000950935935587015,0.000617771789260296,0.000684436110366997,0.000676581082253025,0.000743055783707156,0.000806996396718896,0.00048609555927336,0.000536794763268865,0.000426555537185708,0.000475069589339343,0.000540739218759615,0.000423075991839221,"v_3302",75,4.60829493087558e-05,12696.0254759644
"216816",0.00012241075860824,8.36989656569928e-05,0.00014013955849203,0.00012407202563547,0.000119270385542575,0.000146597563557352,0.000145303637604111,0.000119510760685992,0.000125457630145549,0.000146789411860382,0.000124075636508015,0.000129243781752999,9.74825782824624e-05,0.000105354527763607,8.170533221273e-05,9.25072692809022e-05,8.84418000831958e-05,7.83710045123858e-05,"v_3758",278,6.62251655629139e-05,12678.2438932893
"398694",0.000175436617175865,0.000143169283360646,0.000164920334079035,0.000177669316121381,0.000188388206139685,0.0001913297506247,0.00019896023693501,0.000172526812418875,0.000150906330922404,0.000156575372651074,0.000159725537701868,0.000176766409407881,0.000134806988886108,0.000138354205833414,0.000115461525802966,0.000149503683579781,0.000151326273906609,0.000133485572726381,"v_3411",239,6.19080047050084e-05,12675.3846273877
"257438",1.55128841554222e-05,0,1.36721520480029e-05,8.21064875528846e-06,9.27190276302702e-06,1.77157176504352e-05,1.1357966281723e-05,1.30293686462171e-05,1.16081793017234e-05,1.72097931146655e-05,1.46793710798215e-05,1.33241012116494e-05,1.53688749544423e-05,1.14887768094885e-05,1.03570139424587e-05,1.76062222179782e-05,9.75213765175924e-06,1.27432527662416e-05,"v_558",20,5.32339632685653e-05,12664.0327604744
"1325111",0.000482591723453224,0.000359024510581311,0.000566539800489121,0.000334583936778005,0.000297965238793641,0.000482310413033099,0.000312148245742525,0.000456477191191608,0.000313420841146531,0.000323274153016657,0.000323645181426541,0.000357974185886313,0.000452723145086571,0.000322663518904782,0.000362111894877076,0.000609652745615752,0.000351749516680695,0.000392173603881085,"v_13",19,4.86003110419907e-05,12657.6708952264
"2763071",0.000140180062277179,7.26859438600201e-05,0.000147402889267532,8.64398855070646e-05,9.52477283838231e-05,0.000141725741203482,0.000131204093254386,0.00020217985830337,0.000129922314492365,0.00015590047880344,0.000132463848553628,0.000123025867854229,0.000211212252945335,0.000124665450485939,6.5594421635572e-05,0.0001310022297236,0.000113326565125616,9.90787902575284e-05,"v_5074",213,6.59195781147001e-05,12651.4778973487
"359370",2.67949817230019e-05,1.32156261563673e-05,2.3499011332505e-05,1.68774446636485e-05,1.8543805526054e-05,1.59441458853917e-05,2.23242785537314e-05,2.65080258664418e-05,2.45557639074917e-05,2.56459662100897e-05,1.64269152559908e-05,1.64330581610342e-05,2.10773142232351e-05,1.75998283038972e-05,2.37827727567571e-05,2.62601280539335e-05,9.07957643439653e-06,2.10263670642986e-05,"v_2551",4,5.32141336739038e-05,12643.6927770089
"1748",0.000253283090392166,0.000185018766189142,0.000249089520124553,0.000299004458838421,0.000275628382137258,0.000283008589465703,0.000299223663421944,0.000242166541390036,0.000212518974908474,0.000245323913614937,0.000273665417988101,0.000270035117889427,0.000193208713712988,0.000206797982570792,0.000150752091829122,0.000203515992417985,0.00020883025799112,0.000171715331025105,"v_3676",253,5.94565669778227e-05,12625.2844965461
"2812658",0.000152872422040706,0.000123345844126095,0.000150820927279532,0.000124300099212006,0.000121377636170536,0.000114709271786568,0.000122587705040665,0.000151859538014531,0.000119653540494687,0.000139028132612592,0.000145745184292514,0.000139458926015263,0.000127781217478363,0.000123198798127281,0.000138860705450743,0.000130106998085398,0.000129468034342321,0.000150370382641651,"v_576",21,5.71886080292806e-05,12622.6326860287
"2785785",7.67182634595424e-05,5.72677133442582e-05,7.90421290275169e-05,5.38253640624465e-05,4.97311148198722e-05,5.40329388338275e-05,7.83308019429172e-05,7.41326147112355e-05,6.56308598982052e-05,7.39008763159165e-05,6.18630638363907e-05,6.88411895935216e-05,4.65457355763109e-05,5.18217166725862e-05,5.52374076931132e-05,6.2964625220227e-05,4.64067239980267e-05,5.5751730852307e-05,"v_2526",78,6.77690431011114e-05,12608.4982234906
"499555",0.000132846698858252,0.000116738031047911,0.000135867010977029,0.000146879383289049,0.00014202869232455,0.000147040456498612,0.000155486641856691,0.000128047243592134,0.000124118224841504,0.000126542596431364,0.000119532021649975,0.000126578961510669,0.000114607896088841,0.000114154441915556,9.35967185911085e-05,0.000114589649689892,0.000143591819906938,0.000100990278172465,"v_3557",198,6.25117209476777e-05,12594.4373975481
"2800818",0.000178821246446139,0.000198234392345509,0.000166629353085036,0.000134563410156116,0.000166894249734486,0.000166970638855352,0.000162928068041268,0.000198136261137302,0.000181712652915439,0.000167373674213217,0.000198171509577591,0.000204747021952345,0.000200234485120733,0.000178931587756288,0.000216730106573673,0.000240220489584278,0.000156370483036829,0.000239573152005342,"v_713",32,4.55726199699221e-05,12593.4557135432
"2714925",0.000221129112324563,0.000167397931313986,0.000211918356744045,0.000135931851615331,0.000139078541445405,0.000158998565912656,0.000168411224177272,0.000207122032617452,0.000156263952138584,0.000186270701946968,0.000191181332872914,0.000159000941125682,0.0001598362995262,0.000161087317392615,0.000200235602887535,0.000180239969824726,0.000134848524081223,0.000158653496939708,"v_867",43,5.43301097468217e-05,12581.1106697449
"199591",0.00016189810009477,0.000136561470282462,0.000160647786564034,0.000179493904733667,0.000184173704883764,0.000171399568267961,0.00017937753644928,0.000157700289476628,0.00015537101526922,0.000163999204975047,0.000149240272644852,0.000177210546114936,0.000133489656747156,0.000125398776665268,0.000118530270674805,0.00013219587190787,0.000153007676950016,0.000137945711194565,"v_3316",214,6.15649818383304e-05,12556.7743198583
"981222",0.000244257412338102,0.00014537188772004,0.000252934812888054,0.000176985095391773,0.00015382929584113,0.000243591117693484,0.000244000448052187,0.000288892553086815,0.000248236449683007,0.000288517119863509,0.000235568954947612,0.000248716555950788,0.000197599820842829,0.000215597896722741,0.000144231008976462,0.000214258772076412,0.000173520794079578,0.000165025123322829,"v_5079",250,6.32231143706139e-05,12550.8102906066
"246875",4.76668622230245e-05,2.64312523127346e-05,5.38340986890115e-05,2.21231369239717e-05,2.73942581634889e-05,2.52448976518702e-05,2.46742026120189e-05,3.45952201985766e-05,2.50022323421734e-05,4.11685247056704e-05,2.90092333244092e-05,2.66482024232987e-05,2.63466427790439e-05,3.07996995318201e-05,0.000131956029489104,3.81965498966306e-05,2.45484844337388e-05,4.23713154477533e-05,"v_4924",8,4.38212094653812e-05,12505.4500236303
"185008",7.61541585811634e-06,6.60781307818364e-06,7.69058552700165e-06,5.47376583685897e-06,2.52870075355282e-06,4.42892941260881e-06,6.65811816514796e-06,7.18861718411981e-06,5.35762121618002e-06,4.38681000962061e-06,5.94165019897538e-06,3.55309365643983e-06,5.70843926879284e-06,5.3777253150797e-06,1.15077932693986e-06,4.4761581910114e-06,1.34512243472541e-06,2.54865055324832e-06,"v_4445",7,4.15938773812495e-05,12485.4226338294
"292",0.000503745656392436,0.00034360628006555,0.000499460804503607,0.000399128758937633,0.000390262816298319,0.000435363761259446,0.00042533625455004,0.000522971900144716,0.000399142780605411,0.000510219748811259,0.000441429658900347,0.0004192650514599,0.000483460894995455,0.000460528840618644,0.00032413617708806,0.000445526945278668,0.000421695883286417,0.000382616164306404,"v_897",101,5.4392167527876e-05,12454.3974398363
"2625155",0.0004295658648856,0.000295148984158869,0.000458017093608098,0.000323636405104287,0.000338003000724894,0.000421191187139098,0.00041593655831689,0.000469506559837825,0.000439324939726761,0.000475462715658111,0.000415566005093043,0.000420597461581064,0.000367096556054678,0.000377174098234908,0.000347535356735837,0.000404943111013498,0.00038033336841861,0.00038134183902978,"v_4884",164,5.60349658186708e-05,12390.254416713
"73918",0.000954183401778059,0.000685009955771704,0.000973286323917208,0.00101424319485466,0.00110841383030732,0.00117189472257629,0.00127170056954326,0.00115422234662524,0.0011300116081793,0.00121514637266491,0.00112786501129962,0.00120627529636132,0.000910276508015966,0.000907857810009365,0.000690851189272895,0.000857333498851716,0.000844400608398877,0.000757586376953063,"v_4322",62,4.54648783814503e-05,12377.8457714735
