"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"156980",0.000158795523263685,0.000224665644658244,0.000161075041315534,0.000231722753760363,0.000215782464303174,0.000212588611805223,0.000204051739061299,0.000155453846606591,0.000161175104920082,0.000166698780365583,0.000154832414008594,0.000159445077832737,0.000135685210312076,0.000154242939718877,0.000108173256732347,0.000137268851191016,0.000141910416863531,0.000128388271619884,"v_3233",156,5.91191250369495e-05,2715.94586748742
"70771",1.18462024459588e-05,8.81041743757819e-06,1.36721520480029e-05,1.20878995563969e-05,1.05362531398034e-05,1.15152164727829e-05,1.68411224177272e-05,1.39279457942321e-05,9.37583712831503e-06,1.58600054193976e-05,9.08722971607999e-06,6.66205060582468e-06,1.05386571116176e-05,8.06658797261956e-06,7.67186217959906e-06,6.86344255955081e-06,9.41585704307788e-06,1.11503461704614e-05,"v_5467",4,4.98479637106824e-05,2712.96394475777
"1331258",0.000176846879371813,0.000125548448485489,0.000163211315073035,0.000139581028839904,0.000140764341947774,0.000138625490614656,0.000155486641856691,0.000163091752364718,0.00013929815162068,0.00016264941727978,0.000153434378667658,0.000167439538559727,0.000138758985302964,0.000153020729419995,0.000134641181251964,0.000179046327640456,0.000148636029037158,0.000176494050812446,"v_1063",93,6.26448662532106e-05,2709.3756775465
"68210",0.000471027573446455,0.00051320681573893,0.000499460804503607,0.000544639700767468,0.000539456160757936,0.000549630140104753,0.000555757039784998,0.000456477191191608,0.000745155817483704,0.000490985274153692,0.000474632998247563,0.000484109010689926,0.000486973780699328,0.00116207755217677,0.000546236587187453,0.000451196745653949,0.000612703269017425,0.000489022324904521,"v_3043",68,4.75194829880251e-05,2702.88006163431
"1842537",0.000393463152669344,0.00031497242339342,0.000312750478098067,0.000240845696821795,0.000251605724978506,0.000254663441225006,0.000298440355402515,0.000307762673195129,0.000262969908027502,0.000332047773035899,0.000270170329635763,0.000255378606556613,0.000253805992104789,0.000269619591933314,0.000443433633980826,0.000330042063950574,0.000247166247380794,0.00026792688941023,"v_816",31,4.78514690400995e-05,2702.67921489403
"1796652",3.58206597770658e-05,1.54182305157618e-05,3.37531253685072e-05,1.55090032044338e-05,1.72794551492776e-05,1.55012529441308e-05,1.72327764274418e-05,2.42615829964043e-05,1.69658005179034e-05,2.59834131339067e-05,1.92229859378615e-05,2.35392454739139e-05,2.0199092797267e-05,2.00442489016607e-05,1.95632485579776e-05,3.10346967910124e-05,1.44600661732982e-05,1.27432527662416e-05,"v_1153",12,5.58815311539536e-05,2700.23174084788
"2217913",0.000106333769574439,7.92937569382037e-05,8.8868988312019e-05,6.77378522311298e-05,6.11102682108599e-05,9.56648753123502e-05,7.7547493923488e-05,9.16548690975275e-05,8.12572551120636e-05,9.98842894498232e-05,7.79404702571476e-05,7.10618731287965e-05,9.83607997084305e-05,8.75102573999334e-05,6.59780147445519e-05,8.77327005438234e-05,6.79286829536333e-05,6.91321462568607e-05,"v_918",57,6.45536117745788e-05,2697.639928214
"1769",3.97693939257187e-05,2.86338566721291e-05,3.63166538775078e-05,3.17022271384749e-05,1.81223554004619e-05,3.10025058882617e-05,3.17239747868815e-05,3.23487773285391e-05,1.96446111259934e-05,3.00327762197103e-05,3.07567775005784e-05,2.35392454739139e-05,2.0199092797267e-05,2.15109012603188e-05,2.26319934298172e-05,2.05903276786524e-05,2.01768365208812e-05,1.65662285961141e-05,"v_3418",37,5.90772139185916e-05,2694.62769694578
"67267",0.000405309355115303,0.000418494828284964,0.000408455542434087,0.000464585875403405,0.000509954651966486,0.000518627634216491,0.000504842018522101,0.000402562562310709,0.00053799446379141,0.000587157647441528,0.000464147733190547,0.000421041598288119,0.000395199641685658,0.000647771458407328,0.000363646267312995,0.00039420033135507,0.000461376995110816,0.000368280004944382,"v_3057",145,5.12873115191302e-05,2690.94246937357
"117157",0.000788618619973826,0.000718049021162623,0.000811356773098674,0.00106624397030482,0.00118258905241154,0.00125870173906342,0.00131948235872844,0.000879707027906661,0.000900973301187606,0.000847666672628229,0.000927596448710627,0.00100508136806542,0.000792155726223253,0.000784659011882084,0.000607611484624246,0.000737670869878678,0.000943603387959876,0.000656914680099754,"v_3690",83,4.54545454545455e-05,2674.46461753143
"1531429",0.000101820930547407,6.8280735141231e-05,9.22870263240198e-05,8.09661196702056e-05,9.86193293885602e-05,0.000116037950610351,0.000104571620593794,0.000102887083447715,0.000100901866238057,0.000105283440230895,8.49306469618245e-05,0.00011059004005669,9.13350283006854e-05,8.50658368021699e-05,8.43904839755897e-05,8.5345416175284e-05,9.78576571262737e-05,8.09196550656341e-05,"v_3816",206,6.55737704918033e-05,2671.4822110493
"2662028",0.000344950133128751,0.00041188701520678,0.000342231055951573,0.000474393039194444,0.000452215984760363,0.000406132827136228,0.000435127604792905,0.000318994887545316,0.000328154299491026,0.00035971842078889,0.000381314139240126,0.000381513431360226,0.000291130402708435,0.000309708089736636,0.000286544052408025,0.000332130937773046,0.000363183057375861,0.000303607997155706,"v_3655",159,5.21757278514035e-05,2668.73161182481
"298386",6.20515366216887e-06,2.20260435939455e-06,7.26333077550155e-06,5.01761868378739e-06,2.95015087914496e-06,2.2144647063044e-06,2.7415780680021e-06,8.53648290614227e-06,7.14349495490669e-06,7.76127924779031e-06,3.49508835233846e-06,2.66482024232987e-06,4.39110712984065e-06,4.888841195527e-06,3.83593108979953e-06,7.16185310561824e-06,5.04420913022029e-06,4.14155714902852e-06,"v_2646",6,3.69467228256854e-05,2663.88790189234
