"","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2614638",0.000194563676035962,0.000230934327039849,0.000279842883393179,0.000205375479953567,0.000210904327385606,0.00021125993298144,0.000256925030372768,0.000232423375430508,0.000234504181325029,0.000167804023731995,0.000164666517369024,0.000186020407489802,0.000174901144216666,0.000148506669626154,"v_3155",241,1.98271076215402e-05,28566.619330736
"767452",0.000269763133644954,0.000292037573104867,0.00041217822282911,0.000291097419412448,0.00031854989608322,0.000360957747127618,0.000424552946530611,0.000363838697478434,0.000389063755380161,0.000309041879378163,0.00027444419561504,0.000277197295786381,0.00023734308277125,0.0001892262403301,"v_3309",241,1.87931066884667e-05,12579.6490547981
"2211210",0.000140551367197758,0.000155004558032583,0.000199345909405081,0.000143762835967497,0.000157250266498708,0.000212145718863962,0.000200918506983583,0.000164618661395141,0.000161221624660957,0.000145609503559026,0.000139637206728933,0.00014666523586581,0.000125202458428324,9.66091775524983e-05,"v_3232",240,2.03091045715794e-05,28682.1289594657
"1792",0.00025275373251911,0.000281254647328687,0.00036666160926516,0.000269666934547727,0.000305052019130541,0.000330841027121878,0.0003544468787917,0.000281354612363246,0.000309119148110265,0.000288192481639919,0.000231850456455586,0.000268397381634433,0.000278440072942379,0.000187629394420141,"v_3366",240,1.88451680988994e-05,13296.674134159
"2054",0.000168303547982029,0.000193643375397227,0.000216203914428767,0.000184837931958211,0.000207529858147437,0.000236947723574571,0.000233034135780179,0.000202365615600397,0.000182984323306651,0.00019134366633969,0.000167301181646929,0.000169642789484787,0.000177449794769914,0.00013014294166163,"v_3548",240,2.00400801603206e-05,15964.2261968233
"2662260",0.000271553596921358,0.000296530458844942,0.000391948616800688,0.000326368425752299,0.000311126063759246,0.000409675970666315,0.000438652490880336,0.00035894557378516,0.000380625157946116,0.000316103772160472,0.000282787299161738,0.000284530557579672,0.000253272148729052,0.000191621509195038,"v_3682",240,1.85466819985905e-05,8626.4237421954
"2634096",0.000198443013134839,0.000251601601444193,0.000242755272341071,0.000227252433252969,0.000291891589101679,0.000233404580044484,0.000282382541004217,0.000243957166993224,0.000238945548395578,0.00021118422225189,0.000186182942305243,0.000209731287288108,0.000186688653025439,0.000169265666455617,"v_5283",240,1.98408761730918e-05,36003.0232548238
"2773299",0.000131897461361802,0.000172077523844868,0.000155515096343499,0.000170104473613716,0.000196731556585294,0.000168742210620396,0.00020326843104187,0.000183841647333003,0.000186537416963091,0.000128122911907595,0.000144906535284741,0.000136154227295427,0.00012711394634326,0.000118965020291919,"v_2866",239,2.06624377544063e-05,38787.3263999989
"2035",0.000251560090334841,0.000300574056011009,0.000302601190175155,0.000257612286811322,0.000314163086073599,0.000336598635358269,0.000355621840820844,0.000282752647704181,0.00030156882409033,0.000271378451205852,0.000227459349325746,0.000269864033993091,0.000260918100388797,0.000202001007609769,"v_3182",239,1.89025197058768e-05,10546.3797766245
"156980",0.000137268851191016,0.000155453846606591,0.000215782464303174,0.000161175104920082,0.000166698780365583,0.000212588611805223,0.000204051739061299,0.000154832414008594,0.000159445077832737,0.000141910416863531,0.000135685210312076,0.000154242939718877,0.000128388271619884,0.000124553980976775,"v_3233",239,2.03235509308186e-05,27233.0019258796
"39688",0.000239026847400009,0.00029338543882689,0.000326623847333906,0.000247789981248326,0.000257134555948531,0.000305596129470008,0.000309798321684238,0.000282752647704181,0.000298904003848,0.000268015645119038,0.000190574049435084,0.000243708733597021,0.000247537684984243,0.000179645164870348,"v_3374",239,1.9120824489952e-05,6936.38663973128
"2649176",0.000248575984874166,0.000283501090198725,0.000359918407255685,0.000272345745155817,0.000308089041444894,0.000356528817715009,0.000348963722655696,0.0002953349657726,0.00031045155823143,0.000286174797987831,0.000276200638466977,0.000271330686351749,0.000234475850898845,0.000221961581484252,"v_3294",238,1.86341190720209e-05,13245.7586321895
"1784719",0.000187700233476411,0.000214759938375579,0.000236433520457189,0.000235735333511921,0.000243636678995852,0.000224546721219267,0.000247133680129904,0.000244656184663692,0.000258931700213052,0.000196051594861229,0.000180035392323467,0.00017282053626188,0.000187325815663751,0.000168467243500638,"v_3193",237,1.97859163847174e-05,35879.848208858
"1828",0.000186506591292142,0.000208469898339474,0.000268463730002192,0.000229038306991696,0.000243974125919669,0.000229418543573136,0.000303923511538519,0.000258287029237812,0.000253602059728393,0.000225308007816506,0.0001901349387221,0.000205331330212134,0.000185095746429659,0.00015409563031101,"v_3444",237,1.95744514259988e-05,6851.26921412495
"1725",0.000183820896377535,0.000223745709855729,0.000255398776108835,0.000204482543084204,0.000254772427481812,0.000239605081222136,0.000255750068343625,0.000217394495515452,0.000230951087668589,0.000212865625295296,0.00017388784234169,0.000211686823766319,0.000187962978302064,0.000195613623969935,"v_3469",237,1.96355639333962e-05,10860.4080152375
"1004901",0.00017397334835731,0.000209817764061497,0.000227583067819754,0.000177247968568622,0.000196731556585294,0.000240490867104658,0.000238125637906468,0.000192928877049083,0.000199417381467685,0.000193025069383097,0.000169057624498865,0.000176487167158525,0.000168848099152701,0.000144514554851258,"v_3549",237,2.00328538803638e-05,13184.53768565
"2635918",0.000285578892586527,0.000306864096047114,0.000401641969689307,0.000286632735065631,0.00032968564456918,0.000348999637713574,0.000356013494830559,0.000298480545289704,0.00030512191774677,0.000280458027640248,0.000283665520587706,0.000278175064025486,0.000279395816899847,0.000268270112873053,"v_3210",236,1.88302640003013e-05,18883.9500723282
"2509459",0.00026558538600001,0.000317647021823294,0.000380990913535292,0.000298240914367354,0.000330023091492997,0.00032685499065053,0.000372071309228857,0.000321548128415138,0.000444136707054978,0.000300971144769811,0.000272687752763104,0.000285752767878553,0.000251997823452428,0.000188427817375121,"v_3284",236,1.88153834575149e-05,16181.4999459313
"29314",0.000153681431224725,0.000178367563880973,0.000196395758525936,0.000167872131440307,0.000181883891937347,0.000217460434159092,0.000202093469012726,0.000193278385884317,0.000196752561225355,0.000164777498253863,0.000147541199562646,0.000178442703636736,0.000151007545279963,0.000108585521877188,"v_3433",236,2.02946787352356e-05,16387.6183632727
"44260",0.00011130713368315,0.000138380880794306,0.000126013587552049,0.000147781051879632,0.000152526009565271,0.000147483349439873,0.000153136717798403,0.000129667777871757,0.000150118206984583,8.74329582571518e-05,0.000102312796125287,9.72879397909874e-05,7.51851913208254e-05,6.94627970832013e-05,"v_4485",236,2.14919727481786e-05,46881.8375412364
"699433",9.7281838017981e-05,0.000126250089296104,0.000104098181021258,0.00011251004553978,0.000155225584955806,0.000117366629434133,0.000119454472962949,0.000112192336110065,0.00011059004005669,9.95390601696805e-05,9.61652461435102e-05,0.00010046568656808,9.52558144276559e-05,8.06407184529118e-05,"v_5275",236,2.16839777088709e-05,29175.6435307314
"2641148",0.000128913355901128,0.000130742975036179,0.000173216001618368,0.000124564693276185,0.000135653663374422,0.000162541709442743,0.000166844608138414,0.00014085206059924,0.000153227163933968,0.000120724738516606,0.000120316335357634,0.000117821072812201,0.000114689274896174,9.98028693724156e-05,"v_3223",235,2.10119347789544e-05,45942.7862041969
"2619021",0.00027364247074383,0.000328429947599474,0.000437043780239047,0.000321457272970801,0.000332385219959716,0.000395503396545967,0.000385387545559153,0.000342868167364403,0.000365968646613302,0.000274741257292665,0.000290691291995451,0.000258130815123826,0.000260599519069641,0.000205993122384666,"v_3293",235,1.8628912071535e-05,9235.29266445402
"1903704",0.000169795600712366,0.000221948555559699,0.000185859505386133,0.000198231984998661,0.000213941349699959,0.000212145718863962,0.00022715932563446,0.000188385262191043,0.000178098819529046,0.000175874758340348,0.000155006081683375,0.000162309527691497,0.000143680174939374,0.000154894053265989,"v_4008",234,2.03243770578432e-05,24017.5294132312
