"","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"699433",4.30145943458075e-05,0.000110564556162282,9.52558144276559e-05,0.000117366629434133,8.06407184529118e-05,9.61652461435102e-05,0.00010046568656808,9.95390601696805e-05,7.01915151807453e-05,0.00011059004005669,9.69145918133601e-05,"v_5275",292,2.40274874456378e-05,33819.551576207
"2094119",6.30037293653298e-05,0.000131154384223115,0.000100353115534153,0.000134639454143308,8.62296791377671e-05,9.17741390136695e-05,0.000113421115736226,0.000118034493647155,8.39714445413824e-05,0.000125246551389504,9.69145918133601e-05,"v_3417",291,2.36278146634218e-05,30643.0765672762
"399497",8.90655129983778e-05,0.000225077846473216,0.000168210936514389,0.000260421049461398,0.000146111400761216,0.000172570510202737,0.000182109334533381,0.000200086962165405,0.000166220397912685,0.000231839361082699,0.00019382918362672,"v_3668",291,2.17089267106634e-05,35210.2610309547
"169765",6.8190783389383e-05,0.000187846924500203,0.000110866299066302,0.000201959181214962,8.94233709576844e-05,0.000142271871006837,0.00015473182383843,0.000144936942341663,9.99044878646191e-05,0.000215406302921664,0.000107927613610333,"v_3409",290,2.25042758124044e-05,27708.6303268371
"584708",3.2640486297701e-05,9.27952524933436e-05,6.30791011928959e-05,9.03501600172197e-05,6.06801445784287e-05,7.81617069111635e-05,8.60436050412753e-05,7.36454533012163e-05,5.7272831405148e-05,0.0001114783134708,4.62546915472855e-05,"v_5155",289,2.47231012658228e-05,35749.059413881
"590652",6.60400536720927e-05,0.000168103253756938,0.000137945711194565,0.000186900821212092,0.000112577636652085,0.000132611435321188,0.000121487703708846,0.000145273222950344,0.000107655698129977,0.000152338890519858,0.000114535426688516,"v_3414",288,2.29399889888053e-05,41281.6084239566
"52774",6.16120807247301e-05,0.000126641545196083,9.5574395746812e-05,0.00013065341767196,7.98422954979325e-05,0.000102312796125287,0.000103643433345172,0.000108282355995396,8.1387707786263e-05,0.000147453386742253,9.2509383094571e-05,"v_3719",288,2.35349493998588e-05,20329.9941508737
"1870985",5.6931080751804e-05,0.000182205875716413,0.000136671385917941,0.000196644465919831,0.000128546095751671,0.000135685210312076,0.000145687467626705,0.000150989993297927,0.000110670057677617,0.000159445077832737,8.36989656569928e-05,"v_3815",288,2.26295541977823e-05,33982.6239087606
"274493",9.6656323765285e-05,0.000212949591588068,0.000162157891450424,0.000184243463564526,0.000152498784401051,0.000182230945888387,0.000169642789484787,0.000158051886080236,0.000132201197303612,0.00020874425231584,0.000114535426688516,"v_5051",288,2.23164472216023e-05,35586.264295162
"44010",0.00011398867501639,0.000238616363554312,0.000192741698089404,0.000240933760045919,0.000162878282815782,0.000197160710129845,0.000204109119913252,0.000225644288425188,0.000151148600174488,0.0002140738928005,0.000196031787986115,"v_3405",287,2.15605528125741e-05,25762.3482443152
"1107",9.07101886645411e-05,0.000215206011101584,0.000197201836557589,0.000289651983584616,0.000158087745085906,0.000194086935138957,0.000198975836657949,0.000200423242774086,0.000184737177991041,0.000212741482679335,0.000171803140032775,"v_4695",287,2.15824232744853e-05,32644.0540087954
"692036",7.28717833623091e-05,0.000347488605081457,0.000214086646472859,0.000308696380058834,0.000168467243500638,0.000265222870642375,0.000279397274324368,0.000231361058772771,0.000130478706133533,0.000385066525016666,0.000196031787986115,"v_4823",287,2.09784341696736e-05,28231.5133943182
"1716143",7.4136918490127e-05,0.000182769980594792,0.000129662596896508,0.000194430001213527,0.000120561866201878,0.000169935845924833,0.000159131780914404,0.000131149437385728,9.90432422795793e-05,0.000224289037062764,0.000125548448485489,"v_2858",286,2.24997187535156e-05,18216.9331629168
"39695",0.000136761107317111,0.000284872963581389,0.000241484639920278,0.000284780161230746,0.000170064089410596,0.00023009401360365,0.000247864248613219,0.000244812283120025,0.000204115203654437,0.00040061130976359,0.000226868249017638,"v_3372",286,2.08589724870153e-05,19524.236521442
"52022",4.06108376029535e-05,0.000114231237871745,8.44240495763506e-05,0.000127110274141873,7.98422954979325e-05,0.000102751906838271,0.000112687789556897,0.000102229305039131,7.53589886909842e-05,0.000123914141268339,6.8280735141231e-05,"v_4686",286,2.40818783865141e-05,30692.3196400353
"2624677",3.47912160149913e-05,0.000108308136648766,8.63355374912868e-05,0.000111166128256481,8.38344102728291e-05,8.60656997448767e-05,9.36213088943421e-05,9.48311316481415e-05,5.33972262724688e-05,0.00010703694640025,7.26859438600201e-05,"v_5286",286,2.4307834415032e-05,28345.4011257205
"191493",8.89389994855961e-05,0.000229308633061059,0.000189237303578688,0.000249348725929876,0.000159684590995865,0.000201551817259686,0.000219997853798715,0.000213538186512659,0.000186459669161121,0.000251381376193118,0.000189423974907931,"v_3468",285,2.14873546917639e-05,17828.1089018599
"853",9.3746512971304e-05,0.000210693172074552,0.000156742009024772,0.000193101322389744,0.000149305092581134,0.000145345645997725,0.000159131780914404,0.000150317432080565,0.000124880609830774,0.000228286267426259,9.69145918133601e-05,"v_4331",285,2.24643378636415e-05,50665.8075202002
"36808",7.40104049773452e-05,0.000185590504986687,0.000141450105705282,0.000195315787096048,0.00013014294166163,0.000172131399489753,0.000166465042707694,0.000166122620688588,0.00014124427594653,0.000224289037062764,0.000165195326954591,"v_3471",284,2.21813100281703e-05,34951.9953565104
"1531429",4.04843240901717e-05,0.000101820930547407,8.09196550656341e-05,0.000116037950610351,7.66486036780152e-05,9.13350283006854e-05,8.50658368021699e-05,9.78576571262737e-05,6.63159100480661e-05,0.00011059004005669,6.8280735141231e-05,"v_3816",284,2.42706664725013e-05,28701.443130147
"277",3.30200268360463e-05,0.00010605171713525,6.30791011928959e-05,0.000108951663550177,6.86643741282219e-05,7.55270426332591e-05,7.96881114870902e-05,6.89375247796773e-05,5.03828667248295e-05,0.000115919680541349,7.48885482194146e-05,"v_4687",284,2.44678248103744e-05,52725.0736003321
"869886",5.62985131878951e-05,0.000127487702513651,0.000111503461704614,0.000161213030618961,9.90044464174363e-05,0.000104069238977223,0.000128087639322807,0.000105255830517263,8.05264622012231e-05,0.000143012019671703,8.81041743757819e-05,"v_5281",284,2.3587130861402e-05,42676.1753608819
"1534349",0.000101716864276557,0.00021182138183131,0.000145273081535154,0.000200630502391179,0.000127747672796692,0.000129976771043283,0.000156442918256864,0.000163096095210456,0.000110239434885097,0.000175433999286716,0.000160790118235802,"v_3380",283,2.24951635398389e-05,62957.9350738566
"2079535",3.87131349112267e-05,9.98465634730809e-05,6.49905891078321e-05,9.83222329599155e-05,7.10596429931599e-05,7.24532676423707e-05,8.33547423837354e-05,8.07073460835247e-05,6.76077784256258e-05,8.97156148251056e-05,7.04833395006255e-05,"v_3478",283,2.44271825687625e-05,44075.711473054
"2668073",5.18705402405325e-05,0.000118179972020398,0.000103220347406557,0.000127996060024395,7.34549118580979e-05,9.39696925785898e-05,0.000106576738062489,0.00010189302443045,7.10527607657851e-05,0.000115475543834294,5.50651089848637e-05,"v_5298",283,2.41173065792012e-05,35146.1990875105
"2678688",5.03523780871511e-05,0.000114795342750124,8.37868869380385e-05,0.000111609021197742,9.98028693724156e-05,9.30914711526217e-05,9.36213088943421e-05,7.12914890404468e-05,6.45934188779865e-05,0.000118584500783679,6.60781307818364e-05,"v_2861",282,2.4358162420227e-05,47594.626191556
"873",8.88124859728143e-05,0.000238334311115123,0.000167573773876077,0.000199744716508657,0.000167668820545658,0.000198917152981781,0.000181620450413828,0.000170830549210127,0.000129617460548493,0.000232283497789754,0.000123345844126095,"v_2865",282,2.20950529176517e-05,19964.3130128819
"77643",9.9060080508139e-05,0.000279231914797599,0.000170441005748481,0.000249791618871137,0.000114972905517023,0.000170814067350801,0.000191153690745106,0.00017150311042749,0.00014468925828669,0.000236280728153248,0.000171803140032775,"v_3401",282,2.1735350373848e-05,24495.5931093823
"33011",3.94722159879175e-05,8.63080463919852e-05,6.81764022993925e-05,0.000108508770608916,6.70675282182633e-05,8.60656997448767e-05,8.13992059055246e-05,8.44064327790196e-05,6.15790593303471e-05,0.00010881349322847,5.50651089848637e-05,"v_3684",282,2.45513245439591e-05,47652.6365946333
"486698",7.31248103878727e-05,0.000194616183040751,0.000121379482598451,0.000194872894154788,9.98028693724156e-05,0.000130854992469251,0.000130287617860795,0.000148972309645839,9.60288827319399e-05,0.000162998171489177,0.000132156261563673,"v_3408",281,2.26310905922556e-05,39229.5336799477
"300028",0.000103614566968283,0.000227052213547543,0.000191785954131936,0.00028167991064192,0.00014132086303134,0.000200673595833718,0.000214375686423859,0.000237077829120354,0.000186890291953641,0.000252713786314283,0.000189423974907931,"v_3445",281,2.14454214025306e-05,28864.1379214573
"2161816",6.09795131608212e-05,0.000137077485446094,9.39814891510318e-05,0.00013596813296709,8.54312561827878e-05,0.000103630128264239,0.000109754484839581,0.000107273514169352,8.87082952591014e-05,0.000117252090662514,8.14963612975983e-05,"v_3671",281,2.35161320665977e-05,17379.9916036305
"78448",3.40321349383006e-05,7.0231057358184e-05,5.73446374480872e-05,7.21915494255236e-05,5.66880298035321e-05,5.62061712619603e-05,6.50215879005091e-05,6.15393513886876e-05,4.60766387996304e-05,6.79529161794117e-05,5.06599002660746e-05,"v_3763",281,2.53421186011151e-05,81964.3646188154
"1297617",3.0236729554847e-05,7.3051581750079e-05,5.51145682139949e-05,7.17486564842627e-05,6.30754134433667e-05,6.89403819384981e-05,6.96659870362598e-05,5.41411779976978e-05,4.13397880819113e-05,0.00010526039957203,4.84572959066801e-05,"v_4324",281,2.51521706323256e-05,56411.072369681
"13769",2.56822430947027e-05,7.67182634595424e-05,6.75392396610805e-05,8.76928023696544e-05,5.50911838935734e-05,6.05972783918009e-05,6.08660728843112e-05,7.59994175619858e-05,2.92823498913539e-05,9.01597515321606e-05,3.96468784691019e-05,"v_5327",281,2.52238617732375e-05,71096.1391662229
"1768",8.64087292299603e-05,0.000228180423304301,0.000174263981578354,0.000259092370637615,0.000130941364616609,0.000163788295943056,0.000193598111342869,0.000172511952253534,0.000135646179643772,0.000224289037062764,0.000149777096438829,"v_3406",280,2.20531480868894e-05,45335.9693047684
"38302",3.95987295006992e-05,8.68721512703642e-05,6.43534264695201e-05,0.000101422483548742,5.908329866847e-05,7.42097104943069e-05,7.57770385306686e-05,7.09552084317655e-05,5.89953225752277e-05,9.19362983603805e-05,7.26859438600201e-05,"v_3485",280,2.45948006591407e-05,31084.2072841378
"1136941",0.000116645458784807,0.000230718895257006,0.000187007234344595,0.000268836015345355,0.000144514554851258,0.000203308260111622,0.000199220278717725,0.000206476293730351,0.000171387871422924,0.000252269649607228,0.00016960053567338,"v_3547",280,2.15526531316005e-05,24127.4491995599
"1750",8.24868103337249e-05,0.000216898325736721,0.000149414638684183,0.000244034010634745,0.000110182367787147,0.000174326953054674,0.000181131566294275,0.000175202197122985,0.000166651020705205,0.000279806125444636,0.000174005744392169,"v_3686",280,2.17623120280299e-05,24885.0016607718
"2648737",6.36362969292387e-05,0.000214923958662395,0.000152919033194899,0.000198858930626135,0.000179645164870348,0.000163349185230072,0.000182109334533381,0.000179237564427161,0.000122296873075654,0.000197640834639465,0.000151979700798224,"v_3809",280,2.22622943520559e-05,52536.7266074264
"1681",3.74479997834089e-05,7.86926305338689e-05,6.21233572354278e-05,8.28209800157847e-05,5.82848757134907e-05,6.05972783918009e-05,6.57549140798382e-05,6.62472799102265e-05,5.42584718575086e-05,8.1721154098116e-05,5.94703177036528e-05,"v_3762",279,2.50056262659098e-05,33072.6943162283
"59930",6.40158374675841e-05,0.000177975089128571,0.000127432527662416,0.000177157176504352,0.000114972905517023,0.000154127860257407,0.000151065192941784,0.000126105228255507,0.000105933206959898,0.000205635295366455,0.000136561470282462,"v_4585",279,2.25418150669492e-05,26166.7729572059
"274",3.63093781683728e-05,0.000100692720790649,7.61409352782935e-05,0.000127553167083134,6.86643741282219e-05,8.91394747357651e-05,9.06880041770259e-05,8.94506419092399e-05,7.01915151807453e-05,0.000123470004561284,8.36989656569928e-05,"v_4678",279,2.41312741312741e-05,33812.5076330836
"525904",3.42851619638642e-05,0.000104641454939302,7.70966792357616e-05,0.00012578159531809,5.58896068485527e-05,9.22132497266536e-05,8.31103003239591e-05,9.55036928655042e-05,6.71771556331059e-05,0.000122581731147174,8.14963612975983e-05,"v_4709",279,2.42195257816852e-05,44328.9043106597
"5267",7.26187563367456e-05,0.000171205830588023,0.000117237925449423,0.000155455422382569,0.000120561866201878,0.000113290563949889,0.000136887553474756,0.000125096386429463,8.82776724665815e-05,0.000136349969065878,0.000105725009250938,"v_5535",279,2.31443978984887e-05,23519.7463025717
"2627006",0.000103614566968283,0.000234949681844849,0.000201024812387461,0.000248905832988615,0.000155692476220968,0.000177400728045562,0.000209975729347885,0.000188317140861558,0.000146842372249289,0.000234504181325029,0.000143169283360646,"v_4584",278,2.18169124705472e-05,28560.5786906917
"19",3.30200268360463e-05,7.3615686628458e-05,6.02118693204915e-05,6.90912988366974e-05,4.71069543437802e-05,6.32319426697053e-05,6.13549570038639e-05,5.68314228671486e-05,5.03828667248295e-05,7.32825566640714e-05,5.50651089848637e-05,"v_2842",277,2.5397470411947e-05,62475.2426818174
"1748",9.62767832269397e-05,0.000253283090392166,0.000171715331025105,0.000283008589465703,0.000154894053265989,0.000193208713712988,0.000206797982570792,0.00020883025799112,0.000182584064028442,0.000270035117889427,0.000185018766189142,"v_3676",277,2.14073170209578e-05,16453.1081502134
"1048396",4.20024862435532e-05,0.000104359402500113,8.37868869380385e-05,9.3007517664785e-05,7.58501807230359e-05,7.64052640592273e-05,8.43325106228408e-05,9.75213765175923e-05,6.02871909527874e-05,0.000103927989450865,4.62546915472855e-05,"v_5267",277,2.45332548269179e-05,45820.5653884366
"2420509",0.000115380323656989,0.000326052619703055,0.000208989345366362,0.000303381664763703,0.000180443587825327,0.000233606899307522,0.000256664162765168,0.000240104354598486,0.000202392712484358,0.000277141305202306,0.0002422864795334,"v_3545",276,2.08912194204776e-05,27154.788404023
"52771",5.90818104690944e-05,0.000176282774493434,0.000132211247449757,0.000223660935336745,9.3415485732581e-05,0.000144467424571757,0.000147154119985363,0.000165786340079907,0.000128756214963453,0.000193199467568916,0.000123345844126095,"v_3716",276,2.24895985606657e-05,37575.4266906081
"2619321",2.11277566345584e-05,7.05131097973735e-05,5.16101737032785e-05,7.35202282493062e-05,4.71069543437802e-05,6.41101640956734e-05,6.25771673027457e-05,4.74155658240708e-05,4.17704108744313e-05,9.10480249462706e-05,5.94703177036528e-05,"v_4680",276,2.5438172521686e-05,75948.475180841
"172827",4.88342159337697e-05,9.56157768852385e-05,8.15568177039462e-05,9.6550661194872e-05,6.22769904883873e-05,7.28923783553547e-05,7.72436908893267e-05,9.04594837352839e-05,4.65072615921503e-05,9.41569818956554e-05,5.28625046254692e-05,"v_4688",275,2.45098039215686e-05,29539.7592410779
"28232",6.09795131608212e-05,0.000177128931811002,0.000118830832045203,0.000177157176504352,0.000125352403931754,0.000153249638831439,0.000136154227295427,0.000125096386429463,0.000115837531187856,0.000182984323306651,8.36989656569928e-05,"v_2831",274,2.28096986838804e-05,44694.097598721
"556499",9.62767832269397e-05,0.000246795884290807,0.000192104535451092,0.000317554238884052,0.000174056204185493,0.000199795374407749,0.000225864463233348,0.000240776915815849,0.000178708458895763,0.000240722095223798,0.000182816161829747,"v_3672",274,2.13028844105492e-05,17134.2120773414
"35554",0.000109813729094591,0.000247359989169186,0.000209307926685518,0.000252006083577441,0.000215574197844418,0.000220872688630985,0.000217064549081399,0.00022127264051233,0.000167942889082765,0.000258931700213052,0.000176208348751564,"v_2829",273,2.14105254142937e-05,23544.0658017821
"398694",7.43899455156906e-05,0.000175436617175865,0.000133485572726381,0.0001913297506247,0.000107787098922209,0.000134806988886108,0.000138354205833414,0.000151326273906609,0.000124880609830774,0.000176766409407881,0.000143169283360646,"v_3411",273,2.25169440003603e-05,42464.4240949443
"53635",0.000118669674989316,0.000388668261203123,0.000248812010260867,0.000366715355364009,0.000232341079898984,0.000270492199198184,0.000304819248541109,0.000287519920422557,0.000225646343280433,0.000441027750105594,0.000259907314408557,"v_3808",273,2.03607932565053e-05,19665.755120873
"1211322",9.80479724058847e-05,0.000242000992824586,0.000201024812387461,0.000263521300050224,0.000202799430564749,0.000198038931555813,0.000240042102700376,0.000240440635207167,0.000163636661157566,0.000260708247041272,0.000176208348751564,"v_4666",273,2.14013611265676e-05,26137.2909055421
"1331910",4.75690808059518e-05,0.000123538968364998,0.000100671696853309,0.000103636948255046,6.78659511732426e-05,8.87003640227811e-05,8.13992059055246e-05,8.74329582571518e-05,6.33015505004267e-05,0.000131020328581219,4.84572959066801e-05,"v_4843",273,2.43640970665627e-05,34275.8087512739
"2796139",4.55448646014432e-05,0.000111128661040661,8.7928444087067e-05,0.000100979590607481,9.26170627776017e-05,7.99181497630998e-05,9.11768882965786e-05,9.11320449526466e-05,5.55503402350684e-05,0.000105704536279085,7.70911525788092e-05,"v_4891",273,2.44337478925892e-05,41596.9607811241
"2211140",6.13590536991666e-05,0.000260616453811093,0.000185095746429659,0.000295409591821007,0.000228348965124087,0.000249414884974949,0.000242242081238363,0.000251201614684971,0.000106363829752418,0.000261152383748327,0.000167397931313986,"v_5075",273,2.1374829001368e-05,23346.5320600604
