"","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2650499",7.18596752600549e-05,0.000172334040344781,0.000131892666130601,0.000150583600028699,9.50123316425397e-05,0.000129098549617315,0.000142265278789836,0.000124423825212101,9.17226548067408e-05,0.000167439538559727,9.69145918133601e-05,"v_4590",326,2.32190953840438e-05,50634.1558587985
"265293",6.37628104420205e-05,0.000154564736675843,0.000120423738640983,0.000153683850617526,0.000108585521877188,0.000141832760293853,0.000129309849621689,0.000132494559820453,7.6220234276024e-05,0.000152338890519858,0.0001211432397667,"v_989",317,2.31524356362289e-05,28666.0192404434
"1891094",8.43845130254517e-05,0.000153718579358274,0.00011500785621533,0.000123124237670525,0.000121360289156857,0.000122511888922554,0.000124909892545715,0.000122069860951331,9.43063915618603e-05,0.000131464465288274,0.000114535426688516,"v_1013",315,2.34181068802398e-05,76578.2318410127
"83564",6.47749185442748e-05,0.000165282729365044,0.000120423738640983,0.000158998565912656,9.8206023462457e-05,0.000140954538867885,0.000123443240187057,0.000110300039647484,9.47370143543802e-05,0.000157224394297462,9.69145918133601e-05,"v_2874",315,2.32504068821204e-05,46822.4276902545
"1198301",5.71841077773676e-05,0.000129462069587978,9.49372331084999e-05,0.000143940205909786,8.62296791377671e-05,0.000110216788959,0.000125154334605491,0.000106600952951989,6.11484365378272e-05,0.000144788566499923,9.69145918133601e-05,"v_5280",314,2.35715632660758e-05,42043.4282814601
"2634096",9.61502697141579e-05,0.000241436887946207,0.000186688653025439,0.000233404580044484,0.000169265666455617,0.000186182942305243,0.000209731287288108,0.00021118422225189,0.000132631820096132,0.000238945548395578,0.000182816161829747,"v_5283",313,2.16741081104513e-05,41269.0548213107
"184917",5.42742969833865e-05,0.000134256961054199,8.69727001295989e-05,0.00011559505766909,7.90438725429532e-05,9.04568068747173e-05,9.48435191932239e-05,8.91143613005585e-05,7.01915151807453e-05,0.000136794105772933,8.14963612975983e-05,"v_2850",310,2.41709368655129e-05,53244.3912892224
"2643836",4.70630267548247e-05,0.000105487612256871,8.0282492427322e-05,8.76928023696544e-05,6.22769904883873e-05,7.33314890683388e-05,7.87103432479848e-05,7.90259430401179e-05,5.16747351023892e-05,9.59335287238753e-05,5.28625046254692e-05,"v_4333",307,2.45984306201264e-05,40110.1448252207
"641491",7.18596752600549e-05,0.000181077665959655,0.000149733220003339,0.000179814534151918,0.000126150826886733,0.000143150092432805,0.000147398562045139,0.000150317432080565,0.000105071961374858,0.000179875366357266,0.000110130217969727,"v_2859",306,2.26326271953648e-05,32415.0732203407
"1182571",5.28826483427868e-05,0.000138487747642042,0.000117875088087735,0.000164313281207787,0.000102996561192333,0.000134367878173124,0.000118798841051306,0.00012913175373364,9.25839003917806e-05,0.000147897523449308,0.000103522404891544,"v_4672",306,2.31535077564251e-05,41927.028842968
"1307763",6.8823350953292e-05,0.000194052078162372,0.000161520728812112,0.000209045468275136,0.000150901938491092,0.000153688749544423,0.000165242832408813,0.000163096095210456,0.000103780092997298,0.000195864287811245,0.000134358865923067,"v_4896",303,2.2433093299235e-05,56818.578882409
"2773299",5.78166753412765e-05,0.000161333995216391,0.00012711394634326,0.000168742210620396,0.000118965020291919,0.000144906535284741,0.000136154227295427,0.000128122911907595,0.000101626979034699,0.000186537416963091,0.000127751052844884,"v_2866",301,2.2729339030821e-05,30157.4299501727
"571177",7.19861887728366e-05,0.000168667358635317,0.00012552103974748,0.0001811432129757,0.000111779213697105,0.000133489656747156,0.000132976480518334,0.000122406141560012,9.04307864291811e-05,0.000155891984176297,8.14963612975983e-05,"v_2873",301,2.30797636632201e-05,36521.899026051
"33010",5.50333780600772e-05,0.000131154384223115,0.000104176091364025,0.000144383098851047,8.54312561827878e-05,0.000117242560366745,0.00012857652344236,0.000123414983386057,8.69858040890218e-05,0.000192311194154806,9.91171961727547e-05,"v_3683",301,2.31594061928252e-05,43840.8468328882
"351604",5.61719996751133e-05,0.000145539058621779,9.97159528958405e-05,0.000128881845906916,9.8206023462457e-05,9.96781318473827e-05,0.000104132317464725,8.87780806918772e-05,8.0957084993743e-05,0.000144788566499923,8.59015700163874e-05,"v_2833",300,2.37022991230149e-05,28909.3998939515
"36809",0.000149918512646417,0.000268513922108398,0.00022205117945176,0.000285223054172007,0.0001660719746357,0.000231411345742602,0.0002263533473529,0.000240104354598486,0.000184737177991041,0.000250937239486063,0.000185018766189142,"v_3426",300,2.13046998167796e-05,34332.8247299007
"29542",3.46647025022096e-05,0.000102385035425786,7.86895858315418e-05,0.000102308269431263,6.6269105263284e-05,8.21137033280201e-05,6.99104290960362e-05,8.84418000831958e-05,5.42584718575086e-05,0.000102151442622645,6.16729220630473e-05,"v_2841",299,2.45742510996977e-05,48929.5068334339
"2638792",9.51381616119036e-05,0.000269078026986777,0.00021153799591961,0.000262192621226441,0.000197210469879893,0.000218677135066064,0.000222931158516031,0.000240440635207167,0.000170526625837884,0.000261152383748327,0.000200436996704904,"v_3821",299,2.13233255858584e-05,23863.0020758401
"2643768",5.84492429051855e-05,0.000129462069587978,9.14328385977834e-05,0.000134639454143308,9.26170627776017e-05,9.70434675694783e-05,0.000120754377529517,0.00011937961608188,7.40671203134245e-05,0.000122581731147174,8.59015700163874e-05,"v_5301",299,2.35860182084061e-05,25607.6552108532
"1789",6.97089455427645e-05,0.000158513470824496,0.000122016645236763,0.000181586105916961,9.18186398226224e-05,0.000127342106765379,0.000143487489088718,0.000129468034342321,0.000100765733449659,0.000166995401852672,0.000118940635407306,"v_3415",298,2.30054292813104e-05,47358.6395722085
"386911",5.70575942645858e-05,0.000149487792770432,0.000107680485874741,0.000158998565912656,9.74076005074776e-05,0.000115486117514809,0.00012588766078482,0.000127450350690233,8.6124558503982e-05,0.000146565113328143,7.48885482194146e-05,"v_3416",298,2.32385201710355e-05,38762.7922403337
"869889",4.65569727036975e-05,0.000113667132993366,9.46186517893438e-05,0.000109837449432698,7.10596429931599e-05,8.65048104578607e-05,0.000102665665106067,9.07957643439653e-05,7.36364975209046e-05,0.000113698997006074,8.14963612975983e-05,"v_5282",298,2.42612450870979e-05,69196.4416841544
"879",6.4648405031493e-05,0.000140744167155558,0.000105450416640649,0.00013596813296709,0.000101399715282374,0.000111973231810936,0.00011048781101891,9.48311316481415e-05,7.49283658984643e-05,0.000128355508338889,8.14963612975983e-05,"v_2848",296,2.3696682464455e-05,44569.4972095393
"74426",5.28826483427868e-05,0.000137641590324473,0.000109910555108834,0.000137739704732134,9.90044464174363e-05,9.61652461435102e-05,0.00010046568656808,0.000126105228255507,8.35408217488625e-05,0.000169216085387947,8.81041743757819e-05,"v_3828",296,2.36356330804321e-05,57210.2642761882
"897",5.26296213172233e-05,0.000116205604946072,9.52558144276559e-05,0.000107180091785133,9.1020216867643e-05,0.000103191017551255,0.000106332296002712,8.81055194745145e-05,6.58852872555462e-05,0.000117252090662514,7.04833395006255e-05,"v_2876",294,2.42025267437921e-05,39951.9032118536
"2247",3.41586484510824e-05,8.32054695609008e-05,5.73446374480872e-05,7.52918000143497e-05,4.47116854788422e-05,5.88408355398647e-05,6.67326823189436e-05,6.62472799102265e-05,4.00479197043516e-05,6.88411895935216e-05,5.50651089848637e-05,"v_5263",294,2.52729478366357e-05,58154.6102021082
"1407499",4.78221078315154e-05,0.000126641545196083,8.85656067253791e-05,0.000127996060024395,9.42139086875603e-05,0.000101873685412303,9.50879612530002e-05,0.000103574427473857,7.01915151807453e-05,0.000107481083107305,8.81041743757819e-05,"v_5297",294,2.38379022646007e-05,20731.3010082194
"894",6.50279455698384e-05,0.000132564646419062,0.000119467994683515,0.000120023987081699,9.18186398226224e-05,0.000104947460403191,0.000105110085703831,0.000113999126342979,8.18183305787829e-05,0.000150118206984583,8.14963612975983e-05,"v_2885",293,2.36552017788712e-05,54477.1249288261
"292800",4.97198105232422e-05,0.000123538968364998,0.00010863622983221,0.000169185103561656,0.000111779213697105,0.000120755446070618,0.000119287725170859,0.000112317723299572,7.6220234276024e-05,0.000157224394297462,7.48885482194146e-05,"v_4332",293,2.35200037632006e-05,36500.2811216698
"2587844",0.000109687215581809,0.000221129112324563,0.000178405538727382,0.00021125993298144,0.000174056204185493,0.000166862070933945,0.00018015379805517,0.000184954334774744,0.000157607942062287,0.000216294576335774,0.000154182305157618,"v_2217",292,2.19543788008518e-05,36940.3565701295
"63561",4.71895402676064e-05,0.000139898009837989,9.5892977065968e-05,0.000128881845906916,0.000110980790742126,0.000110655899671984,0.000117576630752424,9.78576571262737e-05,7.27752519358648e-05,0.000161221624660957,7.70911525788092e-05,"v_2849",292,2.37028609353149e-05,44871.5166428776
"44742",3.78275403217542e-05,9.33593573717225e-05,7.39108660442013e-05,0.00010540852002009,7.50517577680565e-05,7.99181497630998e-05,7.82214591284321e-05,7.59994175619858e-05,6.24403049153869e-05,0.00010970176664258,6.60781307818364e-05,"v_2854",292,2.45694208987494e-05,55623.7275978832
"216816",4.97198105232422e-05,0.00012241075860824,7.83710045123858e-05,0.000146597563557352,8.46328332278084e-05,9.74825782824624e-05,0.000105354527763607,8.84418000831958e-05,7.27752519358648e-05,0.000129243781752999,8.36989656569928e-05,"v_3758",292,2.38100907164456e-05,29985.78152961
"2634974",4.63039456781339e-05,0.000127487702513651,0.000103220347406557,0.000146597563557352,9.8206023462457e-05,0.000100995463986335,0.000117821072812201,0.000115680529386385,7.83733482386236e-05,0.000135905832358823,0.000110130217969727,"v_5266",292,2.3482446870964e-05,33549.0194084395
