"","TECcM2TOMPOOA051310.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1681",7.09884811143852e-05,7.86926305338689e-05,7.19169416022498e-05,5.94703177036528e-05,5.42584718575086e-05,9.00804222343548e-05,6.57549140798382e-05,5.06342903853538e-05,7.65424349162122e-05,8.28209800157847e-05,6.21233572354278e-05,"v_3762",300,2.51838420469427e-05,51935.9843569755
"74426",0.000122332351102777,0.000137641590324473,0.00012294514497978,8.81041743757819e-05,8.35408217488625e-05,0.000147261907652684,0.00010046568656808,8.78428219564092e-05,0.0001363084457412,0.000137739704732134,0.000109910555108834,"v_3828",300,2.35554613337102e-05,35218.2596747363
"243233",0.000206714885257612,0.000230718895257006,0.000198741423680906,0.000116738031047911,0.000114976285602816,0.000230684211721891,0.000192375901043988,0.000153053650483001,0.000243258149322757,0.000199301823567396,0.000158972078258864,"v_2525",298,2.19698134762836e-05,36768.7504509891
"182210",0.00011518885614787,0.000138205695202852,0.000126526071532589,8.14963612975983e-05,7.96652166161833e-05,0.000138253865429249,0.000109510042779805,9.55146841360083e-05,0.000140153042928772,0.000115152164727829,0.000102901766087401,"v_2860",298,2.38316532017826e-05,35048.7960682396
"629680",8.75078131976069e-05,0.00011705176226364,7.34089943325869e-05,6.16729220630473e-05,6.54546644630263e-05,0.000118279510933805,7.7488132949103e-05,6.90467596163915e-05,9.82119827007107e-05,9.52219823710894e-05,7.26365407675771e-05,"v_3318",298,2.46451104100946e-05,45481.1104109003
"499555",0.000124118224841504,0.000132846698858252,0.000114589649689892,0.000116738031047911,9.12920320142209e-05,0.000155486641856691,0.000114154441915556,9.35967185911085e-05,0.000119532021649975,0.000147040456498612,0.000100990278172465,"v_3557",298,2.34044047089662e-05,42717.6685921064
"2763071",0.000129922314492365,0.000140180062277179,0.0001310022297236,7.26859438600201e-05,7.06221379732652e-05,0.000131204093254386,0.000124665450485939,6.5594421635572e-05,0.000132463848553628,0.000141725741203482,9.90787902575284e-05,"v_5074",297,2.3737745388943e-05,33861.2337409998
"28025",7.94713813733369e-05,8.96926756622591e-05,6.86344255955081e-05,4.62546915472855e-05,5.29666034799489e-05,9.94801184675049e-05,6.45327037809564e-05,6.13748974367925e-05,7.65424349162122e-05,8.68070164871326e-05,5.83003814055553e-05,"v_3761",296,2.51186857903594e-05,46607.0208121691
"2718",9.50977765871953e-05,9.8154248837944e-05,7.87803841618006e-05,4.4052087187891e-05,5.29666034799489e-05,8.61638821372089e-05,8.21325320848537e-05,7.67186217959906e-05,0.000103804124064452,8.23780870745238e-05,7.74152605549177e-05,"v_2806",295,2.48206706545211e-05,35982.3150479613
"169765",0.000165193320832217,0.000187846924500203,0.000133091103546072,0.000107927613610333,9.99044878646191e-05,0.000203660085051585,0.00015473182383843,0.000107022477405407,0.000192229859378615,0.000201959181214962,0.000110866299066302,"v_3409",295,2.25230297979684e-05,41590.4693360401
"29284",8.75078131976069e-05,9.95645110338914e-05,8.77327005438234e-05,7.04833395006255e-05,5.68422086126281e-05,0.000115537932865803,8.79991415194861e-05,6.09913043278125e-05,9.61149296893076e-05,9.47790894298285e-05,7.35922847250452e-05,"v_5261",295,2.46244767298695e-05,49349.61258849
"1407499",0.000105366550584874,0.000126641545196083,0.000107726207130341,8.81041743757819e-05,7.01915151807453e-05,0.00012728755315724,9.50879612530002e-05,8.01709597768102e-05,0.000120580548155677,0.000127996060024395,8.85656067253791e-05,"v_5297",295,2.38805970149254e-05,30694.3649539454
"1940612",0.000165193320832217,0.000210129067196173,0.000175166990541579,0.000136561470282462,0.000135215556851252,0.000175852650361849,0.000146176351746257,0.000143080229649522,0.000162521608383738,0.000152798064735004,0.000143361593620218,"v_1083",294,2.27257232461423e-05,54783.007823161
"33871",7.50066970265202e-05,7.53080012635949e-05,6.68439623191035e-05,6.16729220630473e-05,3.66029373641923e-05,8.92971142149256e-05,5.47550213899024e-05,4.94835110584139e-05,7.86394879276153e-05,7.97207294269585e-05,6.02118693204915e-05,"v_3829",294,2.52359561903801e-05,54584.9937067273
"641491",0.000175908563264577,0.000181077665959655,0.000152786199586522,0.000110130217969727,0.000105071961374858,0.000219717899449883,0.000147398562045139,0.000127736505290324,0.000189783297531978,0.000179814534151918,0.000149733220003339,"v_2859",293,2.2583559168925e-05,30810.8682288279
"77643",0.000218323064559336,0.000279231914797599,0.000188595465114614,0.000171803140032775,0.00014468925828669,0.000283165849023646,0.000191153690745106,0.000158807547117701,0.000217394495515452,0.000249791618871137,0.000170441005748481,"v_3401",293,2.16099405726634e-05,42797.5116484442
"2650499",0.000168765068309671,0.000172334040344781,0.000134881566822477,9.69145918133601e-05,9.17226548067408e-05,0.000175460996352135,0.000142265278789836,0.000110091222277247,0.00016357013488944,0.000150583600028699,0.000131892666130601,"v_4590",293,2.28665508094759e-05,28406.7578874703
"1048396",8.75078131976069e-05,0.000104359402500113,9.22088587348348e-05,4.62546915472855e-05,6.02871909527874e-05,0.000114754624846374,8.43325106228408e-05,8.32397046486498e-05,0.000108347738922492,9.3007517664785e-05,8.37868869380385e-05,"v_5267",293,2.45651960302643e-05,27935.0232764512
"1198301",0.000113402982409144,0.000129462069587978,0.000108919849314611,9.69145918133601e-05,6.11484365378272e-05,0.000165277992099555,0.000125154334605491,9.20623461551887e-05,0.000142949113610643,0.000143940205909786,9.49372331084999e-05,"v_5280",293,2.34389649353085e-05,29992.597161686
"44010",0.000219216001428699,0.000238616363554312,0.000198741423680906,0.000196031787986115,0.000151148600174488,0.00026475811056706,0.000204109119913252,0.000180288761220578,0.000224035163384895,0.000240933760045919,0.000192741698089404,"v_3405",292,2.15777662696358e-05,32369.2996504443
"525904",0.000118314135190642,0.000104641454939302,8.47485950831491e-05,8.14963612975983e-05,6.71771556331059e-05,0.000130812439244672,8.31103003239591e-05,7.09647251612913e-05,0.000102755597558751,0.00012578159531809,7.70966792357616e-05,"v_4709",292,2.40044168126935e-05,27576.9041858343
"2624677",0.000108491829627645,0.000108308136648766,9.99675329325879e-05,7.26859438600201e-05,5.33972262724688e-05,0.000110838084749228,9.36213088943421e-05,6.98139458343515e-05,0.000107998230087258,0.000111166128256481,8.63355374912868e-05,"v_5286",292,2.41890617062964e-05,39038.3527060918
"84112",0.000103580676846147,0.000108026084209576,9.25072692809022e-05,7.70911525788092e-05,6.80384012181458e-05,0.000114754624846374,8.99546779976969e-05,8.132173910375e-05,0.000107648721252025,0.000123124237670525,8.0282492427322e-05,"v_3810",291,2.40726029705592e-05,33690.5616199458
"2796139",0.000102241271542102,0.000111128661040661,9.87738907483182e-05,7.70911525788092e-05,5.55503402350684e-05,9.24303462926423e-05,9.11768882965786e-05,6.86631665074116e-05,0.000102406088723517,0.000100979590607481,8.7928444087067e-05,"v_4891",291,2.4514610707982e-05,45549.2485040533
"2675099",7.36672917224752e-05,8.68721512703642e-05,6.62471412269687e-05,4.4052087187891e-05,4.43541476295507e-05,8.49889201080652e-05,7.30881758731287e-05,6.13748974367925e-05,7.40958730695753e-05,8.23780870745238e-05,6.91321462568607e-05,"v_5309",291,2.51844762888156e-05,58950.6428955032
"2054914",8.25966604161086e-05,9.56157768852385e-05,7.31105837865195e-05,5.28625046254692e-05,5.46890946500285e-05,7.2847645806913e-05,6.62437981993909e-05,6.40600491996522e-05,9.2969350172203e-05,7.26344423667844e-05,6.69020770227684e-05,"v_1305",288,2.53858651502843e-05,101369.126244442
"2587844",0.000184837931958211,0.000221129112324563,0.000186208180746074,0.000154182305157618,0.000157607942062287,0.000216584667372166,0.00018015379805517,0.00016686300240628,0.000197472491907123,0.00021125993298144,0.000178405538727382,"v_2217",288,2.19408912390021e-05,28738.5676008257
"38302",9.64371818912403e-05,8.68721512703642e-05,8.50470056292165e-05,7.26859438600201e-05,5.89953225752277e-05,8.92971142149256e-05,7.57770385306686e-05,6.36764560906722e-05,8.63286823027599e-05,0.000101422483548742,6.43534264695201e-05,"v_3485",288,2.45368666421298e-05,39747.5437680321
"33010",0.000132601125100455,0.000131154384223115,0.000109815080952813,9.91171961727547e-05,8.69858040890218e-05,0.000155094987846976,0.00012857652344236,9.09115668282489e-05,0.000160774064207569,0.000144383098851047,0.000104176091364025,"v_3683",288,2.33268795633208e-05,27864.9124661008
"277",9.59907134565586e-05,0.00010605171713525,9.60881958337113e-05,7.48885482194146e-05,5.03828667248295e-05,0.000135120633351532,7.96881114870902e-05,6.36764560906722e-05,0.00010450314173492,0.000108951663550177,6.30791011928959e-05,"v_4687",288,2.42930716159751e-05,26331.484743431
"2634974",0.000120100008929369,0.000127487702513651,0.000115186470782027,0.000110130217969727,7.83733482386236e-05,0.000132770709293245,0.000117821072812201,0.000101268580770708,0.000140153042928772,0.000146597563557352,0.000103220347406557,"v_5266",288,2.34192037470726e-05,29095.6251742918
"84110",6.51843914635235e-05,7.81285256554899e-05,5.22218455617996e-05,4.84572959066801e-05,4.13397880819113e-05,8.96887682246402e-05,5.49994634496788e-05,4.52639868596345e-05,7.51443995752769e-05,8.37067658983065e-05,5.41588242565268e-05,"v_3817",287,2.5294043252814e-05,55148.4106803586
"2626594",0.000138405214751317,0.00015625705131098,0.000136970440644949,0.000134358865923067,0.000121866250283134,0.000184860692585285,0.000135420901116098,0.000135408367469923,0.000148541254974384,0.0001811432129757,0.000126795365024104,"v_3188",286,2.27184951268828e-05,20528.9901810727
"2638792",0.000246897044378962,0.000269078026986777,0.00023425227866293,0.000200436996704904,0.000170526625837884,0.000266716380615633,0.000222931158516031,0.000192180147598956,0.000248850290686498,0.000262192621226441,0.00021153799591961,"v_3821",286,2.12729748127978e-05,30403.5868942404
"2619321",7.67925707652469e-05,7.05131097973735e-05,6.44566779505641e-05,5.94703177036528e-05,4.17704108744313e-05,9.39969623315007e-05,6.25771673027457e-05,3.52905660261557e-05,7.79404702571476e-05,7.35202282493062e-05,5.16101737032785e-05,"v_4680",286,2.5294043252814e-05,49946.7269915157
"1197717",7.45602285918386e-05,8.57439415136062e-05,7.04248888719126e-05,6.38755264224419e-05,5.2535980687429e-05,8.8905460205211e-05,5.59772316887842e-05,6.32928629816923e-05,7.86394879276153e-05,8.28209800157847e-05,5.67074748097751e-05,"v_5156",286,2.50294095562286e-05,35466.0562865577
"1816183",9.59907134565586e-05,0.000118462024459588,8.65390583595537e-05,6.16729220630473e-05,6.45934188779865e-05,0.000126112591128097,8.97102359379205e-05,7.17319113792512e-05,0.000123027110002314,0.00010540852002009,8.31497242997264e-05,"v_5269",286,2.42300889244264e-05,47085.674473381
"1775",0.000187516742566301,0.000208718805000226,0.000176062222179782,0.000182816161829747,0.000149856731796929,0.000248700296168762,0.000169153905365234,0.000142696636540543,0.000199220036083292,0.000225875400043049,0.000167892355195233,"v_3407",285,2.17575770762168e-05,26238.8598891759
"604330",0.000116081793017234,0.000137641590324473,0.000118170576242701,7.92937569382037e-05,7.6220234276024e-05,0.000127679207166955,9.65546136116583e-05,7.78694011229305e-05,0.000120580548155677,0.000139954169438438,0.000109273392470522,"v_3823",285,2.374394529395e-05,28152.8162699511
"853",0.000179480310742031,0.000210693172074552,0.000172481295626972,9.69145918133601e-05,0.000124880609830774,0.000214234743313879,0.000159131780914404,0.000144998195194422,0.000226481725231532,0.000193101322389744,0.000156742009024772,"v_4331",285,2.22935616194043e-05,28973.0042217965
"416273",6.11661755513885e-05,7.55900537027844e-05,5.55043615685413e-05,5.94703177036528e-05,4.09091652893914e-05,8.10723800109193e-05,5.3043926971468e-05,4.94835110584139e-05,7.09502935524707e-05,6.86484058954365e-05,5.51145682139949e-05,"v_5284",285,2.55734854103266e-05,98704.4329445857
"59930",0.000181712652915439,0.000177975089128571,0.000138462493375286,0.000136561470282462,0.000105933206959898,0.000213059781284735,0.000151065192941784,8.86100081743691e-05,0.000199220036083292,0.000177157176504352,0.000127432527662416,"v_4585",284,2.25118750140699e-05,30928.7285588268
"337243",8.30431288507903e-05,9.7590143959565e-05,8.47485950831491e-05,7.04833395006255e-05,5.08134895173494e-05,0.000105354928613224,7.57770385306686e-05,6.63616078535319e-05,8.14355586094861e-05,9.83222329599155e-05,7.04064715334848e-05,"v_5262",284,2.45736472207205e-05,35625.4127433509
"2055893",6.87561389409769e-05,8.20772598041428e-05,5.96821092134853e-05,6.60781307818364e-05,3.31579550240331e-05,9.43886163412152e-05,5.76883261072186e-05,4.79491386224941e-05,6.64066786944307e-05,7.83920506031759e-05,5.70260561289311e-05,"v_5279",284,2.51717975180608e-05,46048.5061324195
"133926",8.48290025895169e-05,8.94106232230696e-05,6.86344255955081e-05,4.84572959066801e-05,5.64115858201082e-05,0.000105746582622938,7.08881973351416e-05,5.33194421482135e-05,8.31831027856553e-05,8.76928023696544e-05,5.73446374480872e-05,"v_3824",283,2.49345468146116e-05,27422.4060084989
"36808",0.000170550942048397,0.000185590504986687,0.000147713220303376,0.000165195326954591,0.00014124427594653,0.000223242785537314,0.000166465042707694,0.000129270877726244,0.000196423965401421,0.000195315787096048,0.000141450105705282,"v_3471",282,2.20984707858216e-05,38854.4201413169
"2773299",0.000170104473613716,0.000161333995216391,0.000131897461361802,0.000127751052844884,0.000101626979034699,0.00020326843104187,0.000136154227295427,9.43639048090685e-05,0.000183841647333003,0.000168742210620396,0.00012711394634326,"v_2866",281,2.26736803918012e-05,35547.9431292918
"2161816",0.000126797035449594,0.000137077485446094,0.000103548459485397,8.14963612975983e-05,8.87082952591014e-05,0.000142953713545824,0.000109754484839581,9.7816242789888e-05,0.000114988406791935,0.00013596813296709,9.39814891510318e-05,"v_3671",281,2.36149813441647e-05,28727.6127760161
"2648975",8.52754710241986e-05,0.00010012861591227,8.68374689056211e-05,7.04833395006255e-05,5.51197174425485e-05,0.000101830042525792,7.40659441122341e-05,6.86631665074116e-05,0.000103804124064452,0.000101865376490003,8.28311429805704e-05,"v_5295",281,2.46372169799699e-05,41306.3090055314
"897",0.000144209304402179,0.000116205604946072,9.99675329325879e-05,7.04833395006255e-05,6.58852872555462e-05,0.000154311679827547,0.000106332296002712,9.05279737192689e-05,0.000133512375059329,0.000107180091785133,9.52558144276559e-05,"v_2876",280,2.3729296189075e-05,29048.7092777608
"2621923",8.79542816322886e-05,0.000106897874452818,8.14660790764074e-05,5.94703177036528e-05,5.98565681602675e-05,0.000107313198661797,7.43103861720105e-05,7.63350286870107e-05,9.82119827007107e-05,9.52219823710894e-05,7.48666100016694e-05,"v_5323",280,2.47334965744107e-05,41726.0231241269
"2079535",9.86695240646486e-05,9.98465634730809e-05,7.93772052539354e-05,7.04833395006255e-05,6.76077784256258e-05,0.000126504245137811,8.33547423837354e-05,6.32928629816923e-05,9.05227883255661e-05,9.83222329599155e-05,6.49905891078321e-05,"v_3478",279,2.4501396579605e-05,32583.0654668327
"1297617",8.66148763282436e-05,7.3051581750079e-05,8.14660790764074e-05,4.84572959066801e-05,4.13397880819113e-05,9.86968104480757e-05,6.96659870362598e-05,4.98671041673939e-05,9.43673855131384e-05,7.17486564842627e-05,5.51145682139949e-05,"v_4324",278,2.51857448684045e-05,44970.6061543578
"2643836",8.88472185016519e-05,0.000105487612256871,9.13136270966325e-05,5.28625046254692e-05,5.16747351023892e-05,8.22473420400631e-05,7.87103432479848e-05,6.36764560906722e-05,9.2969350172203e-05,8.76928023696544e-05,8.0282492427322e-05,"v_4333",278,2.50187640730548e-05,86546.4184640737
"2730359",0.000137065809447272,0.000138487747642042,0.000103846870031464,6.8280735141231e-05,9.60288827319399e-05,0.000136687249390391,0.000100954570687633,9.74326496809081e-05,0.000121279565826145,0.000124452916494307,0.000103538928725713,"v_4890",278,2.38452917471445e-05,30066.5150944362
"1457365",4.77721225109385e-05,5.50002256419514e-05,4.59552240943837e-05,3.74442741097073e-05,3.01435954763937e-05,5.83564474474733e-05,3.8377403384887e-05,3.83593108979953e-05,5.34748517907784e-05,5.09326882450013e-05,4.55571286393137e-05,"v_5054",278,2.65266061860046e-05,94929.372141935
"35746",8.57219394588803e-05,0.000113103028114987,7.84819736157332e-05,8.14963612975983e-05,5.42584718575086e-05,9.98717724772194e-05,7.87103432479848e-05,6.59780147445519e-05,8.91247529846307e-05,9.03501600172197e-05,7.39108660442013e-05,"v_5271",277,2.45416840503595e-05,54399.2564327756
"119484",0.000193767300651844,0.000196026445236698,0.000172182885080905,0.000123345844126095,0.000116268153980376,0.000192302118769862,0.000160842875332838,0.000142313043431563,0.000192229859378615,0.000182471891799483,0.000133804154045537,"v_2894",276,2.24034411685635e-05,31854.0808525739
"49283",9.91159924993303e-05,9.90004061555124e-05,8.77327005438234e-05,7.26859438600201e-05,6.84690240106657e-05,0.000101438388516078,8.82435835792624e-05,7.09647251612913e-05,0.000100309035712114,0.000108951663550177,7.58223539591375e-05,"v_3946",276,2.41330212129256e-05,17619.7507027109
"699433",0.00011251004553978,0.000110564556162282,9.7281838017981e-05,9.69145918133601e-05,7.01915151807453e-05,0.000119454472962949,0.00010046568656808,8.9760787501309e-05,0.000112192336110065,0.000117366629434133,9.52558144276559e-05,"v_5275",276,2.36961209450013e-05,19502.6911699537
"158822",6.92026073756585e-05,9.33593573717225e-05,8.89263427280931e-05,5.72677133442582e-05,5.51197174425485e-05,7.7547493923488e-05,6.33104934820747e-05,5.63881870200531e-05,6.92027493763015e-05,6.73197270716539e-05,6.59463330653003e-05,"v_1886",275,2.54394667887761e-05,101265.644010443
"869889",9.50977765871953e-05,0.000113667132993366,9.69834274719136e-05,8.14963612975983e-05,7.36364975209046e-05,0.00010927146871037,0.000102665665106067,7.71022149049706e-05,0.000110095283098661,0.000109837449432698,9.46186517893438e-05,"v_5282",275,2.40679679414667e-05,23369.011539304
"873",0.000221001875167426,0.000238334311115123,0.000186506591292142,0.000123345844126095,0.000129617460548493,0.000230292557712177,0.000181620450413828,0.000168013781733219,0.000224035163384895,0.000199744716508657,0.000167573773876077,"v_2865",274,2.1906764808973e-05,23934.3827012955
"2583377",0.000160282168050719,0.000157103208628548,0.000147116399211241,0.000110130217969727,9.86126194870594e-05,0.000189952194711574,0.000145931909686481,0.000110858408495206,0.000161473081878037,0.000167413531796613,0.000136671385917941,"v_3997",274,2.27092085840808e-05,23788.4702777139
"471514",7.27743548531119e-05,6.60002707703416e-05,5.96821092134853e-05,4.4052087187891e-05,4.39235248370308e-05,8.38139580789214e-05,5.10883904932572e-05,3.91264971159552e-05,7.37463642343415e-05,6.95341917779583e-05,5.09730110649664e-05,"v_4006",274,2.5531045751634e-05,62632.4826029326
"2603215",9.46513081525136e-05,9.3641409810912e-05,8.26597212606771e-05,5.28625046254692e-05,6.02871909527874e-05,8.77304981760673e-05,7.03993132155889e-05,6.82795733984316e-05,9.26198413369692e-05,7.61775858968715e-05,7.42294473633573e-05,"v_2320",273,2.4965672200724e-05,35834.5688388625
"1744",0.000212518974908474,0.000218590640371858,0.000156665536685399,0.000196031787986115,0.000136076802436292,0.000271416228732208,0.000177953819517183,0.000155355209136881,0.000210753827646009,0.000236947723574571,0.000155467683748147,"v_3673",273,2.16515827306976e-05,19969.9690274387
"1656",7.23278864184302e-05,7.98208402906268e-05,6.74407834112384e-05,3.96468784691019e-05,5.29666034799489e-05,7.79391479332026e-05,7.62659226502213e-05,5.37030352571934e-05,7.82899790923815e-05,9.83222329599155e-05,6.65834957036123e-05,"v_3722",273,2.51749660137959e-05,48080.5090733595
"216816",0.000125457630145549,0.00012241075860824,9.25072692809022e-05,8.36989656569928e-05,7.27752519358648e-05,0.000145303637604111,0.000105354527763607,8.170533221273e-05,0.000124075636508015,0.000146597563557352,7.83710045123858e-05,"v_3758",273,2.36317232252576e-05,31531.5837426067
"1230998",0.000182605589784802,0.000192641815966424,0.000169795600712366,0.000158587513876407,0.000154593582514648,0.000234600751819037,0.000173309420381432,0.000131188843271144,0.000194676421225252,0.000237390616515832,0.000149096057365027,"v_3470",272,2.18971708855216e-05,38398.7268455626
"29542",0.000112956513974462,0.000102385035425786,9.16120376426999e-05,6.16729220630473e-05,5.42584718575086e-05,0.00010927146871037,6.99104290960362e-05,6.59780147445519e-05,9.99595268768799e-05,0.000102308269431263,7.86895858315418e-05,"v_2841",271,2.45966155057064e-05,33087.6251138794
"312285",5.04509331190285e-05,5.13335439324879e-05,4.74472768247208e-05,3.30390653909182e-05,3.14354638539534e-05,7.12810297680547e-05,4.25329184010849e-05,3.22218211543161e-05,5.452337829648e-05,5.13755811862622e-05,4.0141246213661e-05,"v_3739",271,2.6301254569843e-05,79800.8915140712
"77635",8.43825341548353e-05,9.27952524933436e-05,6.41582674044967e-05,3.96468784691019e-05,5.55503402350684e-05,0.000108096506681226,6.69771243787199e-05,5.40866283661734e-05,9.36683678426707e-05,0.00010540852002009,6.21233572354278e-05,"v_3760",271,2.48849073037203e-05,47788.7103660817
"876",0.000112063577105099,0.000115077395189314,9.69834274719136e-05,5.50651089848637e-05,6.50240416705064e-05,0.000100655080496649,8.6532489160828e-05,6.78959802894517e-05,0.000110444791933895,0.000118252415316655,7.58223539591375e-05,"v_2853",270,2.42789161891813e-05,34013.0499174866
