"","SRR11092499","SRR11092502","SRR11092506","SRR11092509","SRR11092512","t.0n7bM2TOMPOOA100365","t.1qGgM2TOMPOOM080340","t.9JUZM2TOMPOOB100355","t.a50wM2TOMPOOB051350","t.abKIM2TOMPOOA051320","t.aFJgM2TOMPOOM090325","t.AYtCM2TOMPOOA100360","t.cSObM2TOMPOOM080315","t.cuu6M2TOMPOOB051315","t.dSz8M2TOMPOOA051340","t.DYZgM2TOMPOOB100370","t.FvY2M2TOMPOOB051329","t.IGpcM2TOMPOOB051290","t.iYASM2TOMPOOA050195","t.nG3jM2TOMPOOA051345","t.Nm8MM2TOMPOOA051300","t.OeS0M2TOMPOOA051355","t.s9OmM2TOMPOOB051285","t.TECcM2TOMPOOA051310","t.vcXtM2TOMPOOB050180","t.wQqUM2TOMPOOA080335","t.XR8LM2TOMPOOB051125","nodos","degrees","closeness","betweenness"
"1325564",8.01103935657641e-05,7.22972592570487e-05,8.32031950026881e-05,7.26180455843277e-05,7.56050872362177e-05,0.00031049273712955,0.0001117794507854,0.000191713119188696,0.000200251636962674,0.000293845866032741,5.53117740329658e-05,0.000230019196177314,0.000216009921444114,0.000364323482030139,0.000278151760623897,0.000334872172867285,0.000387573026720006,0.000294868544582341,0.000412089548879447,0.000122509685748797,0.000301682693491368,0.000291046165088907,0.000309625985238149,0.000377516488345578,0.000321530450276963,0.00020050905263584,0.000268803410133739,"v_7758",323,1.5054346189745e-05,13258.4964395322
"1659",0,0,0,0,0,3.60798333317871e-05,1.14810446574979e-05,1.62468745075166e-05,2.95969400542317e-05,3.96833645446145e-05,8.67635671105346e-06,3.90753523841547e-05,1.44562624389883e-05,3.77858719752621e-05,1.90706056615047e-05,4.53117119913101e-05,3.17970118820676e-05,2.22822577770031e-05,3.57475271317111e-05,1.82933014919019e-05,4.59581905209919e-05,2.98779275755521e-05,4.59661596100004e-05,3.06361548133846e-05,2.31831254579751e-05,1.73943184463268e-05,3.40106423476651e-05,"v_10377",323,1.70372263395519e-05,8609.24374912803
"351091",0,0,0,0,0,3.27811057128808e-05,1.25832249446177e-05,1.62468745075166e-05,2.32997187660973e-05,2.9605049739633e-05,7.59181212217178e-06,2.75826016829327e-05,2.39084340337114e-05,3.15822213524579e-05,3.0699023747788e-05,3.19664817472941e-05,3.30488627435664e-05,2.30249997029032e-05,2.71416409703732e-05,1.88476439613535e-05,3.11859149963874e-05,2.54841146967944e-05,2.9180764246798e-05,3.03067337938859e-05,3.03330613468833e-05,1.83430994524901e-05,2.3270439501034e-05,"v_10418",323,1.69365219158594e-05,8229.20232235938
"1914",0.000171046515991767,0.000177205197157702,0.000171206574332454,0.000216353763910332,0.000165089369230775,0.000268227789512314,0.000105258217419941,0.000248577179965004,0.00021599469018301,0.000294790708045708,0.000118757632482544,0.000294706964409906,0.000197939593395378,0.000326819594174095,0.000216056008043144,0.000267835667455484,0.000260885719536334,0.000271100802953538,0.000256190611110596,0.000145237726996312,0.000278703598230872,0.000364334963906585,0.000285609958026182,0.00030537328507535,0.000227064630653812,0.000204620436995881,0.000293267205506621,"v_4067",322,1.4965131244201e-05,6999.65520007602
"2714935",2.20123153491514e-05,3.19953828201407e-05,2.49609585008064e-05,2.94073077159674e-05,3.32370190265498e-05,4.14402657125097e-05,3.22387733982542e-05,3.73678113672882e-05,3.05415232474518e-05,3.84235751939918e-05,2.49445255442787e-05,5.35233818371195e-05,3.36386106753382e-05,3.94777766905723e-05,2.95361819391597e-05,4.56220661830314e-05,4.28132994632564e-05,3.5651612443205e-05,3.83954921044304e-05,2.93801508809333e-05,5.02257367836554e-05,3.62050181209631e-05,4.36420279443262e-05,3.82128382618561e-05,3.63996736162599e-05,2.71983888433474e-05,4.56458620981822e-05,"v_4281",322,1.71815401532593e-05,21555.6748883888
"530584",0.000148673343013941,0.000164283984864953,0.000200327692583395,0.000228356746651543,0.000167280821034723,0.000319358067605361,0.00011389196300238,0.000246952492514253,0.000254722601105036,0.000360614701615743,0.000137737162787974,0.000358573821878126,0.000213229870975078,0.000421848242350687,0.000286989358369473,0.000329906505799744,0.000297439764692097,0.000357754027641884,0.000302860993754775,0.000177943932693955,0.000334181699645498,0.000283664559452594,0.000396393567423318,0.000317891283816303,0.000299213983714613,0.000291275768892127,0.000418569572050651,"v_5091",322,1.48244781783681e-05,9145.26459602208
"1092",1.37125898896353e-05,1.32288602044813e-05,1.18404546734595e-05,9.90246076149923e-06,1.7166372464262e-05,2.68021619036132e-05,8.3582005106585e-06,1.29974996060133e-05,2.04659691864368e-05,2.01566296099629e-05,7.04953982773094e-06,2.15078620265726e-05,1.64022977673137e-05,2.53785707296536e-05,1.72100587676993e-05,2.07937308453272e-05,3.02947908482692e-05,1.75782255796358e-05,2.87966190783228e-05,1.9401986430805e-05,2.23225496816246e-05,2.07387967877361e-05,2.55654483224159e-05,2.14123662674194e-05,2.29664607340688e-05,1.23341530801227e-05,1.67069822058706e-05,"v_7561",322,1.76969225051763e-05,244036.386891644
"2494550",6.02632239886604e-05,6.33754698168172e-05,6.11223470981286e-05,6.3315733959889e-05,5.98996826412546e-05,0.000105971624757363,7.92651323153657e-05,6.33628105793148e-05,8.97354033559152e-05,7.59023083750166e-05,4.93467787941166e-05,6.76430469843351e-05,8.06214636020502e-05,7.75456327850528e-05,9.11667977964613e-05,0.00010738255033557,0.000106156953055092,7.08080636024766e-05,9.59887302610761e-05,8.81404526428e-05,0.000102421110303925,7.10040161207237e-05,9.39982140339334e-05,8.59788860891762e-05,7.64826475389271e-05,6.32520670775521e-05,7.69714537341895e-05,"v_870",321,1.66827933669214e-05,16611.0058568522
"110937",0.000156251353216108,0.000156900434983382,0.000147525664985535,0.000163840714417533,0.000166550337100074,0.000204521112372187,0.000120413196367838,0.000181964994484186,0.000153022477301666,0.000201566296099629,9.70667407049106e-05,0.000225422095896825,0.000122322220637593,0.000228125152447664,0.000137215333418143,0.000186212515032781,0.000195288734393801,0.000169097578463257,0.000189991486792613,0.000141357329710151,0.000204513947818414,0.000161692313938282,0.000206847718245002,0.00017525198237334,0.00015968190151895,0.000121760229124288,0.000228527649458873,"v_4247",320,1.5894460780418e-05,33240.7042942487
"265976",5.52112171872158e-05,5.13772012592644e-05,5.7282199636466e-05,7.32181947213883e-05,6.83002478897232e-05,8.82409638057421e-05,4.58323302727318e-05,8.93578097913414e-05,7.71409607796464e-05,0.000101727990062782,6.23613138606968e-05,0.000140047376402034,7.7841413133014e-05,0.000114767536521878,8.41897469446913e-05,9.40373200915545e-05,9.0383632200208e-05,9.90322567866806e-05,9.10237959372273e-05,5.82059592924151e-05,0.000122117477670064,8.19006720600427e-05,0.000113365977914551,9.25673064791514e-05,8.16826009126785e-05,0.000110058596714941,0.000115457180601284,"v_4506",320,1.64098524754262e-05,18215.4234076845
"57704",0.000183315675366704,0.000203662917566665,0.000202567778602698,0.000222355255280937,0.000205631227603819,0.0002841029161783,0.00010975878692568,0.000289194366233796,0.000242443019593174,0.000342347756031714,0.000111708092654813,0.000392559527523168,0.000231300199023813,0.00033471514951221,0.000240243117662614,0.000296388253093843,0.000301445687448893,0.000285708060829573,0.000274064374676452,0.000171846165529987,0.000282971144493536,0.000245350511149827,0.000286126431729665,0.000263866236618506,0.000238114531573034,0.000215373288399065,0.000304305747321214,"v_4915",320,1.49211417657679e-05,6232.85021164331
"664962",0.000108618146231059,0.000119059741840331,0.000114564399272932,0.000124230871371536,0.000130756624302251,0.000200603873324736,9.05624802583437e-05,0.000123476246257126,0.000177896501389797,0.000169441667658751,0.000158885782271167,0.000183227282608053,0.000149844720281052,0.000197106899333643,0.000145820362801993,0.000203592349769174,0.000223830934035972,0.000144339514266587,0.00020223832479144,0.000151889836629731,0.000232088862131009,0.00018383713084722,0.000218210139721631,0.000203582190050233,0.0001819983680813,0.000158446428029268,0.00021301402312485,"v_672",319,1.595914458985e-05,12165.3842006456
"1811807",2.2373172977826e-05,2.98418474380159e-05,2.72010445201096e-05,1.92047723859379e-05,3.21412931245756e-05,5.54598580928612e-05,3.42594372579738e-05,2.27456243105233e-05,3.18009675050787e-05,3.46442071421238e-05,1.78949857165478e-05,3.49707985622897e-05,4.03107318010251e-05,3.89138084521356e-05,4.27925785575226e-05,5.18291500174574e-05,5.80858799735409e-05,3.86225801468054e-05,4.56773957794086e-05,4.26843701477711e-05,4.62864633104275e-05,3.95443159088189e-05,3.43455012816295e-05,5.36956261782978e-05,4.59329214681375e-05,3.35235955511026e-05,3.81873878991328e-05,"v_2794",319,1.72968485142007e-05,36211.1045486699
"2599401",0.000123052451378043,0.000134442137426937,0.000138885333196795,0.000155438626498685,0.0001314871082369,0.000204727282848369,9.88288324117422e-05,0.000203085931343958,0.00019584358206098,0.000220148189021314,0.000117673087893663,0.000224929549438202,0.000171807118986438,0.000242506342527802,0.000152797413653763,0.000201730224618846,0.000209309464042587,0.00021093870695563,0.000175427679442656,0.000130824822790571,0.00020484222060785,0.000270658873331472,0.000201424744358429,0.000249042290741062,0.000172248455505516,0.000179003349829472,0.000194517007111208,"v_4106",319,1.51453193390583e-05,7657.37624302311
"2213200",0.00016815965496237,0.000166437520247078,0.000161286193389826,0.000173443100610502,0.00015157541643976,0.000230086251418711,8.65211525389044e-05,0.000242078430161998,0.000162783170298274,0.000237785239930031,0.000108454458888168,0.000287975496142048,0.000148732700093437,0.000236584676024216,0.000188845509721241,0.000222834309655895,0.00023559833213406,0.000219604029424464,0.000211175206574367,0.000135813905015635,0.000233401953288752,0.000192800509119886,0.000225440771570395,0.000219723820005673,0.000173331779125047,0.000182482213518738,0.000241356225081238,"v_4729",319,1.50704543741994e-05,5035.36552888859
"2602070",0.000137847614153702,0.000135365081162134,0.000155525972197332,0.000113128112335915,0.000154862594145683,0.000297297826653925,8.8725513113144e-05,0.000165718119976669,0.000299747733315197,0.000325970494473619,7.97140272828037e-05,0.000236093935833674,0.000193769517691824,0.00031384832469005,0.000244661916535401,0.000320285525856384,0.000348014539496646,0.000311704028236077,0.000388588859746563,0.000248899768783756,0.000331883790119449,0.000297197503119168,0.000312466590607306,0.000309985179348333,0.000271047569606793,0.000174259444798656,0.000248516360312325,"v_7732",319,1.50777256758591e-05,18377.910150161
"196024",2.59817492645722e-05,2.43041850268377e-05,1.85607127313689e-05,1.59039521321048e-05,1.78968563989114e-05,3.03070599987011e-05,2.02984869544563e-05,9.74812470450997e-06,2.61334683457578e-05,2.89751550643217e-05,1.13877181832577e-05,2.79109659886819e-05,2.22404037522897e-05,3.13002372332395e-05,2.790820340708e-05,2.9794002405245e-05,3.78058960172615e-05,2.69862899743705e-05,2.91276146999128e-05,2.16193563086113e-05,3.67665524167935e-05,3.05809376361533e-05,2.9180764246798e-05,3.03067337938859e-05,2.72997552121949e-05,2.3719525154082e-05,2.80438629884256e-05,"v_2977",318,1.73789124276603e-05,49873.5470797313
"2684468",0.00014939505827129,0.000168591055629203,0.000165126340851489,0.000204650855737651,0.000187369129237583,0.000283278234273574,0.000123627888871938,0.000258325304669514,0.000231737743403346,0.000312427758954425,0.000118215360188103,0.000310960997544492,0.00023491426463356,0.000303696896398189,0.000255825197898233,0.000267525313263762,0.000279162742114216,0.00030551451218691,0.000251887668029927,0.000163531028488214,0.000288880054703378,0.000384019245603419,0.000275538720808261,0.000351492227805176,0.000242881155498972,0.000234665168857718,0.000310570865648416,"v_3892",318,1.4920028646455e-05,7712.29504163789
"2578107",7.54192443929942e-05,7.59890341978342e-05,6.30424208289598e-05,8.34207300514178e-05,6.86654898570479e-05,0.000112362909518994,4.61997237017717e-05,0.000292443741135299,0.000102014984867777,0.000157788616165491,7.10376705717502e-05,0.000238885032432542,7.25593172418452e-05,0.000157347138523853,8.79108407323019e-05,0.00013345230244016,0.000124183605460674,0.000103488708342081,0.000109559550746263,6.8738466211995e-05,0.000128026387879906,0.000101057696211426,0.000114915399025001,0.000119909251097548,8.99158604211182e-05,8.72878525670219e-05,0.000176915008001451,"v_4342",318,1.6091658084449e-05,7686.0381397155
"2761047",4.69114917276997e-05,4.33783555542293e-05,3.42413148664909e-05,5.10126766501476e-05,5.58820210006826e-05,6.90671095208495e-05,2.91159292514148e-05,6.98615603823215e-05,5.25817977559222e-05,7.62172557126723e-05,4.33817835552673e-05,9.19420056097758e-05,4.89288882550374e-05,7.66996804273977e-05,6.5584278006638e-05,6.92089847538503e-05,6.73495763486315e-05,6.36282249854423e-05,5.99102075077751e-05,3.99126578005132e-05,7.74723783068149e-05,6.57314406662145e-05,7.33392658946073e-05,5.86369414707792e-05,5.30828573570457e-05,5.21829553389805e-05,7.01096574710641e-05,"v_4480",318,1.65098233448902e-05,6482.55327194769
"2692234",0.00017682023805056,0.000194125832302969,0.000183047029005914,0.000221755106143877,0.000176777112185166,0.000284927598083027,0.0001113202089991,0.000246952492514253,0.000245591630237241,0.000313057653629737,0.000124180355426953,0.000308498265251373,0.000209059795271523,0.000343174673088761,0.000239777980939162,0.000263180354579664,0.000290179029695405,0.000336957253716681,0.000271085414082143,0.000163531028488214,0.00030004132954419,0.000360292656058128,0.000298780037465002,0.000369280962858109,0.00028643076500414,0.000218219631417555,0.000301024018673633,"v_3881",317,1.49026854639206e-05,9683.56599299462
"66871",0.0001862025363961,0.000203355269654933,0.000220168454468652,0.000239159431118633,0.000201978807930572,0.000283690575225937,0.000149896519048293,0.000250201867415756,0.000252518573654189,0.000329749862525487,0.000148582608676791,0.000321468655328466,0.00026021272390179,0.000373628957964345,0.000276988918815269,0.000284284439616713,0.000327484185368067,0.000306504834754776,0.000296903072566156,0.000189030782082986,0.00030988951322726,0.000456429281845345,0.000288192326543598,0.000413423379470943,0.000248731103044443,0.000237827772211596,0.000323101102302819,"v_4059",317,1.48115233651781e-05,10646.7301279023
"2507582",8.2997254595161e-05,7.62966821095663e-05,0.000108164153503495,9.63239364982198e-05,9.35019436351291e-05,0.000128031865708799,5.04247481357309e-05,0.000120226871355623,8.6586792711848e-05,0.000143615985970986,8.78481116994163e-05,0.000134136818898548,9.06296452905806e-05,0.000142965948443716,9.76787119247799e-05,0.00010955502967762,0.000125936196666772,0.000113391934020749,0.000112538511340572,8.37057128871874e-05,0.000121132659301757,0.00010334247890838,0.000110525372545394,0.000106402989298099,9.85824493773706e-05,9.55106212871037e-05,0.000131567484871231,"v_4746",317,1.61579602191019e-05,21606.533185443
"65496",0.000154807922701409,0.000184281099127541,0.000223688589641842,0.000242760325940996,0.000174950902348542,0.000350283639032607,0.000129965425522877,0.000272947491726279,0.00031675023079316,0.00040376248687457,0.000145328974910145,0.000421127222123348,0.000231578204070717,0.000445534908365031,0.000285593948199119,0.000364976529464251,0.000350768611391943,0.000328291931247846,0.000308487919321803,0.000198454604063663,0.000403447258216422,0.000318639309967505,0.000407755988899947,0.000349845122707683,0.000264547627889603,0.000325115624778618,0.000441243333615761,"v_5083",317,1.47557916482219e-05,21751.7178418838
