"","iYASM2TOMPOOA050195.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"29419",4.94217431408237e-06,3.19303007150107e-06,3.01435954763937e-06,1.77157176504352e-06,3.12527904277168e-06,2.38566122179254e-06,2.53847195270545e-06,2.95015087914496e-06,0,4.04936308580364e-06,6.60781307818364e-06,"v_2955",32,2.6281208935611e-05,4364.20631548113
"1381081",4.49288574007488e-06,4.7895451072516e-06,6.02871909527874e-06,6.64339411891321e-06,4.46468434681668e-06,3.9761020363209e-06,1.24103073243377e-05,7.16465213506634e-06,1.19763443246899e-05,9.78596079069213e-06,2.20260435939455e-06,"v_2611",32,2.80166979519794e-05,4362.90628258892
"2304606",1.34786572202246e-06,1.59651503575053e-06,1.29186837755973e-06,2.2144647063044e-06,2.23234217340834e-06,7.95220407264179e-07,1.41026219594747e-06,1.26435037677641e-06,0,6.7489384763394e-07,2.20260435939455e-06,"v_4192",8,2.19322294111196e-05,4342.50257127159
"2017484",0.000175671832436928,0.000213020720484428,0.000148564863419369,0.000194430001213527,0.000158942762746674,0.000255265750731802,0.000192077711088045,0.000199345909405081,0.000118965020291919,0.000181208998089713,0.000174005744392169,"v_3325",37,2.1168949385042e-05,4342.0964690342
"2072414",9.2104157671535e-05,7.27554709149172e-05,9.68901283169797e-05,8.85785882521762e-05,7.18814179837485e-05,0.000127235265162269,8.68721512703642e-05,7.83897233601376e-05,0.000111779213697105,8.70613063447783e-05,6.38755264224419e-05,"v_1640",19,2.17580504786771e-05,4339.74518661483
"2267264",1.39279457942321e-05,1.27721202860043e-05,6.45934188779865e-06,1.59441458853917e-05,8.92936869363336e-06,9.54264488717015e-06,1.01538878108218e-05,1.05362531398034e-05,9.5810754597519e-06,1.85595808099334e-05,0,"v_2328",55,2.89318365929869e-05,4337.58688817792
"111955",2.24644287003744e-06,6.84220729607371e-07,4.3062279251991e-07,3.98603647134793e-06,4.46468434681668e-07,0,1.12820975675798e-06,8.42900251184275e-07,0,1.68723461908485e-06,0,"v_5507",27,2.36507260772906e-05,4331.51393559905
"1245",1.34786572202246e-06,3.64917722457265e-06,1.29186837755973e-06,2.2144647063044e-06,4.91115278149835e-06,2.38566122179254e-06,5.07694390541089e-06,2.10725062796069e-06,3.1936918199173e-06,2.36212846671879e-06,0,"v_4156",13,2.45128079421498e-05,4321.86320797921
"1441457",4.49288574007488e-06,4.56147153071581e-06,4.3062279251991e-06,4.42892941260881e-06,7.58996338958836e-06,4.77132244358508e-06,5.07694390541089e-06,1.18006035165798e-05,7.98422954979325e-06,1.1810642333594e-05,6.60781307818364e-06,"v_2291",13,2.74145351865559e-05,4321.35433001513
"362257",0.000385938885072432,0.000524797299608854,0.000322536471597412,0.000484081984798143,0.000597374765604072,0.000191648118150667,0.000416309400243693,0.00049098939631484,0.000269068535828032,0.000461289944857798,0.000356821906221917,"v_3054",168,1.97706603400554e-05,4321.1819984666
"2629395",0.000376054536444267,0.000479182584301696,0.000265263640192264,0.000581518431875536,0.000359407089918743,0.000149501436565666,0.000348334762399025,0.000446737133127666,0.000232341079898984,0.000343520968445676,0.000288541171080686,"v_3786",202,2.03549910438039e-05,4315.61246232311
"1882747",0.000483883794206064,0.000483744055832412,0.000232105685168231,0.000469466517736534,0.000286632735065631,0.000156658420231043,0.000734182499210253,0.000295436538040088,0.000416776782499208,0.000343858415369493,0.000495585980863773,"v_62",39,1.95579894386857e-05,4310.44495897776
"2583452",4.49288574007488e-06,3.19303007150107e-06,8.6124558503982e-07,2.2144647063044e-06,4.46468434681668e-07,3.18088162905672e-06,1.69231463513696e-06,2.10725062796069e-06,7.98422954979325e-07,3.3744692381697e-06,2.20260435939455e-06,"v_4575",9,2.41972560311661e-05,4310.33212254934
"1287055",2.69573144404493e-06,2.2807357653579e-06,8.6124558503982e-07,0,1.339405304045e-06,7.95220407264179e-07,1.97436707432646e-06,4.21450125592137e-07,7.98422954979325e-07,1.34978769526788e-06,2.20260435939455e-06,"v_5151",9,2.31342247721279e-05,4300.12784938738
"2601269",8.98577148014976e-07,0,0,4.42892941260881e-07,0,0,2.82052439189494e-07,0,0,0,0,"v_2380",20,1.71124458818899e-05,4297.14013437502
"2734254",8.98577148014976e-07,0,0,4.42892941260881e-07,0,0,2.82052439189494e-07,0,0,0,0,"v_5774",20,1.71124458818899e-05,4297.14013437502
"266835",5.12188974368536e-05,5.08604075674813e-05,3.48804461941127e-05,5.49187247163492e-05,3.16992588623984e-05,7.23650570610403e-05,5.89489597906043e-05,3.96163118056609e-05,7.10596429931599e-05,4.01561839342194e-05,4.18494828284964e-05,"v_112",6,2.34384155631079e-05,4296.79471937167
"523791",4.94217431408237e-06,5.24569226032318e-06,3.44498234015928e-06,3.10025058882617e-06,4.91115278149835e-06,4.77132244358508e-06,7.33336341892685e-06,8.00755238625061e-06,1.43716131896278e-05,8.77362001924122e-06,6.60781307818364e-06,"v_2305",22,2.73680177344755e-05,4293.54782923187
"2734103",4.49288574007488e-07,0,0,0,0,7.95220407264179e-07,0,0,0,3.3744692381697e-07,0,"v_7149",8,1.63655407174653e-05,4280.39979092361
"1697053",8.08719433213478e-06,9.12294306143162e-06,8.6124558503982e-06,8.85785882521762e-06,6.69702652022502e-06,4.77132244358508e-06,1.49487792770432e-05,9.69335288861916e-06,7.98422954979325e-06,7.08638540015637e-06,6.60781307818364e-06,"v_1538",13,2.74476436197952e-05,4275.50046465691
"261524",3.14502001805241e-06,4.7895451072516e-06,3.44498234015928e-06,4.42892941260881e-06,2.67881060809001e-06,0,3.66668170946342e-06,5.05740150710565e-06,1.59684590995865e-06,5.39915078107152e-06,8.81041743757819e-06,"v_3424",27,2.6383135899533e-05,4272.29645561175
"1581557",4.04359716606739e-06,5.47376583685897e-06,6.88996468031856e-06,2.2144647063044e-06,3.12527904277168e-06,6.36176325811343e-06,4.7948914662214e-06,4.63595138151351e-06,7.98422954979325e-07,3.3744692381697e-06,2.20260435939455e-06,"v_1215",7,2.27873484641327e-05,4268.04552550197
"1670830",0.000782660695921044,0.000912522379719698,0.000481436282037259,0.000878256702520327,0.000794267345298687,0.000248108767066424,0.000815695654136017,0.000985771843760009,0.000455899507293194,0.000868250934981064,0.000577082342161372,"v_3832",124,1.82395213949586e-05,4261.44364812616
"2742646",4.49288574007488e-07,2.2807357653579e-07,0,0,4.46468434681668e-07,0,0,0,0,0,0,"v_6476",37,1.54557116582433e-05,4249.89987686457
"279006",4.49288574007488e-07,2.2807357653579e-07,0,0,4.46468434681668e-07,0,0,0,0,0,0,"v_6655",37,1.54557116582433e-05,4249.89987686457
"1479019",8.85098490794751e-05,6.88782201138087e-05,5.16747351023892e-05,7.52918000143497e-05,6.33985177247969e-05,2.86279346615105e-05,8.37695744392798e-05,7.71253729833611e-05,7.10596429931599e-05,7.66004517064522e-05,9.69145918133601e-05,"v_189",34,2.56706456167373e-05,4242.64537154938
"1712516",1.61743886642696e-05,1.89301068524706e-05,1.76555344933163e-05,1.94872894154788e-05,1.38405214751317e-05,3.73753591414164e-05,1.41026219594747e-05,1.2222053642172e-05,1.43716131896278e-05,1.04608546383261e-05,1.54182305157618e-05,"v_3979",4,1.89991260402022e-05,4239.71161027052
"46354",8.98577148014976e-07,9.12294306143162e-07,1.29186837755973e-06,4.42892941260881e-07,4.46468434681668e-07,7.95220407264179e-07,2.82052439189494e-07,0,0,3.3744692381697e-07,0,"v_4492",4,1.89922701460506e-05,4238.8043543057
"2629769",0.000111872854927864,0.000147563604018656,0.000107225075337458,0.000112051914139003,0.000103580676846147,8.74742447990597e-05,0.000119590234216346,0.000155515096343499,7.02612200381806e-05,0.000117094082564489,0.000116738031047911,"v_3273",109,2.37874354765813e-05,4224.59104446437
"1148509",5.21174745848686e-05,4.26497588121928e-05,2.62679903437145e-05,2.9673827064479e-05,4.33074381641218e-05,1.74948489598119e-05,5.58463829595198e-05,4.80453143175037e-05,7.10596429931599e-05,8.03123678684389e-05,5.28625046254692e-05,"v_1501",126,2.69650802211137e-05,4223.76902566501
"1625",4.49288574007488e-07,4.56147153071581e-07,0,8.85785882521762e-07,1.78587373872667e-06,1.59044081452836e-06,2.82052439189494e-07,1.26435037677641e-06,0,1.34978769526788e-06,0,"v_4214",9,2.10482003788676e-05,4222.81514044203
"57704",0.0003720109392782,0.000545323921497075,0.000293254121706059,0.000481424627150577,0.000357621216180016,0.000163815403896421,0.000388668261203123,0.00042987912810398,0.000247511116043591,0.000406286096275632,0.00039206357597223,"v_3559",179,2.01413925758827e-05,4217.20462354344
"1074467",2.69573144404493e-06,9.12294306143162e-07,8.6124558503982e-07,2.2144647063044e-06,0,1.59044081452836e-06,5.64104878378988e-07,2.52870075355282e-06,2.39526886493797e-06,1.68723461908485e-06,0,"v_4198",6,2.28315714970661e-05,4214.9362742999
"2025658",2.47108715704118e-05,1.93862540055422e-05,1.93780256633959e-05,1.68299317679135e-05,2.58951692115367e-05,1.59044081452836e-05,2.2846247574349e-05,2.36012070331597e-05,5.908329866847e-05,3.98187370104025e-05,2.64312523127346e-05,"v_1350",45,2.75846849828975e-05,4213.39960520262
"2649488",0.00106391534324973,0.000665062549178365,0.000925408381125286,0.000637765835415668,0.000677739083846772,0.000192443338557931,0.00163477593754231,0.000651983344291037,0.00125192719340758,0.00093439053204919,0.00082817923913235,"v_4878",33,1.74959759255371e-05,4195.7718239202
"338969",0.000181063295325018,0.000134335336579581,0.000194641502218999,0.000144825991792308,0.000161621573354764,9.06551264281164e-05,0.00020053928426373,0.000143714492826919,0.000182040433735286,0.000184583467327883,0.000158587513876407,"v_842",72,2.24431626904863e-05,4192.93051127231
"285665",0.000803327970325388,0.00077476593949208,0.000707943870902732,0.00103769816137424,0.000867041700151799,0.000366596607748787,0.000593156279615506,0.00159982467674775,0.00141879759099826,0.000739008763159165,0.000497788585223168,"v_3575",23,1.7382839660687e-05,4188.42541514289
"28080",3.5943085920599e-06,1.59651503575053e-06,2.15311396259955e-06,8.85785882521762e-07,4.46468434681668e-07,2.38566122179254e-06,1.97436707432646e-06,1.68580050236855e-06,0,1.34978769526788e-06,2.20260435939455e-06,"v_2919",11,2.23094770658576e-05,4187.88350864154
"1690220",0.000432664896769211,0.000755607759063074,0.000408661030101394,0.000496925880094708,0.000406286275560318,0.000218685611997649,0.000450155692946433,0.00052849845749254,0.000269866958783012,0.000432606956333356,0.000425102641363148,"v_3301",148,1.94431482345621e-05,4180.55258277233
"1980947",8.98577148014976e-07,1.14036788267895e-06,1.29186837755973e-06,1.32867882378264e-06,0,0,2.82052439189494e-07,0,0,6.7489384763394e-07,0,"v_5987",10,1.97106476918832e-05,4172.6003871726
"2562582",6.96397289711606e-05,3.32987421742254e-05,4.86603755547498e-05,3.80887929484357e-05,4.91115278149835e-05,0.000257651411953594,5.33079110068144e-05,4.67809639407273e-05,7.42533348130772e-05,5.73659770488849e-05,6.60781307818364e-05,"v_718",14,2.24966817394434e-05,4169.52836896332
"2527979",0.000306864096047114,0.000235828078138007,0.000170096003045364,0.000257320798872572,0.000321010804536119,0.000132006587605854,0.00034015524166253,0.000227161617694162,0.000190024663285079,0.000423833336314115,0.000231273457736428,"v_4832",201,2.17575770762168e-05,4161.10204575664
"1944646",2.24644287003744e-05,1.64212975105769e-05,5.16747351023892e-06,2.6130683534392e-05,2.09840164300384e-05,0,1.52308317162327e-05,2.19154065307911e-05,1.59684590995865e-06,1.88970277337503e-05,1.10130217969727e-05,"v_3819",75,2.85469597487868e-05,4159.43242920586
"84163",1.12322143501872e-05,1.16317524033253e-05,3.87560513267919e-06,8.41496588395674e-06,8.48290025895169e-06,2.38566122179254e-06,9.5897829324428e-06,7.16465213506634e-06,4.79053772987595e-06,5.73659770488849e-06,6.60781307818364e-06,"v_3820",45,2.84495021337127e-05,4156.03101358377
"1279082",4.49288574007488e-07,2.2807357653579e-07,8.6124558503982e-07,4.42892941260881e-07,8.92936869363336e-07,0,0,0,7.98422954979325e-07,0,0,"v_6642",5,1.67627732332037e-05,4155.22309503833
"2637870",4.49288574007488e-06,7.98257517875266e-06,1.33493065681172e-05,9.3007517664785e-06,6.25055808554335e-06,3.9761020363209e-05,8.17952073649533e-06,8.42900251184275e-06,3.1936918199173e-06,5.39915078107152e-06,1.32156261563673e-05,"v_4031",10,1.99008935501204e-05,4148.07254611537
"185007",4.04359716606739e-06,3.64917722457265e-06,3.44498234015928e-06,4.42892941260881e-06,1.78587373872667e-06,2.38566122179254e-06,4.23078658784241e-06,2.10725062796069e-06,3.1936918199173e-06,3.03702231435273e-06,2.20260435939455e-06,"v_4454",15,2.54478827361564e-05,4145.29239041214
"2785912",1.8420831534307e-05,1.20878995563969e-05,6.88996468031856e-06,1.50583600028699e-05,1.02687739976784e-05,1.19283061089627e-05,1.35385170810957e-05,1.05362531398034e-05,1.03794984147312e-05,1.28229831050449e-05,2.20260435939455e-06,"v_608",45,2.84325154246396e-05,4144.31443206818
"145458",3.63923744946065e-05,5.83868355931624e-05,3.70335601567122e-05,4.73895447149142e-05,4.55397803375301e-05,2.2266171403397e-05,5.020533417573e-05,4.38308130615823e-05,2.55495345593384e-05,4.4880440867657e-05,4.62546915472855e-05,"v_3180",30,2.61732143324522e-05,4143.17322209209
"33847",3.54937973465915e-05,2.87372706435096e-05,1.4210552153157e-05,0.000131539203554482,2.63416376462184e-05,2.38566122179254e-05,4.82309671014035e-05,2.86586085402653e-05,2.15574197844418e-05,3.77940554675007e-05,3.30390653909182e-05,"v_5544",77,2.74303269694975e-05,4138.68046945338
"1282",1.52758115162546e-05,1.57370767809695e-05,1.11961926055177e-05,7.52918000143497e-06,1.38405214751317e-05,2.38566122179254e-05,1.21282548851482e-05,1.05362531398034e-05,1.03794984147312e-05,1.88970277337503e-05,2.20260435939455e-06,"v_4042",13,2.58464719565779e-05,4137.98190100666
"294702",1.21307914982022e-05,1.07194580971822e-05,1.55024205307168e-05,2.08159682392614e-05,1.16081793017234e-05,9.54264488717015e-06,1.15641500067693e-05,8.85045263743489e-06,1.27747672796692e-05,1.72097931146655e-05,6.60781307818364e-06,"v_5027",20,2.78675732917178e-05,4131.84676417814
"1034152",1.34786572202246e-06,1.36844145921474e-06,0,2.2144647063044e-06,0,0,2.82052439189494e-07,0,0,1.01234077145091e-06,0,"v_5654",13,2.16445531482003e-05,4131.21384808817
"911092",7.18861718411981e-06,5.01761868378739e-06,6.02871909527874e-06,1.15152164727829e-05,8.03643182427002e-06,0,7.33336341892685e-06,9.27190276302702e-06,5.58896068485527e-06,8.77362001924122e-06,0,"v_4496",62,2.82023802808957e-05,4128.40788776394
"2626399",0.000332024256191534,0.000414181614988995,0.00028851727098834,0.000400818111841097,0.000310295562103759,0.00030059331394586,0.000433232546595063,0.000446737133127666,0.000229147388079066,0.000353981823084002,0.000295148984158869,"v_3285",144,2.03728226545788e-05,4126.35646022029
"2029986",1.07829257761797e-05,2.5088093418937e-06,8.18183305787829e-06,6.64339411891321e-06,5.35762121618002e-06,2.38566122179254e-06,5.64104878378988e-06,4.21450125592137e-06,6.3873836398346e-06,7.08638540015637e-06,2.20260435939455e-06,"v_2370",35,2.79493557673496e-05,4114.42011365373
"1542477",0,0,0,4.42892941260881e-07,8.92936869363336e-07,0,0,0,0,1.01234077145091e-06,0,"v_7915",9,1.76697176379121e-05,4109.60810692767
"335283",2.74066030144568e-05,1.75616653932559e-05,3.53110689866326e-05,1.90443964742179e-05,1.87516742566301e-05,1.82900693670761e-05,2.42565097702965e-05,1.18006035165798e-05,1.35731902346485e-05,1.51851115717637e-05,4.4052087187891e-06,"v_1193",8,2.64907679673634e-05,4104.04438383959
"1642299",5.30160517328836e-05,9.10013570377804e-05,5.33972262724688e-05,7.26344423667844e-05,6.16126439860702e-05,5.16893264721717e-05,5.61284353987093e-05,7.3753771978624e-05,3.75258788840283e-05,6.47898093728583e-05,6.16729220630473e-05,"v_3123",73,2.50356758380692e-05,4101.18648651244
"82367",0.000256094487184268,0.000240845696821795,0.000221770738147754,0.000211702825922701,0.000231717117599786,0.00031013595883303,0.00030687305383817,0.000210303612670477,0.000245115847178653,0.000257472002872348,0.000202639601064298,"v_581",46,2.1168949385042e-05,4099.06883371931
"29394",7.18861718411981e-06,6.38606014300213e-06,2.58373675511946e-06,6.20050117765233e-06,5.80408965086168e-06,6.36176325811343e-06,6.48720610135836e-06,5.90030175828992e-06,8.78265250477257e-06,6.07404462870546e-06,8.81041743757819e-06,"v_4320",13,2.58364552383413e-05,4094.94058625332
"1848766",8.98577148014976e-07,2.2807357653579e-07,0,0,8.92936869363336e-07,0,8.46157317568482e-07,0,0,0,0,"v_2931",8,1.84124762939368e-05,4091.38972893072
"1736226",5.39146288808985e-05,5.29130697563034e-05,3.22967094389932e-05,4.29606153023054e-05,5.40226805964818e-05,0.000173358048783591,5.18976488108669e-05,4.50951634383587e-05,0.00013014294166163,6.54647032204922e-05,0.000114535426688516,"v_1323",11,2.26958080842468e-05,4086.0879733866
"1392877",0.000282153224476702,0.000235828078138007,0.000170526625837884,0.000227646971808093,0.000254487007768551,0.000156658420231043,0.000460309580757254,0.000232219019201268,0.000559694491440507,0.000498071659553848,0.000204842205423693,"v_1471",208,2.09938488023009e-05,4081.08943180706
"319707",0.000172526812418875,0.000205038145305676,0.00014425863549417,0.000197530251802353,0.000172336815787124,0.000112126077424249,0.000177410984250192,0.000194709958023567,0.000120561866201878,0.000177834528851543,0.000200436996704904,"v_3385",132,2.23304006073869e-05,4064.45109183189
"1530123",4.94217431408237e-06,8.21064875528846e-06,5.16747351023892e-06,2.2144647063044e-06,3.12527904277168e-06,2.38566122179254e-06,5.35899634460039e-06,7.58610226065847e-06,4.79053772987595e-06,6.7489384763394e-06,1.76208348751564e-05,"v_1564",16,2.59463947484497e-05,4062.73834324308
"2758041",0.000381895287906365,0.000339373481885256,0.000310048410614335,0.00028655173299579,0.000368782927047058,0.000433395121958978,0.000413770928290988,0.000347274903487921,0.000415978359544228,0.000379965236217908,0.00031497242339342,"v_261",55,1.99517168452345e-05,4060.17602363283
