"","iYASM2TOMPOOA050195.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2527989",0.000655512029476925,0.000581587620166266,0.000466795107091582,0.000640423193063234,0.000800071434949549,0.000336378232272748,0.000669874543075048,0.000590451625954585,0.000459093199113112,0.000966447989811802,0.000495585980863773,"v_4860",85,1.86982292776874e-05,24557.8465441739
"57706",4.94217431408237e-06,1.82458861228632e-06,8.6124558503982e-07,3.54314353008705e-06,4.46468434681668e-06,2.38566122179254e-06,3.38462927027393e-06,3.79305113032924e-06,7.98422954979325e-07,5.73659770488849e-06,0,"v_1800",63,2.7378507871321e-05,24552.0653940565
"74349",0,4.56147153071581e-07,0,1.32867882378264e-06,8.92936869363336e-07,7.95220407264179e-07,1.12820975675798e-06,4.21450125592137e-07,0,1.34978769526788e-06,0,"v_612",18,2.08620186089206e-05,24542.1966521472
"1258543",4.49288574007488e-07,6.84220729607371e-07,8.6124558503982e-07,4.42892941260881e-07,4.46468434681668e-07,0,8.46157317568482e-07,0,0,0,0,"v_2050",7,1.86957822315286e-05,24525.7100253644
"552811",7.2784748989213e-05,6.04394977819845e-05,4.04785424968715e-05,6.90912988366974e-05,7.27743548531119e-05,2.78327142542463e-05,5.66925402770883e-05,6.86963704715184e-05,4.07195707039456e-05,7.59255578588183e-05,5.28625046254692e-05,"v_4704",247,2.6906312220847e-05,24516.5165562428
"2520510",8.98577148014976e-07,2.2807357653579e-07,0,1.32867882378264e-06,4.46468434681668e-07,0,5.64104878378988e-07,0,0,3.3744692381697e-07,0,"v_5705",23,1.98645239466836e-05,24514.2945951353
"1395624",8.98577148014976e-07,6.84220729607371e-07,2.15311396259955e-06,1.32867882378264e-06,1.339405304045e-06,0,3.10257683108444e-06,4.21450125592137e-07,7.98422954979325e-07,1.68723461908485e-06,0,"v_2716",16,2.38072564517665e-05,24511.3640980583
"2735554",2.11165629783519e-05,1.27721202860043e-05,2.75598587212742e-05,2.48020047106093e-05,1.56263952138584e-05,1.59044081452836e-05,2.11539329392121e-05,1.47507543957248e-05,2.79448034242764e-05,1.78846869622994e-05,2.64312523127346e-05,"v_869",7,2.399404947573e-05,24498.4569383332
"2048283",7.77269233032954e-05,4.49304945775507e-05,5.68422086126281e-05,4.69466517736534e-05,5.67014912045718e-05,3.41944775123597e-05,7.0795162236563e-05,5.05740150710565e-05,6.1478567533408e-05,5.97281055156037e-05,2.20260435939455e-05,"v_507",151,2.70357953931005e-05,24492.0489737145
"1241834",0,0,8.6124558503982e-07,0,4.46468434681668e-07,0,8.46157317568482e-07,0,0,1.01234077145091e-06,0,"v_2053",10,1.82755217661464e-05,24463.9735535016
"2730359",0.000137931592220299,0.000100580447252284,9.60288827319399e-05,0.000124452916494307,0.000137065809447272,4.4532342806794e-05,0.000138487747642042,0.000112948633658693,0.000104593407102292,0.000151176221870003,6.8280735141231e-05,"v_4890",374,2.50212680778662e-05,24428.4931381306
"2479367",2.0217985830337e-05,1.36844145921474e-05,9.04307864291811e-06,1.1072323531522e-05,1.11617108670417e-05,7.15698366537761e-06,1.60769890338012e-05,1.09577032653956e-05,6.3873836398346e-06,1.34978769526788e-05,1.54182305157618e-05,"v_1899",74,2.89603243556328e-05,24420.4670863411
"2608905",2.87544687364792e-05,3.85444344345486e-05,2.11005168334756e-05,3.23311847120443e-05,3.43780694704884e-05,1.43139673307552e-05,3.27180829459813e-05,3.28731097961867e-05,2.15574197844418e-05,3.77940554675007e-05,2.20260435939455e-05,"v_3675",86,2.83294144310037e-05,24408.1557724042
"1780362",7.18861718411981e-06,2.73688291842949e-06,3.01435954763937e-06,2.65735764756528e-06,9.8223055629967e-06,0,5.35899634460039e-06,3.3716010047371e-06,3.1936918199173e-06,4.04936308580364e-06,2.20260435939455e-06,"v_2909",86,2.81793332769747e-05,24399.1351897588
"288965",1.16815029241947e-05,5.24569226032318e-06,3.01435954763937e-06,5.31471529513057e-06,9.8223055629967e-06,1.03378652944343e-05,9.5897829324428e-06,3.79305113032924e-06,1.03794984147312e-05,1.1810642333594e-05,2.20260435939455e-06,"v_4339",35,2.8513586724074e-05,24395.3428706789
"1793",0.000232731481335879,0.000350321013558974,0.000195933370596559,0.000302052985939921,0.000229931243861059,0.000197214661001516,0.000260616453811093,0.000287428985653838,0.000146909823716196,0.000252072852091277,0.000262109918767951,"v_3377",186,2.14091502708258e-05,24377.1385994592
"1756988",0.000243065118538051,0.000261372318710016,0.000266124885777304,0.000175385604739309,0.000210286632735066,0.000526435909608887,0.000332821878243603,0.000261299077867125,0.000359290329740696,0.000235200505900428,0.000187221370548537,"v_120",47,1.98310395430929e-05,24367.2514282247
"2627006",0.000258790218628313,0.000196827496550387,0.000146842372249289,0.000248905832988615,0.000241539423162782,7.5545938690097e-05,0.000234949681844849,0.000221261315935872,0.000155692476220968,0.000273332008291746,0.000143169283360646,"v_4584",283,2.27640055544174e-05,24354.1505644308
"2769490",1.79715429602995e-06,2.5088093418937e-06,2.15311396259955e-06,3.98603647134793e-06,2.23234217340834e-06,7.95220407264179e-07,5.35899634460039e-06,1.26435037677641e-06,0,5.39915078107152e-06,4.4052087187891e-06,"v_2474",49,2.69643531251685e-05,24350.5256439403
"1917421",3.32473544765541e-05,1.89301068524706e-05,2.06698940409557e-05,2.08159682392614e-05,2.36628270381284e-05,2.2266171403397e-05,2.98975585540864e-05,2.82371584146732e-05,2.39526886493797e-05,3.4419586229331e-05,2.20260435939455e-05,"v_2277",81,2.87620800736309e-05,24329.5133208273
"2810404",8.98577148014976e-07,0,0,0,4.46468434681668e-07,0,2.82052439189494e-07,4.21450125592137e-07,0,1.34978769526788e-06,0,"v_1866",14,1.99652604468225e-05,24289.4136324034
"2587842",0.000114119297797902,0.000103773477323785,0.000108947566507537,9.92080188424373e-05,0.00012054647736405,8.98599060208523e-05,0.000129462069587978,0.000102833830644482,0.000122158712111837,0.000127892384126632,0.000107927613610333,"v_683",161,2.46038775711052e-05,24270.7359631034
"545694",4.76245888447937e-05,4.56147153071581e-05,2.15311396259955e-05,4.03032576547402e-05,3.48245379051701e-05,1.11330857016985e-05,4.82309671014035e-05,4.72024140663194e-05,2.15574197844418e-05,3.71191616198667e-05,1.76208348751564e-05,"v_5089",127,2.81286039773846e-05,24268.9600153674
"292566",8.98577148014976e-06,7.52642802568108e-06,2.58373675511946e-06,2.65735764756528e-06,4.46468434681668e-06,1.59044081452836e-06,7.05131097973735e-06,4.63595138151351e-06,7.98422954979325e-07,8.77362001924122e-06,0,"v_4589",97,2.86606861368261e-05,24254.7529175028
"1335757",0.000150960960866516,0.000109019169584108,9.68901283169797e-05,0.000127110274141873,0.00014733458344495,7.87268203191538e-05,0.000162744257412338,0.000108734132402771,0.000124553980976775,0.00015927494804161,7.70911525788092e-05,"v_2181",360,2.4665170313001e-05,24246.4680305352
"1176536",0.000295631881696927,0.000216213750555929,0.000265694262984784,0.000233404580044484,0.000271006339851772,0.000308545518018502,0.000366104066067963,0.000231376118950083,0.000407994129994435,0.000272319667520295,0.000235678666455217,"v_428",68,2.06483584555028e-05,24214.7351767342
"218491",4.04359716606739e-06,3.64917722457265e-06,4.3062279251991e-07,1.77157176504352e-06,2.23234217340834e-06,7.95220407264179e-07,1.97436707432646e-06,1.68580050236855e-06,1.59684590995865e-06,2.69957539053576e-06,4.4052087187891e-06,"v_2113",39,2.60667830982978e-05,24180.5421326667
"1094714",0,6.84220729607371e-07,0,4.42892941260881e-07,1.78587373872667e-06,0,2.82052439189494e-07,8.42900251184275e-07,0,1.01234077145091e-06,2.20260435939455e-06,"v_2683",9,2.04611953430319e-05,24158.1920380641
"2565555",0.000428621299603143,0.000274372512572556,0.000297990972423778,0.00036184353301014,0.000350031252790428,0.000310931179240294,0.000277539600162462,0.00031355889344055,0.0005445244552959,0.000325298834559559,0.000255502105689768,"v_346",55,2.03682581065667e-05,24130.5781355119
"2590015",6.29004003610483e-06,3.64917722457265e-06,4.73685071771901e-06,3.54314353008705e-06,5.35762121618002e-06,2.38566122179254e-06,7.33336341892685e-06,3.79305113032924e-06,8.78265250477257e-06,7.76127924779031e-06,6.60781307818364e-06,"v_2366",34,2.77970813064628e-05,24113.6064251323
"1768",0.000208020609765467,0.000226933208653111,0.000135646179643772,0.000259092370637615,0.000191981426913117,0.00011610217946057,0.000228180423304301,0.000223790016689425,0.000130941364616609,0.000212591562004691,0.000149777096438829,"v_3406",199,2.26367258239768e-05,24079.0134249013
"1355015",0.000304168364603069,0.000305618592557959,0.000272584227665103,0.000372915856541662,0.000565229038306992,0.000195624220186988,0.000264283135520556,0.000338424450850486,0.000230744233989025,0.00034082139305514,0.000231273457736428,"v_3106",134,2.07611019992941e-05,24046.841781283
"1159491",0,0,0,4.42892941260881e-07,4.46468434681668e-07,0,2.82052439189494e-07,8.42900251184275e-07,7.98422954979325e-07,6.7489384763394e-07,0,"v_1830",18,1.87346609963093e-05,24036.2678908818
"1749259",3.23487773285391e-05,2.53161669954727e-05,2.28230080035552e-05,2.56877905931311e-05,2.45557639074917e-05,2.38566122179254e-05,3.86411841689607e-05,2.23368566563833e-05,2.7146380469297e-05,2.73332008291746e-05,1.54182305157618e-05,"v_2314",156,2.87397614599799e-05,24030.4750727703
"1006155",5.84075146209734e-06,6.15798656646634e-06,4.3062279251991e-06,4.87182235386969e-06,3.12527904277168e-06,6.36176325811343e-06,5.07694390541089e-06,2.10725062796069e-06,3.99211477489662e-06,3.03702231435273e-06,4.4052087187891e-06,"v_4097",7,2.52889259793137e-05,24028.2215086759
"1537215",0.000143772343682396,0.000130458085778472,9.81819966945394e-05,0.00011559505766909,0.000122778819537459,9.14503468353806e-05,0.00015061600252719,0.000126856487803233,0.00010698867596723,0.000136666004145873,8.59015700163874e-05,"v_678",293,2.465483234714e-05,24022.4575883215
"2714936",7.68283461552804e-05,3.48952572099759e-05,4.00479197043516e-05,5.00469023624795e-05,4.91115278149835e-05,6.12319713593418e-05,4.76668622230245e-05,3.03444090426339e-05,6.54706823083046e-05,6.00655524394207e-05,5.06599002660746e-05,"v_1626",9,2.48441032520931e-05,23984.6365287921
"1674922",2.15658515523594e-05,1.50528560513622e-05,1.4210552153157e-05,1.94872894154788e-05,1.2054647736405e-05,1.43139673307552e-05,1.86154609865066e-05,1.68580050236855e-05,2.31542656944004e-05,1.78846869622994e-05,1.98234392345509e-05,"v_275",22,2.83760392724384e-05,23981.6516868599
"1938604",0.00010917712348382,8.23345611294204e-05,9.73207511094996e-05,9.47790894298285e-05,8.92936869363336e-05,5.56654285084926e-05,0.000128615912270409,8.97688767511253e-05,9.26170627776017e-05,0.000113719613326319,9.03067787351765e-05,"v_1239",85,2.48867652182569e-05,23981.0307735304
"2008440",4.94217431408237e-06,2.5088093418937e-06,1.29186837755973e-06,3.98603647134793e-06,5.35762121618002e-06,7.95220407264179e-07,4.51283902703191e-06,5.05740150710565e-06,6.3873836398346e-06,6.41149155252243e-06,2.20260435939455e-06,"v_5370",64,2.80151281692114e-05,23970.6943199387
"2138",8.98577148014976e-07,1.14036788267895e-06,4.3062279251991e-07,8.85785882521762e-07,0,1.59044081452836e-06,1.12820975675798e-06,8.42900251184275e-07,0,3.3744692381697e-07,0,"v_4782",11,2.09810750702866e-05,23968.1381725885
"718192",3.14502001805241e-06,2.73688291842949e-06,4.3062279251991e-06,2.2144647063044e-06,2.67881060809001e-06,7.95220407264179e-07,3.94873414865292e-06,1.68580050236855e-06,3.99211477489662e-06,7.08638540015637e-06,2.20260435939455e-06,"v_2477",27,2.70314104989998e-05,23941.3386618866
"1138189",0.000176121121010935,0.000155774252773945,0.000179569704480802,0.000131539203554482,0.000161175104920082,0.000250494428288217,0.000203641861094815,0.000162258298352973,0.000321764450856668,0.000171423037299021,0.000222463040298849,"v_136",34,2.07529157846677e-05,23930.1754446211
"1470434",2.33630058483894e-05,1.71055182401843e-05,1.24880609830774e-05,1.63870388266526e-05,1.56263952138584e-05,1.90852897743403e-05,2.76411390405704e-05,1.47507543957248e-05,2.07589968294624e-05,2.15966031242861e-05,1.76208348751564e-05,"v_2575",23,2.86360642593282e-05,23907.8772029676
"10492",0,4.56147153071581e-07,4.3062279251991e-07,8.85785882521762e-07,0,0,8.46157317568482e-07,1.26435037677641e-06,0,1.01234077145091e-06,0,"v_6162",16,2.0478794208597e-05,23874.4389670639
"2750620",3.5943085920599e-05,5.17727018736244e-05,3.78948057417521e-05,4.42892941260881e-05,3.75033485132601e-05,4.05562407704731e-05,4.7384809783835e-05,5.2259815573425e-05,2.55495345593384e-05,4.38681000962061e-05,2.64312523127346e-05,"v_3214",21,2.56232864427191e-05,23873.1799351182
"2043170",8.17705204693628e-05,4.97200396848023e-05,4.95216211397896e-05,4.8275330597436e-05,6.16126439860702e-05,4.05562407704731e-05,6.65643756487206e-05,6.32175188388206e-05,5.82848757134907e-05,7.18761947730146e-05,4.4052087187891e-05,"v_774",263,2.71186440677966e-05,23855.4395569568
"666681",9.43506005415724e-06,1.87020332759348e-05,9.90432422795793e-06,5.31471529513057e-06,7.58996338958836e-06,1.59044081452836e-06,1.07179926892008e-05,5.47885163269779e-06,4.79053772987595e-06,1.1473195409777e-05,1.76208348751564e-05,"v_1219",30,2.83639664170638e-05,23854.4198915505
"2733484",1.52758115162546e-05,1.23159731329327e-05,9.04307864291811e-06,1.46154670616091e-05,2.27698901687651e-05,7.95220407264179e-06,2.11539329392121e-05,1.09577032653956e-05,1.51700361446072e-05,2.12591562004691e-05,1.98234392345509e-05,"v_2232",87,2.92107261786528e-05,23837.0730991089
"404941",9.43506005415724e-05,0.000113580641114824,5.89953225752277e-05,8.94643741346979e-05,8.30431288507903e-05,5.64606489157567e-05,9.27952524933436e-05,9.01903268767174e-05,5.66880298035321e-05,8.33493901827916e-05,7.26859438600201e-05,"v_3430",143,2.55193181238197e-05,23827.9587900765
"553981",5.84075146209734e-06,2.73688291842949e-06,4.3062279251991e-07,2.2144647063044e-06,5.80408965086168e-06,2.38566122179254e-06,9.87183537163229e-06,2.95015087914496e-06,3.1936918199173e-06,3.71191616198667e-06,2.20260435939455e-06,"v_2204",69,2.80371211484005e-05,23798.2658425637
"1805478",0.000168932503826815,0.000141177543875654,9.04307864291811e-05,0.000155012529441308,0.000137958746316635,5.24845468794358e-05,0.00015597499887179,0.000149614794585209,0.000120561866201878,0.000170748143451387,9.47119874539656e-05,"v_3822",357,2.43137445597997e-05,23789.2405243967
"2560834",4.49288574007488e-07,0,0,0,4.46468434681668e-07,0,2.82052439189494e-07,4.21450125592137e-07,0,3.3744692381697e-07,0,"v_5975",16,1.8092670659116e-05,23785.7321569981
"2044880",4.22331259567039e-05,3.39829629038328e-05,2.54067447586747e-05,3.45456494183487e-05,3.79498169479418e-05,3.81705795486806e-05,4.00514463649082e-05,2.95015087914496e-05,3.03400722892143e-05,3.50944800769649e-05,2.422864795334e-05,"v_3961",35,2.75474504834578e-05,23766.4877730791
"1878942",5.39146288808985e-06,4.33339795418002e-06,3.44498234015928e-06,4.42892941260881e-06,3.57174747745334e-06,3.18088162905672e-06,5.92310122297938e-06,4.63595138151351e-06,6.3873836398346e-06,4.04936308580364e-06,2.20260435939455e-06,"v_2006",46,2.77561896302876e-05,23721.4129280488
"463024",4.71753002707862e-05,4.3562053118336e-05,3.48804461941127e-05,4.25177223610446e-05,4.46468434681668e-05,5.08941060649075e-05,4.6256600027077e-05,3.24516596705946e-05,4.55101084338215e-05,4.85923570296437e-05,2.86338566721291e-05,"v_1068",25,2.60396323203916e-05,23621.6597121951
"351604",0.000148714517996478,0.000101036594405355,8.0957084993743e-05,0.000128881845906916,0.000118760603625324,3.1013595883303e-05,0.000145539058621779,0.000119691835668167,9.8206023462457e-05,0.000151851115717637,8.59015700163874e-05,"v_2833",355,2.50413181749887e-05,23594.9523185253
"274493",0.000214759938375579,0.000166949858024199,0.000132201197303612,0.000184243463564526,0.000214751317081882,6.91841754319836e-05,0.000212949591588068,0.000174480351995145,0.000152498784401051,0.000243636678995852,0.000114535426688516,"v_5051",314,2.31712120861042e-05,23554.6476268801
"401053",0.000224194998429736,0.000109475316737179,9.0861409221701e-05,0.000187343714153353,0.000167425663005625,3.89657999559448e-05,0.000174308407419107,0.000109998482779548,0.000172459358275534,0.000201118366594914,0.000112332822329122,"v_5069",333,2.38004569687738e-05,23550.8563424281
"2774875",0.000193643375397227,0.000150528560513622,0.000184737177991041,0.000175385604739309,0.000163853915528172,0.000104173873351607,0.000242565097702965,0.000171951651241592,0.000196412046924914,0.000213266455852325,0.000222463040298849,"v_805",77,2.24466891133558e-05,23527.2699837874
"1176514",7.63790575812729e-06,5.92991298993055e-06,3.87560513267919e-06,4.42892941260881e-06,4.91115278149835e-06,1.59044081452836e-06,5.07694390541089e-06,5.47885163269779e-06,1.59684590995865e-06,4.38681000962061e-06,2.20260435939455e-06,"v_946",39,2.7717722711902e-05,23511.4088780004
"2479547",1.39279457942321e-05,8.66679590836004e-06,1.16268153980376e-05,5.75760823639145e-06,1.11617108670417e-05,3.9761020363209e-06,1.38205695202852e-05,6.7432020094742e-06,1.27747672796692e-05,1.51851115717637e-05,1.32156261563673e-05,"v_2012",53,2.90107339715695e-05,23508.7142917107
"1028752",4.94217431408237e-06,4.56147153071581e-06,3.87560513267919e-06,4.42892941260881e-06,5.35762121618002e-06,1.59044081452836e-06,3.94873414865292e-06,5.47885163269779e-06,0,6.7489384763394e-06,8.81041743757819e-06,"v_2407",41,2.74340895997366e-05,23506.6232833688
"296",3.32473544765541e-05,2.53161669954727e-05,2.15311396259955e-05,2.83451482406964e-05,2.18769532994017e-05,1.43139673307552e-05,3.35642402635498e-05,3.20302095450024e-05,7.58501807230359e-05,4.58927816391079e-05,2.422864795334e-05,"v_1458",148,2.84252416145537e-05,23492.114003133
"2624265",0.00020038270400734,0.000252933596378192,0.000156746696477247,0.000197087358861092,0.000195553174390571,0.000170177167154534,0.000198846969628593,0.000254134425732059,0.000150103515536113,0.000210904327385606,0.000215855227220666,"v_3208",104,2.20599589684763e-05,23472.2388048481
"399804",4.49288574007488e-07,1.36844145921474e-06,1.29186837755973e-06,1.32867882378264e-06,4.46468434681668e-07,0,8.46157317568482e-07,8.42900251184275e-07,1.59684590995865e-06,3.03702231435273e-06,2.20260435939455e-06,"v_2388",7,2.18646143082036e-05,23471.4451418929
"1755811",1.79715429602995e-06,2.2807357653579e-06,2.15311396259955e-06,2.65735764756528e-06,3.57174747745334e-06,0,2.53847195270545e-06,1.68580050236855e-06,0,2.02468154290182e-06,6.60781307818364e-06,"v_2655",15,2.46147787131394e-05,23430.5193016217
"1649877",4.40302802527338e-05,3.28425950211538e-05,2.71292359287543e-05,4.51750800086098e-05,3.75033485132601e-05,6.91841754319836e-05,3.77950268513922e-05,3.28731097961867e-05,8.38344102728291e-05,5.97281055156037e-05,5.06599002660746e-05,"v_1332",11,2.47011164904654e-05,23371.8624022675
"1048396",0.000121757203556029,0.000107878801701429,6.02871909527874e-05,9.3007517664785e-05,8.75078131976069e-05,6.04367509520776e-05,0.000104359402500113,9.77764291373759e-05,7.58501807230359e-05,0.000113719613326319,4.62546915472855e-05,"v_5267",257,2.55689082076195e-05,23370.2787535336
"641491",0.000208469898339474,0.00015007241336055,0.000105071961374858,0.000179814534151918,0.000175908563264577,5.88463101375493e-05,0.000181077665959655,0.000154250745966722,0.000126150826886733,0.000203143048137816,0.000110130217969727,"v_2859",353,2.37388724035608e-05,23364.3536815464
"1781",4.85231659928087e-05,4.47024210010149e-05,1.93780256633959e-05,6.15621188352624e-05,3.03598535583534e-05,2.06757305888687e-05,3.75129744122027e-05,4.34093629359902e-05,2.07589968294624e-05,3.77940554675007e-05,3.52416697503128e-05,"v_3419",88,2.78125434570992e-05,23335.3558777542
"1406",5.16681860108611e-05,6.91062936903445e-05,5.03828667248295e-05,3.80887929484357e-05,3.48245379051701e-05,8.98599060208523e-05,5.52822780811408e-05,3.6666160926516e-05,3.1936918199173e-05,3.20574577626122e-05,0.000107927613610333,"v_3953",6,2.2000264003168e-05,23319.1906953698
"2570373",4.49288574007488e-07,9.12294306143162e-07,4.3062279251991e-07,2.2144647063044e-06,8.92936869363336e-07,0,1.41026219594747e-06,0,0,1.34978769526788e-06,0,"v_5728",33,2.25922327903667e-05,23315.3917414527
"1228987",5.39146288808985e-06,2.96495649496528e-06,1.72249117007964e-06,3.54314353008705e-06,4.01821591213501e-06,0,3.38462927027393e-06,8.42900251184275e-07,3.99211477489662e-06,3.71191616198667e-06,4.4052087187891e-06,"v_4660",35,2.67429732837697e-05,23309.1492493204
"348826",6.91904403971531e-05,5.20007754501602e-05,3.31579550240331e-05,5.80189753051754e-05,5.08974015537102e-05,8.74742447990597e-05,5.83848549122253e-05,4.93096646942801e-05,3.99211477489662e-05,6.8164278611028e-05,5.50651089848637e-05,"v_5324",24,2.53543267158541e-05,23295.9251780097
"262177",8.98577148014976e-07,4.56147153071581e-07,0,4.42892941260881e-07,0,0,5.64104878378988e-07,0,0,1.68723461908485e-06,0,"v_6280",20,2.05178710656982e-05,23284.6500960475
"1890",0.000438505648231308,0.000482147540796661,0.0003828236625502,0.000540772281279535,0.000711670684882579,0.000349101758788975,0.000425335078297757,0.000499418398826683,0.000312183375396916,0.000616515529813604,0.000350214093143733,"v_3051",134,1.95461386603077e-05,23279.5635799875
"2494234",0.000150511672292508,0.000103317330170713,9.68901283169797e-05,0.000102308269431263,0.000114742387713189,5.72558693230209e-05,0.000143000586669074,0.000104098181021258,0.000114174482562043,0.000129917065669534,6.60781307818364e-05,"v_1150",336,2.51180548578318e-05,23278.2178872195
"74661",1.30293686462171e-05,1.11756052502537e-05,9.04307864291811e-06,1.06294305902611e-05,1.38405214751317e-05,1.43139673307552e-05,1.69231463513696e-05,1.39078541445405e-05,2.47511116043591e-05,1.85595808099334e-05,1.10130217969727e-05,"v_2251",20,2.72672738179637e-05,23277.9098359462
"267363",2.83051801624717e-05,2.34915783831864e-05,1.72249117007964e-05,2.83451482406964e-05,2.67881060809001e-05,1.03378652944343e-05,2.84872963581389e-05,2.99229589170418e-05,1.75653050095451e-05,3.4082139305514e-05,2.86338566721291e-05,"v_4125",54,2.83945709580328e-05,23249.8959635302
"1667327",2.24644287003744e-06,2.05266218882211e-06,8.6124558503982e-07,1.32867882378264e-06,2.23234217340834e-06,7.95220407264179e-07,2.53847195270545e-06,0,3.1936918199173e-06,2.02468154290182e-06,2.20260435939455e-06,"v_1790",14,2.48329980878591e-05,23237.3532975288
"2623841",0.000517580437256626,0.000609412596503632,0.000463350124751423,0.000570889001285275,0.000519689257969462,0.000534388113681528,0.00053533552958166,0.000616581533741297,0.000395219362714766,0.000545651675812041,0.000425102641363148,"v_3321",102,1.88828883265984e-05,23237.0016117225
"157691",1.79715429602995e-06,1.59651503575053e-06,4.3062279251991e-07,2.2144647063044e-06,1.339405304045e-06,4.77132244358508e-06,1.12820975675798e-06,4.21450125592137e-07,2.39526886493797e-06,3.03702231435273e-06,0,"v_5239",13,2.4011909907314e-05,23234.4640598423
"78448",6.69439975271157e-05,6.47728957361645e-05,4.60766387996304e-05,7.21915494255236e-05,7.05420126797035e-05,3.73753591414164e-05,7.0231057358184e-05,8.38685749928353e-05,5.66880298035321e-05,7.76127924779031e-05,5.06599002660746e-05,"v_3763",189,2.64494286923402e-05,23221.7291821948
"300181",5.84075146209734e-06,2.5088093418937e-06,3.44498234015928e-06,2.2144647063044e-06,2.67881060809001e-06,1.59044081452836e-06,3.10257683108444e-06,2.10725062796069e-06,3.1936918199173e-06,1.01234077145091e-06,0,"v_1976",9,2.5783163594173e-05,23220.1441860634
"198618",7.00890175451681e-05,6.11237185115918e-05,5.33972262724688e-05,6.6876834130393e-05,6.20591124207518e-05,4.69180040285866e-05,8.20772598041428e-05,6.36389689644128e-05,0.000135731902346485,9.54974794402025e-05,5.94703177036528e-05,"v_1488",257,2.62888088540708e-05,23195.5895985732
"1647473",0,0,4.3062279251991e-07,0,4.46468434681668e-07,0,0,0,7.98422954979325e-07,1.01234077145091e-06,0,"v_6941",7,1.83489605313859e-05,23178.7977616133
"2646123",0.00133303919908022,0.00063336032203989,0.000687704599654296,0.00167723556855496,0.00103580676846147,0.00035387308123256,0.000833464957804955,0.000701293008985317,0.00197849208243877,0.00120603530572185,0.000577082342161372,"v_5058",39,1.71121530510969e-05,23178.3225884967
"507626",0.000121307914982022,0.000101948888711498,8.22489533713028e-05,9.61077682536111e-05,0.000103134208411465,7.15698366537761e-05,0.000116205604946072,9.10332271279017e-05,9.26170627776017e-05,0.00010798301562143,5.94703177036528e-05,"v_2244",310,2.5384576331421e-05,23174.720767987
"143222",1.25800800722097e-05,1.11756052502537e-05,1.29186837755973e-05,8.85785882521762e-06,8.03643182427002e-06,3.02183754760388e-05,1.41026219594747e-05,8.42900251184275e-06,8.78265250477257e-06,1.38353238764958e-05,1.98234392345509e-05,"v_4952",12,2.44642332909287e-05,23152.9862798628
"1078773",8.53648290614227e-06,8.21064875528846e-06,8.18183305787829e-06,1.28438952965655e-05,6.69702652022502e-06,4.77132244358508e-06,1.07179926892008e-05,1.09577032653956e-05,7.98422954979325e-06,1.113574848596e-05,8.81041743757819e-06,"v_1123",36,2.88201049051819e-05,23116.4620235344
"1131316",4.49288574007488e-07,2.2807357653579e-07,0,0,4.46468434681668e-07,0,0,0,7.98422954979325e-07,6.7489384763394e-07,0,"v_6560",13,1.85408361917122e-05,23109.6866067201
"487184",0.000106930680613782,6.65974843484508e-05,7.01915151807453e-05,7.08628706017409e-05,9.8223055629967e-05,4.77132244358508e-05,0.00011169276591904,8.51329253696118e-05,0.000174056204185493,0.000169060908832302,6.16729220630473e-05,"v_1480",241,2.52105077396259e-05,23106.8532055419
"2545797",1.34786572202246e-06,1.14036788267895e-06,1.29186837755973e-06,1.32867882378264e-06,1.339405304045e-06,0,1.69231463513696e-06,8.42900251184275e-07,3.1936918199173e-06,1.01234077145091e-06,0,"v_1555",23,2.3520556966789e-05,23103.103259559
"83262",9.92927748556548e-05,0.000124756246365077,5.94259453677476e-05,0.000116480843551612,0.00010179480310742,5.32797672867e-05,0.000101820930547407,0.000123063436672904,8.30359873178498e-05,0.000111694931783417,0.000116738031047911,"v_3429",83,2.41010315241492e-05,23075.0499905875
"33069",6.24511117870408e-05,4.49304945775507e-05,3.87560513267919e-05,5.75760823639145e-05,5.00044646843468e-05,3.49896979196239e-05,6.9666952479805e-05,4.38308130615823e-05,0.000124553980976775,9.11106694305819e-05,4.4052087187891e-05,"v_1461",228,2.68622236548741e-05,23058.4008388429
"831",9.43506005415724e-06,1.02633109441106e-05,3.87560513267919e-06,9.3007517664785e-06,5.80408965086168e-06,2.38566122179254e-06,8.17952073649533e-06,4.21450125592137e-06,7.98422954979325e-06,9.78596079069213e-06,6.60781307818364e-06,"v_4444",61,2.90275761973875e-05,23030.3041291619
"1656",6.87411518231456e-05,8.1650340399813e-05,5.29666034799489e-05,9.83222329599155e-05,7.23278864184302e-05,2.30613918106612e-05,7.98208402906268e-05,9.01903268767174e-05,4.39132625238629e-05,9.31353509734838e-05,3.96468784691019e-05,"v_3722",161,2.61595207575797e-05,23030.0346874617
