"","vcXtM2TOMPOOB050180.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"59739",1.43237062112365e-05,1.27109871083702e-05,9.3007517664785e-06,1.48476646479467e-05,9.5810754597519e-06,6.7432020094742e-06,1.60769890338012e-05,1.00884182604406e-05,1.19916910904844e-05,1.20878995563969e-05,1.41929450322583e-05,"v_4929",49,2.74423710208562e-05,59631.2710769909
"1508404",1.01459585662925e-05,8.31103003239591e-06,8.85785882521762e-06,1.24855361812279e-05,5.58896068485527e-06,1.09577032653956e-05,1.35385170810957e-05,8.74329582571518e-06,1.06592809693195e-05,1.32282674390758e-05,1.18913863783785e-05,"v_4039",50,2.74408649360628e-05,33759.4900453507
"505",2.98410546067426e-05,1.78442703636736e-05,2.03730752980005e-05,3.3744692381697e-05,2.15574197844418e-05,1.72794551492776e-05,3.58206597770658e-05,1.81591528687931e-05,1.9542015110419e-05,1.75616653932559e-05,1.84124692310377e-05,"v_1278",85,2.74340895997366e-05,220434.34559957
"1104324",1.04443691123599e-05,5.13328325530335e-06,8.85785882521762e-06,1.61974523432146e-05,4.79053772987595e-06,1.2222053642172e-05,1.12820975675798e-05,7.73445399967112e-06,1.06592809693195e-05,1.23159731329327e-05,6.90467596163915e-06,"v_5468",51,2.74333369911116e-05,61121.4398143465
"1515",7.16185310561824e-06,5.8666094346324e-06,4.87182235386969e-06,9.44851386687516e-06,4.79053772987595e-06,4.63595138151351e-06,9.30773049325331e-06,4.70792852153894e-06,5.32964048465974e-06,6.61413371953792e-06,4.98671041673939e-06,"v_4340",42,2.74318318977341e-05,45360.6058394397
"192421",9.54913747415765e-06,7.57770385306686e-06,9.3007517664785e-06,8.77362001924122e-06,7.18580659481392e-06,9.27190276302702e-06,1.24103073243377e-05,5.38048973890165e-06,8.43859743404459e-06,5.70183941339476e-06,8.05545528857901e-06,"v_4018",36,2.74273176083379e-05,87808.7484181108
"1563",1.49205273033713e-05,7.08881973351416e-06,1.50583600028699e-05,8.77362001924122e-06,3.99211477489662e-06,6.32175188388206e-06,1.55128841554222e-05,7.06189278230841e-06,8.43859743404459e-06,9.35101663796741e-06,5.7538966346993e-06,"v_4405",65,2.74243089074155e-05,106951.387539385
"84032",1.01459585662925e-05,1.09998926899358e-05,8.85785882521762e-06,1.34978769526788e-05,9.5810754597519e-06,1.30649538933563e-05,1.97436707432646e-05,9.07957643439653e-06,1.19916910904844e-05,1.4140561745219e-05,8.82264150653892e-06,"v_4348",38,2.74235568353215e-05,28980.1400352032
"564",9.54913747415765e-06,9.28879827150131e-06,9.74364470773938e-06,1.0798301562143e-05,9.5810754597519e-06,9.69335288861916e-06,1.72051987905591e-05,3.69908669549488e-06,1.02151442622645e-05,1.27721202860043e-05,6.5210828526592e-06,"v_1868",43,2.74205489593902e-05,22177.9153157398
"573413",1.64125800337085e-05,1.29554291681466e-05,1.68299317679135e-05,1.51851115717637e-05,7.18580659481392e-06,8.42900251184275e-06,1.55128841554222e-05,1.27786631298914e-05,1.51006480398693e-05,1.32282674390758e-05,1.26585725963385e-05,"v_5116",58,2.74190452688437e-05,72038.7704008036
"351679",7.75867419775309e-06,4.15551501619795e-06,6.20050117765233e-06,7.76127924779031e-06,3.1936918199173e-06,5.47885163269779e-06,7.05131097973735e-06,3.02652547813218e-06,4.88550377760476e-06,3.87725080110844e-06,4.98671041673939e-06,"v_2146",51,2.74122807017544e-05,126721.771732583
"714995",9.84754802022507e-06,8.06658797261956e-06,3.54314353008705e-06,9.44851386687516e-06,8.78265250477257e-06,8.85045263743489e-06,1.29744122027167e-05,6.72561217362706e-06,8.88273414109957e-06,5.24569226032318e-06,6.90467596163915e-06,"v_526",41,2.74107779178773e-05,116269.389338111
"879567",1.58157589415736e-05,1.19776609290412e-05,1.59441458853917e-05,1.85595808099334e-05,2.07589968294624e-05,1.05362531398034e-05,1.91795658648856e-05,9.41585704307788e-06,1.59889214539792e-05,1.34563410156116e-05,8.43904839755897e-06,"v_2864",66,2.74062705547029e-05,192178.396774117
"54304",1.58157589415736e-05,9.04435621172496e-06,8.85785882521762e-06,1.31604300288618e-05,4.79053772987595e-06,8.85045263743489e-06,1.35385170810957e-05,8.40701521703382e-06,9.32687084815455e-06,1.07194580971822e-05,9.97342083347878e-06,"v_4604",46,2.74040174289551e-05,21023.5409380923
"1652495",4.4761581910114e-06,4.15551501619795e-06,7.97207294269585e-06,1.28229831050449e-05,4.79053772987595e-06,6.7432020094742e-06,8.46157317568482e-06,3.36280608681353e-06,6.66205060582468e-06,7.0702808726095e-06,5.7538966346993e-06,"v_3540",39,2.74032664693631e-05,62897.2677378835
"342610",8.65390583595537e-06,5.3777253150797e-06,6.64339411891321e-06,1.24855361812279e-05,2.39526886493797e-06,6.32175188388206e-06,9.30773049325331e-06,6.72561217362706e-06,6.2179138987697e-06,7.0702808726095e-06,6.13748974367925e-06,"v_2437",46,2.73942581634889e-05,91138.8164147845
"1580",1.46221167573039e-05,2.4444205977635e-05,2.03730752980005e-05,2.56459662100897e-05,1.43716131896278e-05,1.81223554004619e-05,2.05898280608331e-05,1.31149437385728e-05,2.0430288524529e-05,1.8473959699399e-05,1.6494503686138e-05,"v_4126",51,2.73942581634889e-05,84797.901047662
"948519",1.13396007505622e-05,6.3554935541851e-06,6.20050117765233e-06,1.28229831050449e-05,7.18580659481392e-06,8.42900251184275e-06,9.30773049325331e-06,6.05305095626435e-06,7.10618731287965e-06,6.61413371953792e-06,6.90467596163915e-06,"v_2514",40,2.7387505819845e-05,47443.2325358861
"2490851",1.99935065865176e-05,2.19997853798715e-05,2.30304329455658e-05,2.69957539053576e-05,2.15574197844418e-05,1.60151047725012e-05,2.3410352452728e-05,1.31149437385728e-05,1.73213315751442e-05,1.59651503575053e-05,1.26585725963385e-05,"v_2011",57,2.7384505846592e-05,73917.8524671104
"1287916",7.75867419775309e-06,3.9110729564216e-06,5.31471529513057e-06,1.1473195409777e-05,3.1936918199173e-06,5.47885163269779e-06,9.02567805406381e-06,7.39817339098976e-06,7.10618731287965e-06,6.15798656646634e-06,5.37030352571934e-06,"v_4959",36,2.73807568041181e-05,92430.7791006555
"166486",5.6698003752811e-06,8.06658797261956e-06,1.01865376490003e-05,1.113574848596e-05,4.79053772987595e-06,1.09577032653956e-05,1.35385170810957e-05,4.03536730417623e-06,1.02151442622645e-05,1.04913845206464e-05,8.43904839755897e-06,"v_4432",53,2.73800071188019e-05,55943.4528645167
"59610",5.6698003752811e-06,4.888841195527e-06,1.01865376490003e-05,9.11106694305819e-06,4.79053772987595e-06,5.47885163269779e-06,7.33336341892685e-06,6.05305095626435e-06,7.10618731287965e-06,3.64917722457265e-06,5.7538966346993e-06,"v_4403",45,2.73792574745373e-05,71009.5793629576
"2813780",2.05903276786524e-05,1.83331544832263e-05,2.30304329455658e-05,2.86829885244425e-05,1.91621509195038e-05,1.81223554004619e-05,2.3974457331107e-05,2.38759232163761e-05,2.44275188880238e-05,1.50528560513622e-05,1.6494503686138e-05,"v_1090",44,2.7378507871321e-05,43784.268999207
"1349410",1.58157589415736e-05,1.34443132876993e-05,1.50583600028699e-05,1.82221338861164e-05,7.98422954979325e-06,1.34864040189484e-05,1.74872512297486e-05,9.07957643439653e-06,2.1318561938639e-05,2.07546954647569e-05,1.07406070514387e-05,"v_6128",68,2.73777583091496e-05,40224.5122321061
"235634",1.43237062112365e-05,1.14887768094885e-05,2.03730752980005e-05,1.82221338861164e-05,9.5810754597519e-06,1.43293042701327e-05,1.91795658648856e-05,1.31149437385728e-05,1.55447847469242e-05,1.23159731329327e-05,1.22749794873585e-05,"v_1227",66,2.73710140960723e-05,60187.2623685217
"673",1.73078116719107e-05,1.31998712279229e-05,1.28438952965655e-05,1.58600054193976e-05,1.59684590995865e-05,1.30649538933563e-05,2.00257231824541e-05,1.21061019125287e-05,1.46565113328143e-05,1.11756052502537e-05,1.45765381412382e-05,"v_2650",47,2.73695158332649e-05,134745.047738398
"33025",1.01459585662925e-05,7.57770385306686e-06,7.52918000143497e-06,1.48476646479467e-05,6.3873836398346e-06,5.90030175828992e-06,1.07179926892008e-05,8.40701521703382e-06,1.59889214539792e-05,7.98257517875266e-06,5.37030352571934e-06,"v_4547",40,2.73672687465791e-05,29689.0632229649
"596154",1.6114169487641e-05,1.3933197407252e-05,1.55012529441308e-05,2.59834131339067e-05,1.75653050095451e-05,2.02296060284226e-05,2.65129292838124e-05,1.41237855646168e-05,1.9542015110419e-05,1.48247824748264e-05,1.84124692310377e-05,"v_882",35,2.73635244219455e-05,79225.1747396007
"2580412",1.13396007505622e-05,9.04435621172496e-06,4.42892941260881e-06,1.01234077145091e-05,3.99211477489662e-06,8.00755238625061e-06,1.29744122027167e-05,8.40701521703382e-06,9.32687084815455e-06,4.56147153071581e-06,7.28826907061911e-06,"v_2694",52,2.7362775679965e-05,97190.3758671678
"1582",9.84754802022507e-06,8.06658797261956e-06,7.08628706017409e-06,1.113574848596e-05,4.79053772987595e-06,5.05740150710565e-06,1.46667268378537e-05,1.04246988691219e-05,7.99446072698961e-06,5.47376583685897e-06,5.37030352571934e-06,"v_4136",55,2.7359781121751e-05,48971.4284245812
"621456",1.6114169487641e-05,1.44220815268047e-05,1.15152164727829e-05,1.88970277337503e-05,9.5810754597519e-06,1.13791533909877e-05,1.60769890338012e-05,1.51326273906609e-05,1.37682379187043e-05,1.23159731329327e-05,1.38093519232783e-05,"v_376",45,2.73515494652772e-05,84706.0882812742
"2644672",1.13396007505622e-05,1.17332188692648e-05,1.1072323531522e-05,1.68723461908485e-05,5.58896068485527e-06,1.2222053642172e-05,1.29744122027167e-05,8.74329582571518e-06,1.11034176763745e-05,1.32282674390758e-05,6.90467596163915e-06,"v_5342",41,2.73508013784804e-05,24639.1077779648
"1380685",2.08887382247199e-05,8.79991415194861e-06,8.41496588395674e-06,1.61974523432146e-05,5.58896068485527e-06,8.42900251184275e-06,1.46667268378537e-05,8.74329582571518e-06,7.10618731287965e-06,9.5790902145032e-06,8.05545528857901e-06,"v_4001",40,2.7350053332604e-05,26916.3544683834
"1123366",2.35744331393267e-05,2.00442489016607e-05,1.50583600028699e-05,2.39587315910049e-05,2.07589968294624e-05,1.81223554004619e-05,2.5102667087865e-05,1.7150311042749e-05,2.30951087668589e-05,1.59651503575053e-05,2.14812141028774e-05,"v_511",72,2.73485573635991e-05,80444.6349999102
"86665",2.29776120471918e-05,1.80887124234499e-05,1.46154670616091e-05,2.39587315910049e-05,1.83637279645245e-05,2.02296060284226e-05,2.20000902567805e-05,1.44600661732982e-05,2.1318561938639e-05,1.50528560513622e-05,2.18648072118573e-05,"v_3869",61,2.73478094404638e-05,76549.2031984325
"1637841",1.10411902044948e-05,1.49109656463574e-05,1.28438952965655e-05,1.48476646479467e-05,8.78265250477257e-06,6.32175188388206e-06,1.41026219594747e-05,9.41585704307788e-06,1.06592809693195e-05,7.29835444914529e-06,4.60311730775944e-06,"v_940",45,2.7346313716911e-05,22267.6458077964
"1918945",8.35549528988794e-06,5.62216737485605e-06,4.42892941260881e-06,9.11106694305819e-06,3.99211477489662e-06,8.00755238625061e-06,7.61541585811634e-06,4.03536730417623e-06,5.77377719171472e-06,6.38606014300213e-06,5.7538966346993e-06,"v_2619",44,2.73455659164866e-05,104889.6159025
"1261127",1.13396007505622e-05,9.04435621172496e-06,9.3007517664785e-06,1.28229831050449e-05,1.27747672796692e-05,9.27190276302702e-06,1.41026219594747e-05,7.73445399967112e-06,1.15475543834294e-05,9.5790902145032e-06,1.07406070514387e-05,"v_1820",51,2.73448181569593e-05,46930.3881514864
"1404649",1.19364218426971e-05,9.04435621172496e-06,9.3007517664785e-06,9.11106694305819e-06,7.18580659481392e-06,7.58610226065847e-06,1.35385170810957e-05,8.74329582571518e-06,7.10618731287965e-06,1.04913845206464e-05,8.05545528857901e-06,"v_19",39,2.73388375526273e-05,77575.397169605
"2661553",2.4469664777529e-05,1.90664806625553e-05,1.68299317679135e-05,2.69957539053576e-05,1.75653050095451e-05,2.27583067819754e-05,2.4538562209486e-05,1.84954334774744e-05,2.30951087668589e-05,1.4140561745219e-05,2.10976209938974e-05,"v_2257",56,2.73365955003964e-05,49877.1012402521
"2635519",5.96821092134853e-06,6.3554935541851e-06,9.74364470773938e-06,1.1810642333594e-05,5.58896068485527e-06,7.58610226065847e-06,6.76925854054786e-06,6.05305095626435e-06,6.2179138987697e-06,6.38606014300213e-06,5.7538966346993e-06,"v_5512",50,2.73291246481375e-05,128092.74402062
"1712410",2.08887382247199e-05,1.27109871083702e-05,8.41496588395674e-06,1.92344746575673e-05,8.78265250477257e-06,1.13791533909877e-05,2.00257231824541e-05,7.39817339098976e-06,1.37682379187043e-05,1.66493710871127e-05,1.03570139424587e-05,"v_4415",52,2.73283777874945e-05,37061.8345402422
"89153",1.6114169487641e-05,1.36887553474756e-05,2.48020047106093e-05,1.95719215813843e-05,1.19763443246899e-05,1.68580050236855e-05,1.52308317162327e-05,1.07609794778033e-05,1.59889214539792e-05,1.36844145921474e-05,8.82264150653892e-06,"v_4427",49,2.73268841886648e-05,69914.5747555365
"1193324",1.19364218426971e-05,1.00221244508304e-05,9.3007517664785e-06,1.48476646479467e-05,1.35731902346485e-05,1.34864040189484e-05,1.46667268378537e-05,7.73445399967112e-06,1.02151442622645e-05,7.98257517875266e-06,6.5210828526592e-06,"v_5037",41,2.73164335664336e-05,80906.4931427024
"458817",6.56503201348338e-06,5.8666094346324e-06,7.52918000143497e-06,8.43617309542425e-06,5.58896068485527e-06,2.95015087914496e-06,1.04359402500113e-05,6.05305095626435e-06,7.10618731287965e-06,4.10532437764423e-06,8.82264150653892e-06,"v_2394",32,2.73134491423577e-05,72522.7899267016
"670",2.53648964157312e-05,2.68886265753985e-05,2.2144647063044e-05,3.71191616198667e-05,1.51700361446072e-05,1.81223554004619e-05,2.96155061148969e-05,1.98405559121998e-05,1.9986151817474e-05,2.21231369239717e-05,1.6110910577158e-05,"v_2577",70,2.73104653703299e-05,58219.2351485127
"155978",1.55173483955062e-05,1.97998068418844e-05,1.59441458853917e-05,2.66583069815406e-05,1.91621509195038e-05,1.72794551492776e-05,1.97436707432646e-05,1.41237855646168e-05,2.1318561938639e-05,1.43686353217548e-05,9.97342083347878e-06,"v_4597",45,2.73097195291804e-05,53891.428989515
"2562661",9.84754802022507e-06,8.31103003239591e-06,1.01865376490003e-05,1.113574848596e-05,1.67668820545658e-05,9.27190276302702e-06,1.24103073243377e-05,8.07073460835247e-06,8.43859743404459e-06,8.21064875528846e-06,4.60311730775944e-06,"v_5664",42,2.73082279690871e-05,89128.061859693
"1282",7.75867419775309e-06,9.04435621172496e-06,7.52918000143497e-06,1.88970277337503e-05,1.03794984147312e-05,1.05362531398034e-05,1.21282548851482e-05,7.06189278230841e-06,1.59889214539792e-05,1.57370767809695e-05,1.07406070514387e-05,"v_4042",32,2.73067365719123e-05,48084.330415094
"2283318",1.58157589415736e-05,1.31998712279229e-05,1.19581094140438e-05,1.48476646479467e-05,1.11779213697105e-05,9.27190276302702e-06,1.74872512297486e-05,1.27786631298914e-05,1.02151442622645e-05,9.5790902145032e-06,1.26585725963385e-05,"v_1620",31,2.73037542662116e-05,40010.9499170923
"1123384",1.01459585662925e-05,4.888841195527e-06,9.74364470773938e-06,1.55225584955806e-05,7.18580659481392e-06,9.27190276302702e-06,1.10000451283903e-05,9.75213765175924e-06,1.24358277975394e-05,5.47376583685897e-06,9.20623461551887e-06,"v_5175",45,2.72836407290189e-05,17389.4454966655
"13373",5.96821092134853e-06,8.31103003239591e-06,7.08628706017409e-06,1.113574848596e-05,4.79053772987595e-06,7.58610226065847e-06,1.01538878108218e-05,5.04420913022029e-06,1.37682379187043e-05,7.0702808726095e-06,3.83593108979953e-06,"v_942",59,2.72828963522768e-05,41931.6875435532
"2479367",1.28316534808993e-05,1.02665665106067e-05,1.1072323531522e-05,1.34978769526788e-05,6.3873836398346e-06,1.09577032653956e-05,1.60769890338012e-05,1.07609794778033e-05,1.37682379187043e-05,1.36844145921474e-05,1.49601312502182e-05,"v_1899",33,2.7279919251439e-05,32076.2040318177
"2489010",8.95231638202279e-06,8.55547209217226e-06,1.15152164727829e-05,1.28229831050449e-05,1.11779213697105e-05,8.85045263743489e-06,1.07179926892008e-05,6.72561217362706e-06,9.77100755520952e-06,1.02633109441106e-05,6.13748974367925e-06,"v_1794",35,2.72747108880646e-05,42019.8660599167
"111769",1.31300640269668e-05,1.22221029888175e-05,1.24010023553047e-05,1.99093685052012e-05,1.75653050095451e-05,6.32175188388206e-06,1.52308317162327e-05,1.1433540695166e-05,1.90978784033641e-05,1.11756052502537e-05,9.97342083347878e-06,"v_2713",54,2.72732231495118e-05,112282.971857189
"69220",4.77456873707882e-06,6.11105149440875e-06,7.08628706017409e-06,7.08638540015637e-06,4.79053772987595e-06,2.52870075355282e-06,8.17952073649533e-06,4.03536730417623e-06,6.66205060582468e-06,5.01761868378739e-06,5.37030352571934e-06,"v_1891",43,2.72724793410969e-05,52333.0121999499
"1815583",2.08887382247199e-05,2.4444205977635e-05,2.03730752980005e-05,3.07076700673443e-05,1.91621509195038e-05,2.27583067819754e-05,2.20000902567805e-05,1.68140304340676e-05,2.66482024232987e-05,1.77897389697917e-05,2.03304347759375e-05,"v_1255",50,2.72709918459734e-05,45621.1869985075
"2242",7.16185310561824e-06,8.55547209217226e-06,8.41496588395674e-06,1.38353238764958e-05,5.58896068485527e-06,1.01148030142113e-05,1.32564646419062e-05,6.72561217362706e-06,1.19916910904844e-05,1.34563410156116e-05,8.82264150653892e-06,"v_5299",54,2.72687609075044e-05,22277.3821009411
"2020965",8.35549528988794e-06,6.59993561396145e-06,1.19581094140438e-05,1.1810642333594e-05,7.18580659481392e-06,6.7432020094742e-06,1.21282548851482e-05,7.39817339098976e-06,4.88550377760476e-06,1.04913845206464e-05,4.21952419877948e-06,"v_3776",32,2.72643001254158e-05,64361.7347898022
"69713",1.6114169487641e-05,1.56442918256864e-05,1.59441458853917e-05,1.58600054193976e-05,5.58896068485527e-06,1.09577032653956e-05,1.83334085473171e-05,1.37875049559355e-05,1.77654682821991e-05,1.02633109441106e-05,1.26585725963385e-05,"v_5095",53,2.72635568036206e-05,19263.674160779
"490759",1.93966854943827e-05,1.68665021245682e-05,1.06294305902611e-05,2.09217092766521e-05,1.19763443246899e-05,7.16465213506634e-06,1.94616183040751e-05,1.44600661732982e-05,1.19916910904844e-05,1.34563410156116e-05,1.49601312502182e-05,"v_2319",41,2.72620702816172e-05,36776.6637820625
"689",1.01459585662925e-05,6.11105149440875e-06,7.97207294269585e-06,8.77362001924122e-06,7.98422954979325e-06,5.90030175828992e-06,1.15641500067693e-05,4.03536730417623e-06,6.66205060582468e-06,8.66679590836004e-06,7.67186217959906e-06,"v_2613",38,2.72620702816172e-05,30444.3646931498
"158841",2.35744331393267e-05,2.05331330212134e-05,2.39162188280876e-05,2.39587315910049e-05,1.83637279645245e-05,1.43293042701327e-05,2.5102667087865e-05,1.37875049559355e-05,1.68771948680892e-05,1.9614327582078e-05,1.80288761220578e-05,"v_2168",46,2.72568687309202e-05,24158.0064348062
"320778",1.8203043310113e-05,1.24665450485939e-05,1.94872894154788e-05,3.20574577626122e-05,1.83637279645245e-05,1.89652556516462e-05,2.5102667087865e-05,1.31149437385728e-05,2.1318561938639e-05,1.87020332759348e-05,2.03304347759375e-05,"v_2643",42,2.72516691647363e-05,37279.5235585448
"178469",7.75867419775309e-06,8.31103003239591e-06,9.74364470773938e-06,1.0798301562143e-05,7.18580659481392e-06,8.42900251184275e-06,9.5897829324428e-06,5.38048973890165e-06,1.06592809693195e-05,7.75450160221688e-06,9.97342083347878e-06,"v_4957",32,2.72509265315021e-05,27757.9214302456
"10294",1.13396007505622e-05,1.12443347497121e-05,1.72728247091744e-05,1.48476646479467e-05,1.11779213697105e-05,1.64365548980934e-05,1.35385170810957e-05,8.74329582571518e-06,1.19916910904844e-05,1.50528560513622e-05,8.82264150653892e-06,"v_6106",40,2.72464715819301e-05,80103.9433793914
"272131",8.35549528988794e-06,1.90664806625553e-05,9.74364470773938e-06,9.78596079069213e-06,3.99211477489662e-06,7.58610226065847e-06,1.57949365946117e-05,9.07957643439653e-06,9.32687084815455e-06,5.47376583685897e-06,6.90467596163915e-06,"v_4624",44,2.7241275981367e-05,28273.2734721875
