"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"692370",0.000451283902703191,0.000348011488784339,0.000302425562486458,0.000364021048278078,0.000393182936704452,0.000372058092737202,0.000411042403028025,0.000436576003588034,"v_462",42,2.05414732344604e-05,351.698241789508
"239759",0.000758721061419739,0.00041188701520678,0.000560148703971901,0.000724624058544155,0.000544702214751533,0.000467225729884102,0.000361575619530346,0.000295821991502275,"v_5014",265,2.05410512910051e-05,12857.1295882762
"871742",0.00052941242835868,0.000640957868583814,0.000452497975847008,0.000476389047922602,0.000444584413307766,0.000529235412006969,0.000309831592802596,0.000293436330280482,"v_1111",79,2.05380981721093e-05,2192.06892531914
"2766781",2.82052439189494e-07,0,4.56147153071581e-07,8.54509503000183e-07,3.83593108979953e-07,0,0,7.95220407264179e-07,"v_2602",18,2.05372545798078e-05,535.911285384003
"1266925",8.17952073649533e-05,0.000180613557470353,0.000186108038453205,9.78413380935209e-05,0.000141545857213603,0.000173110362593004,0.000107916026402864,8.50885835772672e-05,"v_1197",4,2.05330376575911e-05,90.2824787514671
"1045855",0.000224231689155648,0.000200436996704904,0.000188844921371635,0.000194400911932542,0.000342932239428078,0.000280335437930461,0.000309705079289814,0.000509736281056339,"v_1715",65,2.05313513735474e-05,14375.2676996051
"1850374",0.000672413015027754,0.000447128684957093,0.000457743668107331,0.000646009184268138,0.000532810828373155,0.000378086811832481,0.000548183050883482,0.000403176746482939,"v_244",72,2.05292439079469e-05,6103.78126216939
"2742668",2.82052439189494e-07,0,0,8.54509503000183e-07,3.83593108979953e-07,0,7.5908107669072e-07,0,"v_1815",36,2.05229241062267e-05,13293.3895575768
"37919",0.000627002572318245,0.000698225581928072,0.000804643578018269,0.000590038811821626,0.000360577522441156,0.000401340442628556,0.000207229133936567,0.000221071273219442,"v_3439",215,2.05191340925413e-05,5577.01596824023
"1482074",0.000625028205243919,0.000352416697503128,0.000447252283586685,0.00060541998287563,0.000545852994078473,0.000415550994781713,0.000520350078071489,0.000457251734176903,"v_251",54,2.05166081943333e-05,11652.9307208071
"2508168",0.000283180648946252,0.000251096896970978,0.000220319074933574,0.000252080303385054,0.000368632977729735,0.000290670384950939,0.000328176052155955,0.000774544676675311,"v_1707",84,2.05132412972574e-05,11991.9570277329
"2560514",2.82052439189494e-07,0,2.2807357653579e-07,4.27254751500091e-07,7.67186217959906e-07,0,6.32567563908934e-07,0,"v_5854",48,2.05128205128205e-05,64921.6944186604
"1921548",0,0,0,0,0,0,1.77118917894501e-06,1.59044081452836e-06,"v_7396",7,2.05115582630812e-05,3279.2794258453
"434010",0.000366386118507153,0.00034360628006555,0.000231494680183827,0.00032514086589157,0.000389730598723632,0.000393158609570678,0.000491125456618896,0.00013121136719859,"v_817",21,2.05107168495539e-05,1858.39707258283
"758802",0.000561002301547904,0.00046474951983225,0.000622868937519244,0.000569957838501122,0.000430007875166527,0.000440527116747868,0.000362334700607037,0.000442142546438884,"v_3350",198,2.05090342295781e-05,4570.7495213741
"1673076",0.000177128931811002,0.000233476062095822,0.000168774446636485,0.000179874250381539,0.000275036259138626,0.000184737177991041,0.000566274483211277,0.000211528628332272,"v_396",28,2.0507351885651e-05,3424.01043703743
"2560501",2.82052439189494e-07,0,6.84220729607371e-07,4.27254751500091e-07,0,0,3.7954053834536e-07,7.95220407264179e-07,"v_5808",23,2.05060903088217e-05,19628.7795151769
"1842537",0.000393463152669344,0.00031497242339342,0.000240845696821795,0.000312750478098067,0.000443433633980826,0.000472823826186861,0.000596764239791688,0.000171767607969063,"v_816",20,2.05048288872029e-05,5534.85345243772
"1701758",0.000458899318561307,0.000330390653909182,0.000366514237493015,0.000430672789512092,0.000424637571640808,0.000339330760505689,0.000391306295034066,0.000463613497435017,"v_264",46,2.0501886173528e-05,9402.00561211738
"434009",0.000627848729635814,0.000841394865288717,0.000547604657262433,0.000597729397348628,0.000394717309140372,0.00047669943131954,0.000280100917298876,0.000187672016114346,"v_798",192,2.04972636153074e-05,5281.5544553755
"2621872",0.000484001985649172,0.000497788585223168,0.000622868937519244,0.000464853169632099,0.000423486792313868,0.000581340769901878,0.000244424106694412,0.000326835587385578,"v_3660",161,2.04960032793605e-05,8643.30518362761
"1407064",8.46157317568482e-07,0,4.56147153071581e-07,0,3.83593108979953e-07,4.3062279251991e-07,2.53027025563573e-07,0,"v_2033",51,2.04951631414986e-05,22801.3545644001
"10492",8.46157317568482e-07,0,4.56147153071581e-07,0,3.83593108979953e-07,4.3062279251991e-07,2.53027025563573e-07,0,"v_6162",51,2.04951631414986e-05,22801.3545644001
"1241832",2.82052439189494e-07,0,0,1.70901900600037e-06,0,0,3.7954053834536e-07,0,"v_2079",20,2.04884445172922e-05,2311.58503725522
"1575",0.000493873821020804,0.000482370354707406,0.000601886168477951,0.000500742568758107,0.000419650861224069,0.000385407399305319,0.000491758024182805,0.000434985562773506,"v_3185",38,2.04880247495339e-05,1351.52445026761
"2133",0,0,1.59651503575053e-06,4.27254751500091e-07,3.83593108979953e-07,8.6124558503982e-07,0,0,"v_6453",8,2.04871852656164e-05,133.913323011494
"1885",0.000421386344149104,0.000383253158534651,0.000492866998893843,0.000439217884542094,0.000499821821000879,0.000464211370336463,0.000319193592748448,0.000392838881188505,"v_3052",36,2.04796330049766e-05,398.411603201797
"68210",0.000471027573446455,0.00051320681573893,0.000544639700767468,0.000499460804503607,0.000546236587187453,0.000445263967465587,0.000264160214688371,0.000295821991502275,"v_3043",51,2.04766975182243e-05,10831.9931534832
"74329",0.000182487928155603,0.000149777096438829,0.000142545985334869,0.000167483862588036,0.000207140278849175,0.00018947402870876,0.000197614106965151,0.00117533576193646,"v_724",44,2.0469990993204e-05,6592.06461553549
"2528026",0.000782413466311657,0.000499991189582562,0.000569727794186404,0.000757949929161162,0.000481409351769841,0.000420718468291952,0.000365624051939364,0.000307750297611237,"v_4859",276,2.04662205030597e-05,9223.75967844328
"2520516",2.82052439189494e-07,0,4.56147153071581e-07,8.54509503000183e-07,0,0,6.32567563908934e-07,0,"v_5934",45,2.04653828049854e-05,14063.3831393955
"187218",2.82052439189494e-07,0,1.14036788267895e-06,4.27254751500091e-07,0,0,7.5908107669072e-07,0,"v_6087",19,2.04637076145456e-05,6258.99187846665
"2614638",0.000232411209892143,0.000251096896970978,0.000275284806878699,0.000239262660840051,0.000208674651285094,0.000148564863419369,0.000256822430947027,0.000276736701727934,"v_3155",23,2.04611953430319e-05,1914.54011134065
"455432",0.000641951351595289,0.000601310990114712,0.0007704325415379,0.00065669055305564,0.000422719606095908,0.000490479360680177,0.000233923485133524,0.000267194056840764,"v_3456",225,2.04553357743367e-05,5240.86614042112
"1549858",0.00040136062096665,0.000436115663160121,0.000401409494702991,0.000423836713488091,0.000533961607700095,0.000411675389649034,0.000367395241118309,0.000396814983224826,"v_371",22,2.04498977505112e-05,1738.47817503658
"1197460",0.000796798140710321,0.000533030254973481,0.000503130309837954,0.000907916346937694,0.000376304839909334,0.000375933697869881,0.000412560565181406,0.000204371644666894,"v_5",137,2.04494795607452e-05,2587.04139693216
"193462",0.000590053702784422,0.000546245881129848,0.00069836129135259,0.000587475283312626,0.000515932731578037,0.000547321569292805,0.000280859998375567,0.000318088162905672,"v_3033",248,2.04486432325215e-05,6427.73779255648
"2774190",0.000273590866013809,0.000226868249017638,0.000236968446020686,0.000282842645493061,0.000347535356735837,0.000317799620879693,0.000343990241253678,0.00111967033342796,"v_709",80,2.04473888684415e-05,28983.9868950205
"1404367",0.00055225867593303,0.000493383376504379,0.000359443956620406,0.000625073701444634,0.00048754684151352,0.000728613764943687,0.000412054511130279,0.000182105473263497,"v_34",70,2.04452986035861e-05,390.822984649329
"1752398",0.000321821833115213,0.000273122940564924,0.000260916171556944,0.000346930858218074,0.000382058736544033,0.000338469514920649,0.00042483237592124,0.000449299530104261,"v_171",89,2.04436266993765e-05,5090.96573968024
"261654",0.000577925447899273,0.000458141706754066,0.000710449190908987,0.000646436439019638,0.000483327317314741,0.000603733155112914,0.000359804430351401,0.00023220435892114,"v_3576",211,2.04432087660479e-05,9079.635176306
"316056",0.000694413105284535,0.000473559937269828,0.000426497588121928,0.000696425244945149,0.000468750779173503,0.00037980930300256,0.000566527510236841,0.000287869787429633,"v_54",52,2.04398659144796e-05,706.699676351461
"1325114",0.000510232862493795,0.000636552659865024,0.000297864090955742,0.000569957838501122,0.000385511074524853,0.000702776397392493,0.000302620322574034,0.000127235265162269,"v_11",58,2.04352712782262e-05,9958.67933219737
"262177",5.64104878378988e-07,0,4.56147153071581e-07,1.28176425450027e-06,0,0,0,0,"v_6280",51,2.04348536864476e-05,1232.76703432246
"62098",0,4.4052087187891e-06,0,4.27254751500091e-07,0,4.3062279251991e-07,0,0,"v_6425",3,2.04336010135066e-05,164.820063108822
"1914851",0,0,1.14036788267895e-06,4.27254751500091e-07,0,4.3062279251991e-07,1.26513512781787e-07,7.95220407264179e-07,"v_6657",13,2.04310961283073e-05,12401.9801813495
"2306284",0,0,9.12294306143162e-07,8.54509503000183e-07,0,4.3062279251991e-07,0,1.59044081452836e-06,"v_6585",10,2.04306787071467e-05,1120.7640670403
"2744421",2.82052439189494e-07,0,6.84220729607371e-07,4.27254751500091e-07,7.67186217959906e-07,0,0,0,"v_5761",38,2.04302613030421e-05,13702.8060288157
"1325107",0.000608105058892549,0.000574879737801977,0.000396848023172275,0.000681471328642646,0.000456475799686144,0.000700623283429893,0.000384348051831068,0.000138368350863967,"v_32",81,2.04265054334504e-05,847.421677071853
"999431",5.64104878378988e-07,0,2.2807357653579e-07,4.27254751500091e-07,3.83593108979953e-07,4.3062279251991e-07,2.53027025563573e-07,0,"v_5103",35,2.04139958355449e-05,4291.54154062926
"316058",0.000795105826075184,0.000458141706754066,0.000467322758321835,0.000773758354966666,0.000494835110584139,0.000375503075077361,0.000574624375054875,0.000310931179240294,"v_52",78,2.04060810121416e-05,6509.22280293584
"2734264",5.64104878378988e-07,0,0,8.54509503000183e-07,3.83593108979953e-07,8.6124558503982e-07,1.26513512781787e-07,0,"v_5765",23,2.04048318641854e-05,6558.46698914807
"29303",0.000539002211291123,0.000548448485489242,0.000647500883785109,0.000530223146611613,0.000451105496160425,0.000548613437670365,0.000267070025482352,0.000311726399647558,"v_3037",155,2.04027502907392e-05,15390.1238617959
"43669",0.000224231689155648,0.000160790118235802,0.000243582579740224,0.000212345611495545,0.000455325020359204,0.000195072125011519,0.000403198565235554,0.00099323028867296,"v_3324",59,2.03977562468129e-05,16770.4871073275
"145263",2.82052439189494e-07,0,2.2807357653579e-07,4.27254751500091e-07,0,4.3062279251991e-07,1.01210810225429e-06,0,"v_5416",25,2.03965081178102e-05,11092.6102273267
"184912",0,0,2.2807357653579e-07,8.54509503000183e-07,3.83593108979953e-07,4.3062279251991e-07,5.06054051127147e-07,0,"v_6482",25,2.03952601415431e-05,35589.4111344663
"1034152",2.82052439189494e-07,0,1.36844145921474e-06,8.54509503000183e-07,0,0,0,0,"v_5654",24,2.03848662752772e-05,3551.87473240947
"438753",0.000689054108939934,0.000396468784691019,0.000470515788393336,0.000696425244945149,0.000517083510904977,0.000425024696217151,0.000490619402567769,0.00044532342806794,"v_247",55,2.03807116944524e-05,1448.91877590528
"2560505",2.82052439189494e-07,0,2.2807357653579e-07,8.54509503000183e-07,0,0,5.06054051127147e-07,7.95220407264179e-07,"v_5809",22,2.03782197587219e-05,9259.78873445438
"1503929",2.82052439189494e-07,2.20260435939455e-06,4.56147153071581e-07,4.27254751500091e-07,0,1.29186837755973e-06,2.53027025563573e-07,0,"v_5898",24,2.03753132704415e-05,1341.1844473458
"42881",0.000348334762399025,0.000264312523127346,0.000421479969438141,0.000363593793526578,0.000447653158179605,0.000421149091084472,0.000289336403731946,0.000335583011865484,"v_3079",21,2.03682581065667e-05,116.508082937885
"538220",0,0,2.2807357653579e-07,8.54509503000183e-07,3.83593108979953e-07,0,7.5908107669072e-07,0,"v_6451",31,2.03678432490784e-05,13647.6993055519
"187217",0,0,2.2807357653579e-07,8.54509503000183e-07,3.83593108979953e-07,0,7.5908107669072e-07,0,"v_6746",31,2.03678432490784e-05,13647.6993055519
"1198137",2.82052439189494e-07,0,1.36844145921474e-06,0,7.67186217959906e-07,0,0,0,"v_5908",10,2.03649397197784e-05,12645.3889038569
"2055",0.000261462611128661,0.00167177670878046,0.000435848604759896,0.000266606964936057,0.000204455127086315,0.000259234921096986,0.000134863404625385,0.000138368350863967,"v_3546",25,2.03636956034781e-05,1115.39382664741
"354354",0.000242847150142154,0.000643160472943208,0.000143686353217548,0.000292669504777563,0.000368249384620755,0.0002855029114407,0.00032640486297701,5.80510897302851e-05,"v_5003",9,2.03632809318237e-05,5735.18036990104
"2499144",0.000275847285527325,0.000207044809783088,0.000240161476092187,0.000251225793882054,0.00049214995882128,0.000328995813485211,0.000647369644904403,0.000786472982784273,"v_217",99,2.03607932565053e-05,14379.399550784
"2728835",0.00037936053070987,0.000354619301862522,0.00024814405127094,0.000334967725176072,0.000364797046639935,0.000235120044715871,0.0013697618028884,0.000143139673307552,"v_4887",11,2.03595496467618e-05,246.580870209254
"2005060",2.82052439189494e-07,0,2.2807357653579e-07,8.54509503000183e-07,0,0,3.7954053834536e-07,7.95220407264179e-07,"v_5850",23,2.03595496467618e-05,6730.7855028667
"1110502",0.000667900176000722,0.000475762541629222,0.000571096235645619,0.000644727420013638,0.000597254470681787,0.000486603755547498,0.000458231943295631,0.0004262381382936,"v_503",181,2.03591351439391e-05,5388.71382348483
"1852022",0.000502335394196489,0.000345808884424944,0.000407111334116386,0.000493906492734106,0.000523221000648656,0.000352249444281286,0.000470124213497119,0.000497012754540112,"v_121",39,2.03541624262162e-05,14189.710986628
"114615",0.000821336702919807,0.000414089619566175,0.000519095460195459,0.000901080270913693,0.000514398359142117,0.000405216047761235,0.000484420240441461,0.000283098464986048,"v_3",157,2.03508486303879e-05,8473.66209023759
"39960",0.000511079019811363,0.000328188049549788,0.00039388306667731,0.000428109261003092,0.000521686628212736,0.000389283004437999,0.000417241565154333,0.000522459807572566,"v_450",50,2.03491921370722e-05,7328.08306528841
"2560503",2.82052439189494e-07,0,2.2807357653579e-07,1.28176425450027e-06,3.83593108979953e-07,0,0,0,"v_5835",33,2.03491921370722e-05,8104.50948264409
"45764",5.64104878378988e-07,2.20260435939455e-06,4.56147153071581e-07,4.27254751500091e-07,0,4.3062279251991e-07,1.26513512781787e-07,0,"v_5598",39,2.03487780558777e-05,1256.51663598261
"633149",0.000232129157452954,0.000207044809783088,0.000188388774218563,0.000206791299726044,0.000265446431414127,0.000263110526229665,0.000239490079695922,0.000716493586945026,"v_723",59,2.03450520833333e-05,2552.30083018443
"1349819",0.000516438016155964,0.000376645345456468,0.000435164384030288,0.000507151390030609,0.000479107793115961,0.000341914497260808,0.000474172645906137,0.00051371238309266,"v_260",41,2.03429826881217e-05,3964.97018970055
"1985293",8.46157317568482e-07,0,2.2807357653579e-07,4.27254751500091e-07,3.83593108979953e-07,4.3062279251991e-07,0,0,"v_5929",34,2.03425688595956e-05,32587.0793980723
"115808",0.000793131459000857,0.000473559937269828,0.000503814530567561,0.000859636560018184,0.000470668744718402,0.000403062933798636,0.000473287051316664,0.000288665007836897,"v_6",192,2.03396725312722e-05,4528.29529969343
"2734280",5.64104878378988e-07,0,2.2807357653579e-07,0,7.67186217959906e-07,4.3062279251991e-07,2.53027025563573e-07,0,"v_5771",42,2.03371906204877e-05,18270.0557099341
"348043",0.000513899544203258,0.000530827650614086,0.000577482295788621,0.000566112545737621,0.000602624774207506,0.000490909983472697,0.000298445376652235,0.000351487420010767,"v_3039",52,2.03342958233356e-05,2063.70846853455
"2734229",2.82052439189494e-07,2.20260435939455e-06,1.14036788267895e-06,0,3.83593108979953e-07,4.3062279251991e-07,1.26513512781787e-07,0,"v_5853",14,2.03342958233356e-05,460.445717579449
"173480",0.000636028250372309,0.000447128684957093,0.000479866805031303,0.000631482522717135,0.000676658244240637,0.000541292850197527,0.000381438241037087,0.000349101758788975,"v_5059",102,2.03322286155786e-05,3614.68683673406
"2561924",0.000229308633061059,0.000165195326954591,0.000190213362830849,0.000225163254040548,0.000319149466671321,0.0002855029114407,0.00034272510612586,0.00120078281496891,"v_711",88,2.03301618280882e-05,9723.77642382206
"366602",0.00040136062096665,0.000288541171080686,0.000321127595762393,0.000384102021598582,0.000348302542953797,0.000391866741193118,0.00041850670028215,0.000446913868882469,"v_700",39,2.03276822376713e-05,780.069237896295
"2776735",5.64104878378988e-07,0,4.56147153071581e-07,4.27254751500091e-07,0,0,2.53027025563573e-07,7.95220407264179e-07,"v_6317",34,2.03272690314056e-05,16152.1899578469
"2571749",0.000519258540547859,0.000299554192877659,0.000309495843359068,0.000506296880527608,0.000443050040871846,0.000424594073424631,0.000393963078802484,0.000488265330060206,"v_420",32,2.03252032520325e-05,3139.62049407873
"2057741",0.000744336387021075,0.000486775563426195,0.000483059835102804,0.000859209305266684,0.000428089909621628,0.000395311723533277,0.000599674050585669,0.000217890391590385,"v_7",61,2.03235509308186e-05,2622.78435025145
"1826872",0.000159077575702875,0.000323782840830999,0.000213704941214036,7.73331100215166e-05,0.000187960623400177,0.000118851890735495,0.000255051241768082,0.000454866072955111,"v_5457",25,2.03235509308186e-05,11243.601889724
"379684",0.000259770296493524,0.000253299501330373,0.000225792840770433,0.000262334417421056,0.00032873929439582,0.000301866577556457,0.000573485753439839,0.000597210525855399,"v_135",84,2.03177699215734e-05,4010.92661847717
"2675225",0.000659156550385848,0.000548448485489242,0.000496972323271487,0.000585339009555125,0.000527824117956415,0.000465933861506542,0.000430651997509202,0.00046043261580596,"v_419",182,2.03165315617318e-05,5565.32566255954
"1046625",2.82052439189494e-07,0,6.84220729607371e-07,4.27254751500091e-07,0,0,1.26513512781787e-07,1.59044081452836e-06,"v_1575",17,2.03115796315479e-05,1057.46818007021
"2794946",0,0,9.12294306143162e-07,1.28176425450027e-06,0,0,1.26513512781787e-07,0,"v_6546",24,2.03111670796604e-05,9071.08284725743
"2566013",0.000361309174601742,0.0003634297193001,0.000451129534387793,0.000368720850544579,0.000285393273081085,0.000464641993128983,0.000195083836709515,0.000364210946526994,"v_3289",23,2.03099295245445e-05,143.693678021268
"2734218",5.64104878378988e-07,0,4.56147153071581e-07,4.27254751500091e-07,3.83593108979953e-07,0,1.26513512781787e-07,0,"v_5815",66,2.03082796856278e-05,38729.4701579818
"2560069",5.64104878378988e-07,0,4.56147153071581e-07,4.27254751500091e-07,3.83593108979953e-07,0,1.26513512781787e-07,0,"v_6228",66,2.03082796856278e-05,38729.4701579818
"2734254",2.82052439189494e-07,0,0,8.54509503000183e-07,1.15077932693986e-06,0,2.53027025563573e-07,0,"v_5774",26,2.03066301147325e-05,418.168733208107
"33889",0.000513335439324879,0.000471357332910433,0.000637921793570606,0.000522105306333112,0.000377072026127294,0.000386699267682879,0.000317548917082285,0.000543135538161435,"v_3314",22,2.03058054297724e-05,893.210121564948
"216427",2.82052439189494e-07,0,0,0,7.67186217959906e-07,4.3062279251991e-07,1.26513512781787e-06,0,"v_4803",19,2.03004466098254e-05,8891.88754503098
"2768161",0.000528566271041112,0.000603513594474106,0.000606675713585203,0.000661817610073642,0.000466065627410643,0.00057358955963652,0.000355123430378475,0.00039204366078124,"v_519",191,2.02996224270229e-05,1482.95302618404
"2509614",0.000617694841824992,0.000477965145988617,0.000376777548437126,0.000502024333012607,0.000538181131898874,0.000636460487344427,0.000490619402567769,0.000232999579328405,"v_841",51,2.02979742621686e-05,4667.69293167663
"2097",2.82052439189494e-07,0,6.84220729607371e-07,4.27254751500091e-07,3.83593108979953e-07,4.3062279251991e-07,5.06054051127147e-07,0,"v_4747",22,2.02979742621686e-05,2863.6385706368
"2072936",0.000187846924500203,0.00026651512748674,0.00020047667377496,0.000211491101992545,0.000286927645517005,0.000216603264637515,0.000296927214498853,0.00023777090177199,"v_385",26,2.02963263649279e-05,5487.82963149324
"2729175",0.000261180558689472,0.000275325544924318,0.000375637180554447,0.00028027911698406,0.000190262182054057,0.000290670384950939,0.000136761107317111,0.00028150802417152,"v_3291",14,2.02905608311014e-05,179.563509188351
"2759526",0.000263719030642177,0.000286338566721291,0.000256354700026228,0.000277715588475059,0.00033027366683174,0.000267847376947384,0.000251635376922974,0.000312521620054822,"v_348",9,2.02885025056301e-05,694.96077254235
"2623841",0.00053533552958166,0.000425102641363148,0.000609412596503632,0.000510569428042609,0.00057538966346993,0.000463350124751423,0.000348544727713822,0.000534388113681528,"v_3321",20,2.02876792923657e-05,18153.055764688
"1813879",0.000337616769709824,0.00029074377544008,0.000338689261155649,0.000331549687164071,0.000469134372282483,0.00033545515537301,0.000344243268279242,0.000370572709785108,"v_373",41,2.02831528132733e-05,865.93117086152
"224325",2.82052439189494e-07,0,4.56147153071581e-07,0,1.15077932693986e-06,0,5.06054051127147e-07,0,"v_5436",23,2.02827414153297e-05,7289.52861324674
"1798806",6.26156415000677e-05,8.59015700163874e-05,0.000161019945034268,3.54621443745076e-05,5.52374076931132e-05,6.76077784256258e-05,7.21127022856184e-05,0.000130416146791325,"v_5459",3,2.02823300340743e-05,0
"2560590",1.12820975675798e-06,0,4.56147153071581e-07,0,0,0,0,7.95220407264179e-07,"v_5756",16,2.02724618877717e-05,16582.5179152935
"1708",0.000473566045399161,0.000462546915472855,0.000572236603528298,0.000490915709473605,0.000344466611863998,0.000583063261071958,0.000218741863599709,0.000476337023951243,"v_3287",32,2.02695854869768e-05,383.471576931073
"45363",5.64104878378988e-07,2.20260435939455e-06,2.2807357653579e-07,8.54509503000183e-07,0,4.3062279251991e-07,0,0,"v_4741",33,2.02687638080953e-05,331.626409119056
"942513",0,2.20260435939455e-06,0,8.54509503000183e-07,3.83593108979953e-07,8.6124558503982e-07,3.7954053834536e-07,0,"v_6331",15,2.02638351334374e-05,6869.39986238798
"1225780",2.82052439189494e-07,0,0,4.27254751500091e-07,1.15077932693986e-06,4.3062279251991e-07,3.7954053834536e-07,0,"v_2103",16,2.02634245187437e-05,9030.96243267802
"1246305",5.64104878378988e-07,0,0,1.28176425450027e-06,0,4.3062279251991e-07,0,0,"v_2591",24,2.02630139206906e-05,7428.73181254642
"2529391",5.64104878378988e-07,2.20260435939455e-06,0,4.27254751500091e-07,3.83593108979953e-07,4.3062279251991e-07,2.53027025563573e-07,0,"v_6029",32,2.0256036298817e-05,1096.83974340823
"56458",0.000227616318425922,0.000213652622861271,0.000212108426178285,0.000201664242708043,0.000318765873562341,0.000261818657852105,0.000241387782387649,0.000410333730148317,"v_1675",48,2.02494735136886e-05,423.503077538263
"2591211",5.64104878378988e-07,0,6.84220729607371e-07,4.27254751500091e-07,3.83593108979953e-07,0,0,0,"v_5589",57,2.02494735136886e-05,99771.4009332443
"434008",0.000703720835777788,0.000896459974273581,0.000570868162069084,0.000602429199615129,0.000439214109782046,0.000512441123098693,0.000305530133368015,0.000234590020142933,"v_796",176,2.02474235153577e-05,4166.36217803502
"159",2.53847195270545e-06,0,0,0,3.83593108979953e-07,1.29186837755973e-06,0,7.95220407264179e-07,"v_5150",2,2.02466036322407e-05,4.52344803697653
"2789216",0.000672977119906133,0.000431710454441331,0.000507007560639062,0.00069984328295715,0.000505959310744558,0.000415120371989193,0.000558810185957152,0.000471565701507658,"v_248",50,2.02412760100397e-05,1274.60821586595
"2170254",0,2.20260435939455e-06,4.56147153071581e-07,4.27254751500091e-07,7.67186217959906e-07,4.3062279251991e-07,2.53027025563573e-07,0,"v_6396",11,2.02388180530257e-05,1114.98203661085
"2493669",0.000395437519743671,0.000330390653909182,0.000313601167736712,0.000383674766847082,0.000504424938308638,0.000248899974076508,0.000614476131581138,0.00051371238309266,"v_80",70,2.02371797466305e-05,10437.7218485287
"743009",0.000237770206236744,0.000284135962361897,0.000278249763373664,0.000194828166684042,0.000204455127086315,0.000193780256633959,0.000246701349924484,0.00028548412620784,"v_3154",21,2.02343133485765e-05,1798.34741402448
"2560782",1.12820975675798e-06,0,2.2807357653579e-07,4.27254751500091e-07,0,0,3.7954053834536e-07,0,"v_5778",29,2.02339039294241e-05,9704.47117952982
"2732590",1.12820975675798e-06,0,0,0,3.83593108979953e-07,8.6124558503982e-07,7.5908107669072e-07,0,"v_2742",18,2.02334945268397e-05,543.004605721055
"1082933",0.000403899092919356,0.000275325544924318,0.000332987421742254,0.000359748500763077,0.000513247579815177,0.000280335437930461,0.00067482307717805,0.000528026350423415,"v_103",74,2.02318570821616e-05,4994.32600377146
"212",8.46157317568482e-07,0,0,0,0,1.29186837755973e-06,7.5908107669072e-07,0,"v_2964",17,2.0224491859642e-05,5961.08082374811
"2654248",0.000392334942912586,0.000310567214674631,0.000302197488909922,0.000340949291697073,0.000473353896481262,0.000267416754154864,0.000733019293057672,0.000585282219746436,"v_81",71,2.02224469160768e-05,12750.0822078426
"2675784",1.41026219594747e-06,2.20260435939455e-06,0,4.27254751500091e-07,0,0,1.26513512781787e-07,0,"v_1915",34,2.02187670595847e-05,838.284756663094
"545776",0,0,2.2807357653579e-07,8.54509503000183e-07,1.15077932693986e-06,0,0,0,"v_6529",20,2.02105943935811e-05,7483.41729783509
"2560608",5.64104878378988e-07,0,4.56147153071581e-07,0,3.83593108979953e-07,4.3062279251991e-07,2.53027025563573e-07,0,"v_5812",48,2.02093690634978e-05,44286.7081462201
"38875",1.18462024459588e-05,2.20260435939455e-05,1.55090032044338e-05,1.28176425450027e-05,3.56741591351356e-05,1.8947402870876e-05,0.000216211593344073,0.000540749876939642,"v_3852",9,2.02089606531536e-05,3431.67598065462
"1288494",0.000100974773229839,0.000176208348751564,0.0001484758983248,0.000108522706881023,0.000127352912181344,0.000137368670813851,0.000127525620884041,8.03172611336821e-05,"v_1196",3,2.02044692285934e-05,906.583636080658
"299152",0.000609515321088497,0.000519814628817113,0.000800538253640625,0.000706252104229651,0.000494835110584139,0.00062311118077631,0.000347279592586004,0.0002663988364335,"v_3574",205,2.02024283318855e-05,4503.38959406573
"28288",5.64104878378988e-07,0,6.84220729607371e-07,8.54509503000183e-07,0,0,0,0,"v_6282",57,2.02024283318855e-05,15166.1335204378
"2633371",0.000368924590459858,0.000325985445190393,0.000262740760169231,0.000535350203629615,0.000312628383818662,0.000223062606525313,0.000436471619097164,0.00093995052138626,"v_170",22,2.01999798000202e-05,4481.95609639823
"2734219",8.46157317568482e-07,2.20260435939455e-06,4.56147153071581e-07,4.27254751500091e-07,0,0,0,0,"v_5696",42,2.01987557566454e-05,926.254562427233
"83656",0.000608387111331739,0.000612324011911684,0.000717975618934668,0.000596020378342628,0.000551606890713172,0.000559809630275883,0.000309958106315377,0.000361825285305202,"v_3032",194,2.01971239295524e-05,15048.557589031
"862908",2.82052439189494e-07,2.20260435939455e-06,0,4.27254751500091e-07,3.83593108979953e-07,1.29186837755973e-06,2.53027025563573e-07,0,"v_3004",16,2.01967160139761e-05,4819.61756413363
"2752533",5.64104878378988e-07,0,2.2807357653579e-07,1.28176425450027e-06,0,0,1.26513512781787e-07,0,"v_5944",48,2.01946766832263e-05,9018.35933699053
"443156",0.000528848323480301,0.000737872460397174,0.000870784915213648,0.000542186279653616,0.000350220508498697,0.000547321569292805,0.000185468809738099,0.000267194056840764,"v_3303",163,2.01922300298845e-05,11260.0601813638
"1980947",2.82052439189494e-07,0,1.14036788267895e-06,0,0,1.29186837755973e-06,0,0,"v_5987",7,2.01910069255154e-05,1009.93413609637
