"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"349967",1.48476646479467e-05,6.60781307818364e-06,1.05131835321493e-05,1.02475945353247e-05,6.38933156494571e-06,7.16185310561824e-06,1.07829257761797e-05,7.99446072698961e-06,6.13748974367925e-06,7.08881973351416e-06,5.59809630275883e-06,"v_1988",66,2.86623291008627e-05,131724.735855534
"86170",1.95719215813843e-05,6.60781307818364e-06,1.33804154045537e-05,8.85594589472507e-06,8.74329582571518e-06,1.19364218426971e-05,1.70729658122845e-05,1.42123746257593e-05,1.03570139424587e-05,1.31998712279229e-05,8.18183305787829e-06,"v_4481",154,2.86352442586335e-05,210337.2583779
"265883",1.28229831050449e-05,6.60781307818364e-06,9.23885825552516e-06,8.6029188691615e-06,7.06189278230841e-06,1.16380112966296e-05,1.66236772382771e-05,1.02151442622645e-05,5.37030352571934e-06,9.04435621172496e-06,7.32058747283847e-06,"v_2700",127,2.85967571277417e-05,272847.742157827
"2489010",1.28229831050449e-05,4.4052087187891e-06,1.14689274896174e-05,8.09686481803435e-06,6.72561217362706e-06,8.95231638202279e-06,8.98577148014976e-06,9.77100755520952e-06,6.13748974367925e-06,8.55547209217226e-06,5.59809630275883e-06,"v_1794",100,2.85469597487868e-05,172196.420026014
"2624044",2.02468154290182e-05,1.32156261563673e-05,1.21060901279295e-05,7.46429725412542e-06,1.07609794778033e-05,1.46221167573039e-05,1.9319408682322e-05,1.64330581610342e-05,8.82264150653892e-06,1.3933197407252e-05,6.88996468031856e-06,"v_2981",205,2.85241599634891e-05,140887.8032429
"42422",8.77362001924122e-06,2.20260435939455e-06,7.64595165974496e-06,6.57870266465291e-06,4.37164791285759e-06,9.25072692809022e-06,1.16815029241947e-05,5.77377719171472e-06,5.7538966346993e-06,5.8666094346324e-06,3.87560513267919e-06,"v_4518",89,2.85233463589948e-05,442534.039997869
"67824",1.45102177241297e-05,4.4052087187891e-06,1.43361593620218e-05,9.36199994585222e-06,1.04246988691219e-05,1.37268851191016e-05,2.0217985830337e-05,1.55447847469242e-05,8.43904839755897e-06,1.14887768094885e-05,1.03349470204778e-05,"v_1819",144,2.85143997718848e-05,180237.201225015
"241421",1.78846869622994e-05,4.4052087187891e-06,1.5610484638646e-05,7.97035130525256e-06,1.27786631298914e-05,1.46221167573039e-05,1.88701201083145e-05,1.28799645045944e-05,7.67186217959906e-06,1.12443347497121e-05,6.88996468031856e-06,"v_4611",154,2.8508709410725e-05,99797.3465287833
"2562661",1.113574848596e-05,6.60781307818364e-06,8.60169561721308e-06,5.44008104961683e-06,8.07073460835247e-06,9.84754802022507e-06,1.30293686462171e-05,8.43859743404459e-06,4.60311730775944e-06,8.31103003239591e-06,6.02871909527874e-06,"v_5664",133,2.8499772001824e-05,283010.910656257
"47715",1.51851115717637e-05,1.32156261563673e-05,9.23885825552516e-06,8.6029188691615e-06,5.716770347583e-06,1.34284745730342e-05,1.52758115162546e-05,1.51006480398693e-05,6.5210828526592e-06,1.44220815268047e-05,4.3062279251991e-06,"v_4137",136,2.84916519459798e-05,111572.534189921
"187327",1.34978769526788e-05,4.4052087187891e-06,8.60169561721308e-06,5.6931080751804e-06,9.75213765175924e-06,1.07427796584274e-05,1.25800800722097e-05,9.77100755520952e-06,7.28826907061911e-06,7.33326179329051e-06,2.58373675511946e-06,"v_4545",150,2.84827252271497e-05,250850.770545143
"714995",9.44851386687516e-06,4.4052087187891e-06,8.60169561721308e-06,7.21127022856184e-06,6.72561217362706e-06,9.84754802022507e-06,1.21307914982022e-05,8.88273414109957e-06,6.90467596163915e-06,8.06658797261956e-06,3.87560513267919e-06,"v_526",125,2.84746148808337e-05,102492.67742573
"111769",1.99093685052012e-05,1.10130217969727e-05,1.36989967237097e-05,1.44225404571237e-05,1.1433540695166e-05,1.31300640269668e-05,1.70729658122845e-05,1.90978784033641e-05,9.97342083347878e-06,1.22221029888175e-05,9.04307864291811e-06,"v_2713",102,2.84616479294151e-05,121877.644816134
"161154",2.69957539053576e-05,1.10130217969727e-05,1.24246714470856e-05,4.93402699848968e-06,1.21061019125287e-05,1.55173483955062e-05,2.78558915884642e-05,1.82096049892541e-05,1.22749794873585e-05,1.14887768094885e-05,7.75121026535838e-06,"v_4494",195,2.84535495803101e-05,224066.136698257
"60137",2.12591562004691e-05,6.60781307818364e-06,1.43361593620218e-05,1.27778647909605e-05,1.27786631298914e-05,1.6114169487641e-05,1.88701201083145e-05,2.44275188880238e-05,1.38093519232783e-05,1.29554291681466e-05,1.16268153980376e-05,"v_611",170,2.8436558039015e-05,159474.316010877
"155978",2.66583069815406e-05,8.81041743757819e-06,1.17875088087735e-05,1.23983242526151e-05,1.41237855646168e-05,1.55173483955062e-05,2.24644287003744e-05,2.1318561938639e-05,9.97342083347878e-06,1.97998068418844e-05,8.18183305787829e-06,"v_4597",177,2.84244336431597e-05,212204.372644308
"2766701",1.45102177241297e-05,4.4052087187891e-06,9.23885825552516e-06,9.74154048419758e-06,1.04246988691219e-05,1.19364218426971e-05,1.9319408682322e-05,1.55447847469242e-05,1.03570139424587e-05,1.07554506301594e-05,6.88996468031856e-06,"v_5091",142,2.84107051537019e-05,227945.036383688
"863643",2.39587315910049e-05,6.60781307818364e-06,1.46547406811778e-05,7.21127022856184e-06,1.00884182604406e-05,1.01459585662925e-05,2.06672744043444e-05,1.73213315751442e-05,9.58982772449883e-06,1.24665450485939e-05,7.32058747283847e-06,"v_4419",179,2.84090909090909e-05,141982.764463146
"2564040",1.48476646479467e-05,8.81041743757819e-06,9.55743957468119e-06,6.32567563908934e-06,6.72561217362706e-06,1.07427796584274e-05,1.57251000902621e-05,9.77100755520952e-06,6.13748974367925e-06,9.28879827150131e-06,7.32058747283847e-06,"v_5137",132,2.83921524090741e-05,83509.5995336549
"2267264",1.85595808099334e-05,0,1.40175780428658e-05,8.85594589472507e-06,9.75213765175924e-06,1.58157589415736e-05,1.39279457942321e-05,1.59889214539792e-05,1.07406070514387e-05,1.14887768094885e-05,6.45934188779865e-06,"v_2328",142,2.83840935539724e-05,70902.8425620589
"1941349",1.88970277337503e-05,8.81041743757819e-06,1.01946022129933e-05,5.6931080751804e-06,7.73445399967112e-06,1.34284745730342e-05,1.52758115162546e-05,1.86537416963091e-05,8.82264150653892e-06,8.31103003239591e-06,7.75121026535838e-06,"v_4874",132,2.83712088972111e-05,95684.1909641173
"1621989",1.48476646479467e-05,4.4052087187891e-06,7.32737034058892e-06,4.42797294736254e-06,5.04420913022029e-06,1.10411902044948e-05,8.08719433213478e-06,1.46565113328143e-05,6.5210828526592e-06,7.08881973351416e-06,3.87560513267919e-06,"v_2900",131,2.83639664170638e-05,90858.2273478199
"2619948",2.36212846671879e-05,1.32156261563673e-05,1.17875088087735e-05,8.85594589472507e-06,9.07957643439653e-06,1.37268851191016e-05,1.48265229422471e-05,1.46565113328143e-05,8.43904839755897e-06,1.31998712279229e-05,6.45934188779865e-06,"v_4470",165,2.83615530786466e-05,93335.6801735886
"2741499",2.66583069815406e-05,1.10130217969727e-05,1.91148791493624e-05,1.74588647638866e-05,1.54689079993422e-05,2.59617175078661e-05,2.92037573104867e-05,1.9542015110419e-05,1.6110910577158e-05,1.85775965430026e-05,9.90432422795793e-06,"v_1969",196,2.83607487237663e-05,224482.467478789
"102231",1.72097931146655e-05,4.4052087187891e-06,1.43361593620218e-05,5.81962158796219e-06,9.41585704307788e-06,1.04443691123599e-05,1.7522254386292e-05,7.10618731287965e-06,6.5210828526592e-06,1.56442918256864e-05,6.45934188779865e-06,"v_4619",149,2.83551195168288e-05,216025.087512518
"573413",1.51851115717637e-05,6.60781307818364e-06,9.87602089383723e-06,7.71732427968899e-06,1.27786631298914e-05,1.64125800337085e-05,2.24644287003744e-05,1.51006480398693e-05,1.26585725963385e-05,1.29554291681466e-05,8.18183305787829e-06,"v_5116",172,2.83543155268232e-05,143056.944974267
"69713",1.58600054193976e-05,1.32156261563673e-05,1.72033912344262e-05,9.488513458634e-06,1.37875049559355e-05,1.6114169487641e-05,2.33630058483894e-05,1.77654682821991e-05,1.26585725963385e-05,1.56442918256864e-05,9.04307864291811e-06,"v_5095",147,2.8346278133681e-05,156686.293270285
"1179675",2.227149697192e-05,8.81041743757819e-06,1.40175780428658e-05,1.11331891247972e-05,1.61414692167049e-05,2.08887382247199e-05,2.60587372924343e-05,2.0430288524529e-05,1.53437243591981e-05,1.66220600647918e-05,1.20574381905575e-05,"v_929",205,2.83430644521286e-05,108271.150946755
"1565",2.05842623528352e-05,2.20260435939455e-06,1.52919033194899e-05,9.99456750976115e-06,1.24423825212101e-05,1.85014538561804e-05,2.74066030144568e-05,2.1318561938639e-05,1.34257588142984e-05,1.49109656463574e-05,6.88996468031856e-06,"v_4401",184,2.83430644521286e-05,90558.9456568447
"49338",2.12591562004691e-05,1.10130217969727e-05,1.36989967237097e-05,1.74588647638866e-05,1.04246988691219e-05,2.17839698629221e-05,3.01023344585017e-05,1.46565113328143e-05,1.41929450322583e-05,1.4666523586581e-05,9.47370143543802e-06,"v_4408",68,2.83278094104983e-05,39535.0873096282
"456163",1.92344746575673e-05,4.4052087187891e-06,1.21060901279295e-05,4.93402699848968e-06,9.41585704307788e-06,1.01459585662925e-05,1.8420831534307e-05,1.19916910904844e-05,9.20623461551887e-06,1.12443347497121e-05,4.73685071771901e-06,"v_4685",167,2.83229954399977e-05,86556.9382432195
"89153",1.95719215813843e-05,6.60781307818364e-06,1.65662285961141e-05,7.21127022856184e-06,1.07609794778033e-05,1.6114169487641e-05,2.0217985830337e-05,1.59889214539792e-05,8.82264150653892e-06,1.36887553474756e-05,1.16268153980376e-05,"v_4427",148,2.83189850475759e-05,91894.39371108
"577309",1.88970277337503e-05,6.60781307818364e-06,1.5610484638646e-05,1.69528107127594e-05,1.07609794778033e-05,1.52189378494388e-05,1.70729658122845e-05,1.51006480398693e-05,9.20623461551887e-06,1.36887553474756e-05,1.29186837755973e-05,"v_5017",71,2.83157775512516e-05,85209.0594720175
"1219",2.05842623528352e-05,1.54182305157618e-05,1.81591351918943e-05,1.66997836871958e-05,1.10972600864846e-05,2.05903276786524e-05,2.0217985830337e-05,1.9542015110419e-05,1.18913863783785e-05,1.66220600647918e-05,6.88996468031856e-06,"v_4594",106,2.83133724057873e-05,40508.5512736879
"2709396",1.1810642333594e-05,1.10130217969727e-05,1.08317648513054e-05,1.06271350736701e-05,8.40701521703382e-06,1.19364218426971e-05,1.39279457942321e-05,9.77100755520952e-06,8.05545528857901e-06,8.79991415194861e-06,7.75121026535838e-06,"v_1245",61,2.83045570336824e-05,106550.664920153
"203",1.0798301562143e-05,2.20260435939455e-06,8.60169561721308e-06,6.95824320299827e-06,5.04420913022029e-06,7.75867419775309e-06,1.39279457942321e-05,1.37682379187043e-05,6.13748974367925e-06,9.53324033127766e-06,7.75121026535838e-06,"v_2907",103,2.82981493010357e-05,134580.811090727
"291990",2.36212846671879e-05,1.76208348751564e-05,1.87962978302063e-05,1.07536485864519e-05,1.7150311042749e-05,2.08887382247199e-05,2.96530458844942e-05,1.9986151817474e-05,1.38093519232783e-05,1.75998283038972e-05,9.90432422795793e-06,"v_4522",214,2.82933454051607e-05,181088.706473843
"1936021",3.10451169911613e-05,8.81041743757819e-06,1.49733220003339e-05,1.05006215608883e-05,1.7150311042749e-05,1.55173483955062e-05,2.87544687364792e-05,2.17626986456939e-05,1.45765381412382e-05,1.49109656463574e-05,1.11961926055177e-05,"v_5209",192,2.82925449144151e-05,114375.261753196
"146786",1.34978769526788e-05,6.60781307818364e-06,9.55743957468119e-06,5.94613510074398e-06,6.38933156494571e-06,8.95231638202279e-06,1.34786572202246e-05,1.28799645045944e-05,4.60311730775944e-06,1.07554506301594e-05,5.59809630275883e-06,"v_4587",129,2.82821426551276e-05,96393.820340652
"408139",1.99093685052012e-05,8.81041743757819e-06,2.07077857451426e-05,8.85594589472507e-06,1.21061019125287e-05,1.37268851191016e-05,1.88701201083145e-05,1.64330581610342e-05,1.07406070514387e-05,1.34443132876993e-05,6.45934188779865e-06,"v_5135",142,2.82789434986709e-05,105459.10869634
"2026240",1.34978769526788e-05,2.20260435939455e-06,8.60169561721308e-06,1.17657566887062e-05,8.40701521703382e-06,2.11871487707873e-05,1.52758115162546e-05,1.15475543834294e-05,1.03570139424587e-05,8.55547209217226e-06,4.3062279251991e-06,"v_1792",76,2.82781438226395e-05,82652.3763299562
"33070",1.41727708003127e-05,6.60781307818364e-06,1.11503461704614e-05,5.44008104961683e-06,8.07073460835247e-06,1.13396007505622e-05,1.8420831534307e-05,1.28799645045944e-05,9.97342083347878e-06,1.3933197407252e-05,4.73685071771901e-06,"v_4583",168,2.82709487730408e-05,93737.1276092537
"2528037",2.36212846671879e-05,4.4052087187891e-06,1.36989967237097e-05,1.34104323548694e-05,1.61414692167049e-05,1.6114169487641e-05,1.66236772382771e-05,1.37682379187043e-05,1.11242001604186e-05,1.22221029888175e-05,5.16747351023892e-06,"v_1277",121,2.82581666101503e-05,101242.442810449
"762210",1.113574848596e-05,4.4052087187891e-06,5.41588242565268e-06,3.54237835789003e-06,7.39817339098976e-06,1.07427796584274e-05,1.25800800722097e-05,7.99446072698961e-06,4.98671041673939e-06,8.79991415194861e-06,3.01435954763937e-06,"v_3775",155,2.82485875706215e-05,238195.200995434
"2580412",1.01234077145091e-05,4.4052087187891e-06,9.87602089383723e-06,5.6931080751804e-06,8.40701521703382e-06,1.13396007505622e-05,9.43506005415724e-06,9.32687084815455e-06,7.28826907061911e-06,9.04435621172496e-06,4.73685071771901e-06,"v_2694",106,2.82422051513782e-05,123703.016014948
"82987",1.21480892574109e-05,8.81041743757819e-06,1.01946022129933e-05,6.95824320299827e-06,7.73445399967112e-06,9.84754802022507e-06,1.07829257761797e-05,1.51006480398693e-05,9.58982772449883e-06,1.05110085703831e-05,9.47370143543802e-06,"v_2083",127,2.82366228999012e-05,76662.0085416435
"2316383",1.95719215813843e-05,6.60781307818364e-06,1.11503461704614e-05,1.01210810225429e-05,1.58051886080236e-05,2.14855593168547e-05,2.15658515523594e-05,1.73213315751442e-05,1.30421657053184e-05,1.36887553474756e-05,7.75121026535838e-06,"v_4520",166,2.82334340325814e-05,129531.451015819
"1731",1.21480892574109e-05,8.81041743757819e-06,6.3716263831208e-06,6.7052161774347e-06,6.72561217362706e-06,1.25332429348319e-05,1.25800800722097e-05,8.88273414109957e-06,8.43904839755897e-06,8.06658797261956e-06,6.02871909527874e-06,"v_4475",83,2.82326369282891e-05,102218.433005979
"745277",2.09217092766521e-05,8.81041743757819e-06,1.81591351918943e-05,1.40429999187783e-05,1.51326273906609e-05,1.67109905797759e-05,2.74066030144568e-05,2.0430288524529e-05,1.80288761220578e-05,1.9555364782108e-05,1.07655698129977e-05,"v_1997",164,2.82318398690043e-05,79472.1405811813
"1163748",2.2608943895737e-05,1.98234392345509e-05,1.27432527662416e-05,1.37899728932148e-05,1.1433540695166e-05,1.43237062112365e-05,2.15658515523594e-05,2.1318561938639e-05,1.07406070514387e-05,8.31103003239591e-06,6.45934188779865e-06,"v_2321",84,2.82318398690043e-05,67870.8844423821
"673",1.58600054193976e-05,8.81041743757819e-06,1.43361593620218e-05,1.66997836871958e-05,1.21061019125287e-05,1.73078116719107e-05,1.7522254386292e-05,1.46565113328143e-05,1.45765381412382e-05,1.31998712279229e-05,1.07655698129977e-05,"v_2650",67,2.82286520818631e-05,120189.384188394
"641148",2.15966031242861e-05,8.81041743757819e-06,1.49733220003339e-05,7.46429725412542e-06,1.37875049559355e-05,1.67109905797759e-05,1.70729658122845e-05,1.24358277975394e-05,1.22749794873585e-05,1.63776180050155e-05,9.90432422795793e-06,"v_1244",183,2.82278552475583e-05,133456.606929207
"1564",2.42961785148219e-05,8.81041743757819e-06,1.75219725535822e-05,1.70793242255412e-05,1.31149437385728e-05,2.08887382247199e-05,2.60587372924343e-05,1.73213315751442e-05,1.45765381412382e-05,2.07775750809898e-05,1.46411749456769e-05,"v_4400",138,2.82214821922447e-05,87705.3845679518
"2161821",1.38353238764958e-05,6.60781307818364e-06,9.55743957468119e-06,8.6029188691615e-06,1.34512243472541e-05,9.84754802022507e-06,1.52758115162546e-05,1.37682379187043e-05,1.11242001604186e-05,9.04435621172496e-06,4.3062279251991e-06,"v_4537",105,2.82095404665858e-05,77205.2814208731
"10294",1.48476646479467e-05,1.10130217969727e-05,9.23885825552516e-06,4.68099997292611e-06,8.74329582571518e-06,1.13396007505622e-05,1.21307914982022e-05,1.19916910904844e-05,8.82264150653892e-06,1.12443347497121e-05,9.04307864291811e-06,"v_6106",138,2.82087447108604e-05,86048.7751618882
"257438",1.72097931146655e-05,0,1.27432527662416e-05,8.6029188691615e-06,9.75213765175924e-06,1.76062222179782e-05,1.30293686462171e-05,1.33241012116494e-05,1.03570139424587e-05,1.14887768094885e-05,1.03349470204778e-05,"v_558",130,2.82023802808957e-05,61463.8834675961
"256326",9.78596079069213e-06,6.60781307818364e-06,7.32737034058892e-06,4.17494592179896e-06,6.72561217362706e-06,8.65390583595537e-06,1.48265229422471e-05,9.32687084815455e-06,7.28826907061911e-06,5.8666094346324e-06,7.32058747283847e-06,"v_1609",84,2.82023802808957e-05,79446.3403271513
"84032",1.34978769526788e-05,6.60781307818364e-06,8.60169561721308e-06,5.81962158796219e-06,9.07957643439653e-06,1.01459585662925e-05,2.24644287003744e-05,1.19916910904844e-05,8.82264150653892e-06,1.09998926899358e-05,6.45934188779865e-06,"v_4348",166,2.81968137600451e-05,91709.042997844
"863",9.11106694305819e-06,4.4052087187891e-06,5.09730110649664e-06,5.31356753683504e-06,5.04420913022029e-06,6.26662146741596e-06,7.63790575812729e-06,6.66205060582468e-06,5.7538966346993e-06,6.3554935541851e-06,4.73685071771901e-06,"v_4482",119,2.81952237291003e-05,212436.645956338
"1891675",2.19340500481031e-05,1.54182305157618e-05,1.84777165110503e-05,1.82179458405773e-05,1.51326273906609e-05,1.96950960404501e-05,2.47108715704118e-05,1.90978784033641e-05,1.38093519232783e-05,1.8822038602779e-05,1.4210552153157e-05,"v_2022",168,2.81928390188892e-05,82530.1326940586
"1188228",2.36212846671879e-05,6.60781307818364e-06,1.14689274896174e-05,9.10897292028864e-06,1.27786631298914e-05,1.28316534808993e-05,1.97686972563295e-05,1.55447847469242e-05,9.20623461551887e-06,1.12443347497121e-05,9.90432422795793e-06,"v_4659",175,2.81706011606288e-05,50729.8813968294
"1500686",2.59834131339067e-05,8.81041743757819e-06,9.87602089383723e-06,5.31356753683504e-06,9.41585704307788e-06,1.22348323887645e-05,1.79715429602995e-05,1.19916910904844e-05,8.82264150653892e-06,1.4666523586581e-05,7.32058747283847e-06,"v_1361",182,2.8169014084507e-05,67954.846473184
"1287916",1.1473195409777e-05,6.60781307818364e-06,1.05131835321493e-05,1.05006215608883e-05,7.39817339098976e-06,7.75867419775309e-06,8.08719433213478e-06,7.10618731287965e-06,5.37030352571934e-06,3.9110729564216e-06,3.87560513267919e-06,"v_4959",41,2.8169014084507e-05,110024.696763571
"607711",1.04608546383261e-05,6.60781307818364e-06,1.01946022129933e-05,1.01210810225429e-05,8.07073460835247e-06,1.25332429348319e-05,1.12322143501872e-05,7.10618731287965e-06,7.67186217959906e-06,7.82214591284321e-06,7.32058747283847e-06,"v_1267",61,2.81674271872007e-05,87760.891591147
"1712410",1.92344746575673e-05,8.81041743757819e-06,1.24246714470856e-05,6.19916212630755e-06,7.39817339098976e-06,2.08887382247199e-05,1.88701201083145e-05,1.37682379187043e-05,1.03570139424587e-05,1.27109871083702e-05,7.75121026535838e-06,"v_4415",143,2.81666338055939e-05,46803.8728368149
"35757",2.36212846671879e-05,6.60781307818364e-06,1.5929065957802e-05,8.6029188691615e-06,1.47963467819795e-05,1.22348323887645e-05,2.29137172743819e-05,2.0874425231584e-05,1.57273174681781e-05,1.51554077061337e-05,1.33493065681172e-05,"v_3517",104,2.81563239103503e-05,50054.1222230579
"2107708",1.04608546383261e-05,6.60781307818364e-06,7.64595165974496e-06,5.06054051127147e-06,5.38048973890165e-06,9.84754802022507e-06,1.25800800722097e-05,1.11034176763745e-05,5.7538966346993e-06,1.17332188692648e-05,6.02871909527874e-06,"v_6127",98,2.81563239103503e-05,73184.950607318
"1161942",2.02468154290182e-05,1.10130217969727e-05,1.78405538727382e-05,8.72943238194328e-06,1.37875049559355e-05,1.76062222179782e-05,1.9319408682322e-05,1.73213315751442e-05,1.18913863783785e-05,2.00442489016607e-05,1.20574381905575e-05,"v_4342",146,2.81547384424799e-05,112314.236997681
"1159327",1.99093685052012e-05,1.10130217969727e-05,1.6247647276958e-05,1.66997836871958e-05,1.27786631298914e-05,1.85014538561804e-05,1.52758115162546e-05,1.59889214539792e-05,1.53437243591981e-05,1.31998712279229e-05,8.18183305787829e-06,"v_3228",48,2.81539457755004e-05,104004.854381013
"358766",2.66583069815406e-05,1.54182305157618e-05,9.55743957468119e-06,6.45218915187112e-06,1.1433540695166e-05,2.14855593168547e-05,2.15658515523594e-05,2.57599290091887e-05,1.41929450322583e-05,1.85775965430026e-05,6.45934188779865e-06,"v_5335",186,2.81539457755004e-05,76139.8572998248
"2714951",3.61068208484158e-05,1.54182305157618e-05,1.68848099152701e-05,1.05006215608883e-05,1.44600661732982e-05,1.76062222179782e-05,2.69573144404493e-05,2.22068353527489e-05,1.45765381412382e-05,1.9555364782108e-05,1.20574381905575e-05,"v_1842",231,2.815156804234e-05,171166.570245946
"1354302",2.76706477529916e-05,1.32156261563673e-05,1.94334604685184e-05,1.15127296631426e-05,1.74865916514304e-05,1.85014538561804e-05,2.0217985830337e-05,1.28799645045944e-05,9.58982772449883e-06,1.56442918256864e-05,8.6124558503982e-06,"v_2489",123,2.81499831100101e-05,72364.1396771194
"2677223",3.03702231435273e-05,1.32156261563673e-05,2.3893598936703e-05,1.50551080210326e-05,1.78228722601117e-05,2.4469664777529e-05,3.05516230325092e-05,2.66482024232987e-05,1.95632485579776e-05,2.02886909614371e-05,1.46411749456769e-05,"v_4012",248,2.81436451649218e-05,138508.260376781
"545695",2.46336254386388e-05,1.10130217969727e-05,1.46547406811778e-05,8.85594589472507e-06,1.7150311042749e-05,2.05903276786524e-05,2.15658515523594e-05,1.37682379187043e-05,8.43904839755897e-06,1.71109441843445e-05,9.47370143543802e-06,"v_5096",136,2.81404772624944e-05,68227.6046916768
"2644672",1.68723461908485e-05,1.32156261563673e-05,1.17875088087735e-05,7.84383779247078e-06,8.74329582571518e-06,1.13396007505622e-05,1.70729658122845e-05,1.11034176763745e-05,6.90467596163915e-06,1.17332188692648e-05,6.02871909527874e-06,"v_5342",92,2.81309778327895e-05,75437.4992416641
"169669",3.77940554675007e-05,1.54182305157618e-05,2.45307615750151e-05,1.85974863789226e-05,1.64777498253863e-05,2.47680753235964e-05,3.23487773285391e-05,3.06454327867935e-05,1.95632485579776e-05,1.83331544832263e-05,1.80861572858362e-05,"v_1441",185,2.81293952180028e-05,167862.129383807
"34062",2.15966031242861e-05,1.10130217969727e-05,2.16635297026107e-05,1.32839188420876e-05,1.81591528687931e-05,1.58157589415736e-05,2.20151401263669e-05,2.0874425231584e-05,1.53437243591981e-05,1.66220600647918e-05,1.29186837755973e-05,"v_1613",142,2.81230665391754e-05,65336.159492023
"138851",1.38353238764958e-05,4.4052087187891e-06,1.72033912344262e-05,6.19916212630755e-06,1.1433540695166e-05,1.31300640269668e-05,1.79715429602995e-05,1.19916910904844e-05,7.67186217959906e-06,7.57770385306686e-06,6.45934188779865e-06,"v_5097",119,2.8122275654546e-05,31683.109557932
"445932",2.42961785148219e-05,8.81041743757819e-06,1.46547406811778e-05,7.46429725412542e-06,1.34512243472541e-05,1.58157589415736e-05,2.24644287003744e-05,1.33241012116494e-05,1.53437243591981e-05,1.14887768094885e-05,1.16268153980376e-05,"v_5253",112,2.81206940187284e-05,75437.8078638564
"2608887",1.72097931146655e-05,8.81041743757819e-06,8.92027693636912e-06,1.31574053293058e-05,9.41585704307788e-06,1.16380112966296e-05,1.7522254386292e-05,1.64330581610342e-05,1.03570139424587e-05,1.17332188692648e-05,9.47370143543802e-06,"v_4220",59,2.81175312807536e-05,65638.5621816847
"100715",2.90204354482594e-05,1.54182305157618e-05,1.6247647276958e-05,1.37899728932148e-05,1.41237855646168e-05,1.90982749483153e-05,3.23487773285391e-05,1.73213315751442e-05,1.38093519232783e-05,2.34664377385296e-05,1.24880609830774e-05,"v_5053",206,2.81143692541258e-05,134204.920668264
"546367",1.51851115717637e-05,8.81041743757819e-06,9.23885825552516e-06,6.83172969021648e-06,8.40701521703382e-06,9.54913747415765e-06,1.25800800722097e-05,1.28799645045944e-05,5.37030352571934e-06,1.07554506301594e-05,8.18183305787829e-06,"v_2133",142,2.81127885074921e-05,50909.1378109864
"29347",1.48476646479467e-05,6.60781307818364e-06,9.87602089383723e-06,9.488513458634e-06,9.41585704307788e-06,1.4025295665169e-05,1.16815029241947e-05,1.02151442622645e-05,6.90467596163915e-06,6.11105149440875e-06,6.02871909527874e-06,"v_4428",89,2.81104177208073e-05,23233.5512671473
"357804",9.78596079069213e-06,6.60781307818364e-06,6.69020770227684e-06,8.47640535637971e-06,4.37164791285759e-06,8.95231638202279e-06,8.53648290614227e-06,6.66205060582468e-06,6.13748974367925e-06,7.57770385306686e-06,3.44498234015928e-06,"v_2483",50,2.81025179856115e-05,26102.498379067
"2342",1.95719215813843e-05,8.81041743757819e-06,2.00706231068305e-05,9.36199994585222e-06,1.81591528687931e-05,1.8203043310113e-05,2.69573144404493e-05,2.0874425231584e-05,9.20623461551887e-06,1.34443132876993e-05,1.03349470204778e-05,"v_2166",138,2.80977802753582e-05,47114.0897515275
"577",2.19340500481031e-05,1.32156261563673e-05,1.87962978302063e-05,1.46755674826873e-05,1.7150311042749e-05,1.6114169487641e-05,2.06672744043444e-05,1.33241012116494e-05,1.38093519232783e-05,1.8822038602779e-05,9.90432422795793e-06,"v_1872",80,2.80946226892173e-05,80765.5193408283
"2283318",1.48476646479467e-05,6.60781307818364e-06,1.40175780428658e-05,1.26513512781787e-05,1.27786631298914e-05,1.58157589415736e-05,1.66236772382771e-05,1.02151442622645e-05,1.26585725963385e-05,1.31998712279229e-05,1.16268153980376e-05,"v_1620",78,2.80938334035679e-05,74921.4478437143
"784",1.113574848596e-05,2.20260435939455e-06,9.87602089383723e-06,4.68099997292611e-06,2.69024486945082e-06,1.16380112966296e-05,1.52758115162546e-05,6.2179138987697e-06,6.90467596163915e-06,7.08881973351416e-06,3.44498234015928e-06,"v_767",90,2.80883096455255e-05,39004.2450869065
"2724191",1.45102177241297e-05,8.81041743757819e-06,1.08317648513054e-05,7.46429725412542e-06,9.07957643439653e-06,1.16380112966296e-05,1.39279457942321e-05,1.37682379187043e-05,9.20623461551887e-06,7.82214591284321e-06,9.90432422795793e-06,"v_2464",88,2.80804223295518e-05,40392.0152911641
"231049",1.113574848596e-05,4.4052087187891e-06,5.41588242565268e-06,7.33778374134363e-06,5.38048973890165e-06,8.05708474382051e-06,8.08719433213478e-06,7.99446072698961e-06,1.53437243591981e-06,6.11105149440875e-06,2.15311396259955e-06,"v_4204",88,2.80788453978772e-05,54927.0219324405
