"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"12163",3.3744692381697e-07,0,3.1858131915604e-07,0,0,0,8.98577148014976e-07,0,0,4.888841195527e-07,4.3062279251991e-07,"v_6220",7,1.73145182235304e-05,31872.878718128
"1896164",0.00032192436532139,0.000237881270814611,0.000663923469121187,0.000401553889569391,0.000336953169898716,0.000370924308761811,0.000385938885072432,0.000331770120170069,0.00287042723449699,0.000372285257039381,0.00033545515537301,"v_1706",13,1.73127196551306e-05,237.564299275197
"28110",3.3744692381697e-07,2.20260435939455e-06,2.23006923409228e-06,0,0,1.79046327640456e-06,8.98577148014976e-07,8.88273414109957e-07,1.91796554489977e-06,0,8.6124558503982e-07,"v_6359",3,1.73100225030293e-05,498.464797510197
"13690",0.000494022296468044,0.000632147451146235,0.000527252083203246,0.00113039823670526,0.000379324526592566,0.000475964820977545,0.000480738774188012,0.000491215198002806,0.000577307629014829,0.000375218561756698,0.000474115694564421,"v_392",37,1.73091236390702e-05,9209.853392777
"1473598",0.00117735231719741,0.000563866716005004,0.000679215372440677,0.000476702916161772,0.000794631078314037,0.000909853754959583,0.00116545456097542,0.00103794748438748,0.000594569318918927,0.000882191393732848,0.000504689912833334,"v_5077",100,1.73079252989944e-05,14542.9083402508
"2733939",6.7489384763394e-07,0,0,0,0,0,4.49288574007488e-07,4.44136707054978e-07,0,2.4444205977635e-07,0,"v_6061",27,1.72989430345806e-05,102522.485576791
"40990",0.000278731159072817,0.000213652622861271,0.00107935350930066,0.000383335943728814,0.000747215512489966,0.000250664858696638,0.000245311561408088,0.000285579902636351,0.000337178342793379,0.00023906433446127,0.000329426436277731,"v_3614",6,1.72971477003442e-05,134.845993278401
"328429",3.3744692381697e-07,0,3.1858131915604e-07,2.53027025563573e-07,0,0,8.98577148014976e-07,0,0,0,0,"v_7493",10,1.72911659433196e-05,15045.417056253
"1850906",3.3744692381697e-07,0,0,2.53027025563573e-07,3.36280608681353e-07,0,4.49288574007488e-07,0,3.83593108979953e-07,2.4444205977635e-07,4.3062279251991e-07,"v_7198",5,1.72866823399253e-05,46732.654750578
"1938820",3.3744692381697e-07,0,6.3716263831208e-07,2.53027025563573e-07,6.72561217362706e-07,1.49205273033713e-06,4.49288574007488e-07,4.44136707054978e-07,3.83593108979953e-07,7.33326179329051e-07,1.29186837755973e-06,"v_7085",3,1.7286084701815e-05,96.3198801357025
"38875",1.72097931146655e-05,2.20260435939455e-05,0.000134759898003005,0.000216211593344073,0.00021387446712134,3.55108549820237e-05,3.23487773285391e-05,2.44275188880238e-05,3.56741591351356e-05,3.93551716239924e-05,1.8947402870876e-05,"v_3852",2,1.72857858982559e-05,0
"1401",6.7489384763394e-05,2.422864795334e-05,8.60169561721308e-05,0.000220766079804218,0.000127786631298914,5.75932353910133e-05,4.44795688267413e-05,7.72797870275662e-05,3.06874487183962e-05,8.55547209217226e-05,3.10048410614335e-05,"v_3972",2,1.72857858982559e-05,0
"1642929",6.7489384763394e-07,0,0,3.7954053834536e-07,0,0,0,4.44136707054978e-07,7.67186217959906e-07,0,0,"v_6858",7,1.72836945625497e-05,2503.84943737436
"2734214",3.3744692381697e-07,0,0,2.53027025563573e-07,0,2.98410546067426e-07,1.34786572202246e-06,0,1.53437243591981e-06,0,0,"v_5843",2,1.72827984307219e-05,2153.69371836729
"460265",0.000815609214865617,0.00080395059117901,0.000763002259378715,0.000439887483942272,0.000900223189439982,0.000835847939534861,0.00109356838913423,0.000903818198856881,0.000612598195040985,0.000748970471154737,0.000664020346065701,"v_192",85,1.72822010611271e-05,11080.9762795256
"2560504",6.7489384763394e-07,0,0,2.53027025563573e-07,0,2.98410546067426e-07,4.49288574007488e-07,0,3.83593108979953e-07,2.4444205977635e-07,4.3062279251991e-07,"v_5686",8,1.72804092000899e-05,8753.45664758426
"1771",0.000330023091492997,0.000330390653909182,0.000365731354391134,0.000315271673852212,0.000366545863462675,0.000290651871869673,0.000326183504729436,0.000389063755380161,0.000387045446960773,0.000322907960964559,0.00028894789378086,"v_3358",1,1.72795134089024e-05,0
"28447",0.000921230102020328,0.00075549329527233,0.000723816757122523,0.000662551266438217,0.000810772547530742,0.000798546621276433,0.000872518410722541,0.000922027803846135,0.000718086300010472,0.000793947810153585,0.000696317055504694,"v_3187",97,1.72750358456994e-05,4238.86079612831
"443156",0.000471413352572307,0.000737872460397174,0.000546685543671764,0.000185468809738099,0.000736454533012163,0.000634122410393281,0.000536001268790933,0.000485441420811091,0.000350220508498697,0.000454173347064459,0.000547321569292805,"v_3303",18,1.72738422207252e-05,2254.23699111086
"2599600",0.000503470810334919,0.000508801607020141,0.000768736723123524,0.000912162427156682,0.000526615433194999,0.0005496722258562,0.000455129325469585,0.000534740595294194,0.000873057916038373,0.000413107081022032,0.000533111017139648,"v_119",32,1.72696658319662e-05,2576.61142316645
"2006",0.000744070467016419,0.000651970890380786,0.000745798868144289,0.000388269970727303,0.000818507001530413,0.000660382538447215,0.000835676747653927,0.000890494097645232,0.000682028547766356,0.000797858883110007,0.000802250262464592,"v_3696",21,1.72693675957586e-05,1130.90048858382
"47421",0.000172435378070472,0.00075549329527233,0.000356173914816453,0.00040712048413179,0.000123414983386057,0.000164722621429219,0.000171178946696853,0.000149229933570473,0.000741485479658249,0.000130287617860795,0.00108387756877261,"v_820",14,1.72687711542447e-05,2179.24307570966
"33903",0.000482886547982084,0.000348011488784339,0.000453978379797357,0.000241387782387649,0.000606986498669842,0.000455971314391028,0.000462767231227712,0.000429036059015109,0.00056848498750829,0.00332514533913769,0.000350526953111207,"v_3050",24,1.72648952884101e-05,7254.91629937571
"33899",0.000581758496660457,0.00115416468432274,0.000468633120478535,0.000256695917434245,0.000577057524497202,0.000371222719307878,0.00036302516779805,0.00040238785659181,0.000484861689750661,0.00103692321757128,0.000397895460288397,"v_3064",14,1.72645972169469e-05,2775.31549706055
"1664246",1.01234077145091e-06,0,0,1.26513512781787e-07,0,2.98410546067426e-07,0,4.44136707054978e-07,3.83593108979953e-07,2.4444205977635e-07,0,"v_5583",16,1.72645972169469e-05,10730.8666531037
"653931",0.000744070467016419,0.000645363077302603,0.000923248662914203,0.000659894482669799,0.000860205797006901,0.000970132685265203,0.000925534462455425,0.000886941003988792,0.000856563412352235,0.000799081093408889,0.000636029864551907,"v_367",55,1.72634050340089e-05,14052.8296693675
"1913652",3.3744692381697e-07,0,0,0,3.36280608681353e-07,8.95231638202279e-07,8.98577148014976e-07,0,3.83593108979953e-07,2.4444205977635e-07,0,"v_5905",9,1.72631070140004e-05,10810.3828497722
"1109717",3.3744692381697e-07,0,0,2.53027025563573e-07,0,8.95231638202279e-07,4.49288574007488e-07,0,3.83593108979953e-07,2.4444205977635e-07,0,"v_5595",12,1.72580422476874e-05,22540.2522443262
"225588",3.3744692381697e-07,0,0,0,0,1.19364218426971e-06,4.49288574007488e-07,0,0,4.888841195527e-07,0,"v_7639",5,1.72461368653422e-05,49194.8371647139
"2121",3.3744692381697e-07,0,6.3716263831208e-07,3.7954053834536e-07,0,2.98410546067426e-07,0,4.44136707054978e-07,7.67186217959906e-07,0,0,"v_4725",6,1.72455420273859e-05,3697.66781502922
"508441",3.3744692381697e-07,0,0,0,0,2.98410546067426e-07,4.49288574007488e-07,4.44136707054978e-07,0,2.4444205977635e-07,0,"v_6123",15,1.72449472304615e-05,8203.43215864007
"294",0.00124585404273225,0.000995577170446336,0.000718082293377714,0.000554002672471444,0.000640950840146659,0.00078153722015059,0.000834778170505912,0.00081809981439527,0.000645970795522241,0.000695926544183269,0.000508134895173494,"v_1426",31,1.72431630858365e-05,1691.1710373527
"2780074",0.000243636678995852,0.000374442741097073,0.000297554952091741,0.0009134275622845,0.000263643997206181,0.00034317212797754,0.000309110538917152,0.000257155153384832,0.000275803445356586,0.00021364236024453,0.00160363927934414,"v_423",13,1.72413793103448e-05,820.264224508502
"2734254",0,0,6.3716263831208e-07,2.53027025563573e-07,0,0,8.98577148014976e-07,0,1.15077932693986e-06,2.4444205977635e-07,0,"v_5774",9,1.72363272833825e-05,38516.4470972039
"98804",0,0,0,8.85594589472507e-07,3.36280608681353e-07,5.96821092134853e-07,0,8.88273414109957e-07,0,4.888841195527e-07,0,"v_2075",8,1.72345449218413e-05,11768.5509740288
"2528022",0.00136328557222056,0.000539638068051664,0.000748666100016694,0.00082562718441394,0.000620437723017096,0.00068992518250789,0.000841966787690032,0.00102417924646878,0.000601090401771586,0.000621616158011259,0.000509426763551053,"v_4827",17,1.72327629288804e-05,922.074291538295
"1707785",0.000479512078743915,0.000839192260929323,0.000551464263459105,0.000328682106207082,0.000708543242491611,0.000559221363330357,0.000604293132040071,0.000469452499357112,0.000515932731578037,0.00045075115822759,0.000548613437670365,"v_1103",16,1.72324659658797e-05,2439.16916720413
"419476",0.000461627391781615,0.000808355799897799,0.00057280921184256,0.000439634456916709,0.000663145360319628,0.000578021227732605,0.000454680036895578,0.000550729516748173,0.000565799835745431,0.000384018475908646,0.000792776561029154,"v_3645",22,1.72321690131137e-05,3774.88033771024
"2734216",0,0,3.1858131915604e-07,0,0,0,4.49288574007488e-07,8.88273414109957e-07,0,2.4444205977635e-07,4.3062279251991e-07,"v_7261",8,1.72238584887787e-05,9627.67283583032
"2560486",1.01234077145091e-06,0,0,3.7954053834536e-07,3.36280608681353e-07,2.98410546067426e-07,0,8.88273414109957e-07,0,0,4.3062279251991e-07,"v_6622",11,1.72211889508852e-05,66202.1811847237
"114880",0,0,0,0,6.72561217362706e-07,2.98410546067426e-07,1.79715429602995e-06,0,7.67186217959906e-07,7.33326179329051e-07,4.3062279251991e-07,"v_4759",4,1.72161487475252e-05,16649.7213196578
"2560131",0,0,3.1858131915604e-07,2.53027025563573e-07,0,0,8.98577148014976e-07,4.44136707054978e-07,0,0,0,"v_6983",7,1.72125927328433e-05,8745.0051202358
"2732686",1.01234077145091e-06,0,3.1858131915604e-07,1.26513512781787e-07,0,0,4.49288574007488e-07,2.22068353527489e-06,3.83593108979953e-07,2.4444205977635e-07,0,"v_6044",5,1.72063732406483e-05,1444.02097138228
"2382163",3.3744692381697e-07,0,0,5.06054051127147e-07,3.36280608681353e-07,8.95231638202279e-07,4.49288574007488e-07,0,3.83593108979953e-07,0,0,"v_4260",6,1.72040050923855e-05,2916.28454484957
"162426",0.000599643183622756,0.000762101108350514,0.000497305439202578,0.00136672547858164,0.000481217551023016,0.000552954741862941,0.000544987040271083,0.000549397106627008,0.000521686628212736,0.000455639999423117,0.000482728150414819,"v_3147",18,1.72034131571704e-05,2044.61061363576
"2169532",1.34978769526788e-06,0,3.1858131915604e-07,0,0,2.98410546067426e-07,0,4.44136707054978e-07,0,9.77768239105401e-07,0,"v_6096",11,1.71918785565699e-05,7730.48770891482
"373405",1.01234077145091e-06,0,0,1.26513512781787e-07,3.36280608681353e-07,0,4.49288574007488e-07,0,0,0,0,"v_5666",10,1.71847880256397e-05,8531.99622595775
"2493680",0.000291554142177862,0.000841394865288717,0.000431677687456434,0.000582088672309001,0.000381678490853336,0.000386740067703385,0.000344604336263743,0.000298459867140945,0.000510178834943338,0.000498417359883978,0.00028679477981826,"v_76",6,1.71833115678053e-05,13.4649792862814
"1325090",0.000435981425571525,0.000579284946520766,0.0005406324986078,0.000662171725899872,0.000456669066589277,0.000810781453665198,0.000618670366408311,0.000373074833926182,0.000563114683982571,0.000363240900827656,0.000675216538671219,"v_37",14,1.71815401532593e-05,2939.20529748951
"74700",0,0,3.1858131915604e-07,2.53027025563573e-07,3.36280608681353e-07,5.96821092134853e-07,4.49288574007488e-07,1.33241012116494e-06,1.15077932693986e-06,7.33326179329051e-07,4.3062279251991e-07,"v_4805",4,1.71782935083229e-05,18563.5399027634
"1179669",1.01234077145091e-06,4.4052087187891e-06,9.5574395746812e-07,1.26513512781787e-07,6.72561217362706e-07,8.95231638202279e-07,0,1.33241012116494e-06,0,4.888841195527e-07,4.3062279251991e-07,"v_1995",4,1.71700348551708e-05,1429.98783750943
"2528009",0.00151648647563346,0.000669591725255943,0.000849656378189158,0.000442417754197908,0.000729392640229855,0.000786908609979804,0.00104684237743745,0.00120050151916961,0.000645587202413261,0.000738459462584354,0.000564977103786122,"v_4826",82,1.71691504704347e-05,2421.51469203866
"2752521",3.3744692381697e-07,0,0,0,3.36280608681353e-07,0,4.49288574007488e-07,4.44136707054978e-07,0,2.4444205977635e-07,0,"v_6681",16,1.71667925564787e-05,9098.14830389445
"1034150",0,0,6.3716263831208e-07,0,3.36280608681353e-07,0,4.49288574007488e-07,0,3.83593108979953e-07,9.77768239105401e-07,0,"v_7115",6,1.71620786709686e-05,8141.95889959922
"1056831",6.7489384763394e-07,0,3.1858131915604e-07,2.53027025563573e-07,0,2.98410546067426e-07,0,0,3.83593108979953e-07,0,0,"v_7112",16,1.71606061126079e-05,125689.985378793
"37326",0.000995130978336245,0.000942714665820867,0.000822258384741739,0.000370178538399508,0.000916364658656687,0.000797054568546096,0.00093541881108359,0.000959779423945808,0.000629859884945083,0.000835502960315565,0.000735073106831486,"v_3454",62,1.71594282478508e-05,10795.5948264067
"2686094",0.00151378690024293,0.000596905781395923,0.000460350006180478,0.000726946644444146,0.000290546445900689,0.00101608790935959,0.000886446356516774,0.000846524563646789,0.00112622936796514,0.000462973261216407,0.000311770901784415,"v_728",9,1.71588393761046e-05,10347.7774452173
"47872",0.000872300298066868,0.00116738031047911,0.00039981955554083,0.000374100457295743,0.000524261468934229,0.000564294342613503,0.00101584146583093,0.000842527333283294,0.000566567021963391,0.00112858898998741,0.000672632801916099,"v_3564",21,1.71556013038257e-05,15779.1717178324
"2734088",3.3744692381697e-07,0,3.1858131915604e-07,1.26513512781787e-07,0,2.98410546067426e-07,4.49288574007488e-07,0,0,2.4444205977635e-07,8.6124558503982e-07,"v_6684",3,1.71553069942187e-05,8586.19922165955
"426117",0.000930341168963387,0.000878839139398425,0.000796771879209256,0.000460129645987358,0.000840365241094701,0.000895828459294414,0.00102168221729303,0.00100996687184302,0.000730744872606811,0.000785636780121189,0.000766508570685439,"v_183",81,1.71508935615546e-05,10873.3649967384
"43767",0.00037861544852264,0.000427305245722542,0.00032017422575182,0.00179244344909235,0.000376298001114434,0.000354213318182035,0.000408852602346814,0.000374407244047347,0.00122212764521013,0.000319730214187466,0.000308325919444255,"v_3441",17,1.71479525344674e-05,244.358926009486
"1123269",0.00068940406535807,0.000722454229881412,0.000818753990231022,0.0006585028340292,0.000742171303359746,0.000867479457418009,0.000783559273069059,0.00092780158103785,0.000801709597768102,0.000723548496937997,0.000653254776252703,"v_368",31,1.71461884023182e-05,4033.41071988203
"2501963",6.7489384763394e-07,0,0,1.26513512781787e-07,0,0,4.49288574007488e-07,0,0,0,4.3062279251991e-07,"v_7287",9,1.71461884023182e-05,77944.4124692592
"2336",3.3744692381697e-07,0,3.1858131915604e-07,1.26513512781787e-07,0,0,4.49288574007488e-07,0,7.67186217959906e-07,0,0,"v_5172",14,1.71453064723532e-05,42386.5461480211
"2589074",0.000474787821810477,0.000691617768849888,0.000582366651417241,0.000389661619367903,0.000696773421187763,0.000558326131692155,0.000442998533971383,0.000588925273554901,0.00057538966346993,0.000450017832048261,0.000807417735974831,"v_3637",18,1.71435428845725e-05,771.077734947192
"2108445",0.000306401806825809,0.000502193793941957,0.000599888623970823,0.00141922858638608,0.00046238583693686,0.000398974900092149,0.000292936150252882,0.00040061130976359,0.00110321378142634,0.000251530879509864,0.000494785588605376,"v_69",34,1.71426612267288e-05,26296.7551064636
"10487",6.7489384763394e-07,0,0,8.85594589472507e-07,0,0,0,0,3.83593108979953e-07,4.888841195527e-07,0,"v_6161",8,1.71388417570741e-05,24186.9777438554
"2742677",0,0,3.1858131915604e-07,0,0,1.49205273033713e-06,1.79715429602995e-06,0,0,2.4444205977635e-07,0,"v_7605",2,1.71376668780312e-05,10230.5790683066
"402297",0.000295940952187483,0.000460344311113461,0.000343749243369367,0.000283769809169548,0.000420350760851691,0.000352124444359563,0.000297429035992957,0.000360639006128642,0.000339479901447258,0.000261308561900918,0.000483158773207339,"v_3649",11,1.71364921600548e-05,5642.49705996266
"1434214",0,0,0,0,3.36280608681353e-07,5.96821092134853e-07,8.98577148014976e-07,0,3.83593108979953e-07,4.888841195527e-07,0,"v_2782",6,1.71338496333356e-05,12867.7509987438
"2725606",1.34978769526788e-06,0,0,2.53027025563573e-07,3.36280608681353e-07,0,0,0,0,2.4444205977635e-07,4.3062279251991e-07,"v_6695",4,1.71332625158483e-05,33837.8792259065
"2629175",0.000391100984703868,0.000579284946520766,0.000580455163502305,0.000880660562474017,0.000381342210244654,0.000863003299226997,0.000488825968520147,0.000442804296933813,0.000586130270521368,0.000459551072379538,0.000697178301089734,"v_161",24,1.71297406557265e-05,1286.4953782423
"1407064",3.3744692381697e-07,0,3.1858131915604e-07,2.53027025563573e-07,1.68140304340676e-06,5.96821092134853e-07,4.49288574007488e-07,4.44136707054978e-07,3.83593108979953e-07,2.4444205977635e-07,4.3062279251991e-07,"v_2033",5,1.71288604169165e-05,552.192226372549
"2734229",1.01234077145091e-06,2.20260435939455e-06,1.5929065957802e-06,1.26513512781787e-07,3.36280608681353e-07,2.98410546067426e-07,8.98577148014976e-07,0,3.83593108979953e-07,2.4444205977635e-07,4.3062279251991e-07,"v_5853",3,1.71288604169165e-05,73.0174065800482
"1357916",0.00043766866019061,0.000704833395006255,0.000462898656733726,0.00271788979509112,0.000388404103026963,0.00041628271176406,0.000404809005180747,0.000483220737275816,0.000589966201611168,0.000394529484479029,0.000350957575903727,"v_405",24,1.71259269407957e-05,1769.62539376228
"85002",0.00123573063501774,0.000647565681661997,0.000766825235208588,0.000290475025346982,0.0009395680206557,0.00108352869277083,0.00118657112395378,0.000953117373339984,0.000713099589593733,0.000778547960387675,0.000736364975209046,"v_4692",87,1.71229944692728e-05,3117.74158084512
"450734",0.000447792067905119,0.000680604747052915,0.000552101426097417,0.000444948024453544,0.000674915181623475,0.000556237257869683,0.000423679125289061,0.000559168114182218,0.000601857587989546,0.000388662875044397,0.000783733482386236,"v_3646",17,1.71200630018318e-05,476.674163002634
"2045452",0.000394475453942038,0.000647565681661997,0.000460031424861322,0.000343231160176987,0.000603287411974347,0.000470295020602264,0.000378300979314305,0.000545844012970568,0.000507493683180478,0.000341485557507561,0.00076220234276024,"v_3647",17,1.71200630018318e-05,476.674163002634
"1980517",3.3744692381697e-07,0,3.1858131915604e-07,0,0,2.98410546067426e-07,0,0,0,4.888841195527e-07,4.3062279251991e-07,"v_6786",6,1.71180115717758e-05,124400.772860139
"1223566",0.000336772029969336,0,0.000429766199541498,0.000372202754604017,0.000363855618593224,0.000857631909397784,0.000500058182870334,0.000475670413255882,0.000530509269719275,0.000426062510190178,0.0011312460759498,"v_2",8,1.71171325379572e-05,27226.0304933478
"1404864",0.000336434583045519,0.000350214093143733,0.000473730421585031,0.000324001106234156,0.000368899827723444,0.000725137626943846,0.000467260116967787,0.000328217026513629,0.000375537653691374,0.00030604145883999,0.000518469842193971,"v_35",18,1.71171325379572e-05,522.457999565195
"2752794",6.7489384763394e-07,0,0,2.53027025563573e-07,0,0,0,0,7.67186217959906e-07,0,0,"v_5979",11,1.71171325379572e-05,54248.5599073883
"2015316",0.000524392519611572,0.000933904248383288,0.000553375751374041,0.000753008428077194,0.000485252918327192,0.000659487306809012,0.000580031549043667,0.000528078544688369,0.000830862674050578,0.000454173347064459,0.000439235248370308,"v_49",18,1.711537474113e-05,1364.61794543542
"465721",0.000860489655733274,0.00041188701520678,0.000714577898866997,0.00044962902442647,0.000462722117545542,0.00143475790549219,0.000836126036227935,0.000737711070418319,0.000784447907864004,0.000894657938781442,0.000983111835322954,"v_2546",16,1.71139101861993e-05,9707.84908654268
"2509614",0.000468038883334138,0.000477965145988617,0.000403961112689859,0.000490619402567769,0.000421359602677735,0.000533856466914626,0.000548581348863143,0.000440583613398539,0.000538181131898874,0.000497439591644873,0.000636460487344427,"v_841",10,1.71101035161263e-05,6793.71703481678
"2647000",0.000694465769215325,0.00265193564871104,0.000532667965628899,0.000257328484998154,0.000721658186230183,0.00077109285103823,0.000638888352238648,0.000747037941266474,0.000438063330455106,0.000550483518616341,0.000515024859853812,"v_3244",23,1.71089325736967e-05,1985.54064223234
"2762748",0.000499084000325299,0.000420697432644359,0.000756312051676439,0.00164518172021435,0.000600597167104896,0.000682166508310137,0.000604293132040071,0.000652436822663763,0.000600323215553627,0.000574438840474423,0.000469809466639222,"v_430",15,1.71054207078223e-05,2021.74025066119
"114881",1.01234077145091e-06,0,3.1858131915604e-07,1.51816215338144e-06,0,0,0,0,7.67186217959906e-07,7.33326179329051e-07,0,"v_4753",3,1.70946015248385e-05,424.833055526288
"73918",0.00121514637266491,0.000685009955771704,0.000757586376953063,0.000343863727740896,0.000844400608398877,0.000857333498851716,0.00115422234662524,0.00120627529636132,0.000690851189272895,0.000907857810009365,0.000606747514660553,"v_4322",92,1.70928483522494e-05,4066.92649781723
"1703",0.000210904327385606,0.000134358865923067,0.000145273081535154,0.000182558998944118,0.000149644870863202,0.000130106998085398,0.000168932503826815,0.00021318561938639,0.00164216209954318,0.000124665450485939,0.000127033723793373,"v_3315",1,1.7088466993626e-05,0
"1118379",0.000149826434174735,9.69145918133601e-05,0.000114689274896174,0.000133471755984785,0.000134848524081223,0.000105338922761802,0.000119510760685992,0.000132796875409439,0.000177987202566698,0.000129554291681466,0.000114976285602816,"v_3434",1,1.7088466993626e-05,0
"359385",2.93578823720764e-05,3.74442741097073e-05,3.63182703837885e-05,3.0236729554847e-05,2.92564129552777e-05,3.31235706134843e-05,3.05516230325092e-05,3.73074833926182e-05,3.98936833339151e-05,3.44663304284654e-05,3.3588577816553e-05,"v_1664",1,1.70846716326112e-05,0
"2729575",3.3744692381697e-07,0,0,0,0,5.96821092134853e-07,0,4.44136707054978e-07,0,2.4444205977635e-07,8.6124558503982e-07,"v_5606",7,1.7082920496088e-05,65586.0745951491
"46867",1.34978769526788e-06,4.4052087187891e-06,1.27432527662416e-06,1.39164864059965e-06,3.69908669549488e-06,1.49205273033713e-06,2.69573144404493e-06,2.22068353527489e-06,4.60311730775944e-06,1.4666523586581e-06,3.01435954763937e-06,"v_4380",1,1.70814614898451e-05,0
"2202148",0.00101875226300343,0.000718049021162623,0.000886930392530415,0.00048151042964748,0.000865586286745802,0.000991916655128126,0.000962825414098046,0.00101396410220652,0.000717319113792512,0.000908346694128917,0.00081086271831499,"v_484",75,1.70762111302744e-05,2014.89015824719
"2560500",0,0,9.5574395746812e-07,1.26513512781787e-07,1.00884182604406e-06,0,0,4.44136707054978e-07,0,9.77768239105401e-07,4.3062279251991e-07,"v_5807",2,1.70750448219927e-05,176.379707919768
"754345",6.7489384763394e-07,0,0,1.26513512781787e-07,0,5.96821092134853e-07,0,4.44136707054978e-07,0,2.4444205977635e-07,4.3062279251991e-07,"v_2773",9,1.70732956582609e-05,24997.4813724468
"10270",3.3744692381697e-07,0,0,1.26513512781787e-07,0,2.98410546067426e-07,0,4.44136707054978e-07,0,7.33326179329051e-07,0,"v_7532",14,1.7073004165813e-05,165522.291825874
"2771430",0.000626638937528114,0.000665186516537154,0.000827037104529079,0.000488974726901606,0.000731410323881943,0.000686941077047216,0.000709426658357823,0.00101796133257001,0.000848124363954676,0.0006697712437872,0.000750575527362203,"v_477",9,1.70724212107761e-05,7626.13595479267
"1842540",0.000354994163855453,0.000493383376504379,0.000334191803794686,0.000444948024453544,0.000339643414768166,0.000405539932105633,0.000383692442202395,0.000342873537846443,0.00032835570128684,0.000343685536045548,0.000422871582254551,"v_1186",2,1.70703811816118e-05,1.362634651249
"2560608",0,0,0,2.53027025563573e-07,3.36280608681353e-07,2.98410546067426e-07,4.49288574007488e-07,1.33241012116494e-06,3.83593108979953e-07,4.888841195527e-07,4.3062279251991e-07,"v_5812",6,1.70674676998174e-05,10759.0896979739
"1660043",6.7489384763394e-07,0,3.1858131915604e-07,2.53027025563573e-07,3.36280608681353e-07,0,1.79715429602995e-06,0,3.83593108979953e-07,0,0,"v_2049",2,1.7065137630335e-05,29.7523024086783
"374606",0.000368829487731948,0.000462546915472855,0.000558473052480538,0.00270321422760844,0.000390085506070369,0.000403152647737093,0.000334270699061571,0.000395725805985986,0.000879578998891032,0.000297241544688042,0.000397895460288397,"v_115",31,1.70581512375689e-05,5410.78346605006
"33910",0.000808522829465461,0.000645363077302603,0.00081174520120959,0.000239110539157577,0.00130375991985761,0.000889263427280931,0.000955187508339919,0.000907815429220376,0.000524371779975596,0.00120045495556166,0.000785025350763796,"v_3604",42,1.70575692963753e-05,5867.95781754815
"285665",0.000739008763159165,0.000497788585223168,0.000380386095072312,0.00055374964544588,0.000472474255197301,0.000513564549782041,0.000803327970325388,0.000772797870275662,0.000713866775811693,0.00083379186589713,0.000707943870902732,"v_3575",14,1.7057278340668e-05,9329.35281457737
"2622970",0.00138926898535447,0.000830381843491745,0.000776701256102425,0.000191035404300498,0.000847090853268328,0.00097401202236408,0.00106391534324973,0.00127023098217724,0.000482943724205761,0.00107114510593997,0.000533111017139648,"v_4819",95,1.70546601858958e-05,5527.72674588926
"2760307",0.000216303478166678,0.000284135962361897,0.000248174847622555,0.000219374431163618,0.000189998543904964,0.000221122214635963,0.000207122032617452,0.000246051735708458,0.000235142575804711,0.000197264742239515,0.000253206202001707,"v_574",3,1.70543693294222e-05,2.32565335304753
"1605891",0.000480524419515366,0.000466952124191644,0.000841054682571945,0.000501373051154221,0.000525942871977636,0.000619798704182045,0.000566103603249435,0.000548952969919953,0.000587664642957288,0.000496706265465544,0.000625694917531429,"v_1634",15,1.70540784828692e-05,2222.45620992975
"208973",6.7489384763394e-07,0,0,1.01210810225429e-06,0,0,4.49288574007488e-07,0,0,0,0,"v_6288",3,1.70511705628591e-05,354.897118883033
"227318",0.00107004419542361,0.000819368821694772,0.000734648521973828,0.000305277106342451,0.000914010694395917,0.000849873235200031,0.00112906218648082,0.00108014047155771,0.000619119277893644,0.00105036753085898,0.000867274304135098,"v_3594",83,1.70447766282023e-05,4010.3252555162
"225999",3.3744692381697e-07,2.20260435939455e-06,3.1858131915604e-07,8.85594589472507e-07,0,0,4.49288574007488e-07,1.33241012116494e-06,0,7.33326179329051e-07,0,"v_4800",5,1.70444861087438e-05,13142.4728273798
"1324796",0.000400212051646927,0.000491180772144984,0.0013689439284135,0.00119302242553225,0.000669534691884574,0.000665753928276428,0.000726499624170108,0.000427703648893944,0.000483327317314741,0.000613794012098415,0.000440096493955348,"v_1635",8,1.70433241299383e-05,19.1279186868338
"91891",6.7489384763394e-07,0,3.1858131915604e-06,4.02312970646082e-05,2.35396426076947e-06,3.28251600674169e-06,8.98577148014976e-07,0,7.67186217959906e-07,1.4666523586581e-06,4.3062279251991e-07,"v_2663",1,1.70427431999455e-05,0
"143",0,2.20260435939455e-06,3.1858131915604e-07,6.32567563908934e-07,6.72561217362706e-07,2.98410546067426e-07,1.79715429602995e-06,8.88273414109957e-07,0,0,4.3062279251991e-07,"v_5121",5,1.70386777986028e-05,2048.86276107785
