"","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"184917",0.000149220177701257,9.48435191932239e-05,0.000112527183533101,0.000114742387713189,9.22088587348348e-05,0.000121279565826145,8.14963612975983e-05,0.000117685965492468,8.40068908666097e-05,9.04568068747173e-05,7.01915151807453e-05,"v_2850",249,2.37851723235735e-05,34229.8984592855
"2773299",0.00020326843104187,0.000136154227295427,0.000155515096343499,0.000170104473613716,0.000131897461361802,0.000183841647333003,0.000127751052844884,0.000146195162559442,9.43639048090685e-05,0.000144906535284741,0.000101626979034699,"v_2866",249,2.25509651813098e-05,33572.1226390419
"84112",0.000114754624846374,8.99546779976969e-05,0.000100305129890929,0.000103580676846147,9.25072692809022e-05,0.000107648721252025,7.70911525788092e-05,9.37382399562099e-05,8.132173910375e-05,9.92390211343986e-05,6.80384012181458e-05,"v_3810",248,2.4121378778011e-05,42839.5517386108
"292800",0.00017506934234242,0.000119287725170859,0.000136971290817445,0.00015001339405304,0.00013219587190787,0.000144347148951578,7.48885482194146e-05,0.000130230012201936,0.000105871698078467,0.000120755446070618,7.6220234276024e-05,"v_4332",248,2.31771195475826e-05,46738.8373832122
"861914",0.000155878295866405,0.000141531952610507,0.000131913889310339,0.000161175104920082,0.000156367126139331,0.000164269152559908,0.000112332822329122,0.000121107069140505,0.000112392780931126,0.00013392876746014,9.60288827319399e-05,"v_4913",248,2.31658442791948e-05,64735.8245256733
"33871",8.92971142149256e-05,5.47550213899024e-05,7.62824727321769e-05,7.50066970265202e-05,6.68439623191035e-05,7.86394879276153e-05,6.16729220630473e-05,7.41239123741319e-05,4.94835110584139e-05,5.88408355398647e-05,3.66029373641923e-05,"v_3829",247,2.50909547108267e-05,71222.1013083674
"351604",0.000148045215672114,0.000104132317464725,0.000119691835668167,0.000118760603625324,0.000102653227847195,0.000123027110002314,8.59015700163874e-05,0.000101036594405355,9.66654634629482e-05,9.96781318473827e-05,8.0957084993743e-05,"v_2833",245,2.35876872272674e-05,23818.2543746123
"59930",0.000213059781284735,0.000151065192941784,0.000176166152497513,0.000181712652915439,0.000138462493375286,0.000199220036083292,0.000136561470282462,0.000165353342988448,8.86100081743691e-05,0.000154127860257407,0.000105933206959898,"v_4585",245,2.24547536713522e-05,50935.2435947724
"432329",0.000191910464760147,0.000157665128555746,0.000171951651241592,0.000176801500133941,0.000176659043271916,0.000176851470628326,0.000129953657204278,0.000153949664161659,0.000134257588142984,0.000165105628082008,0.000114115040017776,"v_4669",243,2.24451776535811e-05,34959.2155175721
"77643",0.000283165849023646,0.000191153690745106,0.000278999983141995,0.000218323064559336,0.000188595465114614,0.000217394495515452,0.000171803140032775,0.000254986258567014,0.000158807547117701,0.000170814067350801,0.00014468925828669,"v_3401",242,2.13976976077374e-05,41326.4528265458
"2626594",0.000184860692585285,0.000135420901116098,0.000184595155009356,0.000138405214751317,0.000136970440644949,0.000148541254974384,0.000134358865923067,0.000182915008381704,0.000135408367469923,0.000136563431738044,0.000121866250283134,"v_3188",241,2.24860586436409e-05,39367.2568722273
"69823",0.000119062818953234,9.31324247747894e-05,9.69335288861916e-05,0.000111617108670417,0.000105637333307869,0.00011813398630904,6.8280735141231e-05,9.96681529461404e-05,8.63084495204894e-05,8.78221425968129e-05,7.01915151807453e-05,"v_4526",241,2.40917413510649e-05,35248.6061154629
"894",0.000131595747264101,0.000105110085703831,0.000114634434161061,0.000137065809447272,0.000113992828597757,0.000120580548155677,8.14963612975983e-05,0.000111299905349466,8.70756357384493e-05,0.000104947460403191,8.18183305787829e-05,"v_2885",240,2.36038332625218e-05,24907.8238988206
"398694",0.00019896023693501,0.000138354205833414,0.000188388206139685,0.000150906330922404,0.000149503683579781,0.000159725537701868,0.000143169283360646,0.000177669316121381,0.000115461525802966,0.000134806988886108,0.000124880609830774,"v_3411",240,2.23343904944834e-05,37626.6168037327
"1230998",0.000234600751819037,0.000173309420381432,0.000229268868322123,0.000182605589784802,0.000169795600712366,0.000194676421225252,0.000158587513876407,0.000227389355806183,0.000131188843271144,0.000146223867423694,0.000154593582514648,"v_3470",239,2.18231019357091e-05,43739.0652019849
"277",0.000135120633351532,7.96881114870902e-05,0.000109155582528364,9.59907134565586e-05,9.60881958337113e-05,0.00010450314173492,7.48885482194146e-05,9.87558586399973e-05,6.36764560906722e-05,7.55270426332591e-05,5.03828667248295e-05,"v_4687",239,2.39905956864909e-05,29486.2726283499
"172827",9.43886163412152e-05,7.72436908893267e-05,9.14546772534938e-05,9.2865434413787e-05,7.28121732404521e-05,9.47168943483722e-05,5.28625046254692e-05,8.73521798132077e-05,7.24990975972111e-05,7.28923783553547e-05,4.65072615921503e-05,"v_4688",239,2.47432883830261e-05,75139.9733128819
"1081866",0.000141387097506966,0.000112932231616674,0.000137814191068629,0.000141084025359407,0.000117573755150566,0.000132114339718394,9.69145918133601e-05,0.000126124687824292,0.000107789663623367,0.000104508349690207,9.17226548067408e-05,"v_2242",238,2.32363602565294e-05,32704.1386957221
"44010",0.00026475811056706,0.000204109119913252,0.000230111768573307,0.000219216001428699,0.000198741423680906,0.000224035163384895,0.000196031787986115,0.000234231563102257,0.000180288761220578,0.000197160710129845,0.000151148600174488,"v_3405",238,2.13990712803064e-05,40489.2300354004
