"","s9OmM2TOMPOOB051285.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"66271",1.74754417616923e-06,5.06170385725455e-06,3.1936918199173e-06,1.34512243472541e-06,5.35899634460039e-06,2.5088093418937e-06,8.92936869363336e-07,5.75760823639145e-06,7.95220407264179e-07,2.13627375750046e-06,3.79305113032924e-06,"v_2021",19,2.60369203530606e-05,3793.29169137621
"480035",0.000422905690632953,0.000401561839342194,0.000265076421053136,0.000395802276417952,0.000394027257547723,0.00047188422985255,0.000385748727564961,0.000488953807152012,0.000201985983445102,0.000391365352374084,0.000493939547193985,"v_3461",150,1.93892389723703e-05,3782.77061112026
"1273132",2.79607068187077e-06,1.68723461908485e-06,6.3873836398346e-06,3.36280608681353e-06,7.33336341892685e-06,1.36844145921474e-06,4.01821591213501e-06,1.77157176504352e-06,2.38566122179254e-06,3.84529276350082e-06,4.63595138151351e-06,"v_178",9,2.43629099059592e-05,3779.90398312081
"2045",0.000710900970865643,0.000662408311452712,0.000470271120482822,0.000768737471445573,0.000735592761406201,0.000933961295914062,0.000585320117867667,0.000798978866034629,0.000844524072514559,0.000664808393334142,0.000780947082722231,"v_3657",28,1.68804861580013e-05,3779.41014091415
"409438",6.99017670467692e-07,0,0,3.36280608681353e-07,2.82052439189494e-07,4.56147153071581e-07,4.46468434681668e-07,0,0,4.27254751500091e-07,8.42900251184275e-07,"v_1857",8,1.67988173632576e-05,3777.64064012408
"155615",3.49508835233846e-07,1.01234077145091e-06,7.98422954979325e-07,6.72561217362706e-07,5.64104878378988e-07,1.82458861228632e-06,8.92936869363336e-07,0,0,4.27254751500091e-07,4.21450125592137e-07,"v_5218",4,2.07129393732265e-05,3771.20926798906
"310769",2.09705301140308e-06,2.02468154290182e-06,1.59684590995865e-06,1.68140304340676e-06,5.64104878378988e-07,9.12294306143162e-07,1.339405304045e-06,8.85785882521762e-07,0,8.54509503000183e-07,1.26435037677641e-06,"v_5180",4,2.12630236019562e-05,3757.79028872875
"41673",2.79607068187077e-06,3.03702231435273e-06,2.39526886493797e-06,0,1.97436707432646e-06,1.59651503575053e-06,1.78587373872667e-06,4.42892941260881e-07,0,1.70901900600037e-06,1.68580050236855e-06,"v_5498",17,2.37399995252e-05,3755.0537559522
"2509458",0.000179298032474963,0.000175134953461008,0.000131739787571589,0.000195379033643866,0.000203923913534004,0.000227389355806183,0.000189749084739709,0.000220117791806658,0.00028150802417152,0.000180301505133039,0.000229690318447715,"v_3160",28,1.90934433115668e-05,3750.43951480247
"1133568",0,0,0,3.36280608681353e-07,2.82052439189494e-07,0,0,0,0,0,4.21450125592137e-07,"v_5149",12,1.41823854772373e-05,3750.36943962776
"2423",0,0,0,3.36280608681353e-07,2.82052439189494e-07,0,0,0,0,0,4.21450125592137e-07,"v_5181",12,1.41823854772373e-05,3750.36943962776
"1861",0.00254302628516146,0.00164775332899827,0.00069782166265193,0.00258801556441169,0.00407960648043684,0.00612628433932787,0.00171042057326547,0.00202889256391609,0.00155306545538694,0.00717531629669254,0.00264754968896981,"v_3707",7,1.41687211312307e-05,3749.76554969135
"861109",6.64066786944307e-06,3.71191616198667e-06,2.39526886493797e-06,4.70792852153894e-06,2.53847195270545e-06,1.82458861228632e-06,2.23234217340834e-06,4.87182235386969e-06,2.38566122179254e-06,3.41803801200073e-06,2.52870075355282e-06,"v_402",12,2.57685469116397e-05,3746.95430892807
"46541",1.39803534093538e-06,6.7489384763394e-07,4.79053772987595e-06,6.72561217362706e-07,1.69231463513696e-06,1.82458861228632e-06,2.23234217340834e-06,4.42892941260881e-07,3.9761020363209e-06,2.99078326050064e-06,0,"v_5184",7,2.11081794195251e-05,3743.1253268898
"370324",5.6620431307883e-05,5.97281055156037e-05,5.50911838935734e-05,5.34686167803351e-05,4.8513019540593e-05,5.83868355931624e-05,4.86650593803018e-05,6.3333690600306e-05,7.0774616246512e-05,4.40072394045094e-05,5.47885163269779e-05,"v_5311",5,1.99696461378704e-05,3741.99780101533
"81459",6.99017670467692e-07,3.3744692381697e-07,0,3.36280608681353e-07,2.82052439189494e-07,4.56147153071581e-07,4.46468434681668e-07,8.85785882521762e-07,7.95220407264179e-07,4.27254751500091e-07,1.26435037677641e-06,"v_4806",5,1.48583994532109e-05,3740.20232861379
"335406",0.000521117673333664,0.000454203559457642,0.000651513131263129,0.000463730959371586,0.000536463739338418,0.000332759348165718,0.000469684793285115,0.000435363761259446,0.000512121942278132,0.000527659618102613,0.000414285473457071,"v_478",27,1.87603181749962e-05,3739.31983122753
"33050",0.000695872090950587,0.000628663619071015,0.00136530325301465,0.000623127967886547,0.000582156234487116,0.000567903205574118,0.000671488525761229,0.00054785856833971,0.0011832879660091,0.000566967055240621,0.000694549806975843,"v_413",20,1.61903990933377e-05,3737.36896479538
"1467",1.15337915627169e-05,7.76127924779031e-06,6.3873836398346e-06,1.58051886080236e-05,7.05131097973735e-06,9.80716379103899e-06,9.8223055629967e-06,1.01865376490003e-05,5.32797672867e-05,5.98156652100128e-06,8.85045263743489e-06,"v_3938",10,1.95335390866117e-05,3734.75139569744
"195522",7.68919437514461e-06,7.08638540015637e-06,2.39526886493797e-06,5.716770347583e-06,5.92310122297938e-06,8.89486948489583e-06,4.46468434681668e-06,4.42892941260881e-06,0,5.55431176950119e-06,4.63595138151351e-06,"v_5382",36,2.73493053276447e-05,3733.07668660345
"2603215",9.26198413369692e-05,9.88719486783723e-05,9.26170627776017e-05,7.09552084317655e-05,9.3641409810912e-05,6.61413371953792e-05,9.46513081525136e-05,7.61775858968715e-05,0.00011610217946057,9.65595738390207e-05,6.27960687132285e-05,"v_2320",11,2.29668588227188e-05,3728.93330643457
"208013",0,6.7489384763394e-07,0,0,0,0,0,0,0,0,4.21450125592137e-07,"v_7308",12,1.43857983398789e-05,3728.32505039131
"1261131",0,2.02468154290182e-06,1.59684590995865e-06,1.68140304340676e-06,1.97436707432646e-06,3.19303007150107e-06,8.92936869363336e-07,0,0,3.41803801200073e-06,8.42900251184275e-07,"v_182",15,2.3344305156757e-05,3726.39986643666
"2494374",0.000144696657786812,0.000147126858784199,0.00014211928598632,0.000121397299733968,0.000289103750169231,0.000152353149125908,0.000130815251361729,0.000118252415316655,0.000120873501904155,0.000170901900600037,0.000137392740943037,"v_657",99,2.29679138243873e-05,3721.53034308168
"1262530",3.49508835233846e-07,0,0,0,2.82052439189494e-07,0,0,0,0,8.54509503000183e-07,0,"v_6138",8,1.63575097327183e-05,3717.24390112097
"13690",0.000505040266912907,0.000494022296468044,0.000632350980343625,0.000379324526592566,0.000476104517351866,0.000399128758937633,0.000475935351370658,0.000406575720077489,0.000493036652503791,0.000505442371024608,0.000432829278983125,"v_392",22,1.89541120946189e-05,3713.93989511568
"180957",2.13200389492646e-05,2.59834131339067e-05,3.4332187064111e-05,1.88317140861558e-05,2.70770341621914e-05,2.3947725536258e-05,2.36628270381284e-05,2.52448976518702e-05,1.19283061089627e-05,2.26445018295048e-05,2.10725062796069e-05,"v_2110",48,2.73680177344755e-05,3712.23515711231
"2202825",0.000643795274500744,0.000620564892899408,0.000628358865568729,0.000541075499368297,0.00070823367480482,0.000654115017504647,0.00059157067595321,0.000593919434230841,0.000387272338337655,0.000754531891149161,0.000582022623442742,"v_194",59,1.84396378455127e-05,3710.87225563966
"1327635",0.000686085843564039,0.000567585725860144,0.00122557923589326,0.000627163335190723,0.000435206913669389,0.00046321743394419,0.00062371640325029,0.000682498022483017,0.000598800966669927,0.000444772196311595,0.000480453143175037,"v_336",39,1.73091236390702e-05,3705.43526669464
"2735563",2.30675831254338e-05,2.02468154290182e-05,2.39526886493797e-05,1.61414692167049e-05,3.24360305067918e-05,1.91581804290064e-05,2.76810429502634e-05,2.25875400043049e-05,1.03378652944343e-05,2.64897945930057e-05,2.10725062796069e-05,"v_2712",44,2.77400205276152e-05,3703.55559845897
"53437",0.000397042036825649,0.000337109476893153,0.000205194699429686,0.000337289450507397,0.000368642538020669,0.000448392651469364,0.000341994820966158,0.000411890435372619,0.00067355168495276,0.000352057915236075,0.000699607208482948,"v_3703",34,1.83864087666397e-05,3701.05784304339
"114292",2.09705301140308e-06,3.71191616198667e-06,7.98422954979325e-07,2.69024486945082e-06,3.38462927027393e-06,6.84220729607371e-07,3.57174747745334e-06,1.77157176504352e-06,1.59044081452836e-06,1.28176425450027e-06,2.10725062796069e-06,"v_764",16,2.45875439502348e-05,3698.82274201866
"2021971",1.74754417616923e-06,1.68723461908485e-06,0,1.34512243472541e-06,1.41026219594747e-06,1.59651503575053e-06,1.339405304045e-06,1.32867882378264e-06,2.38566122179254e-06,2.99078326050064e-06,1.68580050236855e-06,"v_4255",11,2.2664430442863e-05,3689.00670934622
"490711",3.49508835233846e-07,0,0,3.36280608681353e-07,0,0,0,0,0,0,8.42900251184275e-07,"v_7197",6,1.51231020506926e-05,3685.07446711032
"1883368",0,3.3744692381697e-07,0,6.72561217362706e-07,2.82052439189494e-07,2.2807357653579e-07,0,0,0,0,1.26435037677641e-06,"v_5888",8,1.54147334021858e-05,3684.26273824928
"2787629",4.89312369327384e-06,3.3744692381697e-06,0,3.36280608681353e-06,1.69231463513696e-06,2.5088093418937e-06,4.46468434681668e-07,8.85785882521762e-07,0,1.28176425450027e-06,3.79305113032924e-06,"v_2014",10,2.4217179667256e-05,3677.12825820111
"1623285",1.74754417616923e-06,0,7.98422954979325e-07,0,1.97436707432646e-06,4.56147153071581e-07,8.92936869363336e-07,8.85785882521762e-07,0,0,0,"v_5725",4,1.88150294455211e-05,3672.90092891105
"90010",0,1.01234077145091e-06,0,0,0,0,0,0,0,0,8.42900251184275e-07,"v_7497",4,1.65977858553669e-05,3668.93836623305
"320483",0,6.7489384763394e-07,0,6.72561217362706e-07,0,0,0,0,0,0,0,"v_7076",8,1.58851188206888e-05,3667.02491351614
"2638618",0.000401585651683689,0.000423495889390298,0.000311384952441937,0.000401519046765535,0.000412924770973419,0.000572464677104834,0.000378605232610054,0.000464594695382664,0.00036341572611973,0.000434090827524093,0.000493939547193985,"v_3292",139,1.91160727940052e-05,3665.68950161545
"1903694",4.19410602280615e-06,1.1473195409777e-05,1.27747672796692e-05,8.40701521703382e-06,7.89746829730583e-06,4.56147153071581e-06,7.14349495490669e-06,6.20050117765233e-06,4.77132244358508e-06,5.55431176950119e-06,6.32175188388206e-06,"v_2520",16,2.62680921484673e-05,3654.88302498439
"2767579",0,1.01234077145091e-06,0,3.36280608681353e-07,0,2.2807357653579e-07,4.46468434681668e-07,4.42892941260881e-07,7.95220407264179e-07,0,0,"v_6650",3,1.57848213158227e-05,3652.73608069649
"2640322",1.29318269036523e-05,1.1473195409777e-05,1.11779213697105e-05,1.37875049559355e-05,1.83334085473171e-05,1.9614327582078e-05,1.51799267791767e-05,1.50583600028699e-05,8.74742447990597e-06,1.23903877935027e-05,2.57084576611204e-05,"v_4513",11,2.54614894971356e-05,3648.62992882705
"1985293",0,0,0,0,8.46157317568482e-07,2.2807357653579e-07,4.46468434681668e-07,0,0,4.27254751500091e-07,4.21450125592137e-07,"v_5929",9,1.67979708051267e-05,3645.40806503021
"1049583",2.23685654549661e-05,1.95719215813843e-05,2.07589968294624e-05,2.48847650424201e-05,1.91795658648856e-05,2.57723141485443e-05,2.05375479953567e-05,3.05596129470008e-05,1.74948489598119e-05,2.30717565810049e-05,3.20302095450024e-05,"v_3243",4,2.39446399923377e-05,3641.13850163103
"1589748",3.49508835233846e-07,0,0,0,5.64104878378988e-07,6.84220729607371e-07,0,0,0,0,4.21450125592137e-07,"v_5605",6,1.6856015912079e-05,3640.54907175158
"913107",0.000112541844945298,0.000154213244184355,0.000102996561192333,6.08667901713249e-05,0.000112820975675798,8.80364005428151e-05,0.000161621573354764,0.000113380592962785,2.86279346615105e-05,0.000113649763899024,0.000124749237175273,"v_4700",85,2.41995982866684e-05,3638.07691222441
"1736",2.13200389492646e-05,2.227149697192e-05,1.59684590995865e-05,1.54689079993422e-05,2.08718805000226e-05,1.89301068524706e-05,1.42869899098134e-05,1.55012529441308e-05,5.56654285084926e-06,1.32448972965028e-05,1.47507543957248e-05,"v_4463",23,2.77123458500762e-05,3637.85542042686
"1477431",0.000187336735685341,0.000213266455852325,0.000134135056436527,0.000227998252685957,0.00019489823547994,0.000227617429382719,0.000243325296901509,0.000203730752980005,0.000151091877380194,0.000211063847241045,0.000222525666312649,"v_3109",25,2.05115582630812e-05,3636.86117489968
"1871025",1.15337915627169e-05,1.28229831050449e-05,1.59684590995865e-05,1.61414692167049e-05,1.46667268378537e-05,1.48247824748264e-05,1.339405304045e-05,1.55012529441308e-05,6.36176325811343e-06,1.75174448115038e-05,1.51722045213169e-05,"v_4579",3,2.28373070247556e-05,3634.42005921155
"1484158",3.91449895461907e-05,4.01561839342194e-05,3.67274559290489e-05,1.95042753035185e-05,2.84872963581389e-05,2.44038726893296e-05,2.99133851236718e-05,2.39162188280876e-05,1.3518746923491e-05,2.90533231020062e-05,6.78534702203341e-05,"v_2009",45,2.71039436237973e-05,3627.8040408964
"444923",2.44656184663692e-06,3.71191616198667e-06,2.39526886493797e-06,1.68140304340676e-06,1.69231463513696e-06,1.59651503575053e-06,2.23234217340834e-06,1.32867882378264e-06,1.59044081452836e-06,2.13627375750046e-06,1.68580050236855e-06,"v_213",21,2.44552591034702e-05,3623.34787881407
"2751313",8.03870321037846e-06,1.34978769526788e-05,3.99211477489662e-06,6.38933156494571e-06,7.61541585811634e-06,8.43872233182425e-06,5.35762121618002e-06,8.85785882521762e-06,2.38566122179254e-06,1.02541140360022e-05,1.13791533909877e-05,"v_4523",38,2.76403438458774e-05,3621.37217473308
"59893",2.79607068187077e-06,3.03702231435273e-06,3.99211477489662e-06,2.69024486945082e-06,5.07694390541089e-06,9.35101663796741e-06,5.35762121618002e-06,4.87182235386969e-06,3.9761020363209e-06,5.1270570180011e-06,2.52870075355282e-06,"v_3985",11,2.55532273726172e-05,3620.18833402163
"2528024",0.00142669506542456,0.00173110271918106,0.000676264242867488,0.000705180436404797,0.00138910826300826,0.00114584164851581,0.00123359228502545,0.000720143922490192,0.000868380684732484,0.00154623494567883,0.00118427485291391,"v_4824",19,1.64487211119335e-05,3615.99445362017
"2635733",5.94165019897538e-06,7.76127924779031e-06,6.3873836398346e-06,2.01768365208812e-06,5.07694390541089e-06,5.24569226032318e-06,6.69702652022502e-06,7.52918000143497e-06,7.95220407264179e-07,6.40882127250137e-06,9.27190276302702e-06,"v_4414",24,2.64103105852525e-05,3612.20401945153
"1917421",2.62131626425384e-05,3.4419586229331e-05,2.39526886493797e-05,2.55573262597828e-05,2.98975585540864e-05,1.89301068524706e-05,2.36628270381284e-05,2.08159682392614e-05,2.2266171403397e-05,2.73443040960059e-05,2.82371584146732e-05,"v_2277",40,2.7782408179141e-05,3609.59508870044
"158850",9.08722971607999e-06,1.01234077145091e-05,8.78265250477257e-06,1.34512243472541e-06,5.35899634460039e-06,2.73688291842949e-06,4.46468434681668e-06,5.75760823639145e-06,1.59044081452836e-06,5.1270570180011e-06,4.21450125592137e-06,"v_2137",53,2.74846086191733e-05,3607.93218808871
"683737",1.60774064207569e-05,1.82221338861164e-05,2.47511116043591e-05,2.8583851737915e-05,1.94616183040751e-05,1.9614327582078e-05,1.65193320832217e-05,2.70164694169137e-05,3.18088162905672e-05,1.66629353085036e-05,1.51722045213169e-05,"v_3973",4,2.1654395842356e-05,3607.40964170895
"1524217",0.00138090940800893,0.00151074987792858,0.00218927574255331,0.00206913458521636,0.00155777562164358,0.00102975219805909,0.00141307259576748,0.00178485855328135,0.000945517064237109,0.00151248182031032,0.00110799238018173,"v_2825",7,1.56759468271884e-05,3607.40638110313
"332249",0.00031350942520476,0.00034520820306476,0.000270665381737991,0.000320475420073329,0.000308283316034117,0.000287372706435096,0.000293329761585856,0.000326412097709269,0.00024731354665916,0.000307623421080066,0.000336317200222526,"v_4691",17,2.01332823290181e-05,3607.05554336661
"2547598",1.78249505969261e-05,2.2608943895737e-05,9.5810754597519e-06,2.35396426076947e-05,2.53847195270545e-05,1.23159731329327e-05,2.05375479953567e-05,1.28438952965655e-05,1.27235265162269e-05,2.39262660840051e-05,1.72794551492776e-05,"v_2317",46,2.80371211484005e-05,3606.53306836889
"2560511",0,3.3744692381697e-07,1.59684590995865e-06,0,2.82052439189494e-07,0,0,0,0,0,0,"v_5784",5,1.60583238321584e-05,3601.85762592007
"2734111",0,6.7489384763394e-07,0,0,8.46157317568482e-07,0,0,0,0,0,4.21450125592137e-07,"v_5947",7,1.71841974120599e-05,3600.28367092449
"340",2.97082509948769e-05,3.47570331531479e-05,3.59290329740696e-05,2.82475711292336e-05,2.48206146486755e-05,2.66846084546875e-05,2.63416376462184e-05,3.98603647134793e-05,4.13514611777373e-05,2.69170493445058e-05,2.86586085402653e-05,"v_1665",10,2.1891897808621e-05,3597.61428448776
"262728",1.39803534093538e-06,1.01234077145091e-06,0,0,5.64104878378988e-07,2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,"v_2753",7,1.8561140396466e-05,3597.32756763274
"570267",4.89312369327384e-05,5.06170385725455e-05,5.26959150286354e-05,3.90085506070369e-05,4.11796561216661e-05,3.76321401284054e-05,4.50933119028485e-05,4.8275330597436e-05,1.66996285525478e-05,3.63166538775078e-05,3.41374601729631e-05,"v_5362",66,2.62350132486817e-05,3596.90157294824
"2662262",6.64066786944307e-06,5.06170385725455e-06,5.58896068485527e-06,4.70792852153894e-06,6.20515366216887e-06,2.2807357653579e-06,3.57174747745334e-06,1.32867882378264e-06,1.59044081452836e-06,5.98156652100128e-06,4.21450125592137e-06,"v_2593",26,2.68940107038163e-05,3588.37042472287
"2483404",0.000145745184292514,0.000174797506537191,0.000281044880152722,0.000193025069383097,0.000220847059885374,0.000186336112029741,0.000152245736226449,0.000165199067090309,0.000308545518018502,0.000224735999289048,0.000167737149985671,"v_87",54,2.01576326876172e-05,3583.62813526418
"2625095",3.49508835233846e-07,3.3744692381697e-07,7.98422954979325e-07,0,0,0,0,0,0,0,0,"v_7363",16,1.52601861742713e-05,3583.34864963942
"680287",3.49508835233846e-07,3.3744692381697e-07,7.98422954979325e-07,0,0,0,0,0,0,0,0,"v_7671",16,1.52601861742713e-05,3583.34864963942
"2734257",3.49508835233846e-07,0,7.98422954979325e-07,0,2.82052439189494e-07,0,0,0,0,0,0,"v_5790",19,1.53202702495672e-05,3582.07246970625
"1123964",3.49508835233846e-07,0,7.98422954979325e-07,0,2.82052439189494e-07,0,0,0,0,0,0,"v_6320",19,1.53202702495672e-05,3582.07246970625
"2681308",6.99017670467692e-06,5.06170385725455e-06,1.59684590995865e-06,5.716770347583e-06,3.94873414865292e-06,3.87725080110844e-06,5.80408965086168e-06,3.98603647134793e-06,2.38566122179254e-06,7.26333077550155e-06,7.58610226065847e-06,"v_1846",18,2.64298551643937e-05,3577.70333756579
"1197",6.64066786944307e-06,1.41727708003127e-05,1.19763443246899e-05,5.716770347583e-06,7.61541585811634e-06,6.61413371953792e-06,1.11617108670417e-05,1.41725741203482e-05,1.59044081452836e-06,7.69058552700165e-06,1.2222053642172e-05,"v_4652",29,2.75512453162883e-05,3563.95311694718
"375286",4.85817280975046e-05,5.09544854963625e-05,6.94627970832013e-05,6.12030707800062e-05,6.03592219865517e-05,4.7895451072516e-05,4.37539065988035e-05,5.75760823639145e-05,6.2027191766606e-05,6.57972317310141e-05,7.62824727321769e-05,"v_1130",4,2.22940586333742e-05,3563.94946618016
"2711156",0.000553621995010412,0.000448466961752753,0.000739339656310855,0.000500721826326535,0.000375129744122027,0.000366514237493015,0.000450040182159121,0.000423848544786663,0.00046997526069313,0.000382393002592582,0.000419342874964177,"v_342",60,1.76174201049998e-05,3562.8408851917
"1977088",0.000423954217138655,0.000392788219322953,0.000239526886493797,0.000411271184417295,0.000363565594115258,0.00046595431686262,0.00050584873649433,0.000420305401256576,0.000225842595663027,0.000393928880883084,0.000433250729108717,"v_3074",101,1.91405876160398e-05,3560.93546155273
"244310",0,0,0,3.36280608681353e-07,0,0,4.46468434681668e-07,4.42892941260881e-07,0,0,0,"v_7434",11,1.5219310260859e-05,3556.46369725492
"2162",2.09705301140308e-06,3.3744692381697e-06,1.59684590995865e-06,3.02652547813218e-06,3.38462927027393e-06,2.2807357653579e-06,1.339405304045e-06,4.42892941260881e-06,0,1.70901900600037e-06,2.95015087914496e-06,"v_5409",22,2.51553341886147e-05,3551.51418944197
"1421430",6.85037317058338e-05,6.27651278299564e-05,9.42139086875603e-05,2.58936068684642e-05,4.17437610000451e-05,4.10532437764423e-05,4.19680328600768e-05,3.18882917707834e-05,1.98805101816045e-05,5.72521367010123e-05,4.42522631871744e-05,"v_1512",117,2.61663657534605e-05,3551.51304930235
"1204360",2.09705301140308e-06,4.04936308580364e-06,3.1936918199173e-06,2.01768365208812e-06,3.38462927027393e-06,3.87725080110844e-06,1.78587373872667e-06,8.85785882521762e-07,1.19283061089627e-05,4.69980226650101e-06,1.26435037677641e-06,"v_4983",11,2.48558361503281e-05,3529.02245836709
"1690221",0.00032539272560271,0.000330023091492997,0.000183637279645245,0.000334262925029265,0.000282616544067873,0.000335724304660684,0.000540226805964818,0.000355200138891226,0.000187672016114346,0.000276433824220559,0.000362447108009238,"v_3100",101,1.96854268784819e-05,3525.57009060082
"40933",6.99017670467692e-07,1.01234077145091e-06,0,0,8.46157317568482e-07,1.82458861228632e-06,2.67881060809001e-06,0,7.95220407264179e-07,2.13627375750046e-06,1.26435037677641e-06,"v_313",13,2.25703065047623e-05,3524.96240036615
"57678",0,3.3744692381697e-07,7.98422954979325e-07,0,0,0,4.46468434681668e-07,0,0,0,4.21450125592137e-07,"v_7834",9,1.62040412878972e-05,3517.81500566151
"2742668",0,6.7489384763394e-07,0,0,2.82052439189494e-07,0,0,0,0,8.54509503000183e-07,0,"v_1815",9,1.58571587143016e-05,3517.65669786185
"1504",1.74754417616923e-06,1.01234077145091e-06,0,2.35396426076947e-06,2.25641951351595e-06,2.05266218882211e-06,2.67881060809001e-06,1.32867882378264e-06,2.38566122179254e-06,1.28176425450027e-06,2.10725062796069e-06,"v_4384",5,1.9352091961141e-05,3517.50560107636
"1223566",0.000451565415122129,0.000336772029969336,0.000475061658212698,0.000363855618593224,0.000837695744392797,0.000666202917061044,0.000291990356281811,0.000634222691885581,0.000162224963081893,0.00164535804802685,0.000342217501980816,"v_2",45,1.8347277264054e-05,3515.40357409551
"1210884",0.00140048190278202,0.0014614826270513,0.000677861088777447,0.000843728047181515,0.00101792725303488,0.000883328961923116,0.001349227609608,0.00115329321904333,0.00013518746923491,0.00102327512984272,0.000794854936866771,"v_4818",24,1.69503017153705e-05,3503.49802349552
"725",3.49508835233846e-07,3.3744692381697e-07,0,0,0,0,0,4.42892941260881e-07,0,0,0,"v_7958",27,1.58067779463834e-05,3502.82235483543
"589382",0.000695522582115353,0.000741033444702066,0.000337732909956254,0.000321820542508055,0.00126867187147434,0.0040312004652701,0.000608090008036432,0.000436249547141968,0.000524845468794358,0.00127791896173677,0.00216372494479003,"v_3170",10,1.58360650545552e-05,3502.5737442472
"2714945",0.000234869937277144,0.000198418791204378,0.00054372603234092,0.000235732706685628,0.000199129022067783,0.000145054794676763,0.000204036074649522,0.000255992120048789,0.000486674889245678,0.000125612896941027,0.000253291525480875,"v_1718",33,1.83140120506199e-05,3502.34134797302
"1690220",0.000455060503474467,0.000432606956333356,0.000269866958783012,0.000467766326675762,0.000450155692946433,0.000755607759063074,0.000406286275560318,0.000496925880094708,0.000218685611997649,0.000483225123946603,0.00052849845749254,"v_3301",140,1.88996616960556e-05,3497.72952449991
"395960",0.000101008053382581,7.55881109350013e-05,0.000104593407102292,9.58399734741856e-05,0.000113949185432556,7.52642802568108e-05,8.25966604161086e-05,7.7949157661915e-05,5.00988856576433e-05,0.000120485839923026,7.75468231089533e-05,"v_56",59,2.41832120142197e-05,3493.73784654073
"2799326",0.000474283489412329,0.000371866510046301,0.000668280013317695,0.000412280026243339,0.000366386118507153,0.000287600780011632,0.000357174747745334,0.000466366267147707,0.00100754425600372,0.000296942052292564,0.000420185775215361,"v_1705",58,1.75944823703287e-05,3490.68981021511
"76114",0.000337625534835895,0.0003519571415411,0.000316973913126792,0.00033796201172476,0.000391488785595018,0.00026821452600609,0.000307616751495669,0.000270164694169137,0.000146320554936609,0.000405037504422087,0.000289957686407391,"v_1170",195,2.05161872717574e-05,3487.89007140344
"417367",1.53783887502892e-05,1.1810642333594e-05,3.1936918199173e-06,1.04246988691219e-05,1.15641500067693e-05,1.4140561745219e-05,1.96446111259934e-05,1.28438952965655e-05,3.65801387341523e-05,1.75174448115038e-05,7.16465213506634e-06,"v_4035",8,2.50218941573877e-05,3487.58432138035
"353800",5.906699315452e-05,7.05264070777468e-05,4.71069543437802e-05,5.11146525195656e-05,5.86669073514148e-05,5.81587620166266e-05,5.04509331190285e-05,7.97207294269585e-05,8.34981427627388e-05,7.22060530035155e-05,4.76238641919115e-05,"v_5328",11,2.33241591640621e-05,3487.22565886555
"2267833",7.86394879276153e-05,7.45757701635504e-05,0.000101399715282374,7.33091726925349e-05,9.39234622501015e-05,6.68255579249866e-05,7.36672917224752e-05,5.9347654128958e-05,0.000158248861045572,0.000101686630857022,9.44048281326388e-05,"v_148",26,2.22069241189403e-05,3484.33676928503
"2758041",0.000340771114353,0.000379965236217908,0.000415978359544228,0.000345023904507068,0.000413770928290988,0.000339373481885256,0.000368782927047058,0.00028655173299579,0.000433395121958978,0.000434945337027093,0.000347274903487921,"v_261",51,1.92618845827876e-05,3480.49997833469
"2169633",0,1.34978769526788e-06,0,1.00884182604406e-06,5.64104878378988e-07,1.36844145921474e-06,1.339405304045e-06,4.42892941260881e-07,7.95220407264179e-07,1.70901900600037e-06,0,"v_5715",4,2.01191051022051e-05,3475.42200425064
"1198114",0.000259685064578747,0.000283117969082438,0.000219566312619314,0.000261962594162774,0.000244257412338102,0.000174704359626415,0.000244218233770872,0.000273707837699224,5.32797672867e-05,0.000246525991615553,0.000180802103879027,"v_5066",60,2.15917433173554e-05,3466.99981679557
"1517551",0.000335528481824492,0.000280080946768085,0.00053254811097121,0.000329554996507726,0.000227898370865111,0.000210283837565999,0.000314313778015894,0.000271050480051659,0.000251289648695481,0.000246953246367053,0.000251605724978506,"v_351",36,1.93337586760242e-05,3465.28271159482
"53336",8.03870321037846e-06,8.77362001924122e-06,1.03794984147312e-05,6.72561217362706e-06,1.35385170810957e-05,7.75450160221688e-06,5.35762121618002e-06,8.85785882521762e-06,7.15698366537761e-06,8.54509503000183e-06,8.85045263743489e-06,"v_2082",14,2.6335887914461e-05,3462.00356763544
"1979527",1.43298622445877e-05,1.68723461908485e-05,1.19763443246899e-05,2.05131171295625e-05,1.80513561081276e-05,1.50528560513622e-05,1.65193320832217e-05,2.17017541217832e-05,1.19283061089627e-05,2.05082280720044e-05,2.48655574099361e-05,"v_3527",14,2.65097290705689e-05,3460.45423861865
"2003316",3.49508835233846e-07,5.73659770488849e-06,3.1936918199173e-06,6.72561217362706e-07,4.7948914662214e-06,3.64917722457265e-06,2.67881060809001e-06,1.32867882378264e-06,2.38566122179254e-06,1.28176425450027e-06,4.21450125592137e-06,"v_2417",7,2.34318251048574e-05,3455.4546497427
