"","cSObM2TOMPOOM080315.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"33888",7.59514355780307e-05,8.70966776484704e-05,0.000114721008997503,0.000105725009250938,6.94627970832013e-05,0.000100640640577677,8.74742447990597e-05,7.79427254461037e-05,8.0282492427322e-05,0.000106592809693195,0.000105620887154712,"v_3177",94,2.46323619971919e-05,63554.1912739307
"2074",0.000604159146643426,0.000847427133877009,0.00123593071124745,0.000777519338866275,0.000418373628409166,0.000720209584134003,0.000330016469014634,0.000727752519358648,0.000757586376953063,0.000890494097645232,0.00078625133249354,"v_3601",94,1.79475214472881e-05,8597.15252251925
"117157",0.000607611484624246,0.000943603387959876,0.00106624397030482,0.000718049021162623,0.000481449041852533,0.000879707027906661,0.000405562407704731,0.000757034869250001,0.000656914680099754,0.00100508136806542,0.000847666672628229,"v_3690",94,1.8003744778914e-05,8169.98528507178
"1960083",4.37296144237146e-05,4.74155658240708e-05,6.68255579249866e-05,4.84572959066801e-05,2.9541649334235e-05,4.67260116967787e-05,3.26040366978314e-05,3.70335601567122e-05,4.87429418308741e-05,6.43998225229719e-05,6.14153401346886e-05,"v_3727",94,2.68003108836062e-05,4201.39665282941
"28264",7.28826907061911e-06,8.74329582571518e-06,1.16317524033253e-05,6.60781307818364e-06,6.3873836398346e-06,1.52758115162546e-05,7.15698366537761e-06,8.6124558503982e-06,1.01946022129933e-05,1.46565113328143e-05,1.113574848596e-05,"v_3743",94,2.93375579416769e-05,49396.3444294478
"1684",1.87960623400177e-05,3.12740966073658e-05,3.83163608580128e-05,3.52416697503128e-05,1.91621509195038e-05,3.41459316245691e-05,1.51091877380194e-05,2.66986131362344e-05,2.67608308091073e-05,4.0416440342003e-05,3.07076700673443e-05,"v_3772",94,2.77808645405045e-05,13141.4281335333
"267363",1.91796554489977e-05,2.55573262597828e-05,2.34915783831864e-05,2.86338566721291e-05,1.75653050095451e-05,2.83051801624717e-05,1.03378652944343e-05,1.72249117007964e-05,2.54865055324832e-05,2.26509720598039e-05,3.4082139305514e-05,"v_4125",94,2.85853128662493e-05,28085.4108923956
"1264",7.67186217959906e-06,4.70792852153894e-06,5.24569226032318e-06,0,9.5810754597519e-06,1.25800800722097e-05,3.18088162905672e-06,8.6124558503982e-06,5.73446374480872e-06,7.99446072698961e-06,1.31604300288618e-05,"v_4343",94,2.89343479644686e-05,44782.845065757
"1298851",1.15077932693986e-05,1.61414692167049e-05,9.5790902145032e-06,6.60781307818364e-06,1.75653050095451e-05,1.79715429602995e-05,4.77132244358508e-06,1.33493065681172e-05,1.49733220003339e-05,1.42123746257593e-05,1.58600054193976e-05,"v_5205",94,2.92064604690558e-05,37413.1530569313
"1122214",0.000240129286221451,0.000214210747730022,0.000207090807494498,0.000174005744392169,0.00027226222764795,0.000242615829964043,0.000286279346615105,0.000209713299957196,0.000263466750942045,0.000226953857305094,0.000212591562004691,"v_266",93,2.1126909344432e-05,36203.2174309751
"2596913",0.000513247579815177,0.000569659351106212,0.000403690230468349,0.000438318267519515,0.000909403745721451,0.000650120566588835,0.000419876375035487,0.000403493556591156,0.0006355697317163,0.00062267966329108,0.000491997614925142,"v_341",93,1.8968853143139e-05,2690.77004557542
"2739433",0.000223251189426333,0.000194706472426503,0.000160335724304661,0.000180613557470353,0.000346515562461027,0.000236775078501946,0.000260832293582651,0.000186029046368601,0.000274935678431662,0.000226509720598039,0.000200780919671097,"v_451",93,2.13620439203623e-05,40511.8181480021
"1207075",1.41929450322583e-05,1.1433540695166e-05,1.77897389697917e-05,8.81041743757819e-06,2.7146380469297e-05,1.9319408682322e-05,5.56654285084926e-06,1.63636661157566e-05,1.11503461704614e-05,1.73213315751442e-05,2.49710723624558e-05,"v_1344",93,2.91180153160761e-05,29589.328463042
"2508168",0.000368632977729735,0.000366209582853993,0.000220319074933574,0.000251096896970978,0.000538935494611044,0.000387736039368462,0.000774544676675311,0.000290670384950939,0.000939814891510318,0.000295795046898616,0.000294591164492215,"v_1707",93,1.92578042251622e-05,3695.12923157538
"1176533",0.000479107793115961,0.000397483679461359,0.000296039502343456,0.00031937763211221,0.000693829547877033,0.00047040513698584,0.000965397574418714,0.000394450477948237,0.000692914369164387,0.00040327613000592,0.00037085416927485,"v_1710",93,1.87402784805382e-05,11630.9433016086
"210",2.60843314106368e-05,2.32033619990134e-05,1.71055182401843e-05,1.76208348751564e-05,2.23558427394211e-05,4.35809916787263e-05,9.54264488717015e-06,1.80861572858362e-05,1.87962978302063e-05,1.9542015110419e-05,3.74566085436837e-05,"v_2948",93,2.85934864037972e-05,10398.3507717105
"109266",3.45233798081958e-06,5.716770347583e-06,6.84220729607371e-06,4.4052087187891e-06,1.59684590995865e-06,2.65080258664418e-05,3.18088162905672e-06,5.59809630275883e-06,6.3716263831208e-06,8.43859743404459e-06,1.01234077145091e-05,"v_4641",93,2.87166527869512e-05,3759.0239488667
"2715679",4.98671041673939e-06,9.75213765175924e-06,1.39124881686832e-05,1.10130217969727e-05,5.58896068485527e-06,2.11165629783519e-05,3.9761020363209e-06,1.37799293606371e-05,9.55743957468119e-06,2.66482024232987e-05,1.82221338861164e-05,"v_5088",93,2.89192862720148e-05,8108.11205314028
"667014",8.43904839755897e-06,5.716770347583e-06,1.30001938625401e-05,1.32156261563673e-05,1.27747672796692e-05,1.34786572202246e-05,1.59044081452836e-06,1.07655698129977e-05,9.55743957468119e-06,1.42123746257593e-05,1.34978769526788e-05,"v_5210",93,2.92851495006882e-05,25644.0195394858
"71998",3.83593108979953e-06,1.00884182604406e-05,7.0702808726095e-06,8.81041743757819e-06,3.99211477489662e-06,1.07829257761797e-05,2.38566122179254e-06,3.44498234015928e-06,2.54865055324832e-06,1.11034176763745e-05,1.04608546383261e-05,"v_5375",93,2.87323296172854e-05,24952.9513648693
"47883",7.40334700331309e-05,5.38048973890165e-05,8.39310761651709e-05,7.92937569382037e-05,0.00015409563031101,7.99733661733328e-05,5.48702081012284e-05,7.27752519358648e-05,7.45480286825133e-05,8.2609427512226e-05,0.000135316216450605,"v_1430",92,2.52659238485055e-05,2389.30724770863
"43661",8.82264150653892e-06,8.07073460835247e-06,5.70183941339476e-06,2.20260435939455e-06,7.18580659481392e-06,8.98577148014976e-06,4.77132244358508e-06,6.45934188779865e-06,1.11503461704614e-05,6.66205060582468e-06,1.1810642333594e-05,"v_2399",92,2.90014790754328e-05,23520.6089609157
"31909",3.06874487183962e-06,4.03536730417623e-06,5.24569226032318e-06,4.4052087187891e-06,3.99211477489662e-06,8.08719433213478e-06,1.59044081452836e-06,2.58373675511946e-06,3.50439451071644e-06,5.77377719171472e-06,5.06170385725455e-06,"v_4514",92,2.83776497630466e-05,58312.0420192625
"2605424",7.28826907061911e-06,6.05305095626435e-06,6.84220729607371e-06,0,8.78265250477257e-06,9.43506005415724e-06,3.18088162905672e-06,6.02871909527874e-06,7.64595165974496e-06,3.99723036349481e-06,1.1473195409777e-05,"v_1374",91,2.873810960715e-05,43193.2595479202
"28447",0.000718086300010472,0.000810772547530742,0.00101492741558427,0.00075549329527233,0.000699418508561889,0.000872518410722541,0.000588463101375493,0.000696317055504694,0.000723816757122523,0.000922027803846135,0.000921230102020328,"v_3187",91,1.79266084649445e-05,3771.83108191298
"1884905",6.5210828526592e-06,5.38048973890165e-06,1.11756052502537e-05,6.60781307818364e-06,9.5810754597519e-06,1.48265229422471e-05,6.36176325811343e-06,6.02871909527874e-06,7.32737034058892e-06,1.68771948680892e-05,1.24855361812279e-05,"v_3791",91,2.93642636910879e-05,56637.4667533679
"1852373",6.13748974367925e-06,1.68140304340676e-05,1.14036788267895e-05,8.81041743757819e-06,1.51700361446072e-05,2.11165629783519e-05,1.3518746923491e-05,9.04307864291811e-06,1.49733220003339e-05,1.77654682821991e-05,1.72097931146655e-05,"v_4551",91,2.92705772157827e-05,61055.6264961884
"158189",6.13748974367925e-06,7.06189278230841e-06,1.20878995563969e-05,1.32156261563673e-05,1.19763443246899e-05,1.52758115162546e-05,4.77132244358508e-06,8.18183305787829e-06,7.964532978901e-06,1.37682379187043e-05,1.31604300288618e-05,"v_5113",91,2.91468710833892e-05,24964.4054373805
"1138308",3.06874487183962e-06,2.69024486945082e-06,2.5088093418937e-06,2.20260435939455e-06,5.58896068485527e-06,5.84075146209734e-06,7.95220407264179e-07,1.72249117007964e-06,4.14155714902852e-06,3.10895694938485e-06,6.07404462870546e-06,"v_1826",90,2.80355490762287e-05,83190.943656458
"2108399",6.5210828526592e-06,4.70792852153894e-06,7.98257517875266e-06,2.20260435939455e-06,6.3873836398346e-06,1.03336372021722e-05,3.18088162905672e-06,8.18183305787829e-06,6.05304506396476e-06,1.06592809693195e-05,1.01234077145091e-05,"v_2115",90,2.89343479644686e-05,53217.5954548007
"392500",6.13748974367925e-06,7.73445399967112e-06,6.61413371953792e-06,8.81041743757819e-06,3.99211477489662e-06,1.21307914982022e-05,3.18088162905672e-06,4.3062279251991e-06,8.92027693636912e-06,4.44136707054978e-06,1.01234077145091e-05,"v_2398",90,2.88741951318107e-05,30847.5653922188
"33905",2.49335520836969e-05,2.92564129552777e-05,4.12813173529781e-05,4.62546915472855e-05,2.63479575143177e-05,4.04359716606739e-05,2.2266171403397e-05,2.71292359287543e-05,3.15395505964479e-05,4.26371238772779e-05,3.71191616198667e-05,"v_3768",90,2.7520915896081e-05,9304.39954322822
"2238",2.30155865387972e-05,2.48847650424201e-05,2.78249763373664e-05,2.64312523127346e-05,2.31542656944004e-05,3.05516230325092e-05,2.38566122179254e-05,1.76555344933163e-05,2.10263670642986e-05,2.57599290091887e-05,3.91438431627685e-05,"v_5288",90,2.8515212866064e-05,25565.2291375892
"2735134",0.000538948318116834,0.000598579483452808,0.00041555005644821,0.00041629222392557,0.00091100059163141,0.000613278903520221,0.000440552105624355,0.000468517598261662,0.000674436652653336,0.000627565167068684,0.000548351251202577,"v_337",89,1.87740542570168e-05,4619.97325299035
"1609977",0.000546620180296433,0.0005518364788461,0.000391830404488488,0.000365632323659495,0.000972479159164818,0.000646076969422768,0.000430214240329921,0.00043062279251991,0.000664879213078655,0.000576045309050307,0.000502458469563469,"v_370",89,1.89436993256043e-05,7000.12914720873
"424800",0.000371318129492595,0.000381342210244654,0.000271635629654126,0.000301756797237053,0.000617180944199018,0.00038099671075835,0.000270374938469821,0.000292392876121019,0.000419571597328505,0.000410826454025855,0.000319899683778488,"v_374",89,2.00863713970071e-05,3565.30589598107
"1874061",0.000372085315710554,0.000245821124946069,0.000233547342372649,0.000288541171080686,0.000606003022829308,0.000288892553086815,0.000580510897302851,0.000197655861766639,0.000309023879581359,0.000302901234211495,0.000291891589101679,"v_406",89,1.94745759411089e-05,12054.9623133574
"1229727",0.000315313535581521,0.00031812145581256,0.000338917334732185,0.000350214093143733,0.000309788106531978,0.000335618564783593,0.000245723105844631,0.000323397717182452,0.000357766821412233,0.000366856920027412,0.000374566085436837,"v_620",89,2.05579425611085e-05,2069.6206593684
"342610",6.13748974367925e-06,6.72561217362706e-06,7.0702808726095e-06,1.10130217969727e-05,2.39526886493797e-06,7.18861718411981e-06,2.38566122179254e-06,4.73685071771901e-06,4.46013846818456e-06,6.2179138987697e-06,1.24855361812279e-05,"v_2437",89,2.85869471999085e-05,21965.884666222
"689",7.67186217959906e-06,4.03536730417623e-06,8.66679590836004e-06,4.4052087187891e-06,7.98422954979325e-06,9.43506005415724e-06,2.38566122179254e-06,6.02871909527874e-06,4.7787197873406e-06,6.66205060582468e-06,8.77362001924122e-06,"v_2613",89,2.89326736683737e-05,34332.8652942353
"43357",0.000564649056418491,0.00080774602205261,0.00104754193702889,0.000737872460397174,0.000661094206722881,0.000890489953682841,0.000326040366978314,0.000814738323447669,0.000668065026270216,0.000944678775905939,0.000881073918086109,"v_3632",89,1.80228890691178e-05,26167.5618609796
"2608887",1.03570139424587e-05,9.41585704307788e-06,8.66679590836004e-06,8.81041743757819e-06,1.67668820545658e-05,1.7522254386292e-05,6.36176325811343e-06,9.47370143543802e-06,8.92027693636912e-06,1.64330581610342e-05,1.72097931146655e-05,"v_4220",89,2.91027618520998e-05,29329.495915933
"160453",2.68515176285967e-06,4.70792852153894e-06,5.01761868378739e-06,4.4052087187891e-06,4.79053772987595e-06,8.98577148014976e-06,3.9761020363209e-06,1.72249117007964e-06,5.41588242565268e-06,5.32964048465974e-06,5.73659770488849e-06,"v_4277",89,2.89067468347112e-05,182511.467722202
"2601677",0.000551606890713172,0.000714596293447875,0.000517270871583173,0.000359024510581311,0.00041438151363427,0.00084421323056007,0.000260832293582651,0.000408661030101394,0.000688772812015358,0.00060846728866532,0.000705938964625102,"v_4696",89,1.89304306672977e-05,8225.6317532559
"122420",3.83593108979953e-06,7.73445399967112e-06,4.33339795418002e-06,4.4052087187891e-06,4.79053772987595e-06,9.88434862816473e-06,3.9761020363209e-06,3.87560513267919e-06,5.09730110649664e-06,7.55032401993463e-06,1.0798301562143e-05,"v_5367",89,2.91655729576808e-05,106661.299774576
"2026624",0.000526673338629476,0.000460368153284772,0.000383847829309735,0.000381050554175257,0.000711394852886578,0.000514435417238574,0.000437371223995299,0.000424594073424631,0.000559747377757162,0.000565830164788042,0.000461627391781615,"v_438",88,1.92596587188475e-05,3363.52632344877
"414684",0.000606077112188326,0.000594207835539951,0.000607816081467882,0.000541840672411059,0.000710596429931599,0.000761094844368684,0.000434985562773506,0.000541723472990047,0.000679215372440677,0.000760362042478123,0.000772753455540862,"v_500",88,1.8652192565236e-05,6636.68529563245
"1134435",0.000302654962985183,0.000325855909812231,0.000283723529210523,0.000303959401596448,0.000326554988586544,0.000406606159476777,0.000171767607969063,0.00033545515537301,0.000292139069666089,0.000341985264432333,0.000361068208484158,"v_1164",88,2.06087834635121e-05,7543.45666865916
"56458",0.000318765873562341,0.000259608629902004,0.000212108426178285,0.000213652622861271,0.000388831979074931,0.000309110538917152,0.000410333730148317,0.000261818657852105,0.000344386406007679,0.000248716555950788,0.000280755840615719,"v_1675",88,2.01551950015116e-05,31750.6840843087
"2778082",0.00032643773574194,0.000604296253800391,0.000267074158123411,0.000270920336205529,0.000764090767915214,0.000437607071083293,0.00027594148132067,0.000220909492562714,0.000484880767755493,0.000329105299927739,0.00031854989608322,"v_1734",88,1.98941630525604e-05,1996.84620408714
"582702",0.000202153568432435,0.000456332785980596,0.000178581610427524,0.000158587513876407,0.000644327324668315,0.000294733304548912,0.000189262456928875,0.000165359152327645,0.000325271526858317,0.000182096049892541,0.000217653265861946,"v_1735",88,2.12309717415766e-05,19307.7415699382
"28152",3.45233798081958e-06,3.69908669549488e-06,4.10532437764423e-06,4.4052087187891e-06,6.3873836398346e-06,7.18861718411981e-06,1.59044081452836e-06,1.72249117007964e-06,3.50439451071644e-06,4.44136707054978e-06,9.11106694305819e-06,"v_1985",88,2.84665091519827e-05,57337.1205138433
"1646377",2.53171451926769e-05,3.53094639115421e-05,2.8281123490438e-05,4.4052087187891e-05,3.75258788840283e-05,3.81895287906365e-05,1.3518746923491e-05,2.4114876381115e-05,2.58050868516392e-05,4.44136707054978e-05,3.67817146960497e-05,"v_2003",88,2.77246388865785e-05,3194.28681466404
"2731756",2.26319934298172e-05,7.73445399967112e-06,1.07194580971822e-05,8.81041743757819e-06,9.5810754597519e-06,1.21307914982022e-05,7.15698366537761e-06,8.18183305787829e-06,1.21060901279295e-05,1.11034176763745e-05,1.58600054193976e-05,"v_2564",88,2.93910181048672e-05,47082.2884333749
"879567",8.43904839755897e-06,9.41585704307788e-06,1.34563410156116e-05,8.81041743757819e-06,2.07589968294624e-05,1.48265229422471e-05,3.18088162905672e-06,9.47370143543802e-06,1.49733220003339e-05,1.59889214539792e-05,1.85595808099334e-05,"v_2864",88,2.90646980177876e-05,26274.2276163041
"412690",0.000412746185262429,0.000422704725112461,0.000606219566432131,0.000473559937269828,0.000341725024731151,0.000422780548141046,0.000442142546438884,0.000365598750849403,0.000363819866476198,0.000534740595294194,0.000501446128792018,"v_3207",88,1.94386128605863e-05,47788.2200444573
"219314",0.00032260180465214,0.000383359893896742,0.000436304751912967,0.000403076597769202,0.000242720578313715,0.000334270699061571,0.000282303244578784,0.000377225566247441,0.000350439451071644,0.000373074833926182,0.000337109476893153,"v_3656",88,1.98192484540986e-05,42843.8452922786
"263510",4.60311730775944e-06,5.04420913022029e-06,3.87725080110844e-06,0,4.79053772987595e-06,5.84075146209734e-06,1.59044081452836e-06,2.15311396259955e-06,4.46013846818456e-06,7.10618731287965e-06,6.07404462870546e-06,"v_4616",88,2.81944287808729e-05,102148.417965508
"1123384",9.20623461551887e-06,9.75213765175924e-06,5.47376583685897e-06,8.81041743757819e-06,7.18580659481392e-06,1.16815029241947e-05,2.38566122179254e-06,6.88996468031856e-06,8.28311429805704e-06,1.24358277975394e-05,1.55225584955806e-05,"v_5175",88,2.91834471487772e-05,21602.4570959977
"54252",1.91796554489977e-06,4.70792852153894e-06,3.42110364803686e-06,2.20260435939455e-06,2.39526886493797e-06,4.94217431408237e-06,0,1.29186837755973e-06,1.5929065957802e-06,4.88550377760476e-06,6.7489384763394e-06,"v_5494",88,2.79634238416152e-05,77684.2455972609
"1982898",4.98671041673939e-06,6.05305095626435e-06,8.43872233182425e-06,4.4052087187891e-06,3.1936918199173e-06,6.29004003610483e-06,7.95220407264179e-07,3.44498234015928e-06,4.14155714902852e-06,7.10618731287965e-06,8.77362001924122e-06,"v_5659",88,2.88608617853329e-05,43403.0652488985
"1333996",0.000647505167958161,0.000634897789190394,0.000573833118564049,0.000533030254973481,0.000881458942297175,0.00092104157671535,0.000374548811821428,0.000462058256373863,0.000719038037335182,0.000620458979755805,0.000657346607595458,"v_64",87,1.85863241826664e-05,25909.2650481086
"2599297",0.000481792944878821,0.000444562964676749,0.000346899909910937,0.000328188049549788,0.000852715715917919,0.000467260116967787,0.000476337023951243,0.000386699267682879,0.00072317959448421,0.000520528220668435,0.000441718023276414,"v_345",87,1.88309731846942e-05,2881.19006025226
"13689",0.000345617391190938,0.000348386710593882,0.000273460218266413,0.000251096896970978,0.000566880298035321,0.000364373033520073,0.000327630807792842,0.00028593353423322,0.000403323950051546,0.000391728575622491,0.000314500532997416,"v_375",87,1.99135750841349e-05,3215.99251569474
"1850238",0.000593418539591987,0.000563942580758629,0.000440182002714076,0.000427305245722542,0.000836747256818332,0.000613728192094228,0.000533592893274264,0.000473685071771901,0.000597339973417575,0.000699959450318646,0.000539915078107152,"v_440",87,1.87444938049448e-05,2594.81573197366
"1940610",0.000605693519079346,0.00064128712075534,0.000700870100694484,0.000601310990114712,0.000785648187699656,0.000836575324801942,0.000458046954584167,0.00052665167525185,0.000713940736228685,0.000736822797004209,0.000773765796312313,"v_732",87,1.84597208890202e-05,8617.76754930835
"50340",1.6494503686138e-05,1.81591528687931e-05,2.12108426178285e-05,8.81041743757819e-06,3.51306100190903e-05,2.33630058483894e-05,1.82900693670761e-05,1.11961926055177e-05,1.78405538727382e-05,2.57599290091887e-05,4.21808654771213e-05,"v_1466",87,2.8618035085711e-05,10299.3307719869
"55213",2.07140278849175e-05,1.61414692167049e-05,1.57370767809695e-05,8.81041743757819e-06,2.07589968294624e-05,2.06672744043444e-05,1.03378652944343e-05,1.37799293606371e-05,1.91148791493624e-05,1.51006480398693e-05,2.2946390819554e-05,"v_2122",87,2.90216791943582e-05,37209.4536114545
"2487742",1.91796554489977e-06,4.37164791285759e-06,3.19303007150107e-06,0,4.79053772987595e-06,7.18861718411981e-06,1.59044081452836e-06,3.01435954763937e-06,4.7787197873406e-06,3.55309365643983e-06,6.07404462870546e-06,"v_2371",87,2.81920442051253e-05,120937.051614357
"78258",1.80288761220578e-05,1.61414692167049e-05,4.42462738479433e-05,1.98234392345509e-05,2.79448034242764e-05,2.56094487184268e-05,1.11330857016985e-05,1.93780256633959e-05,1.91148791493624e-05,3.68633466855632e-05,3.07076700673443e-05,"v_3779",87,2.80386933968877e-05,1903.3410799811
"467094",0.000659396554336539,0.000662472799102265,0.00116271909317946,0.000775316734506881,0.000527757573241334,0.000808719433213478,0.000484289228023885,0.000561962744238482,0.000661693399887095,0.00104283298816509,0.000963748414421267,"v_3807",87,1.80812208440314e-05,1295.65396090659
"2214",2.68515176285967e-06,4.70792852153894e-06,9.12294306143162e-06,4.4052087187891e-06,1.59684590995865e-06,7.18861718411981e-06,0,3.44498234015928e-06,3.82297582987248e-06,6.66205060582468e-06,5.06170385725455e-06,"v_5345",87,2.82733467160508e-05,40463.7148890598
"2259673",4.21952419877948e-06,4.37164791285759e-06,1.14036788267895e-05,6.60781307818364e-06,1.59684590995865e-06,6.29004003610483e-06,1.59044081452836e-06,3.44498234015928e-06,4.46013846818456e-06,8.88273414109957e-06,7.42383232397334e-06,"v_5443",87,2.8730678618629e-05,55124.7839200661
"460265",0.000612598195040985,0.000900223189439982,0.000938294693868242,0.00080395059117901,0.000742533348130772,0.00109356838913423,0.000481903566802093,0.000664020346065701,0.000763002259378715,0.000903818198856881,0.000815609214865617,"v_192",86,1.79182569119676e-05,3500.91776857359
"2319844",0.000158423954008721,0.000165450059471226,0.000115177156150574,0.000101319800532149,0.000251503230818487,0.0001680339266788,0.000137573130456703,0.000125741855415814,0.000185732909067971,0.000175433999286716,0.000140715367231677,"v_353",86,2.28524417834046e-05,19336.1012593334
"1806885",0.000124284167309505,0.000124760105820782,9.19136513439236e-05,9.03067787351765e-05,0.000130941364616609,0.000138830169368314,0.000116897399867834,9.00001636366612e-05,0.000140494361747814,0.000152338890519858,0.000122830680269377,"v_435",86,2.40963855421687e-05,63648.735062478
"1795043",4.94835110584139e-05,5.48137392150605e-05,4.37901266948718e-05,7.26859438600201e-05,4.23164166139042e-05,6.73932861011232e-05,2.78327142542463e-05,3.61723145716724e-05,4.74686165542499e-05,5.68494985030372e-05,6.07404462870546e-05,"v_925",86,2.66106069879454e-05,2410.28525778082
"104623",1.72616899040979e-05,1.10972600864846e-05,1.18598259798611e-05,1.54182305157618e-05,1.27747672796692e-05,1.79715429602995e-05,8.74742447990597e-06,1.20574381905575e-05,1.30618340853976e-05,2.0430288524529e-05,2.2946390819554e-05,"v_1949",86,2.91281931781772e-05,21970.4255729341
"35823",6.90467596163915e-06,5.38048973890165e-06,4.7895451072516e-06,0,7.98422954979325e-07,7.18861718411981e-06,1.59044081452836e-06,2.58373675511946e-06,6.3716263831208e-06,6.2179138987697e-06,6.7489384763394e-06,"v_4606",86,2.84705614394716e-05,75063.1066450861
"2528022",0.000601090401771586,0.000620437723017096,0.000671904756474439,0.000539638068051664,0.00046069004502307,0.000841966787690032,0.000360234844490673,0.000509426763551053,0.000748666100016694,0.00102417924646878,0.00136328557222056,"v_4827",86,1.82925713867598e-05,13698.1884251826
"2209",6.90467596163915e-06,8.74329582571518e-06,9.35101663796741e-06,2.20260435939455e-06,2.31542656944004e-05,2.33630058483894e-05,0,7.32058747283847e-06,1.11503461704614e-05,4.44136707054978e-06,2.12591562004691e-05,"v_5344",86,2.8692757947894e-05,12370.9464077549
"652103",9.12951599372288e-05,0.000104246988691219,8.00538253640624e-05,6.8280735141231e-05,0.00011816659733694,9.92927748556548e-05,7.79315999118896e-05,7.70814798610639e-05,0.000116919344130267,8.79390679968857e-05,0.000102246417916542,"v_55",85,2.48743843589871e-05,6326.4513773735
"270351",0.0006544098439198,0.000706861839448204,0.000832468554355635,0.00073126464731899,0.000717782236526413,0.000838372479097972,0.000487470109652942,0.000603302532320394,0.000655321773503974,0.000772797870275662,0.000782876863255371,"v_193",85,1.82985964976486e-05,5062.23923817153
"1486262",0.000237827727567571,0.000203449768252219,0.000192037951443136,0.000154182305157618,0.000263479575143177,0.000234079347057901,0.000287869787429633,0.000184737177991041,0.000247537684984243,0.0001963084245183,0.000210229433537972,"v_267",85,2.11394144382201e-05,30666.3767771498
"627192",0.00048908121394944,0.000440191316763891,0.000336636598966827,0.00041629222392557,0.000643528901713336,0.000497811740000297,0.000440552105624355,0.000375933697869881,0.000494438207330174,0.000505427572628565,0.000420458867075945,"v_379",85,1.95335390866117e-05,7827.96050564848
"1982042",0.000341781460101138,0.000394793434591908,0.000235600004561472,0.000231273457736428,0.000545322878250879,0.000363923744946065,0.000345125656752654,0.000259665543889506,0.000512278761202912,0.000349535588452268,0.000268945198282125,"v_464",85,1.98653131766622e-05,4258.82464642922
"1348774",0.000202153568432435,0.000200423242774086,0.000151212781243229,0.000136561470282462,0.000293021224477412,0.000214310649801572,0.000236975681364725,0.000179569704480802,0.000256139380601456,0.00020341461183118,0.000197069003509111,"v_468",85,2.15847525308122e-05,43620.237372561
"1173283",6.13748974367925e-06,5.38048973890165e-06,4.56147153071581e-06,2.20260435939455e-06,1.75653050095451e-05,6.29004003610483e-06,7.95220407264179e-07,4.73685071771901e-06,4.7787197873406e-06,9.32687084815455e-06,1.28229831050449e-05,"v_1377",85,2.87488500459982e-05,26836.3989006899
"2283318",1.26585725963385e-05,1.27786631298914e-05,9.5790902145032e-06,6.60781307818364e-06,1.11779213697105e-05,1.66236772382771e-05,3.18088162905672e-06,1.16268153980376e-05,1.40175780428658e-05,1.02151442622645e-05,1.48476646479467e-05,"v_1620",85,2.90672325087928e-05,24353.6415009092
"2698682",0.000349836915389717,0.000332245241377177,0.000214389161943643,0.000240083875174006,0.000629157288523708,0.000367068764964118,0.000730012333868517,0.000339330760505689,0.0004826506985214,0.000296239183605671,0.000258146896719982,"v_1638",85,1.90846978892324e-05,2489.47441927484
"2006110",0.000388963412505672,0.000340988537202892,0.000247231756964797,0.000251096896970978,0.000546919724160838,0.000387286750794455,0.000641742868662193,0.000315646506917094,0.000594791322864326,0.00029979227726211,0.00031517542684505,"v_1711",85,1.90872478097383e-05,2804.18447785093
"2681307",2.68515176285967e-06,5.716770347583e-06,4.7895451072516e-06,6.60781307818364e-06,7.18580659481392e-06,7.18861718411981e-06,1.59044081452836e-06,2.15311396259955e-06,3.50439451071644e-06,5.77377719171472e-06,8.09872617160728e-06,"v_1849",85,2.85322985619722e-05,61314.542438585
"351348",1.91796554489977e-05,1.41237855646168e-05,1.45967088982906e-05,1.54182305157618e-05,1.99605738744831e-05,1.61743886642696e-05,1.11330857016985e-05,1.16268153980376e-05,1.75219725535822e-05,1.9542015110419e-05,2.73332008291746e-05,"v_2322",85,2.90486564996369e-05,27702.10000567
"2059264",2.30155865387972e-06,2.35396426076947e-06,4.33339795418002e-06,6.60781307818364e-06,8.78265250477257e-06,8.53648290614227e-06,0,3.87560513267919e-06,7.00878902143288e-06,7.10618731287965e-06,1.1473195409777e-05,"v_2369",85,2.88383896643211e-05,49736.1768024862
"1918945",5.7538966346993e-06,4.03536730417623e-06,6.38606014300213e-06,1.32156261563673e-05,3.99211477489662e-06,6.73932861011232e-06,2.38566122179254e-06,5.16747351023892e-06,8.28311429805704e-06,5.77377719171472e-06,9.11106694305819e-06,"v_2619",85,2.84705614394716e-05,55285.3013929445
"320778",2.03304347759375e-05,1.31149437385728e-05,1.87020332759348e-05,1.76208348751564e-05,1.83637279645245e-05,2.20151401263669e-05,1.43139673307552e-05,1.8947402870876e-05,2.29378549792349e-05,2.1318561938639e-05,3.20574577626122e-05,"v_2643",85,2.89880279444589e-05,12762.02538061
