"","oAVVM2CHIPOOB051360.extra.kraken2.report","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1982747",3.55079275886833e-06,1.4347768383975e-06,0,8.07839924903201e-07,0,4.41871183061487e-07,"v_5556",3,2.50006250156254e-05,732.467568068766
"29385",2.66309456915124e-06,7.17388419198749e-07,1.35180621587534e-06,2.69279974967734e-06,0,9.27929484429122e-06,"v_4021",25,2.87637346833113e-05,727.3784049966
"469616",1.33154728457562e-06,2.15216525759625e-06,1.35180621587534e-06,1.07711989987093e-06,2.57314154851658e-06,1.32561354918446e-06,"v_5161",4,2.1997360316762e-05,723.630777736769
"1197719",0,0,2.70361243175068e-06,2.69279974967734e-07,0,0,"v_1895",7,2.07202353818739e-05,714.766321337793
"2828338",6.65773642287811e-06,6.45649577278874e-06,2.70361243175068e-06,2.4235197747096e-06,2.57314154851658e-06,3.53496946449189e-06,"v_4942",10,2.70643319169666e-05,711.012499212109
"2734272",0,7.17388419198749e-07,0,5.38559949935467e-07,1.28657077425829e-06,0,"v_6512",20,2.03665987780041e-05,706.447888465759
"680114",2.2192454742927e-06,0,2.70361243175068e-06,0,0,0,"v_6313",5,2.25723443636856e-05,705.463388840048
"1318",1.33154728457562e-06,1.4347768383975e-06,8.11083729525205e-06,1.34639987483867e-06,0,8.83742366122974e-07,"v_4209",11,2.72383079563098e-05,702.343347264443
"2774189",0.00020683367820408,0.000151368956450936,0.000174383001847919,0.000158605905255995,0.000276612716465533,0.000122840188891093,"v_698",20,2.23508638608882e-05,701.858536947848
"28258",4.43849094858541e-07,7.17388419198749e-07,1.35180621587534e-06,1.6156798498064e-06,1.28657077425829e-06,0,"v_2246",7,2.39417736065888e-05,699.35111476179
"1176255",1.50908692251904e-05,9.32604944958374e-06,1.08144497270027e-05,1.15790389236125e-05,7.71942464554975e-06,1.32561354918446e-05,"v_3912",7,2.7698529208099e-05,698.57048564778
"1523415",0.000504212571759302,0.000431150439938448,0.000410949089626104,0.000393418043427859,0.000618840542418238,0.00027926258769486,"v_342",35,2.26275059962891e-05,695.075264330049
"2565559",4.43849094858541e-07,7.17388419198749e-07,1.35180621587534e-06,0,0,4.41871183061487e-07,"v_1317",7,2.04365241559716e-05,694.88744993224
"554344",0.000151796390441621,0.000321390011801039,2.70361243175068e-05,5.7625914643095e-05,2.70179862594241e-05,6.93737757406534e-05,"v_1626",13,2.65526672154218e-05,693.206373724335
"1241865",0,7.17388419198749e-07,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_2046",28,2.08694200388171e-05,692.959121050403
"323097",0.00032844833019532,0.000406041845266492,0.000470428563124619,0.000340908448309151,0.000922471245143195,0.000574874409162994,"v_56",25,2.14146519048333e-05,688.979697234536
"2213194",4.43849094858541e-06,3.58694209599374e-06,1.35180621587534e-06,7.27055932412881e-06,7.71942464554975e-06,3.88846641094108e-05,"v_3903",9,2.94924351903737e-05,685.056170884178
"59205",0,7.17388419198749e-07,0,5.38559949935467e-07,3.85971232277488e-06,4.41871183061487e-07,"v_1891",9,2.23129615993931e-05,682.062965475596
"2588299",3.10694366400979e-06,9.32604944958374e-06,5.40722486350137e-06,4.8470395494192e-06,6.43285387129146e-06,6.18619656286082e-06,"v_553",8,2.72286663399227e-05,681.672985544905
"777",0,1.21956031263787e-05,9.46264351112739e-06,0,1.28657077425829e-05,0,"v_2661",5,2.64186832928247e-05,681.541802482739
"2633465",0,0,0,2.69279974967734e-07,0,4.41871183061487e-07,"v_2129",61,1.81600261504377e-05,675.433004507277
"92401",0,0,0,2.69279974967734e-07,0,4.41871183061487e-07,"v_4696",61,1.81600261504377e-05,675.433004507277
"999426",0,0,0,2.69279974967734e-07,0,4.41871183061487e-07,"v_5047",61,1.81600261504377e-05,675.433004507277
"2560406",0,0,0,2.69279974967734e-07,0,4.41871183061487e-07,"v_5822",61,1.81600261504377e-05,675.433004507277
"999883",0,0,0,2.69279974967734e-07,0,4.41871183061487e-07,"v_5963",61,1.81600261504377e-05,675.433004507277
"130369",0,0,0,2.69279974967734e-07,0,4.41871183061487e-07,"v_5993",61,1.81600261504377e-05,675.433004507277
"33932",1.68662656046246e-05,2.08042641567637e-05,9.73300475430246e-05,3.47371167708376e-05,1.67254200653578e-05,6.31875791777926e-05,"v_3812",18,3.1606561522172e-05,672.503136458398
"2488789",4.43849094858541e-07,0,0,2.69279974967734e-07,3.85971232277488e-06,0,"v_6227",5,1.98400888835982e-05,672.290659821782
"2637762",0.00062360797827625,0.00083719228520494,0.000694828394959926,0.000774179928032234,0.00067802279803412,0.000666783615239784,"v_3419",13,2.17410209583442e-05,671.000897603721
"1473",1.33154728457562e-06,7.17388419198749e-07,1.35180621587534e-06,2.69279974967734e-07,0,6.6280677459223e-06,"v_3873",8,2.54666768533374e-05,670.372518864688
"561879",0.000129603935698694,0.000321390011801039,5.27204424191383e-05,5.3586715018579e-05,2.83045570336824e-05,0.000154213042888459,"v_3805",6,2.4703557312253e-05,669.892115877727
"264636",8.87698189717082e-07,2.15216525759625e-06,1.35180621587534e-06,2.15423979974187e-06,1.28657077425829e-06,8.83742366122974e-07,"v_4753",6,2.49053596333931e-05,662.318689135793
"1331682",0.000176208090658841,0.000170021055350103,0.000167623970768542,0.000269010694992766,0.000199418470010035,0.000191330222265624,"v_3141",14,2.36266981689309e-05,661.684328776051
"552811",7.36789497465178e-05,6.88692882430799e-05,6.35348921461411e-05,6.11265543176755e-05,5.14628309703317e-05,7.29087452051453e-05,"v_4662",7,2.75065328015404e-05,661.525164827897
"1849581",0.000150020994062187,9.39778829150361e-05,0.000131125202939908,0.000108519829911997,0.00021099760697836,0.000100746629738019,"v_1411",21,2.546537981614e-05,659.997851254497
"2560488",4.43849094858541e-07,0,0,5.38559949935467e-07,1.28657077425829e-06,0,"v_6240",30,1.9299803142008e-05,659.406917470115
"375286",6.83527606082153e-05,4.59128588287199e-05,5.1368636203263e-05,4.38926359197406e-05,3.98836940020071e-05,4.9931443685948e-05,"v_808",13,2.80993593346072e-05,653.930851402115
"2789327",0.000269416400579134,0.000302020524482673,0.000302804592356077,0.00023400429824696,0.000424568355505236,0.000190004608716439,"v_392",26,2.46688210770407e-05,648.469220517722
"2121",4.43849094858541e-07,0,0,2.69279974967734e-07,1.28657077425829e-06,0,"v_4681",28,1.99529111297338e-05,647.476701129544
"1332188",1.99732092686343e-05,2.08042641567637e-05,1.75734808063794e-05,1.02326390487739e-05,2.05851323881327e-05,1.06049083934757e-05,"v_5101",5,2.88967231115991e-05,642.987736629315
"1646",1.90855110789173e-05,2.43912062527575e-05,1.75734808063794e-05,2.34273578221928e-05,1.28657077425829e-06,2.38610438853203e-05,"v_3105",17,3.1295965949989e-05,642.495663552224
"2753607",0.00127961694047717,0.000789844649537823,0.00104359439865576,0.000834229362450038,0.000859429277204539,0.000905394054092987,"v_1133",4,1.90745050165948e-05,640.88811524929
"261318",0,0,1.35180621587534e-06,2.69279974967734e-07,0,4.41871183061487e-07,"v_6603",27,2.03923487907337e-05,636.359744243515
"208013",0,0,1.35180621587534e-06,2.69279974967734e-07,0,4.41871183061487e-07,"v_6664",27,2.03923487907337e-05,636.359744243515
"2268087",4.43849094858541e-07,0,1.35180621587534e-06,0,0,4.41871183061487e-07,"v_902",20,2.15076889988171e-05,622.885561620679
"1647475",8.87698189717082e-07,7.17388419198749e-07,0,0,0,0,"v_5545",33,1.97874824386093e-05,620.342427971878
"356852",0.00102085291817464,0.000827148847336157,0.000679958526585297,0.00090531927584152,0.00179476623009032,0.00055587394829135,"v_3596",26,2.03058054297724e-05,618.176622518182
"1128108",0,0,1.35180621587534e-06,0,1.28657077425829e-06,0,"v_6624",17,1.96378775381957e-05,617.23506553218
"10704",0,0,1.35180621587534e-06,0,1.28657077425829e-06,0,"v_6632",17,1.96378775381957e-05,617.23506553218
"1913112",0,0,1.35180621587534e-06,0,1.28657077425829e-06,0,"v_6646",17,1.96378775381957e-05,617.23506553218
"1984783",0,0,1.35180621587534e-06,0,1.28657077425829e-06,0,"v_6650",17,1.96378775381957e-05,617.23506553218
"2604832",0.000729687911947441,0.00132716857551769,0.000178438420495545,0.000205191340925413,0.000117077940457505,0.000156422398803766,"v_1601",9,2.24971878515186e-05,615.202714259936
"759914",0,0,0,2.69279974967734e-07,0,8.83742366122974e-07,"v_5084",30,2.00887924626851e-05,613.508100337978
"515256",4.43849094858541e-07,0,1.35180621587534e-06,2.69279974967734e-07,0,4.41871183061487e-07,"v_311",21,2.1289278719237e-05,612.976666813613
"472825",4.43849094858541e-07,0,1.35180621587534e-06,2.69279974967734e-07,0,4.41871183061487e-07,"v_1922",21,2.1289278719237e-05,612.976666813613
"319707",0.000154015635915914,0.000135586411228564,0.000117607140781155,0.00020788414067509,0.00021871703162391,0.000222703076262989,"v_3350",22,2.60450579502539e-05,610.380003852113
"1241859",0,7.17388419198749e-07,0,2.69279974967734e-07,1.28657077425829e-06,4.41871183061487e-07,"v_6444",13,2.02699963514007e-05,604.693411247421
"1094715",2.2192454742927e-06,0,0,2.69279974967734e-07,0,0,"v_2657",9,2.09003887472307e-05,604.066713706121
"2483402",1.86416619840587e-05,1.29129915455775e-05,1.89252870222548e-05,1.56182385481285e-05,1.54388492910995e-05,1.67911049563365e-05,"v_154",5,3.01750150875075e-05,599.882784870682
"115808",0.000405234223605848,0.000426846109423256,0.000671847689290045,0.000500591473465017,0.000652291382548954,0.000615526558004651,"v_3",29,2.2067747986318e-05,597.556212199554
"931866",3.41763803041076e-05,5.30867430207074e-05,8.78674040318972e-05,6.4627193992256e-05,7.33345341327226e-05,0.000109584053399249,"v_42",4,2.51978027516001e-05,595.132187252129
"2118",7.10158551773665e-06,2.869553676795e-06,1.35180621587534e-06,2.4235197747096e-06,1.28657077425829e-06,0,"v_6182",4,2.73860057510612e-05,594.943285118651
"1720344",8.87698189717082e-07,2.15216525759625e-06,1.35180621587534e-06,2.15423979974187e-06,2.57314154851658e-06,1.32561354918446e-06,"v_1726",7,2.45194193801491e-05,594.585411857198
"413888",8.87698189717082e-07,7.17388419198749e-07,1.35180621587534e-06,8.07839924903201e-07,1.28657077425829e-06,2.65122709836892e-06,"v_4461",10,2.38396071232746e-05,592.07866049928
"173480",0.000911666040839443,0.000868039987230486,0.00083000901654746,0.000758561689484105,0.00165581658647042,0.000629224564679557,"v_5004",24,2.03865285819131e-05,589.325367967647
"1881016",0.000717260137291402,0.00122673419682986,0.000271713049390944,0.000255546696244379,0.00021099760697836,0.000255843414992601,"v_1085",12,2.14610696197098e-05,580.387852161281
"459349",1.68662656046246e-05,3.37172557023412e-05,2.02770932381301e-05,1.26561588234835e-05,2.44448447109075e-05,3.18147251804271e-05,"v_5007",10,2.9631385563589e-05,579.024653197053
"2061",0.00119928025430778,0.000365868093791362,0.000408245477194353,0.000490358834416243,0.000319069552016056,0.000460429772750069,"v_3522",3,2.1383513311237e-05,578.974595552434
"1855380",1.86416619840587e-05,2.72607599295525e-05,1.62216745905041e-05,1.48103986232253e-05,1.92985616138744e-05,1.50236202240906e-05,"v_1487",4,2.8533112677262e-05,571.488422619635
"2045011",8.87698189717082e-07,0,5.40722486350137e-06,2.69279974967734e-07,0,2.20935591530743e-06,"v_5403",9,2.51060731590972e-05,570.339705834792
"1535768",0.000382154070673204,0.000468454637736783,0.000437985213943611,0.00058568394555482,0.000501762601960734,0.000452917962638024,"v_3212",33,2.2730889005069e-05,569.599853602699
"1890",0.000339988406661642,0.000664301676178041,0.000370394903149844,0.000514863312138306,0.000531353729768675,0.00103265295481469,"v_3224",38,2.16553337086924e-05,569.505866600992
"283735",5.32618913830249e-06,3.58694209599374e-06,5.40722486350137e-06,4.039199624516e-06,5.14628309703317e-06,7.06993892898379e-06,"v_4922",6,2.75550411947866e-05,569.261531860558
"37928",0.000253437833164227,0.000311346573932257,0.000456910500965866,0.000584068265705014,0.000266320150271466,0.000453801705004147,"v_3064",5,2.01564137708619e-05,562.082812269187
"358023",2.66309456915124e-06,5.73910735358999e-06,4.05541864762603e-06,4.30847959948374e-06,7.71942464554975e-06,5.30245419673784e-06,"v_4925",6,2.47463499133878e-05,551.223116458207
"68214",0.000324009839246735,0.000547367363848645,0.000420411733137231,0.000518363951812887,0.000756503615263876,0.00177411279999187,"v_3237",36,2.12580514870007e-05,550.903767478158
"1141883",0.000589875447067001,0.000520823992338292,0.000597498347416901,0.000538021389985532,0.00204950724339346,0.00187265007381458,"v_798",2,1.69661186610339e-05,550.258446610404
"2596949",3.15132857349564e-05,3.44346441215399e-05,3.64987678286342e-05,2.47737576970315e-05,2.95911278079407e-05,1.67911049563365e-05,"v_1766",6,2.83157775512516e-05,550.116328728438
"2052660",2.130475655321e-05,2.0086875737565e-05,8.11083729525205e-06,1.6156798498064e-05,2.05851323881327e-05,5.43501555165629e-05,"v_3854",13,2.89594856795343e-05,548.989685955981
"644357",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6686",41,1.81550806993337e-05,544.743501769173
"216935",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6742",41,1.81550806993337e-05,544.743501769173
"309803",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6755",41,1.81550806993337e-05,544.743501769173
"2315704",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6763",41,1.81550806993337e-05,544.743501769173
"2734225",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6795",41,1.81550806993337e-05,544.743501769173
"2560705",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6818",41,1.81550806993337e-05,544.743501769173
"1982370",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6825",41,1.81550806993337e-05,544.743501769173
"2560831",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6866",41,1.81550806993337e-05,544.743501769173
"2734128",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6872",41,1.81550806993337e-05,544.743501769173
"2734156",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6873",41,1.81550806993337e-05,544.743501769173
"2590877",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6890",41,1.81550806993337e-05,544.743501769173
"322019",0,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6955",41,1.81550806993337e-05,544.743501769173
"37931",3.19571348298149e-05,4.80650240863162e-05,6.08312797143904e-05,6.00494344178046e-05,5.40359725188483e-05,0.000145375619227229,"v_3097",5,2.42007695844728e-05,543.729552084144
"89966",0.00176163705749355,0.00169734099982424,0.00210205866568616,0.00220621083491064,0.00178833337621903,0.00163801647560893,"v_4851",7,1.83405472819309e-05,542.442385924336
"2615065",0.000237459265749319,0.000288390144517897,0.000236566087778185,0.000309941251187861,0.0002714664333685,0.00028235568597629,"v_3002",13,2.23873914211516e-05,540.11266479934
"2774151",0.00189124099319224,0.0020617743167772,0.00352280699857114,0.00330541169272893,0.00178576023467051,0.00234898720915486,"v_4766",10,1.69753348384797e-05,538.280880264137
"1138190",0.00010341683910204,0.000111912593395005,0.000106792691054152,0.000123330228535222,0.000146669068265445,0.000462197257482315,"v_83",5,2.29953779290363e-05,536.564371236289
"1408",2.75186438812295e-05,0.000144195072258949,1.08144497270027e-05,2.58508775969024e-05,1.15791369683246e-05,6.93737757406534e-05,"v_3809",5,2.76418719075656e-05,536.474865778779
"2487344",3.95025694424101e-05,2.65433715103537e-05,1.75734808063794e-05,3.2313596996128e-05,2.44448447109075e-05,3.3582209912673e-05,"v_3356",3,2.81033077593233e-05,536.043406166662
"42422",1.02085291817464e-05,1.36303799647762e-05,1.08144497270027e-05,3.2313596996128e-06,6.43285387129146e-06,7.06993892898379e-06,"v_4480",12,2.99078837181481e-05,530.970100892046
"2565554",5.05987968138737e-05,5.30867430207074e-05,4.86650237715123e-05,4.41619158947083e-05,6.04688263901397e-05,2.60703998006277e-05,"v_400",3,2.68456375838926e-05,530.697928400262
"1084719",4.43849094858541e-07,0,0,8.07839924903201e-07,0,0,"v_5836",54,1.91350937619594e-05,530.606115334813
"2733892",4.43849094858541e-07,0,0,8.07839924903201e-07,0,0,"v_5908",54,1.91350937619594e-05,530.606115334813
"932070",4.43849094858541e-07,0,0,8.07839924903201e-07,0,0,"v_6076",54,1.91350937619594e-05,530.606115334813
"1235284",0,1.4347768383975e-06,1.35180621587534e-06,1.34639987483867e-06,2.57314154851658e-06,4.41871183061487e-07,"v_5192",5,2.16422109682725e-05,525.066190701337
"1631871",1.33154728457562e-06,0,1.35180621587534e-06,5.38559949935467e-07,2.57314154851658e-06,3.97684064755338e-06,"v_4117",7,2.47445129042635e-05,521.177595135452
"281119",7.54543461259519e-06,6.45649577278874e-06,6.75903107937671e-06,6.19343942425787e-06,3.85971232277488e-06,7.51181011204528e-06,"v_4875",8,2.74702634398264e-05,512.422540385344
"169430",0.000138480917595865,0.000119803866006191,0.000144643265098662,0.000157259505381156,0.000780948459974783,0.00011577024996211,"v_1035",35,2.58705437988307e-05,508.164673952985
"2614801",1.19839255611806e-05,2.15216525759625e-06,1.48698683746288e-05,3.2313596996128e-06,0,1.32561354918446e-06,"v_2957",8,2.97503941927231e-05,507.825083926134
"2621488",0.000153127937726197,0.00017791232796129,0.000163568552120916,0.000186072462702704,0.000200705040784294,0.000186027768068886,"v_3044",8,2.37354916807102e-05,507.185324419585
"1327635",0.000667105189572387,0.0006305844204757,0.000609664603359779,0.000564410827532369,0.00109358515811955,0.000339357068591222,"v_336",30,2.14767406898329e-05,506.880160405288
"155892",0.000735901799275461,0.000687258105592401,0.000560999579588267,0.000531558670586306,0.00101253119934128,0.000411382071430244,"v_719",30,2.14767406898329e-05,506.880160405288
"2107999",8.87698189717082e-07,7.17388419198749e-07,1.35180621587534e-06,5.38559949935467e-07,0,4.41871183061487e-07,"v_6173",16,2.24461852708132e-05,500.634606997351
"2602015",0.0010470400147713,0.000893865970321641,0.00149239406232638,0.00138005987170963,0.000970074363790752,0.000882858623756851,"v_621",7,1.90095998479232e-05,493.541586452907
"624315",0.00147624208949951,0.00166721068621789,0.00276174009903332,0.00194177789949233,0.00217430460849651,0.00131721799670629,"v_3610",9,1.79723585126076e-05,492.698538713287
"256326",8.43313280231228e-06,1.4347768383975e-05,1.08144497270027e-05,1.45411186482576e-05,1.80119908396161e-05,6.6280677459223e-06,"v_1735",7,2.93539202160449e-05,487.779914233722
